,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.5173647,-1.2071546,"('unfriendly', 'friendly')",0.8640758,1.2521389,-0.75005037,-0.4882782,1.8172603,1.9212824,0.1034802,0.3694971,-0.2660169
74,1.5094696,1.4139915,"('undedicated', 'dedicated')",-0.7535197,-0.669716,-0.5502192,-0.47580734,0.0020069126,-0.044513196,0.0519344,0.0559887,-0.0040543
67,1.4307867,1.4312043,"('doubtful', 'determined')",0.35159722,0.33085796,0.5672621,0.58894587,-0.7622729,-0.7319867,0.3968433,0.4047554,-0.0079121
32,1.4302454,1.3260734,"('unkind', 'kind')",0.5811991,0.55600363,0.007894777,0.23081784,0.94742054,1.0297096,0.74169,0.7856511,-0.0439611
48,1.4220386,1.220108,"('unintelligent', 'intelligent')",0.12992144,-0.0013216585,0.06816074,-0.007278256,0.52377486,0.5812827,0.5359739,0.4481977,0.0877762
51,1.4088016,1.236811,"('uneducated', 'educated')",-0.7414555,-0.7697652,0.36703295,0.43989378,0.74743915,0.58554536,0.4454545,0.3731213,0.0723332
52,-1.4059829,-1.1220367,"('irrational', 'rational')",1.0891228,1.0944961,-0.5409607,-0.6236908,-0.029031815,-0.13015085,-0.2217132,-0.1953456,-0.0263676
39,1.4023546,1.4879575,"('exploitative', 'cooperative')",1.1016649,1.036424,0.4723887,0.35877973,0.33621886,0.2713295,0.8281568,0.7886227,0.0395341
28,1.2959872,1.0011723,"('disloyal', 'loyal')",0.61368555,0.695637,0.17416465,0.21832001,1.1470609,1.039495,0.8077246,0.738656,0.0690686
7,1.2659985,1.1090279,"('insensitive', 'sensitive')",0.10127703,0.067727335,0.32866967,0.32425362,0.9072233,0.8594409,0.6507921,0.5901124,0.0606797
13,1.2635378,1.1381756,"('impolite', 'polite')",-0.8147852,-0.8158673,1.4276682,1.6436664,-0.13818425,-0.14072281,0.4345591,0.456313,-0.0217539
62,1.2570059,0.89167285,"('incompetent', 'brilliant')",-0.60033447,-0.66090703,0.96840036,0.93547255,-0.02593863,0.11959183,0.3997833,0.3214575,0.0783258
4,-1.1891426,-0.66513014,"('disliked', 'liked')",0.56683236,0.84012496,-0.841785,-0.6937351,-7.2439084,-6.962377,-2.177001,-1.8702793,-0.3067217
86,1.1092552,0.8251819,"('uninfluential', 'influential')",-0.40636328,-0.44408688,0.0122097805,-0.03830932,0.023274004,-0.12712196,0.1845939,0.0539159,0.130678
57,1.0974857,0.60445964,"('unimaginative', 'imaginative')",-1.3755001,-1.4462396,-0.70799965,-0.7681511,-2.927103,-3.0679297,-0.9782793,-1.1694652,0.1911859
55,1.0877898,0.691337,"('incompetent', 'clever')",-1.2374365,-1.4923567,0.47825384,0.41850817,0.18148655,0.14536917,0.1275234,-0.0592856,0.186809
6,-1.0491061,-0.6338111,"('distant', 'open')",1.0006595,1.5330176,-0.9334901,-0.78056437,0.40340042,0.5344974,-0.1446341,0.1632849,-0.307919
63,1.0344039,0.8210215,"('unperceptive', 'insightful')",-0.55139273,-0.6194271,0.9594444,1.0698491,0.82876176,0.8306427,0.5678043,0.5255216,0.0422827
14,0.99991095,0.8116734,"('antisocial', 'social')",-0.5737884,-0.7966308,0.33168924,0.51272315,-0.4950686,-0.35270107,0.0656858,0.0437662,0.0219196
24,0.9352773,0.9988834,"('dishonest', 'honest')",0.051787782,0.12103575,-1.0996801,-0.78487265,0.63604605,0.69326895,0.1308578,0.2570789,-0.1262211
64,0.92717975,0.9963385,"('shy', 'confident')",-1.7707846,-1.6925391,-0.9973774,-0.8616696,-7.0647244,-7.0412426,-2.2264266,-2.1497781,-0.0766485
15,-0.8827134,-0.6021723,"('boring', 'funny')",0.8115852,0.8044036,-1.0680654,-1.060282,0.1997988,0.18206987,-0.2348487,-0.1689952,-0.0658535
82,-0.86758614,-0.98779416,"('poor', 'rich')",-1.1691152,-1.1347973,-0.39293468,-0.32264656,6.410785,6.4855156,0.9952873,1.0100694,-0.0147821
76,0.8469183,0.6503821,"('anxious', 'daring')",-0.54881585,-0.7099572,0.982012,1.061637,0.117624566,0.13267054,0.3494347,0.2836831,0.0657516
49,-0.84022236,-0.910864,"('unable', 'able')",-1.7675861,-1.6165469,-0.81427103,-0.89267427,-0.23497584,-0.12604547,-0.9142638,-0.8865327,-0.0277311
40,0.835292,0.9064733,"('stingy', 'generous')",2.0188184,2.0389497,0.27779245,0.25285977,-1.644537,-1.4963617,0.3718414,0.4254803,-0.0536389
50,-0.8342729,-0.6495926,"('clumsy', 'skillful')",-0.8725705,-0.83604485,-1.0943363,-1.0044395,0.08907096,0.095689066,-0.6780272,-0.598597,-0.0794302
44,-0.8226278,-0.76139134,"('prejudiced', 'unprejudiced')",-0.9716135,-1.0399098,-0.2957462,-0.30378902,-1.3770435,-1.2165663,-0.8667578,-0.8304141,-0.0363437
25,-0.8183706,-0.706476,"('egoistic', 'altruistic')",2.3940978,2.487386,1.7402308,1.5860069,1.8241204,1.9873809,1.2850196,1.3385744,-0.0535548
3,0.7844668,0.26676965,"('repellent', 'pleasant')",-1.5310925,-1.7241495,-0.3817525,-0.50867367,0.44701135,0.32166693,-0.1703417,-0.4110966,0.2407549
16,-0.78259206,-0.7749569,"('unpopular', 'popular')",-0.8609267,-0.72380877,-0.6918739,-0.7846667,0.32143283,0.38968292,-0.5034899,-0.4734374,-0.0300525
22,0.7557171,0.56445265,"('untrustworthy', 'trustworthy')",-0.96555424,-1.0743,0.3461858,0.3685318,-0.91155845,-0.6880947,-0.1938024,-0.2073526,0.0135502
29,-0.7368371,-0.36680844,"('unfair', 'fair')",0.46118504,0.37679055,-1.1054132,-1.0666467,-0.39805496,-0.45018944,-0.4447801,-0.3767135,-0.0680666
5,-0.7345334,-0.4585591,"('distant', 'outgoing')",0.82206696,1.2533568,-1.0398357,-0.83665955,-0.36278248,-0.23138054,-0.3287712,-0.0683106,-0.2604606
43,0.7219297,0.6514772,"('irresponsible', 'responsible')",-0.92513037,-1.0053145,-0.4800362,-0.3481658,0.4208675,0.40923965,-0.0655923,-0.0731909,0.0075986
59,-0.70106095,-0.2758277,"('foolish', 'wise')",0.17214349,0.41868892,-1.3699645,-1.2407261,0.38175413,0.43455482,-0.3792819,-0.1658275,-0.2134544
33,0.6534639,0.8329577,"('wrong', 'right')",2.0661292,2.1182795,1.1763914,1.1938695,-0.501354,-0.53292984,0.8486576,0.9030442,-0.0543866
30,0.6352767,0.5230061,"('intolerant', 'tolerant')",-0.3280258,-0.40656283,-0.5631196,-0.3432506,0.9863316,1.0830637,0.1826157,0.2140641,-0.0314484
26,-0.62488186,-0.46135706,"('hardhearted', 'benevolent')",2.170822,2.2698123,0.38810936,0.45098728,1.6016883,1.7578558,0.8839344,1.0043246,-0.1203902
54,-0.6006575,-0.77749693,"('incapable', 'capable')",-0.0015232284,0.064444356,-1.1437455,-1.0988947,1.2025042,1.1896675,-0.1358556,-0.15557,0.0197144
79,-0.5889809,-0.23741773,"('wavering', 'unwavering')",0.77680016,1.0330342,-0.9268094,-0.8092472,-0.09416104,0.008861892,-0.2082878,-0.0011922,-0.2070956
78,0.5674689,-0.037034847,"('nonresilient', 'resilient')",-0.64246875,-0.9085691,1.3341364,1.0482192,0.31755346,0.15003334,0.3941725,0.0631621,0.3310104
72,0.5338711,0.38276395,"('unambitious', 'ambitious')",0.5910002,0.45758137,-1.3085437,-1.2526928,-0.6545426,-0.5934269,-0.2095538,-0.2514436,0.0418898
37,-0.53198504,-0.56147885,"('fake', 'genuine')",-0.37377754,-0.4890576,-0.6435865,-0.5947706,0.335719,0.3465492,-0.3034075,-0.3246894,0.0212819
71,0.4761387,0.62214434,"('diffident', 'self-confident')",2.4244998,2.5710406,0.2775991,0.35748115,0.77612066,0.6835003,0.9885896,1.0585415,-0.0699519
87,0.46305054,0.42700413,"('unsuccessful', 'successful')",-0.05501965,-0.10309473,0.5206931,0.44138724,0.50550926,0.50488055,0.3585583,0.3175443,0.041014
9,-0.38732472,-0.1826198,"('unaffectionate', 'caring')",1.1772486,1.4166787,-0.12919182,0.087656066,1.2732676,1.2826986,0.4834999,0.6511034,-0.1676035
45,-0.37438965,-0.4317316,"('incompetent', 'competent')",-0.43163544,-0.5469613,0.83727616,0.88934356,-0.48519567,-0.34178212,-0.1134861,-0.1077829,-0.0057032
47,0.32721025,0.35435474,"('stupid', 'smart')",0.35801175,0.31618446,0.484614,0.6160634,6.0114894,6.174082,1.7953314,1.8651711,-0.0698397
69,-0.3126553,0.04227468,"('lazy', 'industrious')",1.5442054,1.8868188,0.97307825,0.93154556,-0.6587522,-0.5072593,0.3864691,0.5883449,-0.2018758
88,0.29506758,0.1627404,"('low', 'eminent')",-0.93498,-0.9277116,-1.7612801,-1.6917167,0.025177047,0.09111352,-0.5940039,-0.5913936,-0.0026103
27,-0.26304778,-0.43207702,"('hardhearted', 'softhearted')",0.8691501,0.67824346,0.71135736,0.40844038,1.8837811,1.6428983,0.8003102,0.5743763,0.2259339
19,-0.25686204,-0.016390163,"('inhospitable', 'hospitable')",0.8321132,1.0982696,-0.22100008,-0.22653918,0.0127698425,0.0650248,0.0917552,0.2300912,-0.138336
58,-0.23683235,-0.24408558,"('undiscriminating', 'discriminating')",0.1030817,0.074901655,0.0647635,0.13915578,-0.052761666,-0.09439896,-0.0304372,-0.0311068,0.0006696
83,0.2042045,-0.034882814,"('powerless', 'powerful')",0.059001908,0.018838808,-0.32771564,-0.27088022,-1.0626215,-1.1321394,-0.2817827,-0.3547659,0.0729832
66,0.20357357,0.23981228,"('inactive', 'active')",0.23375937,0.42722577,0.0040049255,-0.00598754,1.1712992,1.0577908,0.4031593,0.4297103,-0.026551
68,0.20293069,0.1810664,"('dependent', 'independent')",-2.1979742,-2.2632978,-0.7174961,-0.79969424,-0.404782,-0.40954268,-0.7793304,-0.8228672,0.0435368
41,-0.19650963,-0.016525485,"('unforgiving', 'forgiving')",1.0882989,1.1556971,1.5040137,1.615439,0.18110482,0.17004168,0.644227,0.731163,-0.086936
61,0.16027841,0.23671785,"('illogical', 'logical')",0.019879144,0.016933493,1.3429804,1.2480899,0.33852938,0.31717968,0.4654168,0.4547302,0.0106866
53,-0.14091325,-0.3069955,"('uncreative', 'creative')",0.37858865,0.55928487,-0.902018,-0.84312,0.8087818,0.75623685,0.0361098,0.0413516,-0.0052418
18,-0.07707103,0.01908274,"('disagreeable', 'welcoming')",0.31168795,0.52333987,-0.11844957,-0.040144607,-0.27299434,-0.1288409,-0.0392068,0.0933593,-0.1325661
34,0.07281828,-0.05150247,"('mean', 'honorable')",0.020027788,0.06312977,-0.2791769,-0.27037382,6.157883,6.1913657,1.4928881,1.4831548,0.0097333
2,0.035348445,0.23029168,"('unlikable', 'likable')",-0.14075601,0.11796455,0.35978955,0.48907733,0.3738983,0.65713984,0.1570701,0.3736184,-0.2165483
38,-0.0329132,0.00046683848,"('untruthful', 'truthful')",0.4434266,0.49286288,-0.22520034,-0.14930487,-0.13378474,-0.027101453,0.0128821,0.0792308,-0.0663487
17,0.032599725,0.13837291,"('nasty', 'nice')",0.6234095,0.77994466,0.08938402,0.22779493,-0.37761235,-0.40088913,0.0919452,0.1863058,-0.0943606
73,-0.022584561,0.54821944,"('helpless', 'self-reliant')",0.5285746,0.86980057,-0.1499806,-0.0041651353,-3.5067158,-3.4561357,-0.7876766,-0.5105702,-0.2771064
20,0.013683818,-0.2876901,"('rough', 'thoughtful')",-0.47147867,-0.7156894,0.49553612,0.2721863,1.317838,1.3067504,0.3388948,0.1438893,0.1950055
84,-0.007021155,0.015589148,"('inferior', 'superior')",-0.0651167,-0.0965494,-0.19038913,-0.15052769,0.71016604,0.80874836,0.1119098,0.1443151,-0.0324053
