,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.3002632,-2.5168784,"('unfriendly', 'friendly')",0.33781502,0.5778332,-0.6334471,-0.43666378,1.6502135,1.9624999,-0.2364205,-0.1033023,-0.1331182
86,-2.2527707,-2.244732,"('uninfluential', 'influential')",0.2049168,0.16762224,-0.59472436,-0.6424544,-0.49354157,-0.44608745,-0.78403,-0.7914128,0.0073828
63,-1.9557363,-1.9538461,"('unperceptive', 'insightful')",-0.14283825,-0.16664672,0.567118,0.64421964,0.9417659,0.79994416,-0.1474227,-0.1690823,0.0216596
53,-1.877004,-1.8329993,"('uncreative', 'creative')",-0.6040977,-0.44803905,-0.50984037,-0.1573225,0.5454833,0.8688342,-0.6113647,-0.3923816,-0.2189831
57,-1.6052662,-1.5797169,"('unimaginative', 'imaginative')",-0.17125465,-0.28934932,-0.8091984,-0.7747956,-2.77324,-2.7089477,-1.3397398,-1.3382024,-0.0015374
69,1.4235141,1.0633669,"('lazy', 'industrious')",1.5622728,1.6064217,1.0975884,1.1047754,0.17293361,0.26444495,1.0640773,1.0097523,0.054325
61,-1.3742433,-1.2367996,"('illogical', 'logical')",-0.16464007,-0.18823868,0.15380812,0.24298184,0.13145185,0.1114593,-0.3134058,-0.2676493,-0.0457565
8,-1.2309101,-1.2075213,"('unaffectionate', 'affectionate')",-0.14563893,0.047588788,-1.8514125,-1.7156293,0.32088923,0.5033843,-0.7267681,-0.5930443,-0.1337238
43,-1.2261523,-1.057661,"('irresponsible', 'responsible')",0.5731218,0.52683455,-1.1701643,-1.1293697,-0.035585225,-0.020621456,-0.464695,-0.4202044,-0.0444906
58,-1.2169933,-1.2656559,"('undiscriminating', 'discriminating')",-0.9712746,-1.0815558,-0.4213197,-0.62564695,-0.45594016,-0.5453763,-0.766382,-0.8795588,0.1131768
9,-1.173582,-1.1011679,"('unaffectionate', 'caring')",0.8330012,1.047031,-0.7395493,-0.5734174,1.0630727,1.196254,-0.0042644,0.1421749,-0.1464393
10,-1.1729283,-0.98591566,"('unsympathetic', 'sympathetic')",-1.0481774,-1.1151706,-0.9367625,-0.9157276,-0.46984357,-0.5139735,-0.9069279,-0.8826968,-0.0242311
72,-1.0914009,-0.9964425,"('unambitious', 'ambitious')",-0.049007393,-0.16761069,-1.4484407,-1.6238003,-1.1844279,-1.1682256,-0.9433192,-0.9890198,0.0457006
45,-1.0512575,-0.96205425,"('incompetent', 'competent')",-0.1775048,-0.29973403,-0.2763211,-0.33027166,-0.30737022,-0.43625242,-0.4531134,-0.5070781,0.0539647
24,-1.0173328,-0.7974749,"('dishonest', 'honest')",-0.39543298,-0.4490509,-2.163069,-2.2551303,0.34734654,0.5404986,-0.8071221,-0.7402893,-0.0668328
70,-0.9954466,-0.71628755,"('lethargic', 'energetic')",-0.50369275,-0.5780124,-0.14970174,-0.063625015,0.2776593,0.33039525,-0.3427954,-0.2568824,-0.085913
23,-0.98309517,-0.8201156,"('insincere', 'sincere')",-0.26645336,-0.25190634,0.53594303,0.6536125,5.397865,5.287242,1.1710649,1.2172081,-0.0461432
54,-0.95709556,-0.9332131,"('incapable', 'capable')",-0.10343915,0.0077444576,-0.55742717,-0.32102817,1.0726604,1.3613465,-0.1363254,0.0287124,-0.1650378
38,-0.9428922,-0.8039189,"('untruthful', 'truthful')",-0.021913268,0.045184463,-0.6565678,-0.5323983,-0.001612924,0.17756231,-0.4057465,-0.2783926,-0.1273539
5,-0.8912806,-0.9749479,"('distant', 'outgoing')",0.16097155,0.33541417,-1.162208,-0.9735107,0.1058092,0.31169724,-0.4466769,-0.3253368,-0.1213401
44,0.8892939,0.88108647,"('prejudiced', 'unprejudiced')",-0.63795125,-0.6437849,-0.45980418,-0.46880496,-1.513649,-1.3869319,-0.4305276,-0.4046088,-0.0259188
25,-0.8516296,-0.9434342,"('egoistic', 'altruistic')",0.21366,0.32286546,0.8254591,0.8434257,1.150018,1.356308,0.3343769,0.3947912,-0.0604143
73,0.8332733,0.9461707,"('helpless', 'self-reliant')",0.34643695,0.35980952,-0.46564204,-0.4756443,-3.28362,-3.1337929,-0.642388,-0.5758643,-0.0665237
82,-0.82242936,-0.6370077,"('poor', 'rich')",-0.39502627,-0.17705166,-0.6883165,-0.49520165,6.033099,6.1579094,1.0318317,1.212162,-0.1803303
0,-0.81969285,-0.81335497,"('unsociable', 'sociable')",0.34849364,0.37696028,0.112475336,0.18710613,-0.5845322,-0.49033922,-0.235814,-0.1849069,-0.0509071
84,0.8146289,0.76318556,"('inferior', 'superior')",0.9073206,0.8902894,0.27406406,0.18286592,1.0578369,1.0929682,0.7634627,0.7323273,0.0311354
27,-0.7694493,-0.875446,"('hardhearted', 'softhearted')",0.053734314,0.11134493,-0.03937685,-0.032997757,1.8728262,1.6931114,0.2794336,0.2240031,0.0554305
22,-0.74485093,-0.6604407,"('untrustworthy', 'trustworthy')",-0.13966203,-0.32888338,0.33742335,0.2559954,-1.0436007,-1.0777591,-0.3976726,-0.452772,0.0550994
51,-0.7287226,-0.58859736,"('uneducated', 'educated')",0.37374562,0.4097981,0.17457455,0.24961871,0.21383208,0.34255052,0.0083574,0.1033425,-0.0949851
67,0.7049454,0.80032456,"('doubtful', 'determined')",0.1706605,0.124789424,0.42487654,0.38202232,-0.5203198,-0.4326285,0.1950406,0.2186269,-0.0235863
79,-0.69193965,-0.87791127,"('wavering', 'unwavering')",-0.65793747,-0.5427164,-1.905922,-1.7113391,0.12055738,0.12018211,-0.7838105,-0.7529461,-0.0308644
36,-0.6900519,-0.8720783,"('hostile', 'amicable')",-1.148428,-0.9092112,-2.1990108,-1.9567703,0.25014532,0.4119274,-0.9468364,-0.8315331,-0.1153033
74,-0.67637026,-0.5751353,"('undedicated', 'dedicated')",0.190058,0.2211451,0.20662643,0.29950503,-0.4168908,-0.28695583,-0.1741442,-0.0853603,-0.0887839
60,-0.67011684,-0.39569116,"('inefficient', 'efficient')",-0.079726115,-0.14639807,1.2162819,1.2619368,-0.25884503,-0.13256204,0.0518985,0.1468214,-0.0949229
3,-0.66559404,-0.51292986,"('repellent', 'pleasant')",-1.3807992,-1.3851451,0.4703678,0.5646245,-0.052111167,-0.15813114,-0.4070341,-0.3728954,-0.0341387
56,-0.66065174,-0.39224747,"('impractical', 'practical')",0.81784546,0.831506,-0.047397286,0.023203932,-0.51538676,-0.49081743,-0.1013976,-0.0070887,-0.0943089
65,-0.6578138,-0.31508413,"('insecure', 'secure')",-0.9300984,-1.0345547,0.43118984,0.4005228,-0.5630546,-0.523777,-0.4299442,-0.3682232,-0.061721
11,-0.6541853,-0.48102272,"('unhelpful', 'helpful')",0.18527156,0.16781127,0.82681865,0.94606286,1.5275496,1.6002834,0.4713636,0.5582837,-0.0869201
32,-0.6484439,-0.5928176,"('unkind', 'kind')",1.2655355,1.3454489,0.12934765,0.22580941,0.68442535,0.8961634,0.3577161,0.468651,-0.1109349
34,-0.6437917,-0.6055922,"('mean', 'honorable')",-0.39849487,-0.36706403,0.14056915,0.23467955,5.825433,5.92143,1.2309289,1.2958634,-0.0649345
19,-0.62974,-0.62556887,"('inhospitable', 'hospitable')",0.010186225,0.21121992,-1.1329701,-0.93191206,0.15120494,0.3393561,-0.4003297,-0.2517262,-0.1486035
35,0.6273759,0.47077966,"('corrupt', 'incorrupt')",-0.5135505,-0.4405722,-0.69192195,-0.56355274,0.0684648,0.21785544,-0.1274079,-0.0788725,-0.0485354
6,-0.6156698,-0.8152688,"('distant', 'open')",0.02835901,0.22082509,-1.8539413,-1.7380272,0.56852007,0.70070547,-0.468183,-0.4079413,-0.0602417
37,0.58523977,0.5265735,"('fake', 'genuine')",-0.24030833,-0.38456985,-0.48285842,-0.5496232,0.1874876,0.13834284,0.0123902,-0.0673192,0.0797094
7,-0.58333284,-0.39142698,"('insensitive', 'sensitive')",-0.80175227,-0.7378879,-0.27371532,-0.18686484,0.3575911,0.37633973,-0.3253023,-0.23496,-0.0903423
28,-0.55963075,-0.3917186,"('disloyal', 'loyal')",-0.37358636,-0.32538188,-0.34811574,-0.17392555,0.48606232,0.7352624,-0.1988176,-0.0389409,-0.1598767
31,-0.5518426,-0.7484027,"('evil', 'good')",-0.65557253,-0.58126354,-1.0978872,-1.0578412,-0.80926645,-0.70661414,-0.7786422,-0.7735304,-0.0051118
46,-0.5394521,-0.50451624,"('uncompetitive', 'competitive')",-0.26906428,-0.34362522,1.3408915,1.3971243,-0.8169077,-0.90850526,-0.0711332,-0.0898806,0.0187474
77,-0.51452655,-0.5141517,"('unmotivated', 'motivated')",0.14574066,0.20371965,0.5281063,0.6209995,-1.0792224,-1.0653322,-0.2299755,-0.1886912,-0.0412843
39,0.48202842,0.6445662,"('exploitative', 'cooperative')",0.13423805,0.0666122,1.1443658,1.1976024,-0.029316768,0.14265925,0.4328289,0.51286,-0.0800311
33,0.4521129,0.19089903,"('wrong', 'right')",1.0193053,0.8995954,0.035279825,-0.0077796914,-0.113783956,-0.09561931,0.3482285,0.2467738,0.1014547
88,-0.4503973,-0.58310753,"('low', 'eminent')",-0.5812101,-0.55273634,-0.19106795,-0.26999235,0.142387,0.17773275,-0.2700721,-0.3070259,0.0369538
4,-0.44775897,-0.3831095,"('disliked', 'liked')",0.39475262,0.39439973,-0.63155615,-0.49230835,-6.0851765,-5.78712,-1.6924348,-1.5670345,-0.1254003
20,0.43312052,0.29135877,"('rough', 'thoughtful')",-0.23493165,-0.3135798,0.603973,0.5561203,1.0145553,0.9717506,0.4541793,0.3764125,0.0777668
80,0.41308457,0.41655245,"('dominated', 'dominating')",0.012575427,-0.25981015,1.3340387,1.2157189,-1.2005155,-1.4853642,0.1397958,-0.0282257,0.1680215
78,-0.39581406,-0.7688445,"('nonresilient', 'resilient')",1.3678493,1.4478328,2.5105839,2.4906275,0.7447553,0.5783686,1.0568436,0.9369961,0.1198475
75,0.37955937,0.32773706,"('meek', 'impulsive')",0.1993457,0.22348861,-1.1017832,-1.0623984,-0.24427639,-0.23308633,-0.1917886,-0.1860648,-0.0057238
68,-0.37550095,-0.41633838,"('dependent', 'independent')",-0.74527085,-0.8648887,0.5151133,0.46634784,-0.18528491,-0.25248322,-0.1977358,-0.2668406,0.0691048
81,-0.3715331,-0.10478149,"('submissive', 'aggressive')",0.38796866,0.2319293,0.3132639,0.20520449,-0.56122863,-0.5708953,-0.0578823,-0.0596358,0.0017535
