,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.635416,-1.235645,"('hostile', 'amicable')",-1.4277399,-1.3477606,-0.019149102,0.14730045,-1.027435,-0.812035,-0.2154
31,-1.5806885,-1.5583086,"('evil', 'good')",-0.7171603,-0.7200797,-0.7953751,-0.73273546,-1.0310746,-1.0037079,-0.0273667
72,1.3605351,1.2564448,"('unambitious', 'ambitious')",-0.010962069,-0.101653144,-0.6797855,-0.91638446,0.2232625,0.0794691,0.1437934
57,-1.2791662,-1.2310932,"('unimaginative', 'imaginative')",-0.9940437,-0.9781871,-3.093522,-2.9507375,-1.7889107,-1.720006,-0.0689047
9,1.2609481,1.0812833,"('unaffectionate', 'caring')",0.2131226,0.12661096,1.2835314,1.1114364,0.9192007,0.7731102,0.1460905
25,1.1992106,0.7583318,"('egoistic', 'altruistic')",0.80300605,0.3894453,1.4457414,1.3532554,1.1493194,0.8336775,0.3156419
39,1.1866907,1.3488011,"('exploitative', 'cooperative')",0.14544132,0.1411036,-0.20120256,-0.22514768,0.3769765,0.4215857,-0.0446092
62,1.1458186,1.0252095,"('incompetent', 'brilliant')",0.39922282,0.23268385,0.4445514,0.115753055,0.6631976,0.4578822,0.2053154
73,1.1436818,1.1723864,"('helpless', 'self-reliant')",-0.24870071,-0.308307,-3.2473555,-3.3062837,-0.7841249,-0.8140681,0.0299432
24,1.1318802,1.2845347,"('dishonest', 'honest')",-1.080454,-0.98563325,0.69586897,0.6167382,0.2490984,0.3052132,-0.0561148
76,1.1010115,1.1679883,"('anxious', 'daring')",-0.7452944,-0.8466088,0.29153246,0.2632845,0.2157499,0.194888,0.0208619
28,1.059988,0.81003654,"('disloyal', 'loyal')",0.19296747,-0.12224493,1.0551684,0.8649824,0.7693746,0.5175913,0.2517833
58,-1.028084,-0.9444678,"('undiscriminating', 'discriminating')",-0.70593125,-0.7422521,-0.24696283,-0.26626647,-0.660326,-0.6509955,-0.0093305
2,1.01584,1.1023791,"('unlikable', 'likable')",0.13637698,0.28082603,0.28215218,0.42669937,0.4781231,0.6033015,-0.1251784
80,1.0002878,0.73769087,"('dominated', 'dominating')",-0.0913332,-0.28624696,-0.8806526,-1.0127629,0.009434,-0.1871063,0.1965403
5,-0.9699129,-1.0149441,"('distant', 'outgoing')",-0.23872438,-0.109749496,0.19299555,0.1879339,-0.3385472,-0.3122532,-0.026294
15,-0.9311287,-0.6296834,"('boring', 'funny')",-0.105283365,0.21273242,0.20755292,0.3188255,-0.2762864,-0.0327085,-0.2435779
6,-0.9287083,-0.8806058,"('distant', 'open')",-0.24536735,-0.13411327,0.8664554,0.9948914,-0.1025401,-0.0066092,-0.0959309
84,0.8626239,0.71429557,"('inferior', 'superior')",1.0970608,0.9111311,1.0030625,1.0938497,0.9875824,0.9064255,0.0811569
16,-0.84986466,-0.9380718,"('unpopular', 'popular')",0.13690263,0.0638973,0.8214123,0.8342397,0.0361501,-0.0133116,0.0494617
47,-0.8220825,-0.51529884,"('stupid', 'smart')",-0.010852959,0.27977332,5.7566366,5.648784,1.6412338,1.8044195,-0.1631857
33,0.7955684,0.7757985,"('wrong', 'right')",0.64217603,0.76420337,-0.42635816,-0.34882715,0.3371287,0.3970582,-0.0599295
63,-0.7720115,-0.51863396,"('unperceptive', 'insightful')",-0.2884928,-0.2924929,1.115737,0.97557735,0.0184109,0.0548168,-0.0364059
8,0.7325371,0.7113974,"('unaffectionate', 'affectionate')",-0.14623287,-0.16298687,0.70572656,0.75405264,0.4306769,0.4341544,-0.0034775
75,-0.71192,-0.7162295,"('meek', 'impulsive')",-1.0007257,-0.8695133,-0.36760372,-0.26248783,-0.6934165,-0.6160769,-0.0773396
55,0.7117029,0.7589383,"('incompetent', 'clever')",0.14116743,0.057049256,0.026874578,-0.058681764,0.2932483,0.2524353,0.040813
0,0.7016062,0.4900972,"('unsociable', 'sociable')",-0.2236925,-0.17213298,-0.51723623,-0.59131527,-0.0131075,-0.091117,0.0780095
18,0.69666874,0.8081633,"('disagreeable', 'welcoming')",-0.06209466,-0.085483864,-0.5155435,-0.3240128,0.0396768,0.1328889,-0.0932121
17,-0.6005162,-0.59620446,"('nasty', 'nice')",-1.2036899,-1.0897253,-0.6639809,-0.6558277,-0.822729,-0.7805858,-0.0421432
45,-0.5849943,-0.4165116,"('incompetent', 'competent')",-0.52978265,-0.52822167,-0.44583496,-0.35651383,-0.520204,-0.433749,-0.086455
12,0.563088,0.6021581,"('unsupportive', 'supportive')",0.2648676,0.4062592,-1.7599735,-1.7243863,-0.3106726,-0.2386563,-0.0720163
4,-0.5544947,-0.687035,"('disliked', 'liked')",0.058677696,-0.18079726,-6.5637884,-6.32435,-2.3532019,-2.397394,0.0441921
87,0.54089785,0.32974654,"('unsuccessful', 'successful')",0.20226878,0.11574957,0.8467723,0.68384296,0.5299796,0.3764464,0.1535332
56,0.5340473,0.61318564,"('impractical', 'practical')",0.45416823,0.6844072,-0.4114913,-0.3983484,0.1922414,0.2997482,-0.1075068
64,-0.49194685,-0.30634063,"('shy', 'confident')",-0.41559887,-0.36402196,-6.94882,-6.67431,-2.6187886,-2.4482242,-0.1705644
20,-0.49060604,-0.5181593,"('rough', 'thoughtful')",0.13354328,0.30290028,0.96943545,1.1345843,0.2041242,0.3064418,-0.1023176
52,-0.4893764,-0.26165512,"('irrational', 'rational')",-0.3519122,-0.33611032,-0.24910966,-0.26259264,-0.3634661,-0.286786,-0.0766801
51,0.48695743,0.42088494,"('uneducated', 'educated')",-0.043042086,0.088964835,0.3176571,0.23962635,0.2538575,0.2498254,0.0040321
70,-0.48436123,-0.3473234,"('lethargic', 'energetic')",-0.9672428,-0.9785601,0.67939454,0.65778524,-0.2574032,-0.2226994,-0.0347038
29,-0.48242006,-0.6289286,"('unfair', 'fair')",-0.5139161,-0.5208786,-0.57985437,-0.50194347,-0.5253968,-0.5505836,0.0251868
69,-0.46754265,-0.53831047,"('lazy', 'industrious')",1.0741627,0.9736448,-0.23911586,-0.046501998,0.1225014,0.1296108,-0.0071094
13,-0.46677113,-0.09014037,"('impolite', 'polite')",-1.6073527,-1.0033901,-0.37666938,-0.11008866,-0.8169311,-0.4012064,-0.4157247
46,-0.46393502,-0.5746566,"('uncompetitive', 'competitive')",-0.27224946,-0.35149872,-0.7675087,-0.8041703,-0.501231,-0.5767752,0.0755442
26,-0.43794864,-0.14767605,"('hardhearted', 'benevolent')",0.81771123,0.89807606,0.92061824,1.3407699,0.4334603,0.6970566,-0.2635963
67,0.42911127,0.5424266,"('doubtful', 'determined')",-0.2413351,-0.1650796,-0.59837335,-0.4373835,-0.1368657,-0.0200122,-0.1168535
78,0.41345423,-0.20212017,"('nonresilient', 'resilient')",1.7576855,1.5936732,1.0413162,0.8540394,1.0708186,0.7485308,0.3222878
54,0.41241997,0.1882511,"('incapable', 'capable')",-0.2646102,-0.34080642,1.3321435,1.1179022,0.4933178,0.3217823,0.1715355
37,-0.40574002,-0.28594908,"('fake', 'genuine')",-0.74912417,-0.66448104,0.4601713,0.40488344,-0.2315643,-0.1818489,-0.0497154
74,0.39643678,0.26139084,"('undedicated', 'dedicated')",-0.18524124,-0.06815213,-0.29246342,-0.2140696,-0.0270893,-0.0069436,-0.0201457
60,0.3715678,0.452152,"('inefficient', 'efficient')",0.21648175,0.35401115,-0.30987328,-0.27905428,0.0927254,0.175703,-0.0829776
48,0.36374715,0.4247259,"('unintelligent', 'intelligent')",0.7475239,0.71106994,0.38852635,0.3677952,0.4999324,0.501197,-0.0012646
32,0.36201492,0.4232829,"('unkind', 'kind')",0.15438049,0.24028705,0.6745846,0.73016346,0.3969933,0.4645778,-0.0675845
30,0.3342367,0.6836027,"('intolerant', 'tolerant')",0.115778565,0.14183429,0.693085,0.8281782,0.3810334,0.5512051,-0.1701717
71,0.33190322,0.22077706,"('diffident', 'self-confident')",1.124311,1.2101856,0.7472436,0.57131946,0.7344859,0.6674274,0.0670585
40,-0.32950777,-0.2263394,"('stingy', 'generous')",0.71329755,0.45080298,-1.3599344,-1.3290825,-0.3253816,-0.3682063,0.0428247
44,-0.32676613,-0.37336087,"('prejudiced', 'unprejudiced')",-1.0956504,-1.0802199,-1.6654905,-1.5470284,-1.0293024,-1.0002031,-0.0290993
86,0.32636362,0.31001672,"('uninfluential', 'influential')",-0.29769966,-0.20376703,-0.47193515,-0.49510843,-0.1477571,-0.1296196,-0.0181375
49,0.29991317,0.07388992,"('unable', 'able')",0.28092015,0.20598054,0.3791052,0.12571411,0.3199795,0.1351949,0.1847846
38,0.29208323,0.12483245,"('untruthful', 'truthful')",-0.36265722,-0.37556353,0.06224379,-0.028559495,-0.0027767,-0.0930969,0.0903202
43,0.29190093,0.35891655,"('irresponsible', 'responsible')",-0.5149133,-0.1876712,0.050493866,0.25875747,-0.0575062,0.1433343,-0.2008405
21,-0.28037557,-0.20580351,"('immoral', 'moral')",-0.6063512,-0.42447448,-1.0033913,-1.0841389,-0.6300393,-0.5714723,-0.058567
11,-0.25146455,-0.24640788,"('unhelpful', 'helpful')",-0.26619637,-0.078588374,1.7246199,1.687276,0.4023197,0.4540933,-0.0517736
7,-0.23187524,-0.15817356,"('insensitive', 'sensitive')",-1.0432212,-1.1491444,0.77783906,0.64863145,-0.1657525,-0.2195622,0.0538097
1,-0.22622442,-0.20330068,"('unfriendly', 'friendly')",0.048796747,0.008050535,1.5545962,1.5870765,0.4590562,0.4639421,-0.0048859
81,-0.21841858,-0.06632295,"('submissive', 'aggressive')",0.39232472,0.38723803,-0.6511497,-0.7663787,-0.1590812,-0.1484879,-0.0105933
53,-0.21529078,-0.48901552,"('uncreative', 'creative')",-0.6792332,-0.9126914,0.7291567,0.58213454,-0.0551224,-0.2731908,0.2180684
22,-0.21479477,-0.115510635,"('untrustworthy', 'trustworthy')",-1.0555807,-1.0134023,-0.90378827,-0.95074135,-0.7247213,-0.6932181,-0.0315032
23,0.19784665,0.2916558,"('insincere', 'sincere')",-0.6013064,-0.5606274,5.8568897,5.3663845,1.8178101,1.6991377,0.1186724
19,0.18553542,0.1553303,"('inhospitable', 'hospitable')",-0.9237633,-0.6973025,0.0020765215,0.082121484,-0.2453838,-0.1532836,-0.0921002
61,-0.18390766,-0.2608636,"('illogical', 'logical')",-0.59180963,-0.4315098,0.14729163,0.06659359,-0.2094752,-0.2085933,-0.0008819
34,-0.1720671,-0.011994939,"('mean', 'honorable')",-0.68695265,-0.5973261,6.1083164,5.9719386,1.7497656,1.7875392,-0.0377736
14,0.1448192,0.37502295,"('antisocial', 'social')",-0.13654774,-0.22539946,-0.69374776,-0.7486058,-0.2284921,-0.1996608,-0.0288313
68,-0.14304776,-0.31117857,"('dependent', 'independent')",-0.6994282,-0.7835348,-0.3056462,-0.54674625,-0.3827074,-0.5471532,0.1644458
27,-0.14267026,-0.18468119,"('hardhearted', 'softhearted')",-0.57473016,-0.45030367,1.6135505,1.6897099,0.2987167,0.351575,-0.0528583
42,-0.14194791,0.027404375,"('unreliable', 'reliable')",-0.3744358,-0.30264118,-2.804462,-2.7257898,-1.1069485,-1.0003422,-0.1066063
41,-0.14117281,0.414145,"('unforgiving', 'forgiving')",0.13114579,0.3094663,-0.46538958,-0.0559768,-0.1584722,0.2225448,-0.381017
3,0.1355513,-0.06012117,"('repellent', 'pleasant')",-1.116444,-1.3570637,0.041201085,-0.19414614,-0.3132305,-0.5371103,0.2238798
66,-0.12530917,-0.14513564,"('inactive', 'active')",-1.2506901,-1.1953311,1.0825068,1.1871072,-0.0978308,-0.0511198,-0.046711
85,0.123569116,0.21009463,"('insignificant', 'prestigious')",0.33888662,0.45645636,0.4240823,0.70425946,0.2955127,0.4569368,-0.1614241
10,0.1074565,0.20396285,"('unsympathetic', 'sympathetic')",-1.3267828,-1.237247,-0.349452,-0.41357818,-0.5229261,-0.4822874,-0.0406387
82,0.100866385,-0.07816913,"('poor', 'rich')",-0.09924462,-0.19286096,6.6719213,6.285673,2.2245143,2.0048811,0.2196332
77,0.093322724,-0.19751787,"('unmotivated', 'motivated')",0.32690614,0.31092638,-1.0542275,-1.2659456,-0.2113329,-0.384179,0.1728461
35,-0.0863735,-0.12226081,"('corrupt', 'incorrupt')",-0.23831898,-0.28572577,-0.09117753,0.12536769,-0.1386233,-0.0942063,-0.044417
59,-0.073583215,0.09434667,"('foolish', 'wise')",0.26841903,0.24658725,0.4384171,0.45308697,0.2110843,0.2646736,-0.0535893
65,0.07197715,0.40881157,"('insecure', 'secure')",-0.6684915,-0.613343,-0.39325714,-0.5163076,-0.3299238,-0.2402797,-0.0896441
79,0.066130154,0.20616409,"('wavering', 'unwavering')",-1.3197889,-1.1115564,0.044279505,0.139124,-0.4031264,-0.2554228,-0.1477036
88,-0.06169461,-0.110215396,"('low', 'eminent')",-0.5344097,-0.43901044,-0.1346227,-0.10895339,-0.2435757,-0.2193931,-0.0241826
83,-0.035639532,-0.012884662,"('powerless', 'powerful')",0.16269836,0.19897924,-0.7866203,-1.0808187,-0.2198538,-0.2982414,0.0783876
50,-0.014590573,-0.038419254,"('clumsy', 'skillful')",-0.33879548,-0.36970627,0.2974521,0.37087187,-0.0186447,-0.0124179,-0.0062268
