,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,male-female
48,0.73605704,0.36667204,"('unintelligent', 'intelligent')",0.39821336,0.32298717,0.8549911,0.765943,0.6630872,0.4852007,0.1778865
2,0.69156337,1.036384,"('unlikable', 'likable')",1.149479,1.2648908,0.60032856,0.9114254,0.8137903,1.0709,-0.2571097
27,-0.6883633,-0.814435,"('hardhearted', 'softhearted')",-0.60966325,-0.8800639,1.2236747,0.9157386,-0.024784,-0.2595868,0.2348028
57,-0.66921777,-0.86274475,"('unimaginative', 'imaginative')",0.71170306,0.5927932,-3.3808851,-3.479889,-1.1128,-1.2499468,0.1371468
66,-0.66789705,-0.727595,"('inactive', 'active')",-0.99054956,-0.99313056,0.020774499,0.003494449,-0.5458907,-0.5724103,0.0265196
4,-0.6616452,-0.6718172,"('disliked', 'liked')",-0.6933005,-0.5670702,-7.9397435,-7.6943884,-3.0982297,-2.9777584,-0.1204713
84,0.64605683,0.6415192,"('inferior', 'superior')",-0.97158736,-0.8860951,0.3074353,0.40922523,-0.0060317,0.0548831,-0.0609148
81,0.63111895,0.89685947,"('submissive', 'aggressive')",1.5757985,1.6627473,-0.40878123,-0.1796828,0.5993787,0.793308,-0.1939293
10,0.63001454,0.63038373,"('unsympathetic', 'sympathetic')",-0.0073997937,0.1642817,-0.45154992,-0.43847755,0.0570216,0.1187293,-0.0617077
76,0.62356967,0.69148546,"('anxious', 'daring')",1.5529535,1.5945911,0.17087735,0.14162417,0.7824669,0.8092336,-0.0267667
15,-0.61698633,-0.45059305,"('boring', 'funny')",0.30376077,0.43665317,0.18754004,0.26972678,-0.0418952,0.0852623,-0.1271575
34,-0.6151177,-0.4722798,"('mean', 'honorable')",0.1641244,0.3091723,5.7130475,5.6993046,1.754018,1.8453991,-0.0913811
18,0.6108833,0.7389746,"('disagreeable', 'welcoming')",0.37022102,0.4678956,-0.3690461,-0.55495405,0.2040194,0.2173054,-0.013286
73,0.6096815,0.7001227,"('helpless', 'self-reliant')",0.02454146,0.1570637,-3.6302464,-3.6815438,-0.9986745,-0.9414525,-0.057222
77,-0.59420735,-0.4419939,"('unmotivated', 'motivated')",-0.061705437,0.08599618,-1.386568,-1.2970537,-0.6808269,-0.5510171,-0.1298098
79,-0.5769192,-0.3429706,"('wavering', 'unwavering')",-1.5959873,-1.2260482,-0.51585275,-0.5605741,-0.896253,-0.7098643,-0.1863887
22,0.56995094,0.44090518,"('untrustworthy', 'trustworthy')",1.0531043,0.89371675,-0.9067579,-0.9288378,0.2387658,0.1352614,0.1035044
69,-0.5488346,-0.7455431,"('lazy', 'industrious')",-1.0068249,-1.1405456,-1.0174345,-0.9200435,-0.857698,-0.9353774,0.0776794
49,-0.5464178,-0.61383563,"('unable', 'able')",-0.8236659,-0.85241693,-0.17508394,-0.24957612,-0.5150559,-0.5719429,0.056887
41,0.48999512,0.684573,"('unforgiving', 'forgiving')",0.44543433,0.62302417,-0.24708803,-0.1100923,0.2294471,0.3991683,-0.1697212
33,0.46794564,0.44116932,"('wrong', 'right')",-0.012888658,-0.10733153,-0.48742694,-0.7312096,-0.01079,-0.1324573,0.1216673
44,0.45425034,0.568441,"('prejudiced', 'unprejudiced')",-0.13297066,-0.058420904,-1.2131639,-1.1638306,-0.2972947,-0.2179369,-0.0793578
0,0.42450443,0.5088845,"('unsociable', 'sociable')",0.6836051,0.8758069,-0.38936388,-0.36272573,0.2395819,0.3406552,-0.1010733
40,0.40342125,0.2717289,"('stingy', 'generous')",0.16690338,0.03271727,-2.1545773,-2.3948116,-0.5280842,-0.6967885,0.1687043
61,0.37393576,0.46096465,"('illogical', 'logical')",-0.3605744,-0.37189433,0.42012447,0.57325345,0.1444953,0.2207746,-0.0762793
17,-0.36281887,-0.12360998,"('nasty', 'nice')",-0.04035428,0.2884157,-0.2339695,-0.10497176,-0.2123809,0.0199447,-0.2323256
87,0.35486156,0.25697857,"('unsuccessful', 'successful')",0.18696922,0.30825466,0.23240332,0.50682926,0.258078,0.3573542,-0.0992762
58,-0.3484267,-0.5690891,"('undiscriminating', 'discriminating')",0.21964413,0.19010381,-0.17275833,-0.25911707,-0.1005136,-0.2127008,0.1121872
54,-0.3211382,-0.12240757,"('incapable', 'capable')",-1.1446795,-0.97464365,0.79872245,0.72129935,-0.2223651,-0.1252506,-0.0971145
9,0.3032471,0.16141295,"('unaffectionate', 'caring')",-0.6927029,-0.71436256,1.4785329,1.1913096,0.3630257,0.2127867,0.150239
55,0.29304796,0.33633122,"('incompetent', 'clever')",1.3240039,1.5079144,0.49604785,0.54772025,0.7043665,0.797322,-0.0929555
88,0.2845729,0.44118506,"('low', 'eminent')",-0.7751903,-0.37600762,0.075875625,0.15302509,-0.1382473,0.0727342,-0.2109815
83,0.26241264,0.37928444,"('powerless', 'powerful')",0.40774748,0.68538165,-1.0569469,-1.055905,-0.1289289,0.0029203,-0.1318492
51,0.26024017,0.18776861,"('uneducated', 'educated')",0.63414806,0.7278024,0.35982132,0.4266894,0.4180698,0.4474201,-0.0293503
59,0.24475437,0.3147179,"('foolish', 'wise')",-0.66476065,-0.6524017,0.19522505,0.118747875,-0.0749271,-0.0729786,-0.0019485
86,-0.23567337,-0.45789313,"('uninfluential', 'influential')",-0.07000002,-0.24699691,-0.33732817,-0.5396538,-0.2143339,-0.4148479,0.200514
47,0.18950182,0.17492595,"('stupid', 'smart')",0.48352736,0.5578142,5.8380337,5.756767,2.1703542,2.1631689,0.0071853
64,0.14651923,0.20842911,"('shy', 'confident')",0.40533495,0.35012487,-7.117105,-6.757519,-2.188417,-2.0663215,-0.1220955
46,0.13962542,0.064682044,"('uncompetitive', 'competitive')",1.4664788,1.5512042,-1.4365523,-1.312897,0.0565173,0.1009964,-0.0444791
72,0.117744595,-0.035332132,"('unambitious', 'ambitious')",1.4173456,1.2267259,-0.06791097,-0.4325244,0.4890598,0.2529565,0.2361033
3,-0.11606669,0.11549017,"('repellent', 'pleasant')",0.4613246,0.4417888,0.8159077,0.9293039,0.3870552,0.4955276,-0.1084724
20,0.11405242,0.054971054,"('rough', 'thoughtful')",-0.04974643,-0.011579305,0.56277853,0.5653742,0.2090282,0.202922,0.0061062
45,-0.07194397,-0.25825077,"('incompetent', 'competent')",0.34178102,0.38637802,-0.377044,-0.34285298,-0.0357356,-0.0715752,0.0358396
68,0.05144652,-0.012516698,"('dependent', 'independent')",-0.14023706,-0.20515305,-1.2563723,-1.2863855,-0.4483876,-0.5013518,0.0529642
37,-0.051391307,-0.42222857,"('fake', 'genuine')",-0.45364684,-0.6431879,0.2659516,-0.07934464,-0.0796955,-0.381587,0.3018915
29,0.010184955,-0.020926341,"('unfair', 'fair')",-0.29478014,-0.22946551,-0.45063645,-0.4041046,-0.2450772,-0.2181655,-0.0269117
