,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-2.0341318,-2.059442,"('corrupt', 'incorrupt')",0.32138374,0.344043,-2.4322531,-2.4459667,-0.7093317,-0.69105405,-1.2135832,-1.2131048,-0.0004784
71,1.8032358,1.6842974,"('diffident', 'self-confident')",1.1422565,1.1411657,-0.4205944,-0.48633492,0.12551615,0.10751119,0.6626035,0.6116599,0.0509436
12,1.7273393,1.7375988,"('unsupportive', 'supportive')",-0.5875994,-0.5499355,1.3790902,1.356948,-1.4538604,-1.4571224,0.2662424,0.2718723,-0.0056299
56,1.6931863,1.9004154,"('impractical', 'practical')",-0.1382094,0.1700496,1.2118655,1.649212,0.1947753,0.3544077,0.7404044,1.0185212,-0.2781168
25,-1.5014343,-1.7189989,"('egoistic', 'altruistic')",-0.5639006,-0.42994732,-0.9533099,-0.94027877,1.0602547,0.84769166,-0.4895975,-0.5603833,0.0707858
67,1.4983884,1.6104729,"('doubtful', 'determined')",1.122508,1.1572969,1.2636534,1.3009284,-0.4101277,-0.13933714,0.8686055,0.9823402,-0.1137347
44,-1.4353448,-1.2308284,"('prejudiced', 'unprejudiced')",0.29353893,0.34785244,-0.6198362,-0.2128101,-1.5904497,-1.4506142,-0.8380229,-0.6366001,-0.2014228
84,1.4018245,1.4583496,"('inferior', 'superior')",0.6463007,0.6205383,0.47538957,0.40967768,0.5872247,0.65844995,0.7776849,0.7867539,-0.009069
75,-1.3376848,-1.1392744,"('meek', 'impulsive')",0.39108837,0.35871458,-1.7552419,-1.5706162,-0.61350656,-0.51613975,-0.8288362,-0.7168289,-0.1120073
39,1.3056674,1.3156406,"('exploitative', 'cooperative')",0.4686681,0.623571,1.4404258,1.4458804,-0.3096242,-0.13395643,0.7262843,0.8127839,-0.0864996
43,1.2129502,1.2759836,"('irresponsible', 'responsible')",-0.5094799,-0.42538682,1.1360315,1.3605181,0.98061097,1.1368637,0.7050282,0.8369946,-0.1319664
3,-1.1392871,-1.0159998,"('repellent', 'pleasant')",-1.8743612,-1.9024998,1.1822687,1.1281881,0.44860125,0.33597934,-0.3456946,-0.363583,0.0178884
36,-1.1299839,-1.2646489,"('hostile', 'amicable')",-0.9295223,-1.0208913,-2.4974172,-2.6975405,-0.52577627,-0.736488,-1.2706749,-1.4298922,0.1592173
62,1.1142778,1.2719939,"('incompetent', 'brilliant')",-0.8593284,-0.7080708,0.94179,1.2314208,0.120801196,0.3734061,0.3293852,0.5421875,-0.2128023
31,-1.0465719,-1.1767261,"('evil', 'good')",-1.0930135,-1.0626183,-2.1787827,-2.3948147,-1.8615544,-1.9424136,-1.5449805,-1.6441431,0.0991626
46,1.0327188,1.0306559,"('uncompetitive', 'competitive')",-0.13686793,-0.23103279,2.591066,2.4077778,0.3971493,0.14695936,0.9710165,0.83859,0.1324265
74,1.0189867,0.92801535,"('undedicated', 'dedicated')",-0.1516404,-0.090906516,1.7312133,1.62765,0.59365344,0.32625586,0.7980533,0.6977537,0.1002996
11,1.0185928,1.0452992,"('unhelpful', 'helpful')",-0.75503314,-0.69062227,0.4167204,0.7010202,2.5602243,2.7013814,0.8101261,0.9392697,-0.1291436
18,-1.0098082,-0.90681463,"('disagreeable', 'welcoming')",-0.39670968,-0.44827542,-0.7086592,-0.50667346,-0.64179844,-0.5083447,-0.6892439,-0.592527,-0.0967169
87,0.99280167,0.92569596,"('unsuccessful', 'successful')",0.36974412,0.25979853,1.6572115,1.4800606,0.72645193,0.5445596,0.9365523,0.8025286,0.1340237
9,0.9919261,0.8109704,"('unaffectionate', 'caring')",-1.2616313,-1.2038693,-0.60792834,-0.8242349,0.704714,0.67290384,-0.0432299,-0.1360575,0.0928276
73,0.9782776,0.99494696,"('helpless', 'self-reliant')",1.3232259,1.2457154,-0.41195008,-0.3869691,-3.6115382,-3.7477336,-0.4304962,-0.4735101,0.0430139
57,-0.97579616,-1.2032541,"('unimaginative', 'imaginative')",-1.415499,-1.489688,0.10400863,0.051312234,-2.1834395,-2.6025794,-1.1176815,-1.3110523,0.1933708
13,0.97183406,1.0255128,"('impolite', 'polite')",-0.25762147,-0.11502771,0.8944964,0.9878466,0.08451006,0.31525108,0.4233048,0.5533957,-0.1300909
63,0.955381,0.87121993,"('unperceptive', 'insightful')",-0.65996295,-0.624041,1.8367436,1.8151431,1.1925082,1.2915043,0.8311675,0.8384566,-0.0072891
54,0.94025785,0.85560465,"('incapable', 'capable')",0.38826352,0.35125816,-0.5290063,-0.5991418,0.67302394,0.727681,0.3681347,0.3338505,0.0342842
60,0.92486924,1.117068,"('inefficient', 'efficient')",-0.20761491,-0.06681472,2.3959324,2.5374348,0.53996104,0.6699786,0.913287,1.0644166,-0.1511296
23,0.9167363,0.94047874,"('insincere', 'sincere')",-0.9281819,-0.84483415,0.30002546,0.36505795,5.8868237,6.220483,1.5438509,1.6702963,-0.1264454
0,0.8755364,0.78806865,"('unsociable', 'sociable')",0.4067133,0.25679114,1.5560493,1.3712043,-0.26310715,-0.29314005,0.643798,0.530731,0.113067
33,0.8711301,0.65298086,"('wrong', 'right')",0.68073285,0.71767306,-0.22798623,-0.5911705,-0.89140165,-1.071305,0.1081188,-0.0729554,0.1810742
24,0.7979834,0.7793166,"('dishonest', 'honest')",-1.3100339,-1.2042668,0.043063983,0.19535027,0.90663815,1.199598,0.1094129,0.2424995,-0.1330866
61,0.7653299,0.75894463,"('illogical', 'logical')",-0.7110639,-0.684428,0.5121215,0.3824541,0.04692576,0.044433683,0.1533283,0.1253511,0.0279772
30,0.7429044,0.7571812,"('intolerant', 'tolerant')",-0.566427,-0.35131463,0.17074382,0.6223195,0.6313705,0.99609613,0.2446479,0.5060706,-0.2614227
85,0.73712355,0.6759185,"('insignificant', 'prestigious')",0.9659235,0.8175776,-1.6574732,-1.6758163,-0.54897565,-0.6177913,-0.1258505,-0.2000279,0.0741774
86,0.73308563,0.50114197,"('uninfluential', 'influential')",-1.6289933,-1.6431208,1.0480062,0.8980313,0.35386577,0.11013897,0.1264911,-0.0334521,0.1599432
45,0.7308974,0.8090957,"('incompetent', 'competent')",-0.41191027,-0.3952476,1.1767436,1.1181768,-0.24456301,-0.3863254,0.3127919,0.2864249,0.026367
53,0.7125957,0.36724135,"('uncreative', 'creative')",-1.0119898,-1.1900645,0.003397029,-0.21305911,1.3315587,1.0286918,0.2588904,-0.0017976,0.260688
64,-0.6873525,-0.68301123,"('shy', 'confident')",0.15343738,0.06912712,1.5380253,1.6135378,-6.1621966,-6.287526,-1.2895217,-1.3219681,0.0324464
5,0.6696651,0.72786355,"('distant', 'outgoing')",0.006645631,0.09921817,-2.3238168,-2.3361433,-0.85872066,-0.78488994,-0.6265566,-0.5734879,-0.0530687
69,-0.6678238,-0.62645304,"('lazy', 'industrious')",1.223641,1.2467867,-0.15822087,-0.42664897,-1.2366263,-1.339271,-0.2097575,-0.2863966,0.0766391
32,0.6673032,0.74652785,"('unkind', 'kind')",-0.52511305,-0.50590724,1.2603452,1.4169782,1.1088974,1.2748777,0.6278582,0.7331191,-0.1052609
66,-0.6305778,-0.8997016,"('inactive', 'active')",-0.40885243,-0.56816757,0.52845144,0.26621783,0.8270065,0.4970811,0.0790069,-0.1761426,0.2551495
21,0.6285531,0.72994703,"('immoral', 'moral')",-0.6725533,-0.66897947,1.4220334,1.6087301,-0.6339136,-0.5674889,0.1860299,0.2755522,-0.0895223
22,-0.57433724,-0.6514815,"('untrustworthy', 'trustworthy')",-0.8909198,-0.8975654,1.53454,1.5734465,-0.9616983,-0.9644485,-0.2231038,-0.2350122,0.0119084
1,0.56348896,0.15633209,"('unfriendly', 'friendly')",-0.99627405,-1.04049,-0.8177745,-1.1581767,1.1740957,1.041073,-0.019116,-0.2503154,0.2311994
4,-0.5613743,-0.50856364,"('disliked', 'liked')",0.15873452,0.16231348,-0.4692179,-0.4125074,-6.427942,-6.5070515,-1.8249499,-1.8164523,-0.0084976
16,-0.5607707,-0.6238726,"('unpopular', 'popular')",0.0420276,0.008783504,-0.49587464,-0.55928147,0.3788712,0.33474183,-0.1589366,-0.2099072,0.0509706
49,0.5519067,0.8390527,"('unable', 'able')",-0.21063678,-0.04913363,-0.72656775,-0.5061421,-0.47391683,-0.31158316,-0.2148037,-0.0069516,-0.2078521
50,-0.54560304,-0.74826306,"('clumsy', 'skillful')",0.6779645,0.40600312,0.22825962,-0.04716831,0.39451697,0.14514665,0.1887845,-0.0610704,0.2498549
55,0.5311122,0.5345401,"('incompetent', 'clever')",-0.85873157,-0.939174,2.0673506,2.1787245,0.36234903,0.29810208,0.5255201,0.5180482,0.0074719
40,-0.5285372,-0.5776859,"('stingy', 'generous')",-1.0076472,-1.0576072,0.3752727,0.17910072,-1.8474609,-2.0529501,-0.7520931,-0.8772856,0.1251925
17,-0.5282686,-0.34988406,"('nasty', 'nice')",-0.5640891,-0.58331996,-1.6172898,-1.5397418,-0.89325476,-0.82655704,-0.9007255,-0.8248757,-0.0758498
48,0.48726147,0.5202912,"('unintelligent', 'intelligent')",-1.0308917,-1.0393482,0.3630828,0.37975365,0.40137258,0.51075304,0.0552063,0.0928624,-0.0376561
26,0.48089418,0.2800218,"('hardhearted', 'benevolent')",0.2032322,0.15491146,0.53831077,0.53466344,0.8614068,0.73949337,0.520961,0.4272725,0.0936885
42,0.46698695,0.409956,"('unreliable', 'reliable')",0.26126736,0.16391812,1.3962414,1.6652825,-2.6495552,-2.7502685,-0.1312649,-0.1277779,-0.003487
47,0.45847964,0.5121055,"('stupid', 'smart')",0.37817186,0.44638187,0.90764534,0.9741109,5.314679,5.553645,1.764744,1.8715608,-0.1068168
10,0.45393562,0.4121759,"('unsympathetic', 'sympathetic')",-1.0473152,-1.2104168,1.0092839,0.8924151,0.5790882,0.41818282,0.2487481,0.1280892,0.1206589
28,0.4476825,0.2671216,"('disloyal', 'loyal')",-0.4879128,-0.51483923,0.56167245,0.47095123,1.3850867,1.2531793,0.4766322,0.3691032,0.107529
15,0.43960118,0.3377313,"('boring', 'funny')",0.33337617,0.4971233,-1.5625988,-1.3230464,-0.22762904,-0.02166719,-0.2543126,-0.1274648,-0.1268478
76,-0.4048811,-0.39047065,"('anxious', 'daring')",-0.48092008,-0.56699216,0.9792183,1.3187562,0.79143184,0.89777946,0.2212122,0.3147682,-0.093556
65,-0.38043892,-0.3796698,"('insecure', 'secure')",-0.89335865,-0.9616042,1.4037523,1.5069149,0.18794823,0.17592238,0.0794758,0.0853908,-0.005915
81,-0.36066395,-0.08872749,"('submissive', 'aggressive')",-0.40796316,-0.41514543,2.5312383,2.8474107,-0.09008706,0.058589764,0.418131,0.6005319,-0.1824009
41,-0.34828502,-0.19578095,"('unforgiving', 'forgiving')",-0.7597615,-0.6297637,0.8417054,0.88179255,-0.14585352,-0.0919007,-0.1030487,-0.0089132,-0.0941355
8,-0.3452893,-0.5637268,"('unaffectionate', 'affectionate')",-1.350271,-1.3761293,-0.80050194,-0.8492795,-0.23070231,-0.15047017,-0.6816912,-0.7349014,0.0532102
