,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-0.9488806,-0.83843094,"('untruthful', 'truthful')",0.22425936,0.39330697,-0.3623106,-0.222562,-0.1397486
0,-0.9296841,-0.7305299,"('unsociable', 'sociable')",-0.15494797,-0.29771063,-0.542316,-0.5141203,-0.0281957
73,0.9231427,0.9556807,"('helpless', 'self-reliant')",-3.3868933,-3.2817068,-1.2318753,-1.163013,-0.0688623
12,-0.9177287,-0.8162873,"('unsupportive', 'supportive')",-1.5202907,-1.7014683,-1.2190098,-1.2588778,0.039868
23,-0.90585536,-0.7329542,"('insincere', 'sincere')",6.5135827,6.3550572,2.8038638,2.8110516,-0.0071878
88,-0.88864666,-0.7686487,"('low', 'eminent')",0.4887608,0.52544874,-0.1999429,-0.1216,-0.0783429
77,-0.85177255,-0.55587894,"('unmotivated', 'motivated')",-0.9577745,-0.9887262,-0.9047735,-0.7723026,-0.1324709
45,-0.8501686,-0.6672244,"('incompetent', 'competent')",0.2119094,0.013392877,-0.3191296,-0.3269158,0.0077862
7,-0.82731795,-0.7142478,"('insensitive', 'sensitive')",0.9214924,0.6315506,0.0470872,-0.0413486,0.0884358
84,0.82428735,0.6406563,"('inferior', 'superior')",1.1711473,1.1590301,0.9977174,0.8998432,0.0978742
43,-0.818264,-0.6043446,"('irresponsible', 'responsible')",1.0419687,0.9626952,0.1118523,0.1791753,-0.067323
28,-0.79361266,-0.931404,"('disloyal', 'loyal')",1.0330278,0.98900276,0.1197076,0.0287994,0.0909082
30,0.7888365,0.9553992,"('intolerant', 'tolerant')",1.7748795,1.8331705,1.281858,1.3942848,-0.1124268
44,0.73029256,0.8176267,"('prejudiced', 'unprejudiced')",-1.6664685,-1.4617108,-0.468088,-0.322042,-0.146046
24,-0.7271502,-0.7558743,"('dishonest', 'honest')",1.2020259,1.0579195,0.2374378,0.1510226,0.0864152
3,-0.72552013,-0.38942888,"('repellent', 'pleasant')",0.25677377,0.15722251,-0.2343732,-0.1161032,-0.11827
25,-0.7233271,-0.746956,"('egoistic', 'altruistic')",0.6845849,0.7028338,-0.0193711,-0.0220611,0.00269
76,0.69453496,0.82036144,"('anxious', 'daring')",0.87511253,0.88304144,0.7848238,0.8517014,-0.0668776
16,-0.6857154,-0.5264721,"('unpopular', 'popular')",0.10201161,0.14649825,-0.2918519,-0.1899869,-0.101865
60,0.66423845,0.9835706,"('inefficient', 'efficient')",1.1840931,1.061616,0.9241658,1.0225933,-0.0984275
85,-0.662728,-0.8083453,"('insignificant', 'prestigious')",-0.529921,-0.3369537,-0.5963245,-0.5726495,-0.023675
46,-0.6208515,-0.24637462,"('uncompetitive', 'competitive')",-0.03665063,-0.09758477,-0.3287511,-0.1719797,-0.1567714
78,-0.57260436,-0.53562176,"('nonresilient', 'resilient')",0.4933339,0.3603569,-0.0396352,-0.0876324,0.0479972
48,0.55981404,0.45631844,"('unintelligent', 'intelligent')",1.4420749,1.2865019,1.0009445,0.8714101,0.1295344
32,-0.55160344,-0.35064173,"('unkind', 'kind')",1.4023494,1.3408704,0.425373,0.4951143,-0.0697413
63,-0.5465517,-0.4075109,"('unperceptive', 'insightful')",1.5613401,1.3511168,0.5073942,0.4718029,0.0355913
87,-0.5129837,-0.28778479,"('unsuccessful', 'successful')",0.57786417,0.43094403,0.0324402,0.0715796,-0.0391394
74,-0.49976277,-0.417619,"('undedicated', 'dedicated')",0.029555682,-0.07961704,-0.2351035,-0.248618,0.0135145
14,0.48901114,0.67773515,"('antisocial', 'social')",-0.2428911,-0.38577214,0.12306,0.1459815,-0.0229215
67,0.48741242,0.6318453,"('doubtful', 'determined')",-0.2494894,-0.21112765,0.1189615,0.2103588,-0.0913973
49,0.4553403,0.51151067,"('unable', 'able')",0.58863354,0.43153775,0.5219869,0.4715242,0.0504627
35,0.44447663,0.04411666,"('corrupt', 'incorrupt')",-0.929575,-0.87048835,-0.2425492,-0.4131858,0.1706366
42,0.43804997,0.5798217,"('unreliable', 'reliable')",-2.8275793,-2.9994602,-1.1947646,-1.2098193,0.0150547
11,-0.4373471,-0.14247505,"('unhelpful', 'helpful')",2.455694,2.5431435,1.0091734,1.2003342,-0.1911608
58,-0.43436748,-0.49501476,"('undiscriminating', 'discriminating')",0.21157455,0.07114216,-0.1113965,-0.2119363,0.1005398
51,-0.43207037,-0.15058847,"('uneducated', 'educated')",0.8166455,0.76198167,0.1922876,0.3056966,-0.113409
17,-0.42335302,-0.3947994,"('nasty', 'nice')",-0.41302285,-0.4000739,-0.4181879,-0.3974366,-0.0207513
65,0.41021517,0.6106486,"('insecure', 'secure')",0.18004985,0.028328564,0.2951325,0.3194886,-0.0243561
75,0.4083292,0.3924589,"('meek', 'impulsive')",-0.7228324,-0.6468904,-0.1572516,-0.1272158,-0.0300358
55,0.40187073,0.63034856,"('incompetent', 'clever')",0.6356449,0.50982875,0.5187578,0.5700886,-0.0513308
81,0.4002492,0.6512486,"('submissive', 'aggressive')",0.28003788,0.35063297,0.3401436,0.5009408,-0.1607972
4,-0.3666396,-0.23460701,"('disliked', 'liked')",-6.9877357,-6.914869,-3.6771877,-3.574738,-0.1024497
72,-0.29748973,-0.20538598,"('unambitious', 'ambitious')",-0.27024537,-0.41398615,-0.2838675,-0.3096861,0.0258186
83,-0.29002917,-0.3294784,"('powerless', 'powerful')",-0.5334817,-0.6167632,-0.4117554,-0.4731208,0.0613654
26,-0.27125388,-0.34158003,"('hardhearted', 'benevolent')",1.2030133,1.2000982,0.4658797,0.4292591,0.0366206
50,0.25991258,0.36461776,"('clumsy', 'skillful')",0.31269902,0.34236076,0.2863058,0.3534893,-0.0671835
22,0.2581024,0.36691827,"('untrustworthy', 'trustworthy')",-0.6547696,-0.8149662,-0.1983336,-0.224024,0.0256904
18,-0.25032872,-0.13166896,"('disagreeable', 'welcoming')",-0.319736,-0.33176568,-0.2850324,-0.2317173,-0.0533151
80,0.23120359,0.2231951,"('dominated', 'dominating')",-1.0347408,-1.1154428,-0.4017686,-0.4461238,0.0443552
13,-0.21593109,0.09344804,"('impolite', 'polite')",0.19917612,0.17072096,-0.0083775,0.1320845,-0.140462
34,-0.21503034,-0.049293697,"('mean', 'honorable')",6.740558,6.730573,3.262764,3.3406398,-0.0778758
21,0.195966,0.44346607,"('immoral', 'moral')",0.044512823,-0.14666884,0.1202394,0.1483986,-0.0281592
40,0.19543415,0.040148024,"('stingy', 'generous')",-1.7943072,-2.0596478,-0.7994366,-1.0097499,0.2103133
47,-0.19153999,-0.16072571,"('stupid', 'smart')",6.330654,6.170533,3.0695572,3.0049038,0.0646534
41,0.17297757,0.0815075,"('unforgiving', 'forgiving')",0.1161014,-0.01798381,0.1445395,0.0317618,0.1127777
59,0.17180459,-0.19985461,"('foolish', 'wise')",0.3083872,0.27277368,0.2400959,0.0364595,0.2036364
33,-0.16652274,-0.2581439,"('wrong', 'right')",-0.9269776,-1.020529,-0.5467502,-0.6393365,0.0925863
29,-0.15695369,-0.22626092,"('unfair', 'fair')",-0.3779909,-0.52333593,-0.2674723,-0.3747984,0.1073261
2,0.14442913,0.5117683,"('unlikable', 'likable')",0.47429273,0.5439577,0.3093609,0.527863,-0.2185021
82,-0.13927552,0.1834456,"('poor', 'rich')",6.9271116,6.925022,3.393918,3.5542338,-0.1603158
70,-0.1315916,0.11510266,"('lethargic', 'energetic')",1.0190855,0.9704606,0.443747,0.5427817,-0.0990347
20,0.11370559,0.053688787,"('rough', 'thoughtful')",1.0865288,1.0092322,0.6001172,0.5314605,0.0686567
27,0.1123802,-0.08443107,"('hardhearted', 'softhearted')",1.5158179,1.2541187,0.814099,0.5848438,0.2292552
64,0.08354029,0.13105722,"('shy', 'confident')",-6.504802,-6.5606284,-3.2106309,-3.2147856,0.0041547
37,0.06698575,-0.07860197,"('fake', 'genuine')",0.70485723,0.3977506,0.3859215,0.1595743,0.2263472
68,-0.054941416,-0.20730178,"('dependent', 'independent')",-0.078611195,-0.26198408,-0.0667763,-0.2346429,0.1678666
62,0.040338695,0.40999836,"('incompetent', 'brilliant')",1.1021761,1.1035464,0.5712574,0.7567724,-0.185515
39,-0.039088324,0.10110551,"('exploitative', 'cooperative')",0.22676738,0.18223238,0.0938395,0.1416689,-0.0478294
15,0.03842555,-0.017723259,"('boring', 'funny')",0.5740337,0.4859923,0.3062296,0.2341345,0.0720951
69,0.03136897,-0.14138567,"('lazy', 'industrious')",-0.9044862,-1.0267881,-0.4365586,-0.5840869,0.1475283
56,-0.029794034,0.24409798,"('impractical', 'practical')",0.66425914,0.56450224,0.3172325,0.4043001,-0.0870676
