,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-1.9154179,-1.9626867,"('unfriendly', 'friendly')",1.5069174,1.3298167,-0.2042503,-0.316435,0.1121847
9,-1.7939377,-1.939629,"('unaffectionate', 'caring')",1.1059664,0.9214666,-0.3439856,-0.5090812,0.1650956
6,-1.6957207,-1.9992932,"('distant', 'open')",-0.007774327,-0.23609507,-0.8517475,-1.1176941,0.2659466
86,-1.5624185,-1.5503005,"('uninfluential', 'influential')",0.106448025,-0.14993703,-0.7279852,-0.8501188,0.1221336
53,-1.5515727,-1.3320026,"('uncreative', 'creative')",0.76637983,0.6802256,-0.3925964,-0.3258885,-0.0667079
10,-1.351579,-1.1346207,"('unsympathetic', 'sympathetic')",0.491953,0.204968,-0.429813,-0.4648263,0.0350133
79,-1.293558,-1.5691663,"('wavering', 'unwavering')",-0.1622681,-0.2907909,-0.727913,-0.9299786,0.2020656
66,-1.2791029,-1.4204404,"('inactive', 'active')",0.3469184,0.18542105,-0.4660923,-0.6175097,0.1514174
19,-1.2178141,-1.1667275,"('inhospitable', 'hospitable')",-0.18244219,-0.14318009,-0.7001281,-0.6549538,-0.0451743
57,-1.21432,-1.0033442,"('unimaginative', 'imaginative')",-2.6420362,-2.7358341,-1.9281781,-1.8695891,-0.058589
5,-1.2079566,-1.4181627,"('distant', 'outgoing')",-0.3196644,-0.5386732,-0.7638105,-0.978418,0.2146075
31,-1.2028124,-1.3541739,"('evil', 'good')",-1.7281466,-1.8694644,-1.4654795,-1.6118191,0.1463396
54,-1.1995436,-1.032655,"('incapable', 'capable')",1.4213485,1.5609059,0.1109024,0.2641255,-0.1532231
8,-1.1112865,-1.3342682,"('unaffectionate', 'affectionate')",0.5468576,0.4395384,-0.2822145,-0.4473649,0.1651504
61,-1.0564728,-1.0216954,"('illogical', 'logical')",0.24383113,0.13955663,-0.4063208,-0.4410694,0.0347486
36,-1.0275042,-1.2211999,"('hostile', 'amicable')",-0.6876639,-0.5969742,-0.8575841,-0.9090871,0.051503
71,-1.0003293,-0.9331353,"('diffident', 'self-confident')",0.42370126,0.20215887,-0.288314,-0.3654882,0.0771742
52,-0.95245445,-1.2169726,"('irrational', 'rational')",-0.53058577,-0.48525965,-0.7415201,-0.8511161,0.109596
