,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
17,-0.76638734,-0.7932313,"('nasty', 'nice')",-0.4953051,-0.52678454,-0.6308462,-0.660008,0.0291618
71,0.7596343,1.1372217,"('diffident', 'self-confident')",0.7690636,0.81889594,0.764349,0.9780588,-0.2137098
74,0.7421856,0.85362685,"('undedicated', 'dedicated')",0.3752351,0.2782009,0.5587103,0.5659139,-0.0072036
52,-0.73106563,-0.921523,"('irrational', 'rational')",-0.40852594,-0.54285955,-0.5697958,-0.7321913,0.1623955
51,-0.7193054,-0.94517,"('uneducated', 'educated')",0.64377797,0.4623498,-0.0377637,-0.2414101,0.2036464
49,-0.7069328,-0.30935267,"('unable', 'able')",-0.3060149,0.13902384,-0.5064738,-0.0851644,-0.4213094
19,-0.6746505,-0.73980045,"('inhospitable', 'hospitable')",-0.12787682,-0.10003068,-0.4012637,-0.4199156,0.0186519
15,-0.6711872,-0.8103734,"('boring', 'funny')",0.079126924,-0.14473422,-0.2960302,-0.4775538,0.1815236
14,-0.6673353,-0.30265355,"('antisocial', 'social')",-0.82902306,-0.70736295,-0.7481792,-0.5050082,-0.243171
10,-0.66274804,-0.6258202,"('unsympathetic', 'sympathetic')",0.26315945,0.17249075,-0.1997943,-0.2266647,0.0268704
0,-0.6427736,-0.43269524,"('unsociable', 'sociable')",-0.34818894,-0.45321146,-0.4954813,-0.4429533,-0.052528
28,-0.6192853,-0.45799467,"('disloyal', 'loyal')",0.9435765,0.8697708,0.1621456,0.2058881,-0.0437425
48,-0.5679389,-0.45117372,"('unintelligent', 'intelligent')",0.53542787,0.4517728,-0.0162555,0.0002995,-0.016555
78,0.56317115,0.699871,"('nonresilient', 'resilient')",0.65958625,0.8322867,0.6113787,0.7660788,-0.1547001
75,0.548475,0.12145239,"('meek', 'impulsive')",-0.41506445,-0.40546504,0.0667053,-0.1420063,0.2087116
67,0.5417796,0.50896424,"('doubtful', 'determined')",-0.75167775,-0.6788848,-0.1049491,-0.0849603,-0.0199888
13,-0.5243414,-0.021138377,"('impolite', 'polite')",-0.603673,-0.35942164,-0.5640072,-0.19028,-0.3737272
30,-0.52122664,-0.3681252,"('intolerant', 'tolerant')",0.62760645,0.7583689,0.0531899,0.1951219,-0.141932
60,-0.506384,-0.16518998,"('inefficient', 'efficient')",0.037524994,0.31216514,-0.2344295,0.0734876,-0.3079171
68,-0.49956778,-0.7378516,"('dependent', 'independent')",-0.2044812,-0.16419208,-0.3520245,-0.4510219,0.0989974
41,-0.4667212,-0.4117412,"('unforgiving', 'forgiving')",-0.2701435,-0.5044763,-0.3684323,-0.4581088,0.0896765
76,-0.46655563,-0.5185682,"('anxious', 'daring')",0.43730476,0.5616119,-0.0146254,0.0215218,-0.0361472
86,-0.45377466,-0.37042135,"('uninfluential', 'influential')",0.42209536,0.11089367,-0.0158397,-0.1297638,0.1139241
36,-0.44500566,-0.59974,"('hostile', 'amicable')",-0.14802033,-0.2818352,-0.296513,-0.4407876,0.1442746
9,-0.41729164,-0.23825578,"('unaffectionate', 'caring')",1.1286012,0.96319556,0.3556548,0.3624699,-0.0068151
16,-0.41484115,-0.3582462,"('unpopular', 'popular')",0.47017163,0.523447,0.0276652,0.0826004,-0.0549352
53,-0.39104676,-0.34849027,"('uncreative', 'creative')",0.8459747,0.731421,0.227464,0.1914654,0.0359986
46,0.38757598,0.41727138,"('uncompetitive', 'competitive')",-0.094958566,-0.21118896,0.1463087,0.1030412,0.0432675
81,-0.37571117,-0.1450871,"('submissive', 'aggressive')",-0.80143654,-0.6666986,-0.5885739,-0.4058928,-0.1826811
29,0.34861457,0.040065628,"('unfair', 'fair')",-0.35939118,-0.7452983,-0.0053883,-0.3526163,0.347228
77,-0.34312674,-0.20495804,"('unmotivated', 'motivated')",-0.8877167,-0.8599073,-0.6154217,-0.5324327,-0.082989
3,-0.31352958,-0.5598777,"('repellent', 'pleasant')",0.42938897,0.26617593,0.0579297,-0.1468509,0.2047806
82,-0.31236136,-0.49546215,"('poor', 'rich')",6.085967,6.6197405,2.8868029,3.0621393,-0.1753364
31,-0.29605708,-0.46094525,"('evil', 'good')",-0.89304173,-1.2127979,-0.5945494,-0.8368716,0.2423222
70,0.2838653,-0.08883563,"('lethargic', 'energetic')",1.0097495,0.9905775,0.6468074,0.4508709,0.1959365
88,-0.2653015,-0.3174499,"('low', 'eminent')",0.092009604,0.09739792,-0.0866459,-0.110026,0.0233801
80,0.25811654,0.13273966,"('dominated', 'dominating')",-0.7878085,-0.871278,-0.264846,-0.3692692,0.1044232
7,-0.23430371,-0.15645778,"('insensitive', 'sensitive')",1.0676066,0.8152335,0.4166514,0.3293879,0.0872635
44,0.23094754,0.09545002,"('prejudiced', 'unprejudiced')",-1.5736471,-1.3688128,-0.6713498,-0.6366814,-0.0346684
58,0.22231562,0.21324396,"('undiscriminating', 'discriminating')",0.22403228,-4.833564e-05,0.2231739,0.1065978,0.1165761
21,-0.21711558,0.016468167,"('immoral', 'moral')",-0.45550007,-0.37991455,-0.3363078,-0.1817232,-0.1545846
22,0.21254715,-0.007977024,"('untrustworthy', 'trustworthy')",-0.973902,-1.1422285,-0.3806774,-0.5751027,0.1944253
43,-0.19600749,0.030986432,"('irresponsible', 'responsible')",0.5753761,0.7158164,0.1896843,0.3734014,-0.1837171
61,0.19240932,0.4898487,"('illogical', 'logical')",0.42495483,0.392029,0.3086821,0.4409388,-0.1322567
42,-0.19122446,-0.24393608,"('unreliable', 'reliable')",-2.6612575,-2.935722,-1.4262409,-1.5898291,0.1635882
12,-0.18024193,0.17448395,"('unsupportive', 'supportive')",-1.6435943,-1.7566838,-0.9119181,-0.7910999,-0.1208182
1,0.17583965,0.2962984,"('unfriendly', 'friendly')",1.6495094,1.3346503,0.9126745,0.8154743,0.0972002
64,-0.16077448,-0.14820844,"('shy', 'confident')",-7.21845,-7.3356276,-3.6896124,-3.7419181,0.0523057
20,0.1599794,-0.033048213,"('rough', 'thoughtful')",1.5961381,1.4515775,0.8780588,0.7092646,0.1687942
35,0.14586946,-0.16118109,"('corrupt', 'incorrupt')",-0.42247614,-0.4294774,-0.1383033,-0.2953292,0.1570259
23,0.14095496,0.30223784,"('insincere', 'sincere')",5.9387136,6.2054877,3.0398343,3.2538629,-0.2140286
83,0.13819532,0.4038361,"('powerless', 'powerful')",-0.5875972,-0.5745022,-0.2247009,-0.0853331,-0.1393678
11,-0.12707321,0.103114635,"('unhelpful', 'helpful')",1.7519059,1.9960178,0.8124164,1.0495663,-0.2371499
25,-0.12323032,0.0023346134,"('egoistic', 'altruistic')",1.3229502,1.1841,0.59986,0.5932173,0.0066427
40,0.11617704,-0.14655569,"('stingy', 'generous')",-1.1860943,-1.7867405,-0.5349586,-0.9666481,0.4316895
45,-0.11314793,-0.4385575,"('incompetent', 'competent')",0.23207258,-0.008268664,0.0594623,-0.2234131,0.2828754
27,-0.11145717,-0.40617034,"('hardhearted', 'softhearted')",1.655028,1.4368932,0.7717854,0.5153614,0.256424
62,-0.10664531,0.19935416,"('incompetent', 'brilliant')",0.24582464,0.6546013,0.0695897,0.4269777,-0.357388
38,-0.10338166,0.19064079,"('untruthful', 'truthful')",-0.29595125,0.042645298,-0.1996665,0.116643,-0.3163095
34,0.08610034,0.22620738,"('mean', 'honorable')",6.0248384,6.5949483,3.0554695,3.4105778,-0.3551083
66,0.08086255,-0.08505077,"('inactive', 'active')",1.0213789,0.78383493,0.5511207,0.3493921,0.2017286
4,-0.06661857,-0.017994836,"('disliked', 'liked')",-6.6323986,-6.8726444,-3.3495085,-3.4453197,0.0958112
79,0.06647071,-0.004600931,"('wavering', 'unwavering')",0.037998017,0.11296344,0.0522344,0.0541813,-0.0019469
5,-0.061395552,-0.0238384,"('distant', 'outgoing')",-0.61210144,-0.50629246,-0.3367485,-0.2650654,-0.0716831
24,-0.061017085,0.106083244,"('dishonest', 'honest')",0.65382093,0.5610438,0.2964019,0.3335635,-0.0371616
47,0.060381416,0.34028885,"('stupid', 'smart')",5.290308,5.8606563,2.6753447,3.1004725,-0.4251278
32,-0.048800863,0.27076176,"('unkind', 'kind')",0.943143,0.8447607,0.4471711,0.5577613,-0.1105902
56,0.019747607,0.48604468,"('impractical', 'practical')",-0.26975158,-0.0504414,-0.125002,0.2178016,-0.3428036
54,-0.01237724,0.2516862,"('incapable', 'capable')",0.9552068,1.196014,0.4714148,0.7238501,-0.2524353
2,0.010784611,0.4322008,"('unlikable', 'likable')",0.11180932,0.29569748,0.061297,0.3639491,-0.3026521
