,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,1.8448817,1.7741615,"('lazy', 'industrious')",-0.66611487,-0.777676,0.5893834,0.4982427,0.0911407
18,-1.5434998,-1.4449043,"('disagreeable', 'welcoming')",-0.595294,-0.68833905,-1.069397,-1.0666217,-0.0027753
87,1.4350958,1.5157568,"('unsuccessful', 'successful')",0.87903124,0.8887335,1.1570635,1.2022452,-0.0451817
73,1.4088732,1.3149687,"('helpless', 'self-reliant')",-3.0458753,-3.2632165,-0.8185011,-0.9741239,0.1556228
8,-1.4017478,-1.2611042,"('unaffectionate', 'affectionate')",0.6616326,0.43546855,-0.3700576,-0.4128178,0.0427602
72,-1.3571916,-1.2581018,"('unambitious', 'ambitious')",-0.8580626,-0.92508996,-1.1076272,-1.0915959,-0.0160313
57,-1.2909952,-1.3475618,"('unimaginative', 'imaginative')",-2.387397,-2.8456311,-1.8391962,-2.0965965,0.2574003
39,1.2857229,1.5069617,"('exploitative', 'cooperative')",0.17257439,0.043251604,0.7291486,0.7751067,-0.0459581
50,0.9336327,0.6720576,"('clumsy', 'skillful')",0.5489502,0.48836043,0.7412914,0.580209,0.1610824
84,0.93195915,0.88523895,"('inferior', 'superior')",0.92657,0.9532101,0.9292645,0.9192245,0.01004
65,-0.9156436,-0.7009184,"('insecure', 'secure')",-0.5683894,-0.43666258,-0.7420165,-0.5687905,-0.173226
33,0.9038496,0.9728525,"('wrong', 'right')",-0.64625716,-0.929904,0.1287962,0.0214743,0.1073219
55,-0.8749728,-0.69250065,"('incompetent', 'clever')",0.39766005,0.26112306,-0.2386564,-0.2156888,-0.0229676
59,0.8643014,0.5516779,"('foolish', 'wise')",0.22591138,0.23453219,0.5451064,0.393105,0.1520014
37,0.85375565,0.4389079,"('fake', 'genuine')",0.9104801,0.69144577,0.8821179,0.5651768,0.3169411
26,0.8308354,0.5852094,"('hardhearted', 'benevolent')",1.6389365,1.4183356,1.2348859,1.0017725,0.2331134
63,0.7877331,0.73276186,"('unperceptive', 'insightful')",1.2993717,1.4250449,1.0435524,1.0789034,-0.035351
85,0.77411306,0.70602554,"('insignificant', 'prestigious')",0.32102165,0.30654258,0.5475674,0.5062841,0.0412833
6,-0.77371556,-0.83472925,"('distant', 'open')",0.062355243,0.07739625,-0.3556802,-0.3786665,0.0229863
