,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
81,-2.5443754,-2.3763824,"('submissive', 'aggressive')",-0.065162346,0.026194856,-0.97730213,-0.73025227,-1.1956133,-1.0268133,-0.1688
10,-2.5163102,-2.5057824,"('unsympathetic', 'sympathetic')",-1.0904131,-1.0175852,-0.89988583,-0.5230692,-1.502203,-1.3488123,-0.1533907
85,2.2715898,2.112262,"('insignificant', 'prestigious')",-0.15876412,-0.31529868,0.90667784,0.6183958,1.0065012,0.8051197,0.2013815
57,-2.269753,-2.2494793,"('unimaginative', 'imaginative')",-0.95264137,-0.8922578,-2.9905536,-2.8479464,-2.0709826,-1.9965611,-0.0744215
69,2.1659186,2.0587628,"('lazy', 'industrious')",1.8634541,1.7445481,0.14876,-0.023893505,1.3927108,1.2598058,0.132905
11,-2.0422626,-2.0010889,"('unhelpful', 'helpful')",-0.19289592,-0.16212952,1.2201953,1.4353025,-0.3383211,-0.2426387,-0.0956824
14,-2.0208635,-2.1504302,"('antisocial', 'social')",0.58476126,0.2869333,-0.8829981,-0.99204093,-0.7730335,-0.951846,0.1788125
86,-2.0094278,-2.0731354,"('uninfluential', 'influential')",-0.65326923,-0.5587695,-0.70345175,-0.48877633,-1.1220496,-1.0402271,-0.0818225
65,-1.9785823,-1.9922006,"('insecure', 'secure')",-0.26514092,-0.27468872,-0.84975547,-0.70216453,-1.0311596,-0.9896846,-0.041475
35,1.9607463,1.92237,"('corrupt', 'incorrupt')",-0.13133597,-0.25093257,0.34673968,0.080915816,0.7253834,0.5841177,0.1412657
70,-1.9466194,-1.8314501,"('lethargic', 'energetic')",-0.25800866,0.036670696,0.12347413,0.49723935,-0.693718,-0.4325134,-0.2612046
45,-1.9291992,-1.7461671,"('incompetent', 'competent')",-0.27561435,-0.12811051,-0.8080989,-0.55959105,-1.0043041,-0.8112895,-0.1930146
73,1.8752468,1.7824601,"('helpless', 'self-reliant')",0.2313784,0.28604996,-3.1807091,-2.9947627,-0.358028,-0.3087509,-0.0492771
21,-1.8113204,-1.7901021,"('immoral', 'moral')",-0.2656006,-0.38816926,-1.2075526,-1.0870008,-1.0948245,-1.088424,-0.0064005
60,-1.666124,-1.595201,"('inefficient', 'efficient')",0.71438545,0.75878596,-0.408905,-0.049764045,-0.4535478,-0.295393,-0.1581548
3,-1.6282969,-1.6801757,"('repellent', 'pleasant')",-0.14108674,-0.22121939,-0.0535238,-0.11890992,-0.6076358,-0.673435,0.0657992
16,1.6107016,1.4606493,"('unpopular', 'popular')",0.74608654,0.58497304,1.1436855,0.99774766,1.1668245,1.0144567,0.1523678
5,1.5473952,1.4967568,"('distant', 'outgoing')",-0.3080449,-0.0607197,0.0627648,0.15603793,0.4340384,0.5306917,-0.0966533
24,-1.5183246,-1.5253991,"('dishonest', 'honest')",-1.1703117,-1.0478133,0.2806217,0.5345301,-0.8026715,-0.6795607,-0.1231108
33,1.5108649,1.3232518,"('wrong', 'right')",0.83491063,0.6596318,-0.10009174,-0.24327517,0.7485613,0.5798695,0.1686918
23,-1.5100005,-1.5752274,"('insincere', 'sincere')",-0.7495987,-0.8138703,5.137659,5.203925,0.9593533,0.9382758,0.0210775
71,1.4325855,1.4469589,"('diffident', 'self-confident')",0.65264595,0.72174263,0.43232208,0.5141022,0.8391844,0.894268,-0.0550836
51,-1.3809524,-1.2428238,"('uneducated', 'educated')",0.46506357,0.6074823,0.049595363,0.2738797,-0.2887645,-0.1204873,-0.1682772
55,-1.3721467,-1.2882411,"('incompetent', 'clever')",-0.50201267,-0.4299939,-0.34624374,-0.12321715,-0.7401344,-0.6138174,-0.126317
52,1.3583245,1.1338334,"('irrational', 'rational')",-0.64188635,-0.96450764,0.28120118,-0.047062714,0.3325465,0.0407544,0.2917921
79,1.350893,1.2815298,"('wavering', 'unwavering')",0.15158238,0.100085005,0.2199256,0.24162829,0.5741337,0.541081,0.0330527
48,-1.3296338,-1.2080568,"('unintelligent', 'intelligent')",-0.722014,-0.69827574,-0.05447572,0.25527683,-0.7020412,-0.5503519,-0.1516893
22,-1.3156433,-1.2816806,"('untrustworthy', 'trustworthy')",-1.1429286,-1.0198826,-1.5583572,-1.3877504,-1.3389764,-1.2297712,-0.1092052
36,1.3061008,1.0822743,"('hostile', 'amicable')",0.707124,0.36540204,0.6399539,0.18721321,0.8843929,0.5449632,0.3394297
6,1.2778896,1.3698494,"('distant', 'open')",-0.2776204,0.025013886,0.661519,0.7363049,0.5539294,0.7103895,-0.1564601
30,-1.247281,-1.2943137,"('intolerant', 'tolerant')",-0.54330206,-0.595113,0.740479,0.7687857,-0.3500347,-0.373547,0.0235123
28,-1.2424428,-1.2470399,"('disloyal', 'loyal')",-0.5646414,-0.69786155,0.5051912,0.4598632,-0.4339644,-0.4950128,0.0610484
7,-1.2060087,-1.1172305,"('insensitive', 'sensitive')",-0.85465163,-0.8816548,0.047720842,0.3945193,-0.6709798,-0.5347887,-0.1361911
0,-1.1756046,-1.2002516,"('unsociable', 'sociable')",0.17094374,0.08046525,-0.76049715,-0.68805766,-0.588386,-0.6026147,0.0142287
59,1.1643053,0.92405874,"('foolish', 'wise')",-0.38083926,-0.51626045,0.5509513,0.48938888,0.4448058,0.2990624,0.1457434
62,-1.1253191,-0.9514081,"('incompetent', 'brilliant')",0.33768344,0.589344,-0.23513739,0.31178963,-0.3409243,-0.0167581,-0.3241662
46,-1.1194197,-1.0445582,"('uncompetitive', 'competitive')",0.7630891,0.9244625,-0.8778819,-0.6223756,-0.4114041,-0.2474904,-0.1639137
82,-1.0650357,-0.97268146,"('poor', 'rich')",-1.0366639,-0.93508756,5.9558845,6.1442757,1.2847283,1.4121688,-0.1274405
72,-1.0468044,-1.0729927,"('unambitious', 'ambitious')",-0.4108677,-0.40539646,-1.2309766,-0.95298135,-0.8962162,-0.8104568,-0.0857594
41,-1.0278736,-0.9296776,"('unforgiving', 'forgiving')",-0.6017265,-0.550396,-0.5974419,-0.52856046,-0.7423473,-0.6695447,-0.0728026
63,-1.0257556,-0.78662866,"('unperceptive', 'insightful')",0.22331944,0.3837437,0.32204214,0.84212863,-0.1601314,0.1464146,-0.306546
80,-0.98627293,-0.9971203,"('dominated', 'dominating')",0.6203774,0.5717877,-1.1597025,-1.0980227,-0.5085327,-0.5077851,-0.0007476
43,-0.93820477,-1.0459008,"('irresponsible', 'responsible')",0.17706445,0.14080617,0.109709695,0.32412946,-0.2171436,-0.1936551,-0.0234885
32,-0.9095457,-0.95062214,"('unkind', 'kind')",-1.3147765,-1.3293341,0.25433773,0.43481168,-0.6566615,-0.6150482,-0.0416133
50,0.90128875,0.7442304,"('clumsy', 'skillful')",0.4976613,0.4021706,0.2127988,0.3671463,0.5372496,0.5045157,0.0327339
25,0.87898725,0.95505816,"('egoistic', 'altruistic')",0.5479106,0.52749103,1.629581,1.4553524,1.0188262,0.9793005,0.0395257
84,0.7506579,0.7248598,"('inferior', 'superior')",1.000588,1.0057544,0.93921155,1.0893203,0.8968192,0.9399781,-0.0431589
67,0.74043214,0.55053353,"('doubtful', 'determined')",0.6960337,0.5952722,-0.34102097,-0.340196,0.3651483,0.2685366,0.0966117
