,block_male,block_female,tuple,h_male,h_female,&_male,&_female,r_male,r_female,inc_male,inc_female,average_male,average_female,male-female
16,-2.2275655,-2.2538333,"('unpopular', 'popular')",-0.13347664,0.0112567805,0.65216595,0.9186382,0.14222266,0.049831,0.627658,0.5267705,-0.1877991,-0.1494674,-0.0383317
36,-2.084699,-2.3391025,"('hostile', 'amicable')",-0.27460337,-0.5438657,-0.2793535,-0.13777669,-1.5247625,-1.4938236,0.13973513,-0.24964288,-0.8047366,-0.9528422,0.1481056
4,-2.021339,-2.2729876,"('disliked', 'liked')",0.44614944,0.4325754,-0.06049387,-0.008456383,-0.48692742,-0.39527673,-5.779971,-6.0932956,-1.5805164,-1.6674881,0.0869717
6,-1.9757626,-1.9851824,"('distant', 'open')",0.59228325,0.79028106,1.2386305,1.5593562,-0.5900802,-0.43716636,0.37149972,0.21582595,-0.0726859,0.0286229,-0.1013088
39,1.9542602,1.9712323,"('exploitative', 'cooperative')",0.60048676,0.72983867,-0.18477015,-0.17138249,-0.12718353,-0.109229624,0.056093663,0.22327454,0.4597775,0.5287467,-0.0689692
85,-1.9355781,-2.2143795,"('insignificant', 'prestigious')",0.14839809,0.11304989,1.00581,1.3301282,-0.8996056,-0.68787044,1.0758115,0.83957165,-0.1210328,-0.1239,0.0028672
69,-1.8904415,-2.0191772,"('lazy', 'industrious')",0.7567045,0.70599747,0.9316791,1.0864971,-0.6985993,-0.5707428,-0.40834352,-0.5943285,-0.2618001,-0.2783508,0.0165507
5,-1.8767843,-1.8563957,"('distant', 'outgoing')",0.69225365,0.87858593,0.7020829,1.0787657,0.007691022,0.1841124,0.009082884,0.0019212067,-0.0931348,0.0573979,-0.1505327
35,-1.8386468,-1.953167,"('corrupt', 'incorrupt')",0.33493504,0.29416555,-0.5426918,-0.1463642,-1.7176031,-1.5793775,-0.5460335,-0.65899307,-0.862008,-0.8087473,-0.0532607
56,1.7647684,2.0707693,"('impractical', 'practical')",-0.2960184,0.006772533,-1.2118635,-1.2489959,1.5152042,1.5093368,-0.428889,-0.08608147,0.2686403,0.4503603,-0.18172
50,-1.6233835,-1.6636016,"('clumsy', 'skillful')",0.472431,0.8899569,1.2659984,1.3987042,0.0019668788,0.11067551,0.62616444,0.79910755,0.1486354,0.3069685,-0.1583331
81,1.5854039,1.5540276,"('submissive', 'aggressive')",0.13506918,0.059269696,-0.4387867,-0.7977678,1.3671383,1.1110774,-0.6623297,-0.47692746,0.397299,0.2899359,0.1073631
60,1.561805,1.7076111,"('inefficient', 'efficient')",-0.096613124,-0.046397794,-0.4909295,-0.8073841,2.5067081,2.322056,-0.11796223,0.25406083,0.6726017,0.6859892,-0.0133875
79,-1.5520871,-1.7467201,"('wavering', 'unwavering')",-0.5399988,-0.6508301,0.21886598,0.37607744,-0.557492,-0.50363535,0.2028666,0.14627959,-0.445569,-0.4757657,0.0301967
31,-1.526853,-1.7428566,"('evil', 'good')",-0.49190095,-0.69560933,0.41069743,0.65984577,-1.350383,-1.318053,-0.76621884,-1.193457,-0.7449317,-0.858026,0.1130943
