,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.6550229,-2.463614,"('hostile', 'amicable')",-1.2410761,-1.0344174,-0.96197796,-0.62086433,-1.619359,-1.3729652,-0.2463938
4,-2.0556865,-1.1413317,"('disliked', 'liked')",-0.62069994,-0.5015334,-8.057852,-7.8950086,-3.5780792,-3.1792911,-0.3987881
31,-1.9801974,-1.1956209,"('evil', 'good')",-1.2483819,-0.92896837,-1.5988927,-1.2682143,-1.6091572,-1.1309346,-0.4782226
5,-1.9159554,-1.4626988,"('distant', 'outgoing')",-0.8239533,-0.60913163,-1.2827475,-1.012859,-1.3408855,-1.0282299,-0.3126556
6,-1.9051788,-1.5073329,"('distant', 'open')",-0.8407413,-0.49989754,-0.99510574,-0.6536101,-1.2470086,-0.8869468,-0.3600618
65,1.8705121,0.92513865,"('insecure', 'secure')",1.8254807,1.433467,0.8918676,0.39198735,1.5292869,0.9168643,0.6124226
19,-1.7311373,-1.4640511,"('inhospitable', 'hospitable')",-1.2177496,-1.1247965,-1.1897521,-0.910911,-1.3795463,-1.1665862,-0.2129601
76,1.6349968,1.0405015,"('anxious', 'daring')",1.421358,1.0807583,0.39436042,0.17100021,1.1502384,0.7640866,0.3861518
85,-1.5688186,-0.9803219,"('insignificant', 'prestigious')",-1.3573778,-0.9566301,-1.2585717,-0.80110765,-1.3949227,-0.9126865,-0.4822362
1,-1.5299205,-0.97611034,"('unfriendly', 'friendly')",-1.3427342,-0.768753,0.82125765,1.1552614,-0.683799,-0.196534,-0.487265
56,1.4911888,0.9223852,"('impractical', 'practical')",1.8660263,1.4772397,0.16343883,-0.35723928,1.1735512,0.6807952,0.492756
69,-1.4397211,-1.1548561,"('lazy', 'industrious')",0.005085133,0.17235376,-1.5661181,-1.3477314,-1.0002514,-0.7767445,-0.2235069
77,-1.4349569,-1.5375072,"('unmotivated', 'motivated')",0.19052911,0.11938452,-0.98231983,-1.1200409,-0.7422492,-0.8460546,0.1038054
14,1.4086791,0.93172586,"('antisocial', 'social')",2.179891,1.9007632,0.366475,-0.05047447,1.3183484,0.9273382,0.3910102
16,-1.3458067,-1.1846691,"('unpopular', 'popular')",-1.1840948,-1.1239599,-0.2360027,-0.16384391,-0.9219681,-0.8241576,-0.0978105
81,1.2561561,0.5851563,"('submissive', 'aggressive')",1.3322691,0.88972473,0.16373926,-0.39536047,0.9173881,0.3598402,0.5575479
80,1.2507921,0.8976274,"('dominated', 'dominating')",0.5008412,0.22855455,-0.35576844,-0.50937915,0.4652883,0.2056009,0.2596874
35,-1.2350819,-0.97843325,"('corrupt', 'incorrupt')",-1.3240051,-1.2463108,-1.1870775,-0.8278541,-1.2487215,-1.0175327,-0.2311888
52,-1.2045107,-1.2318943,"('irrational', 'rational')",-1.1770538,-0.98309064,-0.6054248,-0.38481456,-0.9956632,-0.8665998,-0.1290634
12,1.127137,1.2659,"('unsupportive', 'supportive')",0.7950564,0.8867755,-2.1108408,-2.137963,-0.0628825,0.0049042,-0.0677867
55,1.123872,0.5009656,"('incompetent', 'clever')",0.0780185,-0.19552141,0.81660324,0.47008133,0.6728313,0.2585085,0.4143228
60,1.100175,0.565242,"('inefficient', 'efficient')",1.2298441,0.995801,0.68044233,0.19244121,1.0034871,0.5844947,0.4189924
7,1.0666227,0.851651,"('insensitive', 'sensitive')",1.0757326,1.0325674,0.92402285,0.79187864,1.0221261,0.8920324,0.1300937
10,1.0641668,0.76387244,"('unsympathetic', 'sympathetic')",-0.12587765,-0.14086726,0.35423496,-0.005767281,0.4308414,0.205746,0.2250954
46,1.0336872,0.7417527,"('uncompetitive', 'competitive')",0.48510653,0.23115249,-0.4594059,-0.8350779,0.3531293,0.0459424,0.3071869
72,1.0065013,1.0240172,"('unambitious', 'ambitious')",0.77834046,0.6059669,-0.22443944,-0.25822777,0.5201341,0.4572521,0.062882
