,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
40,1.7099397,1.6830631,"('stingy', 'generous')",-0.49518046,-0.52280617,-0.6431022,-0.6125465,-1.2903842,-1.481559,-0.1796818,-0.2334621,0.0537803
49,-1.6854076,-1.5330796,"('unable', 'able')",-0.2887322,-0.23353581,-0.83024216,-0.9067094,-0.52137864,-0.43684956,-0.8314401,-0.7775436,-0.0538965
70,1.5316802,1.7176836,"('lethargic', 'energetic')",-1.402046,-1.4061116,-0.5403448,-0.50017935,0.5103841,0.38227212,0.0249184,0.0484162,-0.0234978
28,1.4947392,1.6012976,"('disloyal', 'loyal')",0.33054084,0.3201043,-0.29617697,-0.28871006,1.2824498,1.2681208,0.7028883,0.7252032,-0.0223149
60,1.4170475,1.744233,"('inefficient', 'efficient')",0.06116095,0.11781698,1.3178645,1.4942683,-0.29582447,-0.38001028,0.6250621,0.744077,-0.1190149
43,1.3962183,1.6334189,"('irresponsible', 'responsible')",-0.5161429,-0.4651477,-0.63857216,-0.54842144,0.26075032,0.28080407,0.1255634,0.2251635,-0.0996001
31,-1.374538,-1.6291813,"('evil', 'good')",0.57903165,0.5512378,-0.8607567,-0.9751228,-0.72855514,-0.5307853,-0.5962045,-0.6459629,0.0497584
12,1.3001602,1.4464426,"('unsupportive', 'supportive')",0.7245619,0.7270821,0.036907136,0.09220937,-1.5931894,-1.7226732,0.11711,0.1357652,-0.0186552
87,-1.2035522,-1.0976231,"('unsuccessful', 'successful')",-0.05928119,-0.07685277,1.0546389,1.0491904,0.3547095,0.29283622,0.0366287,0.0418877,-0.005259
24,1.1494744,1.3054596,"('dishonest', 'honest')",-0.759217,-0.7233752,-0.30563524,-0.21974137,0.7767199,0.85540396,0.2153355,0.3044367,-0.0891012
74,1.1189344,1.1614673,"('undedicated', 'dedicated')",0.8856711,0.85077804,0.39009303,0.40967155,0.3776218,0.23617342,0.6930801,0.6645226,0.0285575
16,-1.092265,-1.1123434,"('unpopular', 'popular')",0.3090249,0.32366142,-0.22079457,-0.24576804,0.59651834,0.6324631,-0.1018791,-0.1004967,-0.0013824
36,-1.0333554,-1.4098713,"('hostile', 'amicable')",1.0166215,0.8460739,-1.0026025,-1.1648707,0.5396567,0.63214314,-0.1199199,-0.2741313,0.1542114
39,1.020503,0.95653695,"('exploitative', 'cooperative')",-0.9963962,-0.9726411,-0.69446766,-0.6538229,0.27047685,0.18409571,-0.099971,-0.1214578,0.0214868
10,0.9710121,1.2565051,"('unsympathetic', 'sympathetic')",-1.1625897,-1.1546468,-0.4093651,-0.2038966,-0.14930704,-0.34555128,-0.1875624,-0.1118974,-0.075665
19,-0.9678692,-1.0271561,"('inhospitable', 'hospitable')",0.3590964,0.457874,-1.1892847,-1.1936743,-0.14957541,0.00254816,-0.4869083,-0.440102,-0.0468063
58,-0.95618707,-1.0125446,"('undiscriminating', 'discriminating')",1.0725657,0.9409424,0.21368474,0.15210557,-0.02726134,-0.098828256,0.0757005,-0.0045812,0.0802817
35,-0.9360396,-1.2617251,"('corrupt', 'incorrupt')",0.3685639,0.3860911,-1.3495556,-1.5186993,-0.06877738,0.11020462,-0.4964522,-0.5710322,0.07458
53,-0.89733905,-0.8321797,"('uncreative', 'creative')",0.5867967,0.5943523,0.1633367,0.16770498,1.2622939,1.2691275,0.2787721,0.2997513,-0.0209792
4,-0.8785579,-0.9672808,"('disliked', 'liked')",0.709464,0.7194366,-0.3716716,-0.4165358,-6.164179,-6.6207795,-1.6762362,-1.8212899,0.1450537
77,-0.86619157,-0.6785688,"('unmotivated', 'motivated')",-0.02883536,-0.017603597,0.06522321,0.1414562,-1.3031286,-1.4251224,-0.533233,-0.4949597,-0.0382733
72,0.84590656,0.93165594,"('unambitious', 'ambitious')",0.10756296,0.14083989,0.14538684,0.23275915,-1.0608006,-0.88329476,0.0095139,0.10549,-0.0959761
5,-0.8093845,-0.9701698,"('distant', 'outgoing')",0.8254704,0.9008704,-1.3106804,-1.4598545,-0.17644437,0.007929362,-0.3677597,-0.3803061,0.0125464
22,-0.77880085,-0.68673545,"('untrustworthy', 'trustworthy')",-1.7297043,-1.7387333,-0.29200184,-0.25234744,-0.95482063,-0.9539309,-0.9388319,-0.9079368,-0.0308951
26,0.72265935,0.59794164,"('hardhearted', 'benevolent')",1.1801608,1.2301922,0.48677766,0.49464464,1.7674538,1.7346864,1.0392629,1.0143661,0.0248968
44,-0.71046954,-0.8508966,"('prejudiced', 'unprejudiced')",-1.4455227,-1.497956,-0.86228347,-0.9636345,-1.4786159,-1.5127642,-1.1242229,-1.2063129,0.08209
63,0.7040903,0.84659225,"('unperceptive', 'insightful')",-0.36289734,-0.41122416,0.044050045,0.1179173,0.5733253,0.54401827,0.2396421,0.2743259,-0.0346838
