,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
75,-1.3210303,-1.0461192,"('meek', 'impulsive')",0.35886675,0.39694586,-0.5768033,-0.49639484,-0.7130426,-0.5595881,-0.5630023,-0.4262891,-0.1367132
24,1.2871426,1.1222389,"('dishonest', 'honest')",-0.13325545,0.06803103,-0.09692179,0.018672822,1.099886,1.2340139,0.5392128,0.6107392,-0.0715264
73,1.2226326,1.5582494,"('helpless', 'self-reliant')",1.5893728,1.5544484,0.076739274,0.25345322,-3.8351934,-3.7516022,-0.2366121,-0.0963628,-0.1402493
61,1.2184906,0.9953966,"('illogical', 'logical')",0.9230115,0.9871522,0.49068278,0.5389236,0.28818178,0.18093833,0.7300917,0.6756027,0.054489
34,1.1540699,0.9544047,"('mean', 'honorable')",0.27739382,0.315875,0.9029677,0.9221676,6.3964725,6.461688,2.1827259,2.1635337,0.0191922
58,1.1410662,0.9704403,"('undiscriminating', 'discriminating')",1.5638366,1.5003039,1.357101,1.3601289,0.107555434,-0.05238121,1.0423898,0.9446229,0.0977669
77,1.1277251,0.9285164,"('unmotivated', 'motivated')",0.9163366,0.8673282,1.1795205,1.122649,-0.8368401,-1.0647414,0.5966855,0.463438,0.1332475
22,1.1116549,0.85839725,"('untrustworthy', 'trustworthy')",-0.24206522,-0.19979614,1.2798032,1.1458175,-0.40982556,-0.54270875,0.4348918,0.3154275,0.1194643
87,1.092584,0.7815579,"('unsuccessful', 'successful')",1.2019215,1.0857401,1.6507767,1.5502533,0.8611826,0.6863229,1.2016163,1.0259686,0.1756477
59,-1.0784686,-0.87694556,"('foolish', 'wise')",1.2280647,1.1689224,-1.2563281,-1.2419342,-0.096153796,0.20702974,-0.3007215,-0.1857319,-0.1149896
63,1.0324157,0.8089468,"('unperceptive', 'insightful')",1.287765,1.2684691,2.9574993,2.8889387,1.4342752,1.3222022,1.6779889,1.5721391,0.1058498
2,0.9820406,0.88776624,"('unlikable', 'likable')",2.3807163,2.4226613,1.8048805,1.8155009,0.5556039,0.6273658,1.4308103,1.4383235,-0.0075132
47,0.95415914,0.897178,"('stupid', 'smart')",0.4630635,0.60264754,0.69033587,0.8258593,6.2095447,6.487971,2.0792758,2.203414,-0.1241382
78,-0.90625787,-1.1941651,"('nonresilient', 'resilient')",0.8657128,0.9211071,1.5745717,1.5532528,0.011668423,-0.11655927,0.3864238,0.2909089,0.0955149
53,-0.865031,-1.0365158,"('uncreative', 'creative')",0.95754504,1.0426173,0.18104924,0.0691223,1.212167,1.2005781,0.3714326,0.3189505,0.0524821
79,-0.8568389,-1.055928,"('wavering', 'unwavering')",0.29787394,0.2587404,-1.2248691,-1.2684083,-0.62132305,-0.46657628,-0.6012893,-0.6330431,0.0317538
37,0.81046677,0.7432126,"('fake', 'genuine')",-0.72573066,-0.7004022,0.103520125,-0.033784077,0.50227696,0.6623834,0.1726333,0.1678524,0.0047809
28,0.7915784,0.48681143,"('disloyal', 'loyal')",0.1249985,0.20548205,-0.076020114,0.011975486,1.2630167,1.1523362,0.5258934,0.4641513,0.0617421
29,-0.74238735,-0.7678226,"('unfair', 'fair')",-0.49950093,-0.29528588,-0.6094078,-0.59434366,-1.0624678,-0.9273931,-0.728441,-0.6462113,-0.0822297
0,0.67754316,0.15207915,"('unsociable', 'sociable')",-0.34488255,-0.3311324,1.0965347,0.98190385,0.09024455,-0.20419213,0.37986,0.1496646,0.2301954
20,0.6572844,0.6091153,"('rough', 'thoughtful')",-0.019426718,0.050546438,0.81481576,0.7778467,0.9696872,0.93130624,0.6055902,0.5922037,0.0133865
3,0.64700526,0.5650875,"('repellent', 'pleasant')",-0.7390359,-0.70911443,1.3052704,1.152681,0.72589195,0.61551976,0.4847829,0.4060435,0.0787394
9,-0.64368236,-0.8579672,"('unaffectionate', 'caring')",1.0669765,1.0682713,0.47136936,0.44433278,0.9398961,1.1964637,0.4586399,0.4627751,-0.0041352
48,0.6352568,0.4845927,"('unintelligent', 'intelligent')",-1.3636854,-1.3139871,-0.5987433,-0.535173,0.43449104,0.3896924,-0.2231702,-0.2437188,0.0205486
41,0.54227716,0.15547505,"('unforgiving', 'forgiving')",0.76979834,0.7939556,0.72896224,0.6967257,0.2865792,0.041684706,0.5819042,0.4219603,0.1599439
86,0.5327036,-0.028854197,"('uninfluential', 'influential')",-0.34682795,-0.37684563,0.9456686,0.93417925,0.51256245,0.29013932,0.4110267,0.2046547,0.206372
44,-0.45978433,-0.12227653,"('prejudiced', 'unprejudiced')",-0.48978928,-0.3659088,-0.41385466,-0.3769438,-1.3151106,-1.1978536,-0.6696347,-0.5157456,-0.1538891
38,0.39639872,0.33021408,"('untruthful', 'truthful')",0.94975054,1.0275723,0.14402093,0.3182545,-0.017808918,0.06622493,0.3680903,0.4355665,-0.0674762
18,-0.38340193,-0.436118,"('disagreeable', 'welcoming')",-0.19718823,-0.10338536,-0.84477186,-0.7411163,-0.586934,-0.51377726,-0.503074,-0.4485992,-0.0544748
68,0.38023072,0.45651248,"('dependent', 'independent')",-1.8788114,-1.7883266,0.015635157,0.10604276,-0.62380743,-0.6494129,-0.5266882,-0.4687961,-0.0578921
19,-0.36408818,-0.4665865,"('inhospitable', 'hospitable')",-0.20771149,-0.2075137,-1.6086731,-1.6405407,-0.7306375,-0.48537982,-0.7277776,-0.7000052,-0.0277724
26,0.33816826,0.045868658,"('hardhearted', 'benevolent')",1.8992133,1.7749906,0.73118305,0.6680687,1.1626395,1.0772123,1.032801,0.891535,0.141266
49,-0.30699524,-0.17145625,"('unable', 'able')",-1.1145972,-0.85806257,-0.2527541,-0.13907556,-0.10485858,0.07566928,-0.4448013,-0.2732313,-0.17157
50,0.29394102,0.012154661,"('clumsy', 'skillful')",1.0167203,0.9238565,0.27391708,0.19068195,0.12908718,0.14931972,0.4284164,0.3190032,0.1094132
82,0.29161534,0.044181086,"('poor', 'rich')",-0.44774452,-0.30778083,0.3079474,0.47169542,6.965342,7.1037226,1.7792901,1.8279545,-0.0486644
66,0.2339665,-0.08880871,"('inactive', 'active')",1.438038,1.3795359,1.5731406,1.3828157,0.61000097,0.57057464,0.9637865,0.8110294,0.1527571
57,0.21574697,-0.04400828,"('unimaginative', 'imaginative')",-0.42239055,-0.42305896,0.018501941,0.049229592,-2.4314272,-2.6720147,-0.6548922,-0.7724631,0.1175709
54,-0.20587954,-0.31571287,"('incapable', 'capable')",1.0076163,1.0738971,0.33940274,0.34401748,1.0600612,1.3384008,0.5503002,0.6101506,-0.0598504
64,0.18103261,0.30571792,"('shy', 'confident')",1.1434675,1.1443136,2.0265543,1.9905082,-6.1128306,-6.3812237,-0.690444,-0.735171,0.044727
15,-0.13113068,-0.3823254,"('boring', 'funny')",0.4624115,0.35817462,-0.7286409,-0.7473653,0.06435758,0.18753311,-0.0832506,-0.1459957,0.0627451
40,0.12853782,0.08476286,"('stingy', 'generous')",1.4984361,1.5213988,0.7226069,0.67771006,-1.9470122,-2.0861104,0.1006421,0.0494403,0.0512018
33,0.10642952,-0.01319741,"('wrong', 'right')",1.5435289,1.455106,-0.3998624,-0.47968575,-0.98401904,-0.9175815,0.0665192,0.0111603,0.0553589
27,-0.09461368,-0.32140222,"('hardhearted', 'softhearted')",-0.8890646,-0.9174531,-0.5080756,-0.5678803,1.1232376,1.0829439,-0.0921291,-0.1809479,0.0888188
88,0.0672911,-0.06331837,"('low', 'eminent')",-0.8686784,-0.77868545,-0.84822273,-0.67667645,0.1968039,0.26915523,-0.3632015,-0.3123813,-0.0508202
71,0.04816997,-0.09926771,"('diffident', 'self-confident')",1.6445333,1.5584054,0.6951752,0.5859904,0.37448892,0.47358546,0.6905918,0.6296784,0.0609134
17,0.024104454,-0.077755764,"('nasty', 'nice')",-0.42165884,-0.38588357,-1.053693,-1.1079324,-0.5364595,-0.5421059,-0.4969267,-0.5284194,0.0314927
