,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.0875428,-2.8925679,"('evil', 'good')",0.013494339,0.10058741,-1.917686,-1.711466,-1.0016531,-1.0472281,-1.4983469,-1.3876686,-0.1106783
60,2.7080715,2.4810858,"('inefficient', 'efficient')",-0.7907294,-0.85765475,1.6014669,1.4147239,-0.016049694,0.09993713,0.8756898,0.784523,0.0911668
39,2.6786025,2.7546678,"('exploitative', 'cooperative')",0.86271065,0.8429863,1.6470753,1.6318566,0.30264172,0.34312773,1.3727576,1.3931596,-0.020402
70,2.6296086,2.4550934,"('lethargic', 'energetic')",0.029994568,-0.032737453,1.694275,1.6048914,1.0924158,1.0530792,1.3615735,1.2700816,0.0914919
6,-2.6183288,-2.3870325,"('distant', 'open')",0.33472833,0.5216025,-1.6978767,-1.4330646,0.3307593,0.3584553,-0.9126795,-0.7350098,-0.1776697
43,2.401903,2.2244332,"('irresponsible', 'responsible')",0.58349365,0.6415678,1.6407311,1.6464823,0.8716827,0.9391774,1.3744526,1.3629153,0.0115373
30,2.3775997,2.1820107,"('intolerant', 'tolerant')",-0.059444018,-0.13053358,0.47007638,0.31653407,1.1007869,1.0466819,0.9722548,0.8536732,0.1185816
36,-2.2966728,-2.333066,"('hostile', 'amicable')",0.7906247,0.79808617,-1.4859368,-1.2910588,0.3360426,0.1428088,-0.6639856,-0.6708075,0.0068219
65,2.2439249,2.0840373,"('insecure', 'secure')",-0.671073,-0.8230495,1.3400394,1.0764455,-0.01608577,-0.024644762,0.7242014,0.5781971,0.1460043
62,2.2327054,2.1909935,"('incompetent', 'brilliant')",0.043998055,0.14805865,1.190944,1.2210453,0.11276004,0.34689975,0.8951018,0.9767493,-0.0816475
56,2.2177248,1.9013913,"('impractical', 'practical')",0.04113032,0.002881959,1.1440138,1.0747435,0.01888318,-0.020730488,0.855438,0.7395716,0.1158664
21,2.2156913,2.1122894,"('immoral', 'moral')",-0.0086464565,-0.0054128394,0.8906756,0.87442356,-0.9181566,-0.81866693,0.5448909,0.5406583,0.0042326
13,2.1242511,2.0224335,"('impolite', 'polite')",-0.44284114,-0.51598996,0.49712065,0.42045468,-0.51628006,-0.4212743,0.4155627,0.376406,0.0391567
80,2.0682907,2.0765553,"('dominated', 'dominating')",-0.29010314,-0.2905907,2.2376223,2.1391227,-1.1365185,-1.0165501,0.7198229,0.7271343,-0.0073114
12,2.047829,2.0655136,"('unsupportive', 'supportive')",1.1286598,1.1355984,1.4505622,1.5258428,-1.8002504,-1.8108909,0.7067002,0.729016,-0.0223158
46,2.0462945,1.8270214,"('uncompetitive', 'competitive')",0.23865362,0.1171602,2.4285574,2.2714221,-0.65845376,-0.7820451,1.013763,0.8583897,0.1553733
1,-2.0073965,-2.1722422,"('unfriendly', 'friendly')",1.4299278,1.3330789,-0.14870125,-0.16531408,1.8653835,1.7067105,0.2848034,0.1755583,0.1092451
5,-1.8826615,-1.7647083,"('distant', 'outgoing')",1.1322361,1.267437,-1.147827,-0.9356995,-0.44489694,-0.45412362,-0.5857873,-0.4717736,-0.1140137
14,1.8169669,1.6064937,"('antisocial', 'social')",1.1809944,1.1383003,2.0154202,1.8501145,-0.34151214,-0.28240272,1.1679673,1.0781264,0.0898409
10,1.799965,1.5863458,"('unsympathetic', 'sympathetic')",-1.4684044,-1.4973149,0.50580347,0.41906735,-0.012119584,0.11739044,0.2063111,0.1563722,0.0499389
23,1.7991588,1.4442315,"('insincere', 'sincere')",-0.058845043,-0.16090953,0.80837584,0.6578335,6.2137666,6.326712,2.190614,2.066967,0.123647
35,-1.7905288,-1.6549909,"('corrupt', 'incorrupt')",0.107942976,0.18424885,-1.6030834,-1.4852564,-0.102751926,-0.20605859,-0.8471053,-0.7905142,-0.0565911
85,-1.7820265,-1.8437748,"('insignificant', 'prestigious')",2.109449,2.0602012,-0.58821046,-0.49663275,0.36615792,0.16707191,0.0263425,-0.0282836,0.0546261
25,-1.7661343,-1.8509305,"('egoistic', 'altruistic')",0.44647664,0.5205452,-0.30021322,-0.22544515,1.5620779,1.477009,-0.0144482,-0.0197053,0.0052571
8,-1.757314,-1.8819423,"('unaffectionate', 'affectionate')",0.65618753,0.6186402,-0.2672276,-0.2277328,0.84279066,0.95317477,-0.1313909,-0.134465,0.0030741
52,-1.725555,-1.7865567,"('irrational', 'rational')",0.67342997,0.6530318,-1.4499187,-1.4385562,-0.103082106,-0.23887488,-0.6512815,-0.702739,0.0514575
11,1.6952108,1.4446299,"('unhelpful', 'helpful')",-0.4494717,-0.55929166,0.24441573,0.18049344,1.707163,1.7320296,0.7993295,0.6994653,0.0998642
7,1.6384182,1.4667293,"('insensitive', 'sensitive')",0.2809964,0.30238163,0.9482941,0.93757653,1.1469501,1.2219412,1.0036647,0.9821572,0.0215075
55,1.6377355,1.5358369,"('incompetent', 'clever')",-1.2336004,-1.2994373,0.90039057,0.7347834,0.062672384,0.09940857,0.3417995,0.2676479,0.0741516
76,1.5719932,1.5171982,"('anxious', 'daring')",-0.5285164,-0.52753747,1.3174121,1.1713843,0.25510734,0.25734973,0.6539991,0.6045987,0.0494004
73,1.5579855,1.5930649,"('helpless', 'self-reliant')",1.6616415,1.5910363,0.3528033,0.37605077,-3.2523608,-3.3533347,0.0800173,0.0517043,0.028313
42,1.5169047,1.5049251,"('unreliable', 'reliable')",1.0620022,1.1184572,1.9853882,1.9557607,-2.800287,-2.859382,0.4410021,0.4299403,0.0110618
16,-1.4990017,-1.6062009,"('unpopular', 'popular')",-0.16615039,-0.16163242,-0.5742233,-0.5524019,0.3010443,0.21492891,-0.4845828,-0.5263266,0.0417438
