,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
4,-1.4982747,-1.5672812,"('disliked', 'liked')",0.37213266,0.39529902,-0.25617665,-0.13471082,-6.8920226,-7.204912,-2.0685854,-2.1279013,0.0593159
69,-1.4284722,-1.1619035,"('lazy', 'industrious')",1.3015735,1.4774632,0.12691292,0.40111834,-0.9189356,-0.9444734,-0.2297303,-0.0569488,-0.1727815
81,1.4171113,1.313299,"('submissive', 'aggressive')",0.054084748,-0.056216538,2.362831,2.211487,-0.63046604,-0.60819596,0.8008903,0.7150934,0.0857969
74,1.3748213,1.2297249,"('undedicated', 'dedicated')",0.90529776,0.8618704,1.4712747,1.4045217,0.5296434,0.34730434,1.0702593,0.9608553,0.109404
45,1.3720701,1.1293947,"('incompetent', 'competent')",-1.0024735,-1.0567771,0.39509127,0.34950155,-0.23337698,-0.270847,0.1328277,0.037818,0.0950097
32,1.3588898,1.1834592,"('unkind', 'kind')",-0.3583985,-0.3918221,0.82581675,0.7250336,0.9918895,1.0446647,0.7045494,0.6403339,0.0642155
83,1.3345597,1.342668,"('powerless', 'powerful')",0.97416544,1.0968585,0.19334918,0.39935413,-0.9277639,-0.812318,0.3935776,0.5066407,-0.1130631
51,1.334075,1.3624872,"('uneducated', 'educated')",-0.7484374,-0.74579966,0.3691913,0.3077119,0.4898277,0.3687429,0.3611642,0.3232856,0.0378786
75,-1.272676,-1.1506504,"('meek', 'impulsive')",0.2687815,0.39917752,-0.6735271,-0.4448257,-0.50108886,-0.44193354,-0.5446276,-0.409558,-0.1350696
2,1.1700442,1.1776406,"('unlikable', 'likable')",2.5049477,2.5559704,1.8632056,1.9596821,0.5225159,0.5488288,1.5151783,1.5605304,-0.0453521
72,1.163615,1.2191476,"('unambitious', 'ambitious')",0.16469145,0.2759888,0.60795134,0.6043615,-0.6188945,-0.33006164,0.3293408,0.442359,-0.1130182
67,1.1236261,1.1497755,"('doubtful', 'determined')",0.07921474,0.19087993,0.5731228,0.62114006,-0.8546031,-0.6697268,0.2303401,0.3230172,-0.0926771
53,-0.964292,-1.0199126,"('uncreative', 'creative')",1.1361951,1.163772,-0.060885374,-0.025807615,1.0315126,0.95472246,0.2856326,0.2681935,0.0174391
22,0.9556233,0.84234905,"('untrustworthy', 'trustworthy')",-0.073373735,-0.13316938,1.1628138,1.035332,-0.70453066,-0.65181375,0.3351332,0.2731745,0.0619587
84,0.9395316,1.0348872,"('inferior', 'superior')",0.25878647,0.38063508,0.18118101,0.21379308,0.5806328,0.4935438,0.490033,0.5307148,-0.0406818
24,0.9179814,0.9763685,"('dishonest', 'honest')",-0.16565622,-0.13798162,-0.3841464,-0.33737886,0.6214527,0.6754157,0.2474079,0.2941059,-0.046698
29,-0.8700585,-0.74337584,"('unfair', 'fair')",-0.39131883,-0.2571944,-0.7113612,-0.6407793,-0.8701365,-0.89169854,-0.7107188,-0.633262,-0.0774568
63,0.85854006,0.78857166,"('unperceptive', 'insightful')",1.1003882,1.0364254,2.428445,2.471165,0.8103485,0.84293544,1.2994305,1.2847743,0.0146562
61,0.82898927,0.9290068,"('illogical', 'logical')",0.988591,1.0326457,0.29313052,0.37343273,0.11553535,0.14489606,0.5565615,0.6199953,-0.0634338
78,-0.81406003,-0.8873657,"('nonresilient', 'resilient')",0.83728415,0.9062333,1.4080771,1.4377583,0.021471072,0.0003628023,0.3631931,0.3642472,-0.0010541
58,0.8039271,0.7657574,"('undiscriminating', 'discriminating')",1.4773134,1.488135,1.2543684,1.3130255,0.18204577,0.0057446994,0.9294136,0.8931656,0.036248
87,0.79577106,0.67750734,"('unsuccessful', 'successful')",1.1058278,1.000874,1.5874702,1.5135716,0.6353074,0.5688796,1.0310941,0.9402082,0.0908859
47,0.7787866,0.72007316,"('stupid', 'smart')",0.6788662,0.72951514,0.88935447,0.853731,6.071405,6.387316,2.1046031,2.1726589,-0.0680558
37,0.77778596,0.7319728,"('fake', 'genuine')",-0.67735255,-0.7107122,0.0749296,0.034274668,0.47241914,0.60225,0.1619455,0.1644463,-0.0025008
77,0.7426319,0.6106815,"('unmotivated', 'motivated')",0.58353233,0.53296757,0.926134,0.937453,-1.3020084,-1.2453204,0.2375725,0.2089454,0.0286271
41,0.73381597,0.587854,"('unforgiving', 'forgiving')",0.877509,0.89565647,0.791431,0.82983893,0.13082843,0.078215264,0.6333961,0.5978912,0.0355049
59,-0.72144985,-0.67999923,"('foolish', 'wise')",1.3490934,1.3962744,-1.1161197,-1.0085273,0.27019817,0.30601653,-0.0545695,0.0034411,-0.0580106
79,-0.71454215,-0.7338272,"('wavering', 'unwavering')",0.35156316,0.4524839,-1.1206352,-0.91072214,-0.18307273,-0.2599964,-0.4166717,-0.3630155,-0.0536562
34,0.6606111,0.64796484,"('mean', 'honorable')",0.10831499,0.13022038,0.40130633,0.49411726,6.2233477,6.281634,1.848395,1.8884841,-0.0400891
28,0.60946894,0.34054255,"('disloyal', 'loyal')",0.18353891,0.11261856,0.27769157,0.18058649,1.2282848,1.1598814,0.5747461,0.4484072,0.1263389
26,0.55408853,0.3248965,"('hardhearted', 'benevolent')",2.0437014,1.9120669,0.908254,0.8242186,1.8568386,1.689293,1.3407207,1.1876187,0.153102
49,-0.49815115,-0.47078952,"('unable', 'able')",-1.2156047,-1.0009319,-0.53697747,-0.36783782,-0.36834994,-0.1336948,-0.6547709,-0.4933135,-0.1614574
64,0.44727033,0.48509803,"('shy', 'confident')",0.7927995,0.7852991,1.6797247,1.6346126,-6.8576884,-6.945765,-0.9844735,-1.0101888,0.0257153
19,-0.42993742,-0.27977765,"('inhospitable', 'hospitable')",-0.3374129,-0.20394668,-1.7706076,-1.5291536,-0.45006222,-0.37287232,-0.747005,-0.5964376,-0.1505674
0,0.4145817,0.20095785,"('unsociable', 'sociable')",-0.46664026,-0.5874652,0.899691,0.7415078,-0.3280775,-0.37166595,0.1298887,-0.0041664,0.1340551
82,-0.38714707,-0.6123907,"('poor', 'rich')",-0.7768131,-0.8041868,-0.15077966,-0.21617743,6.6463675,6.6623197,1.332907,1.2573912,0.0755158
3,0.3692954,0.35923645,"('repellent', 'pleasant')",-0.9682981,-0.92581713,1.0476382,0.94973457,0.36002642,0.48294622,0.2021655,0.216525,-0.0143595
20,0.34293145,0.31142876,"('rough', 'thoughtful')",0.099069074,0.17434114,0.65549356,0.6645092,1.1491605,1.1812701,0.5616636,0.5828873,-0.0212237
9,-0.3079733,-0.51878995,"('unaffectionate', 'caring')",1.1985884,1.0953132,0.3543958,0.3931527,1.3427439,1.4141499,0.6469387,0.5959564,0.0509823
57,0.29185772,-0.0303706,"('unimaginative', 'imaginative')",-0.35029352,-0.4595966,0.09884003,-0.008030679,-2.6239743,-2.8709893,-0.6458925,-0.8422468,0.1963543
38,0.27584663,0.21580434,"('untruthful', 'truthful')",0.68056774,0.6961721,-0.20899421,-0.053095132,-0.3898366,-0.30220923,0.0893959,0.139168,-0.0497721
48,0.21440557,0.07658179,"('unintelligent', 'intelligent')",-1.4957308,-1.610239,-0.8201333,-0.9543113,0.14530772,0.16384327,-0.4890377,-0.5810313,0.0919936
15,0.21156844,0.12294969,"('boring', 'funny')",0.46747458,0.41609523,-0.66613275,-0.62316334,0.18734819,0.15190426,0.0500646,0.0169465,0.0331181
71,0.19518995,0.2117277,"('diffident', 'self-confident')",1.6964613,1.7478783,0.556997,0.71366215,0.7168858,0.8136453,0.7913835,0.8717284,-0.0803449
66,-0.18865952,0.014918141,"('inactive', 'active')",1.4259782,1.5598423,1.4221416,1.5835412,0.9990851,0.9441593,0.9146363,1.0256152,-0.1109789
27,-0.17624502,-0.072677225,"('hardhearted', 'softhearted')",-0.66339624,-0.5206812,-0.52854943,-0.41879764,1.2457991,1.3142105,-0.0305979,0.0755136,-0.1061115
17,-0.14192092,-0.15746027,"('nasty', 'nice')",-0.55323786,-0.483316,-1.2303731,-1.1692011,-0.62399,-0.58414835,-0.6373805,-0.5985314,-0.0388491
54,-0.12645003,-0.226949,"('incapable', 'capable')",1.188462,1.2607205,0.11359909,0.27463406,1.2475969,1.3212035,0.6058019,0.6574023,-0.0516004
68,-0.1227708,0.055567816,"('dependent', 'independent')",-1.9762803,-1.970746,-0.4163988,-0.39559564,-0.8894247,-1.0074029,-0.8512187,-0.8295442,-0.0216745
44,0.113823816,0.14821592,"('prejudiced', 'unprejudiced')",-0.2295757,-0.17710696,-0.119133666,-0.08851583,-1.0491468,-0.99739045,-0.3210081,-0.2786993,-0.0423088
33,0.08700844,0.13856027,"('wrong', 'right')",1.6467727,1.6373419,-0.21233419,-0.12054725,-0.64310473,-0.72142357,0.2195856,0.2334828,-0.0138972
86,-0.054360285,-0.35354397,"('uninfluential', 'influential')",-0.6744195,-0.86934656,0.40761694,0.23012769,0.03789725,-0.06368984,-0.0708164,-0.2641132,0.1932968
88,-0.028542196,-0.22052297,"('low', 'eminent')",-0.98234624,-0.99811155,-0.945251,-0.9878691,0.15295029,0.076315284,-0.4507973,-0.5325471,0.0817498
50,-0.02405788,-0.02681455,"('clumsy', 'skillful')",0.9424006,1.0012065,0.24217358,0.27508155,-0.032338127,0.002322249,0.2820445,0.3129489,-0.0309044
40,0.019523408,0.08844324,"('stingy', 'generous')",1.6759919,1.6760154,0.8383443,0.8930296,-1.6585373,-1.81675,0.2188306,0.2101846,0.008646
18,-0.0019931532,0.0015113279,"('disagreeable', 'welcoming')",0.024580337,0.0853024,-0.61762077,-0.5373891,-0.30729592,-0.36080316,-0.2255824,-0.2028446,-0.0227378
