,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
44,-0.5539216,-0.63982433,"('prejudiced', 'unprejudiced')",-1.5716888,-1.5512273,-1.0628052,-1.0955259,0.0327207
22,-0.5532383,-0.26532212,"('untrustworthy', 'trustworthy')",-1.1550016,-1.0178092,-0.85412,-0.6415656,-0.2125544
46,-0.5508418,-0.2520233,"('uncompetitive', 'competitive')",-0.44317403,-0.3766284,-0.4970079,-0.3143259,-0.182682
28,-0.55072594,-0.57515675,"('disloyal', 'loyal')",0.97028255,0.8977914,0.2097783,0.1613173,0.048461
61,-0.53886175,-0.48969507,"('illogical', 'logical')",0.057810765,-0.008053593,-0.2405255,-0.2488743,0.0083488
75,0.52956164,0.39268035,"('meek', 'impulsive')",-0.12110698,-0.16706374,0.2042273,0.1128083,0.091419
29,-0.5255479,-0.50345427,"('unfair', 'fair')",-0.41538674,-0.47507194,-0.4704673,-0.4892631,0.0187958
77,-0.51690906,-0.47375092,"('unmotivated', 'motivated')",-0.68788123,-0.61838967,-0.6023952,-0.5460703,-0.0563249
83,0.5046798,0.4399689,"('powerless', 'powerful')",-0.7340372,-0.7918151,-0.1146787,-0.1759231,0.0612444
51,-0.49142224,-0.30821067,"('uneducated', 'educated')",0.89425033,0.89575267,0.201414,0.293771,-0.092357
84,0.4845631,0.5779007,"('inferior', 'superior')",1.2319274,1.24186,0.8582453,0.9098804,-0.0516351
35,0.48436862,0.09086838,"('corrupt', 'incorrupt')",-0.37289602,-0.51521915,0.0557363,-0.2121754,0.2679117
43,-0.48022267,-0.2225213,"('irresponsible', 'responsible')",0.45179147,0.569326,-0.0142156,0.1734023,-0.1876179
26,-0.46798024,-0.68027526,"('hardhearted', 'benevolent')",1.0411592,0.94570845,0.2865894,0.1327166,0.1538728
49,0.45288002,0.55814075,"('unable', 'able')",0.27111998,0.33514377,0.362,0.4466423,-0.0846423
25,0.4303734,0.23998868,"('egoistic', 'altruistic')",1.0328113,1.0426122,0.7315924,0.6413004,0.090292
21,-0.4251904,-0.11463457,"('immoral', 'moral')",-0.74219763,-0.72838664,-0.583694,-0.4215106,-0.1621834
68,-0.42235664,-0.36190575,"('dependent', 'independent')",-0.04902167,-0.07454075,-0.2356891,-0.2182232,-0.0174659
40,-0.4154432,-0.49012297,"('stingy', 'generous')",-1.4865922,-1.6370267,-0.9510177,-1.0635748,0.1125571
8,-0.4152307,-0.70706505,"('unaffectionate', 'affectionate')",0.5999264,0.47104704,0.0923479,-0.118009,0.2103569
76,-0.38917118,-0.11289176,"('anxious', 'daring')",0.32872498,0.42822978,-0.0302231,0.157669,-0.1878921
19,-0.38610741,-0.29828426,"('inhospitable', 'hospitable')",0.08298252,0.18192041,-0.1515625,-0.0581819,-0.0933806
12,-0.37458822,-0.174035,"('unsupportive', 'supportive')",-1.6082003,-1.4510056,-0.9913943,-0.8125203,-0.178874
32,-0.37034553,-0.22744317,"('unkind', 'kind')",0.609816,0.61057353,0.1197352,0.1915652,-0.07183
50,0.35754114,0.28962722,"('clumsy', 'skillful')",0.57862467,0.49260497,0.4680829,0.3911161,0.0769668
13,-0.3555084,-0.086984515,"('impolite', 'polite')",-0.31511292,-0.2208827,-0.3353106,-0.1539336,-0.181377
37,0.3372477,0.40892968,"('fake', 'genuine')",0.40376014,0.46939912,0.3705039,0.4391644,-0.0686605
41,-0.3305508,-0.1606719,"('unforgiving', 'forgiving')",-0.07632751,-0.17340007,-0.2034391,-0.167036,-0.0364031
47,0.3113222,0.31317773,"('stupid', 'smart')",5.212922,5.1303434,2.7621222,2.7217605,0.0403617
59,0.30721605,0.022801692,"('foolish', 'wise')",0.5605773,0.434886,0.4338967,0.2288439,0.2050528
81,-0.30169973,0.108280726,"('submissive', 'aggressive')",-0.71461564,-0.46755475,-0.5081577,-0.179637,-0.3285207
80,-0.2932875,0.008280639,"('dominated', 'dominating')",-1.3465228,-1.1659873,-0.8199052,-0.5788533,-0.2410519
82,-0.29041302,-0.18488306,"('poor', 'rich')",6.2990274,6.310316,3.0043073,3.0627165,-0.0584092
78,-0.27757114,-0.24504764,"('nonresilient', 'resilient')",0.8411304,0.75616646,0.2817796,0.2555594,0.0262202
63,-0.23531678,0.069050975,"('unperceptive', 'insightful')",1.289515,1.3912469,0.5270991,0.730149,-0.2030499
33,0.21720144,-0.045311432,"('wrong', 'right')",-0.4446079,-0.6031546,-0.1137032,-0.324233,0.2105298
36,-0.21355459,-0.7259171,"('hostile', 'amicable')",-0.13357317,-0.43237993,-0.1735639,-0.5791485,0.4055846
9,-0.20145378,-0.35767698,"('unaffectionate', 'caring')",1.1862864,1.0968778,0.4924163,0.3696004,0.1228159
2,0.1917039,0.02807919,"('unlikable', 'likable')",0.35164714,0.25732297,0.2716755,0.1427011,0.1289744
1,-0.1650907,-0.49624497,"('unfriendly', 'friendly')",1.5240675,1.2871014,0.6794884,0.3954282,0.2840602
54,0.14638628,-0.05262641,"('incapable', 'capable')",1.3340205,1.3445766,0.7402034,0.6459751,0.0942283
30,0.13144241,0.472251,"('intolerant', 'tolerant')",1.1012799,1.1747766,0.6163611,0.8235137,-0.2071526
85,-0.124261305,-0.77341354,"('insignificant', 'prestigious')",0.52462524,0.10492405,0.200182,-0.3342447,0.5344267
23,-0.10563631,0.11656663,"('insincere', 'sincere')",6.0309415,5.9732857,2.9626527,3.0449262,-0.0822735
15,0.09779555,-0.0843595,"('boring', 'funny')",0.29595602,0.19641975,0.1968758,0.0560301,0.1408457
72,-0.09344344,-0.22920312,"('unambitious', 'ambitious')",-0.51083344,-0.5400038,-0.3021384,-0.3846034,0.082465
74,0.08358679,0.2931526,"('undedicated', 'dedicated')",-0.21263202,-0.20103765,-0.0645226,0.0460575,-0.1105801
34,0.07004542,0.049701188,"('mean', 'honorable')",6.159349,6.057217,3.1146972,3.0534592,0.061238
38,0.060655665,0.15764868,"('untruthful', 'truthful')",0.43193588,0.53324115,0.2462958,0.3454449,-0.0991491
48,0.060653754,0.113289475,"('unintelligent', 'intelligent')",1.094401,0.9338359,0.5775274,0.5235627,0.0539647
53,0.051518563,-0.0865117,"('uncreative', 'creative')",0.56187606,0.5837834,0.3066973,0.2486358,0.0580615
87,-0.013209511,-0.033561654,"('unsuccessful', 'successful')",0.92028123,0.812871,0.4535359,0.3896547,0.0638812
62,0.0067391787,0.42585632,"('incompetent', 'brilliant')",0.88567704,1.1376935,0.4462081,0.7817749,-0.3355668
58,0.002369132,0.028884757,"('undiscriminating', 'discriminating')",0.012529202,-0.016444094,0.0074492,0.0062203,0.0012289
