,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,male-female
1,-2.3685825,-2.633022,"('unfriendly', 'friendly')",0.2833882,-0.011644134,0.8366042,0.62796515,-0.4161967,-0.6722337,0.256037
8,-2.1868265,-2.1021788,"('unaffectionate', 'affectionate')",-0.62797844,-0.66421753,-0.06479094,-0.2347703,-0.9598653,-1.0003889,0.0405236
9,-1.9689215,-1.9444635,"('unaffectionate', 'caring')",0.386146,0.31090724,0.5760833,0.32972786,-0.3355641,-0.4346095,0.0990454
6,-1.853202,-2.0181198,"('distant', 'open')",-0.44982976,-0.54518527,-1.099604,-1.2009171,-1.1342119,-1.2547407,0.1205288
18,-1.7576823,-1.392327,"('disagreeable', 'welcoming')",-1.2098806,-1.1168234,-1.3782856,-1.1154045,-1.4486162,-1.208185,-0.2404312
27,-1.645257,-1.5705411,"('hardhearted', 'softhearted')",-0.22405006,-0.24717548,0.35507154,0.23024216,-0.5047452,-0.5291582,0.024413
41,-1.5224805,-0.997209,"('unforgiving', 'forgiving')",-0.9251895,-0.87031806,0.27109775,0.64410913,-0.7255241,-0.407806,-0.3177181
31,-1.4576619,-1.5536808,"('evil', 'good')",-1.136919,-1.2062231,-1.4558271,-1.6816833,-1.350136,-1.4805291,0.1303931
25,-1.4093246,-1.3935992,"('egoistic', 'altruistic')",0.5528252,0.54224676,0.93397486,0.8180118,0.0258251,-0.0111135,0.0369386
82,-1.3601809,-1.2158115,"('poor', 'rich')",-0.3036335,-0.33357316,5.816818,5.4631186,1.3843346,1.304578,0.0797566
26,-1.3394287,-1.4923897,"('hardhearted', 'benevolent')",0.5528966,0.4062646,1.0598866,1.0648924,0.0911182,-0.0070776,0.0981958
28,-1.3293263,-1.2832413,"('disloyal', 'loyal')",-0.12133723,-0.074285164,0.58375597,0.71348786,-0.2889692,-0.2146795,-0.0742897
40,-1.3250314,-1.2655349,"('stingy', 'generous')",-0.08648632,-0.20097157,-2.8367739,-2.8941545,-1.4160972,-1.4535537,0.0374565
73,1.3098089,1.3400599,"('helpless', 'self-reliant')",1.3206573,1.1812042,-3.30005,-3.2711506,-0.2231947,-0.2499622,0.0267675
5,-1.2682962,-1.4471875,"('distant', 'outgoing')",0.17693059,0.13620818,-1.0017028,-1.1955985,-0.6976895,-0.835526,0.1378365
36,-1.2417653,-1.192754,"('hostile', 'amicable')",-0.78269404,-0.96066177,-0.68072623,-0.6967515,-0.9017286,-0.9500558,0.0483272
10,-1.2304796,-1.1973652,"('unsympathetic', 'sympathetic')",-0.5141908,-0.57292295,-0.4692141,-0.30712742,-0.7379615,-0.6924718,-0.0454897
56,1.1767471,1.1495773,"('impractical', 'practical')",1.5508254,1.5001421,0.22180155,0.36076134,0.9831247,1.0034935,-0.0203688
74,-1.1653835,-0.8450086,"('undedicated', 'dedicated')",-0.17817084,-0.09179737,-0.34685177,-0.038677376,-0.5634687,-0.3251611,-0.2383076
24,-1.0646937,-0.75719076,"('dishonest', 'honest')",0.52028596,0.6326792,0.3732987,0.5545772,-0.0570363,0.1433552,-0.2003915
80,1.0612347,1.010631,"('dominated', 'dominating')",0.37153882,0.40091306,0.09614548,0.18068448,0.5096397,0.5307428,-0.0211031
0,-1.0604506,-0.9439591,"('unsociable', 'sociable')",-0.190554,-0.19848093,-0.2598343,0.05041368,-0.503613,-0.3640088,-0.1396042
86,-1.0521593,-1.0802952,"('uninfluential', 'influential')",0.42580688,0.51324886,-0.72834694,-0.6768429,-0.4515665,-0.4146298,-0.0369367
48,-1.0367773,-0.8945348,"('unintelligent', 'intelligent')",0.7363917,0.8948864,-0.34565517,-0.14177375,-0.2153469,-0.0471407,-0.1682062
45,-0.9925058,-0.926565,"('incompetent', 'competent')",-0.3261846,-0.5342381,-0.01223911,-0.13027522,-0.4436432,-0.5303594,0.0867162
68,-0.9869776,-0.8830676,"('dependent', 'independent')",-0.73899376,-0.6591689,-1.697207,-1.6018085,-1.1410594,-1.048015,-0.0930444
53,-0.82760715,-1.0497111,"('uncreative', 'creative')",0.63914543,0.52444,0.3461731,0.23577556,0.0525705,-0.0964985,0.149069
66,-0.82473814,-0.87884015,"('inactive', 'active')",-0.578128,-0.6415124,0.44908485,0.27828872,-0.3179271,-0.4140213,0.0960942
85,-0.8236001,-0.8872218,"('insignificant', 'prestigious')",0.21959169,0.34223658,-0.8415565,-0.9184403,-0.481855,-0.4878085,0.0059535
55,-0.82267505,-0.5421738,"('incompetent', 'clever')",-0.36793694,-0.31277168,0.077839084,0.27506185,-0.3709243,-0.1932945,-0.1776298
52,-0.8205569,-0.89117885,"('irrational', 'rational')",-0.13895616,-0.21951035,-0.7806996,-0.9233199,-0.5800709,-0.678003,0.0979321
78,-0.8090393,-0.9763882,"('nonresilient', 'resilient')",-0.07608499,-0.10909864,-0.42033526,-0.4485551,-0.4351532,-0.5113473,0.0761941
88,-0.7812881,-0.9566442,"('low', 'eminent')",-0.028475266,-0.06962371,-0.286656,-0.30478656,-0.3654731,-0.4436848,0.0782117
64,0.7336548,0.9400202,"('shy', 'confident')",0.9585807,1.0555235,-5.5379744,-5.192648,-1.281913,-1.0657014,-0.2162116
32,-0.73284036,-0.41217235,"('unkind', 'kind')",-0.086582094,0.04728564,0.68845886,0.871148,-0.0436545,0.1687538,-0.2124083
51,-0.7253364,-0.40730032,"('uneducated', 'educated')",-0.53291124,-0.28278977,0.22657603,0.50141215,-0.3438905,-0.0628926,-0.2809979
34,-0.7251139,-0.6357364,"('mean', 'honorable')",0.37199086,0.38404799,4.739794,4.636114,1.4622235,1.4614752,0.0007483
76,0.7193563,0.66036534,"('anxious', 'daring')",-0.119755514,-0.24986419,0.32849962,0.47039032,0.3093668,0.2936305,0.0157363
19,-0.7191531,-0.6091994,"('inhospitable', 'hospitable')",-0.9097289,-0.8228676,-0.59088355,-0.5029387,-0.7399218,-0.6450019,-0.0949199
58,-0.69790673,-0.67227376,"('undiscriminating', 'discriminating')",0.6915149,0.56971323,-0.095365606,-0.05910469,-0.0339191,-0.0538884,0.0199693
35,-0.68652636,-0.75941813,"('corrupt', 'incorrupt')",-0.7801711,-0.7398571,-0.78962374,-0.9252296,-0.7521071,-0.8081683,0.0560612
17,-0.6548084,-0.6599276,"('nasty', 'nice')",-0.9112281,-0.9245643,-0.28625292,-0.38118792,-0.6174298,-0.6552266,0.0377968
15,0.63813025,0.44126984,"('boring', 'funny')",0.2274148,0.1615645,0.5746863,0.39337465,0.4800771,0.3320697,0.1480074
20,-0.6225403,-0.6386935,"('rough', 'thoughtful')",-0.23694615,-0.36036745,0.17274189,0.16538125,-0.2289149,-0.2778932,0.0489783
62,0.59826726,0.55290073,"('incompetent', 'brilliant')",0.8693721,0.81656736,0.45975244,0.32939318,0.642464,0.5662871,0.0761769
54,-0.57815534,-0.652684,"('incapable', 'capable')",-0.3911144,-0.3480569,0.62717336,0.36928296,-0.1140321,-0.210486,0.0964539
60,0.5366289,0.8194833,"('inefficient', 'efficient')",1.7425025,1.9190121,0.28195575,0.5811587,0.8536957,1.1065513,-0.2528556
39,0.53104985,0.72594416,"('exploitative', 'cooperative')",-0.017290402,0.1531468,0.117276885,0.34966752,0.2103454,0.4095862,-0.1992408
23,-0.49723536,-0.63372207,"('insincere', 'sincere')",-0.020056276,-0.02222322,5.5220876,5.328198,1.6682653,1.5574176,0.1108477
79,-0.47465238,-0.7003309,"('wavering', 'unwavering')",-0.31558993,-0.39442354,-0.49876958,-0.599397,-0.4296707,-0.5647171,0.1350464
59,-0.47266287,-0.26691288,"('foolish', 'wise')",0.8267846,1.0136176,-0.2761954,-0.27507427,0.0259754,0.1572102,-0.1312348
16,-0.4577193,-0.26087666,"('unpopular', 'popular')",-0.33827853,-0.17349996,0.22497287,-0.0706602,-0.1903417,-0.1683456,-0.0219961
57,-0.42773736,-0.80793566,"('unimaginative', 'imaginative')",0.7847594,0.4448961,-2.9617815,-3.028884,-0.8682532,-1.1306411,0.2623879
38,-0.41668084,-0.19036591,"('untruthful', 'truthful')",0.60004455,0.62842345,0.22612447,0.41434163,0.1364961,0.2841331,-0.147637
3,-0.37485632,-0.4141239,"('repellent', 'pleasant')",-0.34324566,-0.47075975,0.40417382,0.22034618,-0.1046427,-0.2215125,0.1168698
70,0.35381606,0.27243498,"('lethargic', 'energetic')",0.2697071,0.11751759,0.6756092,0.4933985,0.4330441,0.2944504,0.1385937
49,-0.33498695,-0.275761,"('unable', 'able')",-0.26427427,-0.2422456,-0.48408237,-0.5229202,-0.3611145,-0.3469756,-0.0141389
72,-0.3334739,-0.08171134,"('unambitious', 'ambitious')",0.83417374,1.0570475,-0.5175947,-0.32918975,-0.0056316,0.2153821,-0.2210137
46,0.3271413,0.2657148,"('uncompetitive', 'competitive')",-0.1559673,-0.21448512,-0.8463883,-0.7684363,-0.2250714,-0.2390689,0.0139975
84,0.29493847,0.23727357,"('inferior', 'superior')",0.18236448,0.2745671,0.28408086,0.29370502,0.2537946,0.2685152,-0.0147206
47,0.29181734,0.2535399,"('stupid', 'smart')",0.72115904,0.73913234,5.123845,5.14332,2.0456072,2.0453307,0.0002765
37,0.28636783,0.2176016,"('fake', 'genuine')",0.1196703,-0.03994913,-0.058125183,-0.14916213,0.115971,0.0094968,0.1064742
67,0.2858313,0.61342,"('doubtful', 'determined')",0.17920423,0.2993896,-0.08847515,0.13085884,0.1255201,0.3478895,-0.2223694
69,0.28132212,0.29643127,"('lazy', 'industrious')",0.7024021,0.7901885,-0.9485832,-0.9046488,0.0117137,0.060657,-0.0489433
63,0.2737302,0.41957918,"('unperceptive', 'insightful')",0.5650999,0.58869344,0.2357082,0.5175185,0.3581795,0.5085971,-0.1504176
87,0.25878993,0.25116715,"('unsuccessful', 'successful')",0.29944897,0.2904232,0.46067882,0.317047,0.3396392,0.2862124,0.0534268
30,0.2482167,0.517433,"('intolerant', 'tolerant')",1.0981343,1.1355537,0.66438127,0.9467866,0.6702441,0.8665911,-0.196347
21,0.24352314,0.31763184,"('immoral', 'moral')",0.9731255,0.94608325,-0.85888153,-0.6507411,0.1192557,0.2043246,-0.0850689
44,0.23758517,0.28094107,"('prejudiced', 'unprejudiced')",-0.094932415,-0.21259,-0.76393026,-0.7718283,-0.2070925,-0.2344924,0.0273999
29,-0.23575853,-0.16655183,"('unfair', 'fair')",-0.72858256,-0.599554,-0.9658927,-1.0172904,-0.6434112,-0.5944654,-0.0489458
4,-0.233756,-0.25660172,"('disliked', 'liked')",0.6678297,0.39644912,-6.22149,-6.142396,-1.9291388,-2.0008496,0.0717108
13,0.21239588,0.3536346,"('impolite', 'polite')",0.101396315,0.21031387,0.027992614,0.16374302,0.1139283,0.2425638,-0.1286355
22,-0.20233414,-0.03231914,"('untrustworthy', 'trustworthy')",-0.9724471,-0.99701065,-0.68242913,-0.50789714,-0.6190701,-0.512409,-0.1066611
