,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
0,-0.6142205,-0.5367456,"('unsociable', 'sociable')",-0.086851574,-0.27202475,-0.350536,-0.4043852,0.0538492
73,0.60397494,0.74862254,"('helpless', 'self-reliant')",-3.621151,-3.525579,-1.5085881,-1.3884783,-0.1201098
68,-0.601768,-0.61623275,"('dependent', 'independent')",-0.25825655,-0.36997494,-0.4300123,-0.4931039,0.0630916
41,-0.59216434,-0.562987,"('unforgiving', 'forgiving')",-0.23144197,-0.315816,-0.4118032,-0.4394015,0.0275983
71,0.5886206,0.63134134,"('diffident', 'self-confident')",0.41561368,0.5050282,0.5021172,0.5681847,-0.0660675
9,-0.57357246,-0.5374346,"('unaffectionate', 'caring')",1.2185152,1.243844,0.3224714,0.3532047,-0.0307333
35,-0.5644864,-0.6977066,"('corrupt', 'incorrupt')",-0.703596,-0.6420095,-0.6340412,-0.669858,0.0358168
88,-0.5612382,-0.5550722,"('low', 'eminent')",-0.29133296,-0.1459257,-0.4262856,-0.3504989,-0.0757867
54,-0.5495567,-0.47484782,"('incapable', 'capable')",0.9220504,0.97878623,0.1862469,0.2519692,-0.0657223
13,-0.5265363,-0.3755934,"('impolite', 'polite')",-0.44488996,-0.40334946,-0.4857131,-0.3894714,-0.0962417
58,-0.5259106,-0.6903709,"('undiscriminating', 'discriminating')",0.046070546,-0.10090655,-0.23992,-0.3956387,0.1557187
11,-0.5158658,-0.435186,"('unhelpful', 'helpful')",2.2526474,2.3156128,0.8683908,0.9402134,-0.0718226
46,-0.5155338,-0.3943954,"('uncompetitive', 'competitive')",-0.7115483,-0.69382286,-0.6135411,-0.5441091,-0.069432
65,-0.49972594,-0.48191687,"('insecure', 'secure')",-0.04348422,-0.09511552,-0.2716051,-0.2885162,0.0169111
67,0.49612862,0.3826703,"('doubtful', 'determined')",-0.6380852,-0.6601331,-0.0709783,-0.1387314,0.0677531
55,-0.4708298,-0.46049175,"('incompetent', 'clever')",0.31432828,0.31850144,-0.0782508,-0.0709952,-0.0072556
5,-0.46798155,-0.607461,"('distant', 'outgoing')",-0.37157026,-0.45172703,-0.4197759,-0.529594,0.1098181
26,-0.45646515,-0.40345213,"('hardhearted', 'benevolent')",1.1398345,1.2558942,0.3416847,0.426221,-0.0845363
36,-0.44274014,-0.56640303,"('hostile', 'amicable')",-0.6637205,-0.70038,-0.5532303,-0.6333915,0.0801612
31,-0.43633258,-0.54230225,"('evil', 'good')",-1.0709258,-1.209032,-0.7536292,-0.8756672,0.122038
56,0.4102019,0.65547675,"('impractical', 'practical')",-0.28514743,-0.18158081,0.0625272,0.236948,-0.1744208
50,-0.40337813,-0.19904199,"('clumsy', 'skillful')",0.23634073,0.35167927,-0.0835187,0.0763186,-0.1598373
38,-0.4016162,-0.48058766,"('untruthful', 'truthful')",0.37480152,0.33238053,-0.0134073,-0.0741036,0.0606963
16,-0.3933629,-0.38112637,"('unpopular', 'popular')",0.2168184,0.24391852,-0.0882723,-0.0686039,-0.0196684
48,-0.38886908,-0.39658496,"('unintelligent', 'intelligent')",1.0384238,1.0786881,0.3247774,0.3410516,-0.0162742
27,-0.38206023,-0.61306,"('hardhearted', 'softhearted')",0.9715506,0.79964995,0.2947452,0.093295,0.2014502
39,0.37617472,0.7295004,"('exploitative', 'cooperative')",-0.04379595,0.10588719,0.1661894,0.4176938,-0.2515044
66,-0.357437,-0.56317043,"('inactive', 'active')",0.162804,-0.085802265,-0.0973165,-0.3244863,0.2271698
51,-0.35389477,-0.25086477,"('uneducated', 'educated')",0.57505983,0.61267674,0.1105825,0.180906,-0.0703235
64,-0.35262913,-0.4408243,"('shy', 'confident')",-6.7902937,-6.9222097,-3.5714614,-3.6815171,0.1100557
44,-0.33665416,-0.3445299,"('prejudiced', 'unprejudiced')",-1.4848304,-1.4161683,-0.9107423,-0.8803491,-0.0303932
25,-0.33598644,-0.27057195,"('egoistic', 'altruistic')",0.70579106,0.9291347,0.1849023,0.3292814,-0.1443791
61,-0.33504993,-0.41402182,"('illogical', 'logical')",0.35372707,0.32788303,0.0093386,-0.0430694,0.052408
2,0.32014343,0.3298622,"('unlikable', 'likable')",0.47440544,0.4219662,0.3972744,0.3759142,0.0213602
77,-0.3151874,-0.13495436,"('unmotivated', 'motivated')",-1.0217972,-0.8931926,-0.6684923,-0.5140735,-0.1544188
24,-0.3027548,-0.26938975,"('dishonest', 'honest')",0.977659,0.9748594,0.3374521,0.3527348,-0.0152827
49,0.29569924,0.4786015,"('unable', 'able')",0.00105731,0.10840458,0.1483783,0.293503,-0.1451247
17,-0.25679708,-0.23746595,"('nasty', 'nice')",-0.7035032,-0.6720914,-0.4801501,-0.4547787,-0.0253714
82,-0.25172457,-0.17899917,"('poor', 'rich')",7.071913,7.1714272,3.410094,3.4962142,-0.0861202
3,-0.24671851,-0.14949112,"('repellent', 'pleasant')",0.7492268,0.7354237,0.2512541,0.2929663,-0.0417122
72,-0.22057557,-0.22631231,"('unambitious', 'ambitious')",0.06442791,-0.19528694,-0.0780738,-0.2107996,0.1327258
33,0.20579362,0.1129147,"('wrong', 'right')",-0.73097277,-0.73780197,-0.2625896,-0.3124436,0.049854
47,0.18474771,0.21110639,"('stupid', 'smart')",5.8412805,5.809689,3.0130141,3.0103977,0.0026164
23,-0.17987388,-0.047959615,"('insincere', 'sincere')",6.4400163,6.4918547,3.1300712,3.2219474,-0.0918762
79,-0.16810726,-0.14873429,"('wavering', 'unwavering')",-0.45922095,-0.4377691,-0.3136641,-0.2932517,-0.0204124
81,0.16132104,0.19649084,"('submissive', 'aggressive')",-0.3288341,-0.2998024,-0.0837565,-0.0516558,-0.0321007
29,-0.16070047,-0.35469365,"('unfair', 'fair')",-0.40056646,-0.66560096,-0.2806334,-0.5101473,0.2295139
69,0.15790223,0.13589439,"('lazy', 'industrious')",-1.0137413,-1.0381359,-0.4279195,-0.4511207,0.0232012
30,0.14588659,0.18574405,"('intolerant', 'tolerant')",0.71871233,0.7673962,0.4322995,0.4765701,-0.0442706
34,0.14148265,0.11179809,"('mean', 'honorable')",6.04176,6.045176,3.0916214,3.0784872,0.0131342
87,0.1317085,0.15008107,"('unsuccessful', 'successful')",0.8922254,0.9040066,0.5119669,0.5270438,-0.0150769
14,0.116339505,0.12062916,"('antisocial', 'social')",-0.52203065,-0.6551497,-0.2028456,-0.2672603,0.0644147
15,0.11240109,0.05262701,"('boring', 'funny')",-0.24861519,-0.3549215,-0.0681071,-0.1511472,0.0830401
80,-0.105565384,-0.19223322,"('dominated', 'dominating')",-0.76966316,-0.8363646,-0.4376143,-0.5142989,0.0766846
4,0.087136,0.13933414,"('disliked', 'liked')",-7.134081,-7.039701,-3.5234725,-3.4501834,-0.0732891
42,0.07996175,0.23847836,"('unreliable', 'reliable')",-3.2064726,-3.1211145,-1.5632554,-1.441318,-0.1219374
59,-0.076484434,-0.13194045,"('foolish', 'wise')",0.110958904,0.124032736,0.0172372,-0.0039539,0.0211911
20,0.07210638,0.122515425,"('rough', 'thoughtful')",0.88437057,0.90758646,0.4782385,0.5150509,-0.0368124
12,-0.07201322,-0.008293435,"('unsupportive', 'supportive')",-2.0514674,-2.0908575,-1.0617403,-1.0495754,-0.0121649
75,-0.06697764,-0.13422884,"('meek', 'impulsive')",-0.6338896,-0.70056105,-0.3504336,-0.4173949,0.0669613
40,0.062404074,-0.13066912,"('stingy', 'generous')",-2.0544183,-2.1777205,-0.9960071,-1.1541948,0.1581877
60,-0.06064902,0.13011688,"('inefficient', 'efficient')",0.4381027,0.4931586,0.1887268,0.3116378,-0.122911
85,-0.05070273,-0.11535393,"('insignificant', 'prestigious')",-0.46923876,-0.36106405,-0.2599708,-0.238209,-0.0217618
32,-0.0468051,0.095786795,"('unkind', 'kind')",0.96577775,0.935132,0.4594863,0.5154594,-0.0559731
78,0.037613314,0.058545105,"('nonresilient', 'resilient')",0.28847364,0.27977207,0.1630435,0.1691586,-0.0061151
62,-0.034576744,0.07559202,"('incompetent', 'brilliant')",1.0154563,1.1075956,0.4904398,0.5915938,-0.101154
76,0.017942987,0.039629374,"('anxious', 'daring')",5.1036477e-07,-0.043642364,0.0089717,-0.0020065,0.0109782
