,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
86,-1.3357743,-1.5094166,"('uninfluential', 'influential')",-2.4314077,-2.462153,-0.667115,-0.7274313,-1.4780989,-1.5663336,0.0882347
57,-1.2956561,-1.1780022,"('unimaginative', 'imaginative')",-0.9021344,-0.8578484,-3.5247324,-3.3903837,-1.9075076,-1.8087447,-0.0987629
53,-1.2804924,-1.1239723,"('uncreative', 'creative')",0.06563203,0.19898742,0.46672222,0.6174211,-0.2493794,-0.1025213,-0.1468581
26,-1.2702845,-1.4533693,"('hardhearted', 'benevolent')",1.400156,1.3267536,1.0983317,1.0268855,0.4094011,0.30009,0.1093111
36,-1.1459968,-1.1817253,"('hostile', 'amicable')",1.2657229,1.2407339,-0.22006308,-0.24300504,-0.0334457,-0.0613321,0.0278864
1,-1.0846447,-1.063137,"('unfriendly', 'friendly')",0.09658052,0.16139783,1.4352247,1.5259118,0.1490535,0.2080575,-0.059004
39,1.082114,0.9481658,"('exploitative', 'cooperative')",-0.096281424,-0.13736227,-0.03503502,-0.13979986,0.3169325,0.2236679,0.0932646
14,-1.0092036,-1.0415688,"('antisocial', 'social')",-0.20172165,-0.12506041,-0.78035295,-0.82993656,-0.6637594,-0.6655219,0.0017625
45,-0.9748207,-0.97103643,"('incompetent', 'competent')",-2.061344,-1.9256654,-0.25321174,-0.17317647,-1.0964588,-1.0232928,-0.073166
31,-0.9525871,-1.0842514,"('evil', 'good')",0.2686247,0.24614325,-0.87831146,-0.8913582,-0.520758,-0.5764888,0.0557308
0,-0.9413079,-1.0659033,"('unsociable', 'sociable')",-0.60004383,-0.6113052,-0.37624565,-0.46793443,-0.6391991,-0.7150476,0.0758485
83,-0.93272245,-1.1060436,"('powerless', 'powerful')",0.33434913,0.29963282,-1.2290311,-1.2105507,-0.6091348,-0.6723205,0.0631857
40,-0.9239217,-0.8640635,"('stingy', 'generous')",-0.07088575,-0.049625203,-2.2626662,-2.1805325,-1.0858246,-1.031407,-0.0544176
18,-0.8511061,-0.86537904,"('disagreeable', 'welcoming')",0.23835512,0.2164413,-0.58959717,-0.645366,-0.4007827,-0.4314346,0.0306519
58,-0.84838563,-0.69074494,"('undiscriminating', 'discriminating')",-0.60242504,-0.6235981,-0.12111208,-0.108283825,-0.5239743,-0.474209,-0.0497653
8,-0.81757313,-0.87050116,"('unaffectionate', 'affectionate')",0.15531589,0.11438249,0.8619625,0.8587129,0.0665684,0.0341981,0.0323703
41,-0.8090767,-0.9908635,"('unforgiving', 'forgiving')",-0.47904742,-0.5537551,-0.32187486,-0.45993286,-0.5366663,-0.6681838,0.1315175
73,0.8090281,0.7836109,"('helpless', 'self-reliant')",1.2529105,1.2140653,-3.4448338,-3.4397037,-0.4609651,-0.4806759,0.0197108
88,-0.8041251,-0.8342917,"('low', 'eminent')",-1.0406313,-0.9749574,-0.44490892,-0.34805235,-0.7632217,-0.7191005,-0.0441212
51,-0.80395585,-0.81554186,"('uneducated', 'educated')",-1.1670101,-1.1412883,0.15083268,0.14709699,-0.6067111,-0.6032444,-0.0034667
10,-0.7760026,-0.76538235,"('unsympathetic', 'sympathetic')",-2.3600678,-2.3291347,-0.51132923,-0.44285822,-1.2157999,-1.1791251,-0.0366748
20,-0.77228594,-0.65255946,"('rough', 'thoughtful')",-0.15768905,-0.07625678,0.69821644,0.67324424,-0.0772528,-0.018524,-0.0587288
68,-0.7717733,-0.62945014,"('dependent', 'independent')",-1.7015975,-1.5434781,-0.7178413,-0.6573748,-1.0637374,-0.9434344,-0.120303
72,-0.76088816,-0.7698385,"('unambitious', 'ambitious')",0.31144044,0.273659,-0.17613173,-0.008800875,-0.2085265,-0.1683268,-0.0401997
65,-0.74142027,-0.6984371,"('insecure', 'secure')",-1.6813036,-1.6042616,-0.4522469,-0.36053953,-0.9583236,-0.887746,-0.0705776
9,-0.7358928,-0.7068646,"('unaffectionate', 'caring')",0.4705843,0.53669006,1.6237607,1.6912491,0.4528174,0.5070248,-0.0542074
66,-0.7251676,-0.6375192,"('inactive', 'active')",0.70762366,0.74155223,0.7411983,0.8146663,0.2412181,0.3062331,-0.065015
79,-0.70386523,-0.62612367,"('wavering', 'unwavering')",0.5762701,0.67693746,-0.38756755,-0.1791131,-0.1717209,-0.0427664,-0.1289545
24,0.70346737,0.62699074,"('dishonest', 'honest')",-1.3206882,-1.3520195,0.6253635,0.7208671,0.0027142,-0.0013872,0.0041014
28,-0.68787706,-0.78843015,"('disloyal', 'loyal')",-0.78117335,-0.7185891,0.85724014,1.0281178,-0.2039368,-0.1596338,-0.044303
2,0.67895865,0.6152733,"('unlikable', 'likable')",1.0263255,1.054348,0.72862184,0.7129012,0.811302,0.7941741,0.0171279
67,0.64529467,0.5405557,"('doubtful', 'determined')",0.88951296,0.77050096,-0.48176992,-0.53073287,0.3510126,0.2601079,0.0909047
76,0.5867019,0.8598982,"('anxious', 'daring')",-0.30318403,-0.15282735,-0.48662752,-0.28203788,-0.0677032,0.1416776,-0.2093808
60,0.56966704,0.53219754,"('inefficient', 'efficient')",-1.1680446,-1.1313279,0.067862734,0.08912308,-0.1768383,-0.1700024,-0.0068359
52,-0.55808425,-0.6696732,"('irrational', 'rational')",0.87262946,0.73365223,0.021449672,-0.013676349,0.1119983,0.0167676,0.0952307
7,-0.5375317,-0.38655478,"('insensitive', 'sensitive')",-0.93016076,-0.8583119,0.21517108,0.2985632,-0.4175071,-0.3154345,-0.1020726
64,-0.49755028,-0.5606657,"('shy', 'confident')",-0.6911766,-0.7419921,-6.567447,-6.5889707,-2.5853914,-2.6305428,0.0451514
16,-0.49022046,-0.4902071,"('unpopular', 'popular')",0.61906266,0.62225956,0.54925084,0.52256495,0.226031,0.2182058,0.0078252
30,0.4706076,0.31913796,"('intolerant', 'tolerant')",-0.28648496,-0.32725894,0.67922413,0.64531785,0.2877823,0.212399,0.0753833
62,0.44036764,0.4550081,"('incompetent', 'brilliant')",-0.7111634,-0.60860413,0.6968766,0.8142447,0.1420269,0.2202162,-0.0781893
4,-0.43094653,-0.4153278,"('disliked', 'liked')",0.9212539,0.9969431,-7.1632442,-7.0868673,-2.2243123,-2.1684173,-0.055895
75,0.43044564,0.594502,"('meek', 'impulsive')",0.38056436,0.4414634,-0.65648663,-0.5869552,0.0515078,0.1496701,-0.0981623
33,0.41528064,0.34521008,"('wrong', 'right')",1.3027005,1.2310296,-0.45817128,-0.44029456,0.4199366,0.3786484,0.0412882
82,-0.41011214,-0.33389962,"('poor', 'rich')",-0.6818188,-0.56541586,6.6615677,6.7798295,1.8565456,1.9601714,-0.1036258
71,-0.40084147,-0.4216109,"('diffident', 'self-confident')",1.5448273,1.6320823,0.49418634,0.57274103,0.5460574,0.5944041,-0.0483467
49,-0.398673,-0.31459653,"('unable', 'able')",-1.0378082,-0.84185755,-0.18041451,-0.10818173,-0.5389653,-0.4215453,-0.11742
3,-0.39628613,-0.36539698,"('repellent', 'pleasant')",-1.056611,-1.0633683,0.72015744,0.6690523,-0.2442465,-0.2532377,0.0089912
19,-0.39006877,-0.44751477,"('inhospitable', 'hospitable')",-0.3289651,-0.28789383,-0.40584293,-0.3988356,-0.3749589,-0.3780814,0.0031225
55,-0.38984838,-0.48597422,"('incompetent', 'clever')",-2.1032794,-2.0276394,-0.07917402,-0.10399224,-0.857434,-0.8725353,0.0151013
44,0.3884062,0.5213387,"('prejudiced', 'unprejudiced')",0.036911033,0.17547765,-1.5804001,-1.5338026,-0.3850276,-0.2789954,-0.1060322
