,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
48,-0.38450137,-0.4819863,"('unintelligent', 'intelligent')",-0.6010947,-0.6118727,0.78013986,0.7496628,-0.0684854,-0.114732,0.0462466
6,-0.37347794,-0.45818245,"('distant', 'open')",0.75490224,0.7816198,-0.10863013,-0.09459876,0.0909314,0.0762795,0.0146519
15,0.3637117,0.34798554,"('boring', 'funny')",0.83621347,0.8639651,-0.17302111,-0.08550847,0.3423014,0.3754807,-0.0331793
25,-0.35733423,-0.44687277,"('egoistic', 'altruistic')",0.73942524,0.67058545,0.9239146,0.888645,0.4353352,0.3707859,0.0645493
5,0.35003713,0.3055953,"('distant', 'outgoing')",0.92013764,0.94728225,0.026642084,0.059895664,0.4322723,0.4375911,-0.0053188
23,-0.34034318,-0.23054162,"('insincere', 'sincere')",-0.3301687,-0.26521748,6.0715156,6.20236,1.8003346,1.9022004,-0.1018658
32,-0.33008483,-0.37300682,"('unkind', 'kind')",-0.51671165,-0.506359,0.7723812,0.8722316,-0.0248051,-0.0023781,-0.022427
85,-0.3277202,-0.37752348,"('insignificant', 'prestigious')",2.112976,2.012197,-0.040227927,-0.07705276,0.581676,0.519207,0.062469
47,-0.32432634,-0.26190314,"('stupid', 'smart')",0.16801433,0.1148445,5.6415496,5.6660137,1.8284125,1.8396517,-0.0112392
74,-0.32302982,-0.40914235,"('undedicated', 'dedicated')",-1.7386774,-1.6933256,-0.98873323,-0.93397486,-1.0168135,-1.0121476,-0.0046659
12,-0.26446977,-0.39572755,"('unsupportive', 'supportive')",0.2975493,0.25586793,-1.8888057,-1.8800818,-0.6185754,-0.6733138,0.0547384
46,-0.22397193,-0.2780099,"('uncompetitive', 'competitive')",-1.9590397,-1.9773028,-1.1745522,-1.0726091,-1.1191879,-1.1093073,-0.0098806
70,0.22307716,0.36909673,"('lethargic', 'energetic')",-1.7723275,-1.6914628,0.02365879,0.1294471,-0.5085305,-0.3976396,-0.1108909
59,0.18180554,0.15814988,"('foolish', 'wise')",1.3234146,1.31751,0.40567052,0.4806122,0.6369635,0.6520907,-0.0151272
61,-0.17073175,-0.29184285,"('illogical', 'logical')",-0.52145535,-0.53425413,0.4869009,0.41841286,-0.0684287,-0.1358947,0.067466
42,0.16362591,0.09051005,"('unreliable', 'reliable')",0.069481075,0.07773347,-3.169112,-3.1680818,-0.9786683,-0.9999461,0.0212778
87,0.14254999,0.17547955,"('unsuccessful', 'successful')",0.96173704,1.0973161,0.92418903,1.039764,0.6761587,0.7708532,-0.0946945
78,-0.14240347,-0.15491298,"('nonresilient', 'resilient')",1.0239226,1.1163311,0.4925187,0.5803695,0.4580126,0.5139292,-0.0559166
56,0.14215043,0.12182008,"('impractical', 'practical')",-0.45574465,-0.35455403,-0.7255484,-0.6079481,-0.3463809,-0.2802274,-0.0661535
54,-0.12909408,-0.07688601,"('incapable', 'capable')",0.9438179,0.99604326,0.9263722,1.081437,0.5803653,0.6668647,-0.0864994
80,0.12772897,0.005509965,"('dominated', 'dominating')",-1.5899329,-1.5131698,-0.98798907,-0.9085612,-0.816731,-0.805407,-0.011324
11,0.12042484,0.15840644,"('unhelpful', 'helpful')",-0.7163207,-0.6877287,2.0424845,2.0845382,0.4821962,0.5184053,-0.0362091
27,0.11114253,0.12564978,"('hardhearted', 'softhearted')",-0.2555914,-0.29778746,1.0484297,1.0067894,0.301327,0.2782173,0.0231097
38,0.10964252,0.07058963,"('untruthful', 'truthful')",0.19645214,0.19718353,0.3014171,0.35993394,0.2025039,0.2092357,-0.0067318
35,-0.099388,-0.081484705,"('corrupt', 'incorrupt')",0.8884735,0.99612904,-0.33496556,-0.32624835,0.1513733,0.196132,-0.0447587
77,-0.096980534,-0.19781516,"('unmotivated', 'motivated')",-0.22240625,-0.29583806,-0.9204607,-0.91391915,-0.4132825,-0.4691908,0.0559083
22,-0.078544274,-0.07135353,"('untrustworthy', 'trustworthy')",-1.7018304,-1.5630744,-1.143065,-1.1722363,-0.9744798,-0.9355547,-0.0389251
17,-0.073726445,-0.09117511,"('nasty', 'nice')",0.8240525,0.80113757,-0.6470103,-0.69742864,0.0344386,0.0041779,0.0302607
63,-0.065087825,-0.06634094,"('unperceptive', 'insightful')",-0.3728982,-0.36684704,0.8917622,0.98242,0.1512587,0.1830774,-0.0318187
21,-0.061815716,-0.13007675,"('immoral', 'moral')",-0.8213101,-0.8500557,-0.7301424,-0.77874327,-0.5377561,-0.5862919,0.0485358
43,-0.059241705,-0.26189232,"('irresponsible', 'responsible')",-1.5144143,-1.499813,0.253172,0.27264434,-0.4401613,-0.4963536,0.0561923
37,-0.051773217,0.008694885,"('fake', 'genuine')",-1.2612218,-1.1909935,0.14234403,0.21420233,-0.390217,-0.3226988,-0.0675182
81,0.041795995,0.032445665,"('submissive', 'aggressive')",-1.2204746,-1.2002941,-0.906191,-0.80336523,-0.6949565,-0.6570712,-0.0378853
13,0.033282585,-0.0024046022,"('impolite', 'polite')",-0.65229934,-0.6301703,-0.26409206,-0.20840167,-0.2943696,-0.2803255,-0.0140441
34,-0.02481693,-0.0666469,"('mean', 'honorable')",0.25312093,0.23092692,5.790874,5.8301816,2.0063926,1.9981538,0.0082388
29,-0.020556934,-0.024819404,"('unfair', 'fair')",-0.62966126,-0.49921575,-0.31179193,-0.38326666,-0.32067,-0.3024339,-0.0182361
84,0.015463283,-0.028504506,"('inferior', 'superior')",-0.89980817,-0.85143465,0.98095125,1.0312616,0.0322021,0.0504408,-0.0182387
50,0.0078115445,0.0921528,"('clumsy', 'skillful')",0.9924038,1.1086149,0.39893103,0.4471915,0.4663821,0.5493197,-0.0829376
69,-0.0012767212,0.0012392211,"('lazy', 'industrious')",2.3881097,2.349553,-0.3943181,-0.5150968,0.6641716,0.6118985,0.0522731
