,state_male,state_female,tuple,street_male,street_female,corp_male,corp_female,average_male,average_female,male-female
45,-0.17782924,0.27407146,"('incompetent', 'competent')",1.0415287,1.3249142,0.7489091,1.0408256,0.5375362,0.8799371,-0.3424009
37,-0.17625488,-0.03722104,"('fake', 'genuine')",0.13157964,0.44411024,0.8295446,1.4685315,0.2616231,0.6251402,-0.3635171
49,-0.1566674,0.42953432,"('unable', 'able')",-0.7984766,-0.9173829,0.33502805,-0.5156831,-0.2067053,-0.3345106,0.1278053
47,0.14628327,0.0043306034,"('stupid', 'smart')",0.7776753,0.9109851,5.7202544,5.530466,2.2147376,2.1485939,0.0661437
80,0.14124066,0.5203943,"('dominated', 'dominating')",0.5576919,0.64991254,0.43891448,0.5579974,0.3792823,0.5761015,-0.1968192
81,0.14042869,-0.39867112,"('submissive', 'aggressive')",1.8350245,1.7018808,0.99919176,1.0013806,0.9915483,0.7681967,0.2233516
51,0.124258965,-0.19193672,"('uneducated', 'educated')",0.5429706,0.33022442,1.117907,1.0976349,0.5950455,0.4119742,0.1830713
76,0.12149814,-0.21707073,"('anxious', 'daring')",1.0582188,0.8721256,1.4076403,1.425765,0.8624524,0.6936067,0.1688457
54,-0.11645459,-0.1956598,"('incapable', 'capable')",-1.0569599,-0.8201697,0.7362935,0.46178558,-0.145707,-0.1846813,0.0389743
9,-0.11309771,-0.49404773,"('unaffectionate', 'caring')",-1.1552824,-0.9696094,1.2175395,1.4624861,-0.0169468,-0.0003903,-0.0165565
3,0.10422588,-0.80908656,"('repellent', 'pleasant')",0.7370339,0.31059897,0.5589094,0.7073667,0.466723,0.0696264,0.3970966
22,0.08525549,-0.26865625,"('untrustworthy', 'trustworthy')",0.63978326,0.6270806,-0.17642853,0.13724604,0.1828701,0.1652235,0.0176466
58,-0.07378344,0.7896559,"('undiscriminating', 'discriminating')",0.41579032,1.0148712,0.23825355,0.71111125,0.1934201,0.8385461,-0.645126
74,0.06641206,-0.28593794,"('undedicated', 'dedicated')",0.9970188,1.0081786,0.037932165,0.46910214,0.367121,0.3971143,-0.0299933
41,0.06496754,0.34796125,"('unforgiving', 'forgiving')",0.54849625,0.8285927,0.020302497,0.5654491,0.2112554,0.5806677,-0.3694123
23,-0.06385359,-0.93647885,"('insincere', 'sincere')",1.5670127,1.0265733,7.2824764,6.8708725,2.928545,2.3203224,0.6082226
34,0.061336953,-0.5006346,"('mean', 'honorable')",1.4114445,1.1940612,5.649073,4.8621526,2.3739516,1.8518597,0.5220919
71,-0.052381545,0.013708964,"('diffident', 'self-confident')",0.989608,1.0200782,0.3605489,0.11677339,0.4325918,0.3835202,0.0490716
4,0.03709133,1.2445188,"('disliked', 'liked')",-0.6484871,0.03205931,-8.262397,-7.717542,-2.9579309,-2.1469881,-0.8109428
28,-0.03426822,0.0799979,"('disloyal', 'loyal')",-0.502152,-0.16036227,1.7126313,1.8853602,0.3920704,0.6016653,-0.2095949
70,0.031772964,-0.59742594,"('lethargic', 'energetic')",1.7145257,1.6320128,1.5707406,2.020402,1.1056798,1.0183296,0.0873502
63,-0.026694361,-0.25391507,"('unperceptive', 'insightful')",1.5016354,1.2309787,1.05367,1.2676893,0.8428704,0.748251,0.0946194
19,0.020724155,0.22412853,"('inhospitable', 'hospitable')",-0.8308989,-0.81403446,-1.028095,-0.99243,-0.6127566,-0.5274453,-0.0853113
0,-0.019541204,-0.3336866,"('unsociable', 'sociable')",1.3175213,1.2865393,0.7256205,0.88266295,0.6745335,0.6118386,0.0626949
29,-0.0056694467,0.23471048,"('unfair', 'fair')",-0.045071743,-0.1318888,-0.049022987,-0.11351067,-0.0332547,-0.003563,-0.0296917
83,-0.004939979,0.74430454,"('powerless', 'powerful')",-0.03631364,0.49900246,-0.72139484,-0.35115683,-0.2542162,0.2973834,-0.5515996
65,0.004155635,-0.86103344,"('insecure', 'secure')",1.3206513,0.46582562,1.3182932,0.94591975,0.8810334,0.1835706,0.6974628
