,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
1,-1.9933174,-2.036329,"('unfriendly', 'friendly')",-0.2125685,-0.42026567,1.6763291,1.6153166,-0.1765189,-0.280426,0.1039071
6,-1.9295124,-1.7566595,"('distant', 'open')",-1.1090634,-0.99132913,-0.11564241,0.12150891,-1.051406,-0.8754933,-0.1759127
9,-1.7042595,-1.7016069,"('unaffectionate', 'caring')",-0.09846069,-0.112497754,0.92285717,0.80058265,-0.2932877,-0.3378407,0.044553
53,-1.7010838,-1.5305046,"('uncreative', 'creative')",0.34057325,0.5934345,1.1143494,1.1367403,-0.0820537,0.0665568,-0.1486105
5,-1.6944948,-1.5413188,"('distant', 'outgoing')",-0.6697459,-0.49058118,0.008276828,0.22799781,-0.7853212,-0.6013007,-0.1840205
19,-1.5314521,-1.4628171,"('inhospitable', 'hospitable')",-1.1798253,-1.1141986,-0.62421733,-0.49135143,-1.1118316,-1.022789,-0.0890426
86,-1.5170064,-1.6319381,"('uninfluential', 'influential')",-0.16122904,-0.58620334,0.024052773,0.00021254364,-0.5513942,-0.7393097,0.1879155
39,1.4137465,1.2804271,"('exploitative', 'cooperative')",0.6460556,0.54324937,0.6479454,0.45422506,0.9025825,0.7593005,0.143282
8,-1.3102893,-1.2582135,"('unaffectionate', 'affectionate')",-0.08020907,-0.11061582,0.6068216,0.5184112,-0.2612256,-0.2834727,0.0222471
82,-1.2263591,-0.80232203,"('poor', 'rich')",-0.13974777,0.10732943,3.7904718,3.7454658,0.8081217,1.0168244,-0.2087027
54,-1.21478,-0.95389855,"('incapable', 'capable')",-0.17364639,0.060449578,0.27499527,0.45717394,-0.3711437,-0.145425,-0.2257187
25,-1.1979566,-1.2372618,"('egoistic', 'altruistic')",0.3705867,0.13323878,1.3043839,1.1038618,0.1590047,-5.37e-05,0.1590584
23,-1.167273,-1.1453001,"('insincere', 'sincere')",-0.6417477,-0.6095062,3.2240994,2.8243659,0.4716929,0.3565199,0.115173
31,-1.1377842,-1.237368,"('evil', 'good')",-0.13154474,-0.18094867,-0.26786584,-0.07865108,-0.5123982,-0.4989892,-0.013409
38,-1.1372638,-0.9705397,"('untruthful', 'truthful')",-0.87025815,-0.83670664,-0.13837804,0.040065706,-0.7153,-0.5890602,-0.1262398
27,-1.1180274,-1.1213182,"('hardhearted', 'softhearted')",-0.18959866,-0.15048759,0.23361216,-0.2556423,-0.3580046,-0.5091494,0.1511448
65,1.0856646,1.0148981,"('insecure', 'secure')",-0.21092656,-0.38161314,-0.011438534,-0.13646857,0.2877665,0.1656054,0.1221611
79,-1.0201424,-0.94237536,"('wavering', 'unwavering')",-1.2736195,-1.1487967,-0.39979845,-0.1892063,-0.8978535,-0.7601261,-0.1377274
66,-1.0062749,-0.8629857,"('inactive', 'active')",-0.6918418,-0.5074012,1.0374571,1.0676816,-0.2202199,-0.1009018,-0.1193181
85,-0.9887561,-0.83926845,"('insignificant', 'prestigious')",0.23732701,0.28623474,0.20232178,0.43214917,-0.1830358,-0.0402948,-0.142741
60,0.9686811,1.1289021,"('inefficient', 'efficient')",0.67798555,0.63122284,-0.363028,-0.33437264,0.4278796,0.4752508,-0.0473712
36,-0.9062353,-0.90401495,"('hostile', 'amicable')",-0.68141776,-0.64327836,1.0583186,1.1137693,-0.1764448,-0.144508,-0.0319368
28,-0.90226626,-0.9581032,"('disloyal', 'loyal')",0.05916954,-0.08151959,0.8092518,0.52716905,-0.0112816,-0.1708179,0.1595363
14,0.89870507,0.82616657,"('antisocial', 'social')",1.0726403,0.9015098,0.64399064,0.6398941,0.8717786,0.7891901,0.0825885
76,0.88216555,0.9735074,"('anxious', 'daring')",-0.18291385,-0.026420113,-0.608798,-0.5462838,0.0301512,0.1336012,-0.10345
16,-0.86320454,-0.6523134,"('unpopular', 'popular')",-0.3636682,-0.11681325,-0.25005075,-0.06976709,-0.4923078,-0.2796313,-0.2126765
24,-0.78933805,-0.85224086,"('dishonest', 'honest')",-1.457284,-1.7993772,0.18405019,0.09825885,-0.687524,-0.8511197,0.1635957
18,-0.78604394,-0.73862606,"('disagreeable', 'welcoming')",0.21958661,0.23619203,-1.0884644,-0.9729899,-0.5516406,-0.491808,-0.0598326
88,-0.7785574,-0.84784156,"('low', 'eminent')",0.33361626,0.3335064,-0.03499382,0.0042032525,-0.1599783,-0.170044,0.0100657
40,-0.76957124,-0.6712073,"('stingy', 'generous')",0.2275099,0.19925176,-1.3434379,-1.172759,-0.6284997,-0.5482382,-0.0802615
57,-0.7503542,-0.82875353,"('unimaginative', 'imaginative')",0.6555043,0.6157779,-0.6973161,-0.49969143,-0.2640553,-0.2375557,-0.0264996
10,-0.690842,-0.81188184,"('unsympathetic', 'sympathetic')",-0.875579,-1.0511837,-0.93260753,-1.1318821,-0.8330096,-0.9983158,0.1653062
51,-0.68543065,-0.64891565,"('uneducated', 'educated')",-0.16094048,-0.17115253,-0.015090228,-0.017088613,-0.2871538,-0.2790523,-0.0081015
45,-0.649229,-0.5857218,"('incompetent', 'competent')",-0.59521854,-0.7746501,0.5751375,0.6747376,-0.2231033,-0.2285448,0.0054415
75,-0.648538,-0.5187169,"('meek', 'impulsive')",0.036851935,0.23730946,-0.89147425,-0.576346,-0.5010534,-0.2859178,-0.2151356
68,-0.6474944,-0.6214621,"('dependent', 'independent')",-0.47519594,-0.43788478,-1.1423383,-1.2390828,-0.7550095,-0.7661432,0.0111337
44,0.6447985,0.70980304,"('prejudiced', 'unprejudiced')",-0.24164808,-0.064946406,-1.2062039,-1.1917222,-0.2676845,-0.1822885,-0.085396
80,0.6419024,0.6463369,"('dominated', 'dominating')",0.22644073,0.2358334,0.40759367,0.37584266,0.4253123,0.4193377,0.0059746
56,0.6286874,0.93906045,"('impractical', 'practical')",0.08213574,0.21134196,0.22108862,0.5470906,0.3106372,0.565831,-0.2551938
84,0.6270835,0.7149414,"('inferior', 'superior')",0.12529463,0.24582997,0.6865483,0.53823674,0.4796422,0.4996694,-0.0200272
52,-0.6000745,-0.67716146,"('irrational', 'rational')",-0.40210205,-0.55421484,-0.110517755,-0.059509855,-0.3708981,-0.4302954,0.0593973
72,-0.5896483,-0.4394551,"('unambitious', 'ambitious')",-0.5844815,-0.4667195,0.6468447,0.7386601,-0.1757617,-0.0558382,-0.1199235
4,-0.58860886,-0.545434,"('disliked', 'liked')",-0.3369313,-0.15089014,-3.5671508,-2.774169,-1.4975637,-1.156831,-0.3407327
74,-0.5840671,-0.31935132,"('undedicated', 'dedicated')",0.24364437,0.33029574,0.65807605,0.90062034,0.1058844,0.3038549,-0.1979705
35,-0.5806254,-0.63327026,"('corrupt', 'incorrupt')",-0.47537518,-0.39960715,0.14427319,0.012917975,-0.3039091,-0.3399865,0.0360774
78,-0.5781039,-0.47411558,"('nonresilient', 'resilient')",0.72458357,0.85265684,0.31931865,0.12698042,0.1552661,0.1685072,-0.0132411
21,0.57041425,0.46287704,"('immoral', 'moral')",0.29397345,0.043219313,-1.4821925,-1.4832368,-0.2059349,-0.3257135,0.1197786
11,-0.5690555,-0.46676725,"('unhelpful', 'helpful')",0.70587045,0.9441385,0.55751884,0.3233928,0.2314446,0.2669214,-0.0354768
59,-0.5595118,-0.44570503,"('foolish', 'wise')",0.05844122,0.1965196,-0.13255915,-0.09084097,-0.2112099,-0.1133421,-0.0978678
30,0.5463884,0.56564283,"('intolerant', 'tolerant')",1.5747911,1.4730041,0.3073949,0.49001598,0.8095249,0.8428876,-0.0333627
55,0.53470665,0.5287246,"('incompetent', 'clever')",0.6077699,0.35499138,-0.15186074,-0.25912938,0.3302053,0.2081955,0.1220098
3,-0.5128827,-0.68265855,"('repellent', 'pleasant')",0.009862285,-0.1489968,-0.39098847,-0.57600874,-0.298003,-0.4692214,0.1712184
32,-0.5022747,-0.43682355,"('unkind', 'kind')",-0.2867667,-0.19437505,0.4212445,0.3061043,-0.122599,-0.1083648,-0.0142342
0,-0.4936129,-0.46211588,"('unsociable', 'sociable')",-0.56046176,-0.8022016,-0.544863,-0.5760449,-0.5329792,-0.6134541,0.0804749
12,-0.4834265,-0.35440847,"('unsupportive', 'supportive')",0.755684,0.870555,-1.2616202,-1.0239985,-0.3297876,-0.169284,-0.1605036
15,0.45478326,0.46838844,"('boring', 'funny')",-0.10305913,-0.013216065,0.13029334,0.22488572,0.1606725,0.226686,-0.0660135
64,0.45174387,0.34851146,"('shy', 'confident')",-0.11105468,-0.25377464,-4.162355,-3.7744093,-1.2738886,-1.2265575,-0.0473311
70,-0.42939767,-0.29891694,"('lethargic', 'energetic')",-0.24250321,-0.27551138,-0.26509345,-0.25083384,-0.3123314,-0.2750874,-0.037244
58,-0.42277968,-0.3259311,"('undiscriminating', 'discriminating')",-0.12866098,-0.18729693,0.6728849,0.80121,0.0404814,0.095994,-0.0555126
62,0.39871114,0.63489616,"('incompetent', 'brilliant')",0.68862724,0.76558,-0.18686411,0.12330615,0.3001581,0.5079275,-0.2077694
63,-0.3837187,-0.24187388,"('unperceptive', 'insightful')",0.23671044,0.38486898,0.44279894,0.59005195,0.0985969,0.244349,-0.1457521
13,0.37798473,0.37592757,"('impolite', 'polite')",-0.053254247,-0.1432839,-0.65346473,-0.67163014,-0.1095781,-0.1463288,0.0367507
43,-0.3748872,-0.21676023,"('irresponsible', 'responsible')",-0.45711678,-0.45412558,0.49451312,0.47182524,-0.1124969,-0.0663535,-0.0461434
81,0.37330127,0.31812465,"('submissive', 'aggressive')",0.969137,0.84608346,-0.8557718,-0.8884059,0.1622221,0.0919341,0.070288
77,-0.37315863,-0.28629735,"('unmotivated', 'motivated')",0.47267312,0.45920983,-1.4713256,-1.3214451,-0.4572704,-0.3828442,-0.0744262
73,0.3705078,0.56822705,"('helpless', 'self-reliant')",0.74709123,0.8899184,-2.1358852,-1.5998356,-0.3394287,-0.0472301,-0.2921986
41,-0.365521,-0.4918046,"('unforgiving', 'forgiving')",-0.6833353,-0.8217226,0.65869385,0.6025683,-0.1300541,-0.2369863,0.1069322
67,0.34888488,0.5516286,"('doubtful', 'determined')",0.07545196,0.30779237,-0.9206618,-0.6120924,-0.1654417,0.0824429,-0.2478846
37,0.34667748,0.44935822,"('fake', 'genuine')",-0.3025574,-0.46362498,0.37512,0.17101434,0.1397467,0.0522492,0.0874975
