,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,1.9852513,2.1256196,"('inefficient', 'efficient')",0.026525317,0.26300392,1.0058883,1.1943117,-0.1884234
6,-1.870833,-1.7594126,"('distant', 'open')",0.34178698,0.31299824,-0.764523,-0.7232072,-0.0413158
31,-1.7540649,-1.6027002,"('evil', 'good')",-0.99359685,-1.0154357,-1.3738309,-1.309068,-0.0647629
30,1.7306341,1.654125,"('intolerant', 'tolerant')",1.7554532,1.6177542,1.7430437,1.6359396,0.1071041
5,-1.5863836,-1.4095988,"('distant', 'outgoing')",-0.20173581,-0.09684691,-0.8940597,-0.7532229,-0.1408368
36,-1.5707812,-1.6536391,"('hostile', 'amicable')",0.34701768,-0.031747475,-0.6118818,-0.8426933,0.2308115
53,-1.49571,-1.341183,"('uncreative', 'creative')",0.6211864,0.65353596,-0.4372618,-0.3438235,-0.0934383
14,1.4600567,1.4853053,"('antisocial', 'social')",-0.16326578,-0.24708264,0.6483954,0.6191114,0.029284
42,1.4243222,1.3860918,"('unreliable', 'reliable')",-2.8039372,-2.7247324,-0.6898075,-0.6693203,-0.0204872
79,-1.360763,-1.3241874,"('wavering', 'unwavering')",0.09622498,0.12420395,-0.632269,-0.5999917,-0.0322773
62,1.3500926,1.8184165,"('incompetent', 'brilliant')",0.34670898,0.8527025,0.8484008,1.3355595,-0.4871587
25,-1.3367974,-1.3326892,"('egoistic', 'altruistic')",1.3955814,1.3264701,0.029392,-0.0031095,0.0325015
70,1.315341,1.3317062,"('lethargic', 'energetic')",0.85656023,1.0291791,1.0859506,1.1804426,-0.094492
19,-1.2104383,-1.2304122,"('inhospitable', 'hospitable')",-0.101833686,-0.082378834,-0.656136,-0.6563956,0.0002596
8,-1.194687,-1.176003,"('unaffectionate', 'affectionate')",0.71209747,0.76653004,-0.2412948,-0.2047365,-0.0365583
74,1.151574,1.0168948,"('undedicated', 'dedicated')",0.075101875,0.057973687,0.6133379,0.5374343,0.0759036
32,1.1295049,1.0217739,"('unkind', 'kind')",0.86286896,0.79014945,0.996187,0.9059617,0.0902253
81,1.118758,0.9276701,"('submissive', 'aggressive')",-0.60042334,-0.53970855,0.2591673,0.1939808,0.0651865
76,1.1143162,1.2359306,"('anxious', 'daring')",0.2163173,0.4411366,0.6653168,0.8385336,-0.1732168
67,1.1114613,1.0998114,"('doubtful', 'determined')",-0.19976705,-0.00018446147,0.4558471,0.5498135,-0.0939664
1,-1.1050243,-0.978582,"('unfriendly', 'friendly')",1.6774812,1.628933,0.2862284,0.3251755,-0.0389471
63,1.0916759,1.3113008,"('unperceptive', 'insightful')",0.98447967,1.1500148,1.0380778,1.2306578,-0.19258
39,1.062268,1.2176654,"('exploitative', 'cooperative')",-0.033289272,0.16197498,0.5144894,0.6898202,-0.1753308
75,-1.0435644,-0.65803677,"('meek', 'impulsive')",-0.4424931,-0.11479135,-0.7430288,-0.3864141,-0.3566147
56,1.006063,1.1998706,"('impractical', 'practical')",0.10877722,0.311716,0.5574201,0.7557933,-0.1983732
55,0.9670331,0.9945083,"('incompetent', 'clever')",0.0027476847,-0.03848564,0.4848904,0.4780113,0.0068791
66,-0.9629545,-1.0388094,"('inactive', 'active')",0.6294726,0.7015573,-0.166741,-0.1686261,0.0018851
35,-0.9555516,-1.0394572,"('corrupt', 'incorrupt')",0.08826204,0.064126104,-0.4336448,-0.4876655,0.0540207
21,0.91852945,0.96011615,"('immoral', 'moral')",-0.5072663,-0.5541477,0.2056316,0.2029842,0.0026474
26,0.85129637,0.7165247,"('hardhearted', 'benevolent')",2.024601,1.7877507,1.4379487,1.2521377,0.185811
10,0.82904565,0.81822956,"('unsympathetic', 'sympathetic')",-0.4523437,-0.42463648,0.188351,0.1967965,-0.0084455
43,0.8055822,1.0279771,"('irresponsible', 'responsible')",0.6933948,0.8678373,0.7494885,0.9479072,-0.1984187
71,0.80041856,0.7187475,"('diffident', 'self-confident')",0.6998535,0.6455802,0.750136,0.6821638,0.0679722
2,0.7716425,0.918641,"('unlikable', 'likable')",0.60824126,0.7573635,0.6899419,0.8380022,-0.1480603
12,0.74990475,0.8174376,"('unsupportive', 'supportive')",-1.639269,-1.6808418,-0.4446821,-0.4317021,-0.01298
64,0.7439622,0.768066,"('shy', 'confident')",-6.7556987,-6.614186,-3.0058682,-2.9230599,-0.0828083
9,-0.72071254,-0.668278,"('unaffectionate', 'caring')",1.100176,1.1259004,0.1897317,0.2288112,-0.0390795
80,0.71795505,0.71920216,"('dominated', 'dominating')",-1.5495408,-1.2686744,-0.4157929,-0.2747361,-0.1410568
57,-0.7130501,-0.84462,"('unimaginative', 'imaginative')",-2.6262848,-2.6333365,-1.6696675,-1.7389783,0.0693108
0,0.70490503,0.5165988,"('unsociable', 'sociable')",-0.3436168,-0.4804394,0.1806441,0.0180797,0.1625644
45,0.6932205,0.83681816,"('incompetent', 'competent')",-0.09444362,-0.05720146,0.2993884,0.3898084,-0.09042
65,0.69092774,0.6542638,"('insecure', 'secure')",-0.82017106,-0.68134373,-0.0646217,-0.01354,-0.0510817
52,-0.6872691,-0.817278,"('irrational', 'rational')",-0.1262027,-0.12540643,-0.4067359,-0.4713422,0.0646063
48,0.67746353,0.4898352,"('unintelligent', 'intelligent')",0.786436,0.61953396,0.7319498,0.5546846,0.1772652
7,0.6534661,0.51307243,"('insensitive', 'sensitive')",0.73097116,0.6079945,0.6922187,0.5605335,0.1316852
16,-0.6515733,-0.52825624,"('unpopular', 'popular')",0.38782015,0.46784526,-0.1318766,-0.0302055,-0.1016711
72,-0.6434478,-0.5976169,"('unambitious', 'ambitious')",-0.9750011,-0.56114954,-0.8092245,-0.5793833,-0.2298412
41,0.63962674,0.56319636,"('unforgiving', 'forgiving')",0.36191484,0.027261768,0.5007708,0.2952291,0.2055417
50,0.6234291,0.43867475,"('clumsy', 'skillful')",0.2904259,0.14861725,0.4569275,0.293646,0.1632815
49,-0.6171714,-0.3820099,"('unable', 'able')",-0.43827593,-0.055991884,-0.5277237,-0.2190009,-0.3087228
69,-0.49883062,-0.50883234,"('lazy', 'industrious')",-0.13778096,-0.25318658,-0.3183058,-0.3810095,0.0627037
59,0.49813867,0.28641334,"('foolish', 'wise')",0.42501602,0.47083586,0.4615774,0.3786246,0.0829528
