,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-2.4341536,-2.4475157,"('uninfluential', 'influential')",-0.9654402,-1.1090796,-1.6997969,-1.7782977,0.0785008
1,-2.3534486,-2.2009888,"('unfriendly', 'friendly')",1.4393055,1.553184,-0.4570715,-0.3239024,-0.1331691
9,-2.0008872,-1.8631446,"('unaffectionate', 'caring')",1.4522154,1.4428668,-0.2743359,-0.2101389,-0.064197
8,-1.9584491,-1.9123975,"('unaffectionate', 'affectionate')",0.99897146,1.0362327,-0.4797388,-0.4380824,-0.0416564
10,-1.7445742,-1.749134,"('unsympathetic', 'sympathetic')",-0.41045704,-0.610031,-1.0775156,-1.1795825,0.1020669
53,-1.6074233,-1.6140339,"('uncreative', 'creative')",0.60665864,0.52009624,-0.5003823,-0.5469688,0.0465865
0,-1.5178269,-1.5957297,"('unsociable', 'sociable')",-0.46298766,-0.6116636,-0.9904073,-1.1036966,0.1132893
12,-1.4826664,-1.3626028,"('unsupportive', 'supportive')",-2.1302505,-2.1279383,-1.8064585,-1.7452705,-0.061188
69,1.4234359,1.4822682,"('lazy', 'industrious')",-0.25759208,0.083930954,0.5829219,0.7830996,-0.2001777
44,1.401526,1.371033,"('prejudiced', 'unprejudiced')",-1.2561889,-1.0376978,0.0726686,0.1666676,-0.093999
28,-1.4004616,-1.4832448,"('disloyal', 'loyal')",0.99054253,0.8579392,-0.2049595,-0.3126528,0.1076933
19,-1.3490474,-1.1554332,"('inhospitable', 'hospitable')",-0.7161882,-0.54301786,-1.0326178,-0.8492255,-0.1833923
38,-1.2471563,-1.0968349,"('untruthful', 'truthful')",-0.20966476,-0.16756374,-0.7284105,-0.6321993,-0.0962112
41,-1.2014079,-1.0372192,"('unforgiving', 'forgiving')",-0.34904712,-0.45605212,-0.7752275,-0.7466357,-0.0285918
57,-1.125609,-1.1901782,"('unimaginative', 'imaginative')",-3.2401273,-3.2716622,-2.1828682,-2.2309203,0.0480521
23,-1.1171116,-1.0890156,"('insincere', 'sincere')",5.978508,5.653374,2.4306982,2.2821794,0.1485188
58,-1.0919402,-0.9297022,"('undiscriminating', 'discriminating')",0.114920944,0.05855214,-0.4885096,-0.435575,-0.0529346
24,-1.0613396,-0.9842747,"('dishonest', 'honest')",0.7127263,0.5974673,-0.1743067,-0.1934037,0.019097
31,-1.0407712,-0.82569224,"('evil', 'good')",-0.87874854,-0.7692904,-0.9597599,-0.7974913,-0.1622686
73,1.0249224,1.0543089,"('helpless', 'self-reliant')",-3.1110148,-2.9630606,-1.0430462,-0.9543759,-0.0886703
36,-0.98949355,-0.78275675,"('hostile', 'amicable')",-0.19490439,-0.17734727,-0.592199,-0.480052,-0.112147
46,-0.98799473,-1.1349992,"('uncompetitive', 'competitive')",-1.2201356,-1.417895,-1.1040652,-1.2764471,0.1723819
42,0.9708892,0.9960555,"('unreliable', 'reliable')",-3.30023,-3.0758836,-1.1646705,-1.0399141,-0.1247564
32,-0.89326423,-0.83479357,"('unkind', 'kind')",0.43142977,0.5123164,-0.2309172,-0.1612386,-0.0696786
88,-0.8887887,-0.8293483,"('low', 'eminent')",-0.5150031,-0.4364733,-0.7018959,-0.6329108,-0.0689851
11,-0.873065,-0.9229184,"('unhelpful', 'helpful')",1.9551258,1.7354691,0.5410304,0.4062754,0.134755
63,-0.8708079,-0.87428606,"('unperceptive', 'insightful')",0.37300995,0.25155953,-0.248899,-0.3113633,0.0624643
43,-0.86617005,-0.7776141,"('irresponsible', 'responsible')",0.42945328,0.42207104,-0.2183584,-0.1777715,-0.0405869
35,0.83824605,0.9249979,"('corrupt', 'incorrupt')",-0.38769555,-0.27777067,0.2252752,0.3236136,-0.0983384
72,-0.83344394,-0.83952117,"('unambitious', 'ambitious')",-0.3125441,-0.29390886,-0.572994,-0.566715,-0.006279
76,0.8302812,0.73349035,"('anxious', 'daring')",-0.20109858,-0.10036342,0.3145913,0.3165635,-0.0019722
80,0.8170104,0.75691867,"('dominated', 'dominating')",-1.0337951,-0.8907964,-0.1083924,-0.0669389,-0.0414535
45,-0.8169783,-0.70666444,"('incompetent', 'competent')",-0.26159474,-0.29661208,-0.5392865,-0.5016383,-0.0376482
74,-0.8066592,-0.60668725,"('undedicated', 'dedicated')",-0.5615362,-0.4214259,-0.6840977,-0.5140566,-0.1700411
6,-0.79589283,-0.54855114,"('distant', 'open')",-0.029662598,0.1490736,-0.4127777,-0.1997388,-0.2130389
2,0.7887884,0.978178,"('unlikable', 'likable')",0.6217394,0.924628,0.7052639,0.951403,-0.2461391
26,-0.7438073,-0.7122934,"('hardhearted', 'benevolent')",1.445987,1.5053611,0.3510898,0.3965338,-0.045444
85,-0.736018,-0.5635809,"('insignificant', 'prestigious')",-0.1383153,0.0795562,-0.4371667,-0.2420123,-0.1951544
5,-0.7357703,-0.51822,"('distant', 'outgoing')",-0.24632102,-0.0837214,-0.4910457,-0.3009707,-0.190075
77,-0.7273835,-0.7273327,"('unmotivated', 'motivated')",-1.2454348,-1.3002152,-0.9864091,-1.0137739,0.0273648
71,-0.7126403,-0.6279763,"('diffident', 'self-confident')",0.4268759,0.5458562,-0.1428822,-0.0410601,-0.1018221
18,-0.7116361,-0.61337966,"('disagreeable', 'welcoming')",-0.6271693,-0.534674,-0.6694027,-0.5740268,-0.0953759
50,0.6930753,0.640785,"('clumsy', 'skillful')",0.048860997,0.1035498,0.3709682,0.3721674,-0.0011992
52,-0.6561192,-0.64107955,"('irrational', 'rational')",0.29696944,0.39328828,-0.1795749,-0.1238956,-0.0556793
20,0.63181174,0.6637531,"('rough', 'thoughtful')",1.0386839,1.0323961,0.8352478,0.8480746,-0.0128268
67,0.61121196,0.5951626,"('doubtful', 'determined')",-0.24455318,-0.15254338,0.1833294,0.2213096,-0.0379802
51,-0.5895682,-0.59960884,"('uneducated', 'educated')",-0.22669584,-0.30108285,-0.408132,-0.4503458,0.0422138
61,-0.5891052,-0.619481,"('illogical', 'logical')",0.38877904,0.32870555,-0.1001631,-0.1453877,0.0452246
48,-0.589051,-0.689227,"('unintelligent', 'intelligent')",0.7931372,0.6299686,0.1020431,-0.0296292,0.1316723
79,-0.5513973,-0.46462974,"('wavering', 'unwavering')",-0.25884002,-0.19303507,-0.4051187,-0.3288324,-0.0762863
4,-0.51604867,-0.39678174,"('disliked', 'liked')",-7.544631,-7.317281,-4.0303397,-3.8570313,-0.1733084
64,0.49323592,0.36265048,"('shy', 'confident')",-6.6491365,-6.6620364,-3.0779502,-3.149693,0.0717428
27,-0.45659164,-0.42880383,"('hardhearted', 'softhearted')",1.0668929,1.1200571,0.3051506,0.3456267,-0.0404761
7,-0.45039108,-0.5699221,"('insensitive', 'sensitive')",0.36490554,0.27696973,-0.0427428,-0.1464762,0.1037334
39,0.4420464,0.34634823,"('exploitative', 'cooperative')",0.36903733,0.33649617,0.4055419,0.3414222,0.0641197
78,-0.4343383,-0.452432,"('nonresilient', 'resilient')",0.06409874,0.022228973,-0.1851198,-0.2151015,0.0299817
54,-0.41710305,-0.4080873,"('incapable', 'capable')",0.87927145,1.0130967,0.2310842,0.3025047,-0.0714205
70,-0.40966064,-0.42298487,"('lethargic', 'energetic')",0.08780422,0.07741596,-0.1609282,-0.1727844,0.0118562
15,0.40272522,0.49875894,"('boring', 'funny')",0.20048583,0.33642215,0.3016055,0.4175906,-0.1159851
60,0.37900716,0.30624127,"('inefficient', 'efficient')",-0.033901736,-0.09653697,0.1725527,0.1048522,0.0677005
21,-0.3782631,-0.42005444,"('immoral', 'moral')",-0.82259893,-0.9079169,-0.600431,-0.6639857,0.0635547
3,-0.37415648,-0.3408154,"('repellent', 'pleasant')",0.39746362,0.2904077,0.0116536,-0.0252039,0.0368575
25,-0.35360596,-0.3216027,"('egoistic', 'altruistic')",1.178935,1.338842,0.4126645,0.5086197,-0.0959552
82,-0.34660012,-0.2633137,"('poor', 'rich')",6.236556,6.2273912,2.944978,2.9820387,-0.0370607
16,-0.3430046,-0.2888669,"('unpopular', 'popular')",0.06423449,0.12950906,-0.1393851,-0.0796789,-0.0597062
56,0.3401401,0.29755485,"('impractical', 'practical')",-0.33620325,-0.42244205,0.0019684,-0.0624436,0.064412
37,0.32538208,0.3096485,"('fake', 'genuine')",0.38811094,0.4156444,0.3567465,0.3626465,-0.0059
83,-0.3158932,-0.28813413,"('powerless', 'powerful')",-0.8870773,-0.8600454,-0.6014853,-0.5740898,-0.0273955
55,-0.3049512,-0.40804952,"('incompetent', 'clever')",0.027810916,-0.07720819,-0.1385701,-0.2426289,0.1040588
40,-0.26889315,-0.21591255,"('stingy', 'generous')",-1.9906989,-2.017408,-1.129796,-1.1166602,-0.0131358
84,0.24193025,0.015064798,"('inferior', 'superior')",0.89363396,0.79282,0.5677821,0.4039424,0.1638397
29,-0.24172951,-0.2699038,"('unfair', 'fair')",-0.362117,-0.40729606,-0.3019232,-0.3385999,0.0366767
75,0.20491576,0.37707376,"('meek', 'impulsive')",-0.6325835,-0.47451404,-0.2138339,-0.0487201,-0.1651138
65,0.18201718,-0.028260276,"('insecure', 'secure')",-0.2138657,-0.3333356,-0.0159243,-0.1807979,0.1648736
49,-0.17074934,-0.2822936,"('unable', 'able')",-0.39073148,-0.32503253,-0.2807404,-0.3036631,0.0229227
13,0.1332202,0.06164378,"('impolite', 'polite')",-0.7995447,-0.92748445,-0.3331622,-0.4329203,0.0997581
87,-0.13194229,-0.15676153,"('unsuccessful', 'successful')",0.5567316,0.6702841,0.2123947,0.2567613,-0.0443666
47,0.12037964,0.13854843,"('stupid', 'smart')",5.8801765,5.896992,3.000278,3.0177703,-0.0174923
33,0.11775166,0.19490996,"('wrong', 'right')",-0.60855633,-0.3892056,-0.2454023,-0.0971478,-0.1482545
17,0.104381174,0.057498686,"('nasty', 'nice')",-0.5612911,-0.4462492,-0.228455,-0.1943752,-0.0340798
22,-0.101466835,-0.0916195,"('untrustworthy', 'trustworthy')",-0.9910498,-1.1521494,-0.5462583,-0.6218845,0.0756262
66,0.08865665,0.17010343,"('inactive', 'active')",0.23723918,0.36658955,0.1629479,0.2683465,-0.1053986
59,-0.08790101,-0.108936474,"('foolish', 'wise')",0.3959303,0.5174452,0.1540146,0.2042544,-0.0502398
34,0.07512686,0.0851891,"('mean', 'honorable')",5.6413293,5.5227876,2.858228,2.8039882,0.0542398
14,0.07367771,-0.040076435,"('antisocial', 'social')",-0.17230569,-0.18806222,-0.049314,-0.1140693,0.0647553
62,-0.044291764,-0.10961291,"('incompetent', 'brilliant')",0.46366256,0.44311026,0.2096854,0.1667487,0.0429367
81,0.03278151,-0.15444726,"('submissive', 'aggressive')",-0.71557057,-0.813589,-0.3413945,-0.4840181,0.1426236
68,-0.03274679,-0.10801173,"('dependent', 'independent')",-1.0629884,-1.1404861,-0.5478676,-0.6242489,0.0763813
30,-0.024645386,-0.04383461,"('intolerant', 'tolerant')",0.9429207,0.9828536,0.4591376,0.4695095,-0.0103719
