,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
82,-1.5491036,-1.6783124,"('poor', 'rich')",0.30317187,0.2886883,-0.93668526,-1.1987174,0.652508,0.5726236,6.0387936,5.9684286,0.9017369,0.7905421,0.1111948
73,1.4176867,1.4407556,"('helpless', 'self-reliant')",0.40008542,0.3725172,1.8230025,1.9263997,0.1320349,0.14238358,-3.3692138,-3.4009607,0.0807191,0.0962191,-0.0155
74,1.416658,1.2118249,"('undedicated', 'dedicated')",1.0044342,1.0294325,-0.14706789,-0.21257985,0.4438468,0.65459293,0.6663807,0.67287105,0.6768504,0.6712283,0.0056221
18,-1.4057299,-1.4665728,"('disagreeable', 'welcoming')",0.31311855,0.16632636,0.030791782,-0.1591537,-2.0443327,-2.102035,-0.60231316,-0.60061866,-0.7416931,-0.8324108,0.0907177
47,-1.3342097,-1.3626375,"('stupid', 'smart')",0.1408191,0.32198417,-1.4812604,-1.4213314,0.38961694,0.5063583,4.1676364,4.3868265,0.3765204,0.4862401,-0.1097197
7,1.3109444,1.2946362,"('insensitive', 'sensitive')",0.34349468,0.4646103,-1.5017953,-1.4782566,-0.3278963,-0.26479593,0.534939,0.773291,0.0719373,0.157897,-0.0859597
37,1.2383491,1.0089942,"('fake', 'genuine')",0.6285382,0.7095331,-0.044162076,0.028649878,-0.11406818,-0.06892565,0.94382095,0.9852367,0.5304956,0.5326977,-0.0022021
52,-1.2140741,-0.9909626,"('irrational', 'rational')",-0.69972116,-0.76918226,0.14269733,0.2817497,-1.5307957,-1.3112537,-0.27737367,-0.25982946,-0.7158535,-0.6098957,-0.1059578
56,1.1971598,1.083573,"('impractical', 'practical')",0.6276474,0.5719831,-0.9181229,-1.2431237,0.8999016,0.7838676,0.19984388,0.16921653,0.4012859,0.2731033,0.1281826
77,-1.1921296,-1.6050856,"('unmotivated', 'motivated')",0.4681292,0.2887522,-1.3670554,-1.7195375,-0.053008564,-0.40482926,-0.64490926,-0.88155305,-0.5577948,-0.8644506,0.3066558
16,-1.171522,-1.2575338,"('unpopular', 'popular')",0.2223004,-0.039395094,0.2414313,0.0532921,-0.3978236,-0.49045864,0.5493653,0.39905417,-0.1112497,-0.2670082,0.1557585
88,-1.1553274,-1.1789275,"('low', 'eminent')",-0.6829106,-0.6048657,-1.0734657,-1.1479808,-0.43508926,-0.55320096,0.88071305,0.7324328,-0.493216,-0.5505085,0.0572925
51,-1.141424,-1.6144351,"('uneducated', 'educated')",0.7922561,0.63558996,-1.1957545,-1.7172595,0.106320485,-0.21439281,0.5889712,0.3460847,-0.1699261,-0.5128825,0.3429564
44,-1.1371095,-1.057095,"('prejudiced', 'unprejudiced')",-1.5597823,-1.4564134,1.2323745,1.4081324,-0.86915654,-0.9513575,-1.5235908,-1.5000012,-0.7714529,-0.7113469,-0.060106
53,-0.93319356,-0.77854466,"('uncreative', 'creative')",0.07626745,0.16754696,-1.5782074,-1.5746686,0.40124288,0.41079396,1.5427336,1.6695994,-0.0982314,-0.0210546,-0.0771768
32,-0.9232216,-0.97520465,"('unkind', 'kind')",0.07440254,0.054103516,-2.0387893,-2.1454244,0.6370942,0.42884028,1.7183751,1.4753819,-0.1064278,-0.2324607,0.1260329
55,0.9158959,0.84272903,"('incompetent', 'clever')",1.2646638,1.4975224,-2.8254473,-3.017388,-0.16431588,-0.42468038,-0.24609853,-0.2540604,-0.2110604,-0.2711755,0.0601151
9,0.91356355,1.0259993,"('unaffectionate', 'caring')",-0.683041,-0.6603677,-0.42688996,-0.42277557,-0.52194405,-0.4029265,1.2867649,1.3702517,0.1136907,0.1820362,-0.0683455
60,-0.9092808,-1.1522808,"('inefficient', 'efficient')",1.3237582,1.2030523,-3.062333,-3.3879545,0.9045003,0.48712927,0.6357511,0.30621025,-0.2215209,-0.5087687,0.2872478
54,-0.9091636,-1.1292552,"('incapable', 'capable')",-0.42698914,-0.549696,0.00046538562,-0.1080033,-0.7966059,-0.8820573,0.86298394,0.8477375,-0.2538619,-0.3642549,0.110393
71,0.8955677,0.91996646,"('diffident', 'self-confident')",-0.15199006,-0.05545118,0.20466302,0.27054298,-0.19943114,-0.0862601,0.5780255,0.7618102,0.265367,0.3621217,-0.0967547
12,0.85854745,0.63015395,"('unsupportive', 'supportive')",1.0234144,0.8760382,-0.8602117,-1.1298823,-0.48861155,-0.6096606,-1.1047983,-1.150462,-0.1143319,-0.2767626,0.1624307
36,-0.82811105,-0.4807585,"('hostile', 'amicable')",-1.2148857,-1.148637,1.0001943,1.2902505,-0.6544441,-0.31232092,0.001356598,0.20353538,-0.339178,-0.0895861,-0.2495919
49,-0.82227147,-0.9338222,"('unable', 'able')",0.11859535,0.16639137,-1.1238084,-1.2522063,-1.1411971,-1.0783577,-0.78292185,-0.7172689,-0.7503207,-0.7630527,0.012732
