,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,1.8861715,2.2085888,"('exploitative', 'cooperative')",2.520117,2.2432423,0.15912226,0.17322715,1.5218037,1.5416861,-0.0198824
69,1.6307372,1.8487254,"('lazy', 'industrious')",0.04373169,0.010472991,-0.45727944,-0.3781512,0.4057298,0.4936824,-0.0879526
82,-1.3748201,-1.1852156,"('poor', 'rich')",-0.42591804,-0.19347224,6.081111,5.9861526,1.4267909,1.5358216,-0.1090307
2,1.283677,1.32406,"('unlikable', 'likable')",1.6179547,1.7742991,0.56657434,0.79808056,1.1560687,1.2988132,-0.1427445
86,-1.1778898,-1.4692817,"('uninfluential', 'influential')",0.041236416,-0.38194704,-0.25566265,-0.5370122,-0.4641054,-0.7960803,0.3319749
33,1.0985303,1.2346301,"('wrong', 'right')",-0.63997126,-0.66341764,-0.49559873,-0.37948474,-0.0123466,0.0639092,-0.0762558
87,1.0886577,1.0342834,"('unsuccessful', 'successful')",1.6673753,1.5302268,0.60520667,0.5442023,1.1204132,1.0362376,0.0841756
73,1.087667,1.1382186,"('helpless', 'self-reliant')",-0.38229623,-0.2178368,-3.417279,-3.339865,-0.9039694,-0.8064944,-0.097475
59,1.0589883,1.0184941,"('foolish', 'wise')",-1.1863599,-1.0194006,0.36906663,0.5900293,0.080565,0.1963743,-0.1158093
71,0.9670524,1.1203003,"('diffident', 'self-confident')",0.2579124,0.29931706,0.59161973,0.6118785,0.6055282,0.6771653,-0.0716371
57,-0.9263742,-1.0943457,"('unimaginative', 'imaginative')",0.09664814,-0.16443606,-2.4373298,-2.3439388,-1.0890186,-1.2009069,0.1118883
56,0.92243505,0.965945,"('impractical', 'practical')",1.5456957,1.4746579,0.1457179,0.16844195,0.8712828,0.8696816,0.0016012
46,-0.9204007,-1.3329593,"('uncompetitive', 'competitive')",1.6637499,1.5602813,-0.788427,-0.81467044,-0.0150259,-0.1957828,0.1807569
62,0.8696156,0.5936108,"('incompetent', 'brilliant')",1.5191417,1.1817834,0.4225294,0.21349043,0.9370956,0.6629616,0.274134
10,-0.85667914,-0.9821543,"('unsympathetic', 'sympathetic')",0.57894766,0.46650863,0.06225519,-0.15812618,-0.0718254,-0.2245906,0.1527652
58,0.8535197,0.5563629,"('undiscriminating', 'discriminating')",1.0532032,0.80959487,0.27889016,0.1728084,0.7285377,0.512922,0.2156157
68,-0.8379646,-0.80918163,"('dependent', 'independent')",-0.54320014,-0.33363855,-0.86796796,-0.86924636,-0.7497109,-0.6706888,-0.0790221
15,0.80742425,1.1936195,"('boring', 'funny')",-0.95044535,-0.5218067,0.39180478,0.7352511,0.0829279,0.4690213,-0.3860934
35,0.80187434,1.0619124,"('corrupt', 'incorrupt')",-1.9664975,-1.6034437,-0.116654694,0.18929057,-0.4270926,-0.1174136,-0.309679
42,0.79150575,0.7328852,"('unreliable', 'reliable')",1.3546109,1.5043578,-2.8541913,-2.9209547,-0.2360249,-0.2279039,-0.008121
53,-0.7823924,-0.6180301,"('uncreative', 'creative')",-0.14038014,-0.20698822,1.1138155,1.0700802,0.063681,0.0816873,-0.0180063
12,0.76106745,0.7499629,"('unsupportive', 'supportive')",0.99192464,0.8827387,-1.6356326,-1.6293229,0.0391198,0.0011262,0.0379936
0,-0.7338255,-0.6335677,"('unsociable', 'sociable')",0.8404452,0.7116588,-0.4497756,-0.4767829,-0.1143853,-0.1328973,0.018512
52,0.7036818,1.0073218,"('irrational', 'rational')",-1.1937768,-0.89330703,-0.42393416,0.03552625,-0.3046764,0.049847,-0.3545234
6,-0.6740395,-0.59629357,"('distant', 'open')",-2.4940984,-2.5083039,0.26057175,0.5057483,-0.9691888,-0.8662831,-0.1029057
48,-0.6569537,-0.9566281,"('unintelligent', 'intelligent')",-0.018006127,-0.35593218,0.39054143,0.31099227,-0.0948061,-0.333856,0.2390499
5,-0.6448205,-0.43876153,"('distant', 'outgoing')",-2.341666,-2.317503,-0.27624923,-0.075030014,-1.0875785,-0.9437648,-0.1438137
49,-0.6319235,-0.6172193,"('unable', 'able')",-0.92195666,-0.698529,-0.37696776,-0.3017537,-0.643616,-0.5391673,-0.1044487
61,0.6153752,0.6164598,"('illogical', 'logical')",0.12629585,-0.048830118,0.18191817,0.15437844,0.3078631,0.2406694,0.0671937
72,-0.5836175,-0.77356917,"('unambitious', 'ambitious')",0.7528402,0.3369813,-0.700934,-1.0319635,-0.1772371,-0.4895171,0.31228
63,0.57451624,0.2431665,"('unperceptive', 'insightful')",1.4631321,1.1922686,1.1476074,0.8424172,1.061752,0.7592841,0.3024679
78,-0.5727317,-0.7944616,"('nonresilient', 'resilient')",0.71544707,0.46217513,-0.013503946,-0.12537976,0.0430705,-0.1525554,0.1956259
30,0.55363196,0.69338137,"('intolerant', 'tolerant')",0.87834775,1.1499071,1.3207903,1.4988741,0.91759,1.1140542,-0.1964642
3,-0.55081975,-0.65055215,"('repellent', 'pleasant')",0.846663,0.6194221,0.22354335,0.060206264,0.1731289,0.0096921,0.1634368
44,-0.5495128,-0.54317826,"('prejudiced', 'unprejudiced')",-0.41092294,-0.10805335,-1.4304755,-1.226752,-0.7969704,-0.6259945,-0.1709759
84,0.5315137,0.6576157,"('inferior', 'superior')",-0.0010085441,0.15048896,0.65542316,0.75794345,0.3953094,0.522016,-0.1267066
8,-0.51159394,-0.35771605,"('unaffectionate', 'affectionate')",-0.8554488,-0.82440984,0.73912114,0.79800737,-0.2093072,-0.1280395,-0.0812677
64,0.49641252,0.36011988,"('shy', 'confident')",1.258231,1.3539445,-6.85868,-6.6472507,-1.7013454,-1.6443955,-0.0569499
77,-0.493015,-0.72151417,"('unmotivated', 'motivated')",0.7864363,0.48198575,-1.2617725,-1.3278068,-0.3227837,-0.5224451,0.1996614
1,-0.4831095,-0.41628668,"('unfriendly', 'friendly')",-0.6083142,-0.71095467,1.7096834,1.8569632,0.2060866,0.2432406,-0.037154
23,-0.47080815,-0.4838335,"('insincere', 'sincere')",0.4739215,0.38454866,6.2158947,5.90112,2.0730027,1.9339452,0.1390575
85,0.4592151,0.79263896,"('insignificant', 'prestigious')",-1.3181609,-0.5876427,0.2583604,0.8595394,-0.2001951,0.3548452,-0.5550403
65,-0.44950187,-0.6009826,"('insecure', 'secure')",1.3671371,1.0005744,-0.48381108,-0.82585716,0.144608,-0.1420885,0.2866965
26,0.4329592,0.48660296,"('hardhearted', 'benevolent')",1.091871,1.2980242,1.5977422,1.8869497,1.0408575,1.223859,-0.1830015
4,0.3955662,0.6111616,"('disliked', 'liked')",-0.17908117,0.050874826,-6.740275,-6.1511307,-2.1745966,-1.8296981,-0.3448985
55,-0.37565556,-0.70103985,"('incompetent', 'clever')",1.5087188,1.1677312,-0.043478467,-0.20010597,0.3631949,0.0888618,0.2743331
18,-0.37454015,-0.25701082,"('disagreeable', 'welcoming')",-0.82312655,-0.5759572,-0.5266638,-0.24922398,-0.5747768,-0.3607306,-0.2140462
28,-0.35685542,-0.31074515,"('disloyal', 'loyal')",0.49970764,0.34241962,0.9826363,0.9529614,0.3751628,0.3282119,0.0469509
11,0.35203302,0.23704588,"('unhelpful', 'helpful')",0.27310184,0.35932294,2.1350002,2.153646,0.9200451,0.9166716,0.0033735
17,0.34043393,0.70877856,"('nasty', 'nice')",-0.64963937,-0.32210165,-0.45795143,-0.156412,-0.2557189,0.076755,-0.3324739
79,-0.32562023,-0.09851131,"('wavering', 'unwavering')",-2.0494883,-1.6955335,0.0009135455,0.061505012,-0.7913983,-0.5775133,-0.213885
51,-0.3204416,-0.08348832,"('uneducated', 'educated')",0.8504976,1.0183196,0.59719175,0.5607786,0.3757493,0.4985366,-0.1227873
81,0.31897694,0.23423488,"('submissive', 'aggressive')",2.3327966,2.1559289,-0.700888,-0.82635903,0.6502952,0.5212682,0.129027
83,0.30514395,0.37339854,"('powerless', 'powerful')",0.04640284,0.2873195,-0.8986458,-0.782038,-0.1823663,-0.04044,-0.1419263
88,0.29750332,1.0538293,"('low', 'eminent')",-1.1447802,0.07088706,0.14456572,0.7158487,-0.234237,0.6135217,-0.8477587
21,-0.2957539,-0.26583427,"('immoral', 'moral')",0.7882499,0.89408153,-1.0906994,-0.9774734,-0.1994011,-0.1164087,-0.0829924
27,-0.29182565,-0.36272252,"('hardhearted', 'softhearted')",-0.7452421,-0.95692825,1.3565477,1.1884313,0.1064933,-0.0437398,0.1502331
7,0.27410546,0.40397835,"('insensitive', 'sensitive')",0.634378,0.46044055,1.0526901,0.76046723,0.6537246,0.5416287,0.1120959
75,-0.26386294,-0.47531483,"('meek', 'impulsive')",-1.6362091,-1.5437552,-0.4403083,-0.3072222,-0.7801268,-0.7754307,-0.0046961
74,0.24502178,0.10652411,"('undedicated', 'dedicated')",1.4485824,1.2096161,0.24367525,0.21366823,0.6457598,0.5099361,0.1358237
66,0.24354465,0.27056006,"('inactive', 'active')",0.66566384,0.6327815,1.1274396,1.1554081,0.6788827,0.6862499,-0.0073672
67,0.24150778,0.21571779,"('doubtful', 'determined')",0.7530104,0.85618764,-0.4412786,-0.32470638,0.1844132,0.2490663,-0.0646531
70,-0.20305681,-0.5321865,"('lethargic', 'energetic')",1.183421,1.1000804,1.0338663,0.8241879,0.6714102,0.4640272,0.207383
9,0.19022119,0.3343337,"('unaffectionate', 'caring')",-0.35086086,-0.36290377,1.2968976,1.4062787,0.3787527,0.4592362,-0.0804835
29,0.18596055,0.2282898,"('unfair', 'fair')",-0.22020574,-0.2616327,-0.73533547,-0.62449896,-0.2565269,-0.2192806,-0.0372463
40,0.18275538,-0.032758035,"('stingy', 'generous')",0.19767627,-0.1630129,-1.6543629,-1.880521,-0.4246438,-0.6920973,0.2674535
14,0.18233214,0.10055597,"('antisocial', 'social')",2.469563,2.2619271,-0.34379342,-0.40946445,0.7693672,0.6510062,0.118361
13,-0.17417374,-0.07101098,"('impolite', 'polite')",0.704143,0.4528798,-0.16112804,-0.3448015,0.1229471,0.0123558,0.1105913
37,-0.1718727,-0.31288838,"('fake', 'genuine')",0.11666842,0.011153512,0.566269,0.40485063,0.1703549,0.0343719,0.135983
41,0.16838127,0.17334153,"('unforgiving', 'forgiving')",0.6915121,0.74693036,0.26109204,0.4739479,0.3736618,0.4647399,-0.0910781
19,-0.16737713,0.35601717,"('inhospitable', 'hospitable')",-1.8425368,-1.3279775,-0.075653926,0.19087076,-0.6951893,-0.2603632,-0.4348261
80,0.15865126,-0.38547108,"('dominated', 'dominating')",1.9068434,1.4029466,-1.1616459,-1.4160106,0.301283,-0.132845,0.434128
31,-0.1557352,-0.07955751,"('evil', 'good')",-1.5302798,-1.4690311,-1.1206765,-0.877486,-0.9355638,-0.8086915,-0.1268723
34,0.12646495,0.3578131,"('mean', 'honorable')",-0.209854,-0.04560729,6.1166143,5.974439,2.011075,2.0955483,-0.0844733
45,-0.12280196,-0.5311964,"('incompetent', 'competent')",1.0342662,0.48588383,-0.23691308,-0.32553026,0.2248504,-0.1236143,0.3484647
24,0.11941457,0.0790689,"('dishonest', 'honest')",0.033314154,-0.08590982,0.78931886,0.7889318,0.3140159,0.2606969,0.053319
47,0.09619617,-0.007639615,"('stupid', 'smart')",0.67472535,0.49881423,5.741462,5.415167,2.1707946,1.9687805,0.2020141
32,0.088987276,0.36992744,"('unkind', 'kind')",0.93813056,1.0866456,0.8541327,0.9187092,0.6270835,0.7917608,-0.1646773
43,0.07398679,-0.11146259,"('irresponsible', 'responsible')",1.0008451,0.73496467,0.8761332,0.8359154,0.6503217,0.4864725,0.1638492
22,0.073574506,-0.2001386,"('untrustworthy', 'trustworthy')",0.90001804,0.60928035,-1.0106207,-1.0499021,-0.0123427,-0.2135868,0.2012441
