,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,4.5639806,4.3222437,"('inefficient', 'efficient')",1.0004485,1.1297077,2.7822146,2.7259758,0.0562388
85,-3.896031,-3.781762,"('insignificant', 'prestigious')",-1.2570989,-1.456102,-2.5765648,-2.618932,0.0423672
31,-3.6916888,-3.4725442,"('evil', 'good')",-1.9355906,-1.8195233,-2.8136396,-2.6460338,-0.1676058
36,-3.6863902,-3.7132976,"('hostile', 'amicable')",-0.985288,-1.05318,-2.335839,-2.3832388,0.0473998
55,3.6299381,3.764317,"('incompetent', 'clever')",0.6927624,0.8456875,2.1613503,2.3050022,-0.1436519
14,3.5650742,3.694859,"('antisocial', 'social')",-0.17298979,-0.08934944,1.6960422,1.8027548,-0.1067126
35,-3.5120902,-3.472343,"('corrupt', 'incorrupt')",-1.106575,-1.0972685,-2.3093326,-2.2848058,-0.0245268
56,3.3901236,3.2583563,"('impractical', 'practical')",0.29208246,0.28309256,1.8411031,1.7707244,0.0703787
62,3.261691,3.5019033,"('incompetent', 'brilliant')",1.0841279,1.1876632,2.1729095,2.3447833,-0.1718738
81,3.0773032,3.0338182,"('submissive', 'aggressive')",0.029695358,0.089540556,1.5534992,1.5616794,-0.0081802
21,3.0733745,2.8182333,"('immoral', 'moral')",0.16575064,0.1510236,1.6195626,1.4846284,0.1349342
52,-3.0642958,-2.879508,"('irrational', 'rational')",-0.6952448,-0.57456356,-1.8797703,-1.7270358,-0.1527345
59,-3.0629845,-2.9432526,"('foolish', 'wise')",-0.15957119,-0.08474067,-1.6112778,-1.5139966,-0.0972812
10,2.81332,2.9881227,"('unsympathetic', 'sympathetic')",0.24595739,0.5165182,1.5296386,1.7523204,-0.2226818
6,-2.7138953,-2.8086274,"('distant', 'open')",-1.0207752,-0.840058,-1.8673353,-1.8243427,-0.0429926
4,-2.6472867,-2.3989346,"('disliked', 'liked')",-7.5858603,-8.129757,-5.1165733,-5.2643456,0.1477723
76,2.620083,2.5285242,"('anxious', 'daring')",0.3601991,0.5253456,1.4901412,1.5269349,-0.0367937
65,2.5852938,2.4857874,"('insecure', 'secure')",0.033687975,0.42692137,1.3094909,1.4563544,-0.1468635
46,2.5166616,2.4657776,"('uncompetitive', 'competitive')",-0.061247185,-0.21155378,1.2277073,1.1271119,0.1005954
70,2.4878404,2.487676,"('lethargic', 'energetic')",0.89498353,0.94120795,1.691412,1.7144419,-0.0230299
5,-2.4818969,-2.6460512,"('distant', 'outgoing')",-0.82401925,-0.80506545,-1.652958,-1.7255583,0.0726003
0,2.456269,2.6562002,"('unsociable', 'sociable')",-0.0015746523,0.22957805,1.2273471,1.4428891,-0.215542
13,2.4544258,2.4561071,"('impolite', 'polite')",-0.4997197,-0.2851514,0.977353,1.0854778,-0.1081248
79,-2.379468,-2.5633528,"('wavering', 'unwavering')",-0.67345744,-0.70865315,-1.5264627,-1.636003,0.1095403
80,2.1138365,2.1948977,"('dominated', 'dominating')",-0.45637655,-0.39496067,0.82873,0.8999685,-0.0712385
30,2.077472,2.0257301,"('intolerant', 'tolerant')",1.0696168,1.0494233,1.5735444,1.5375767,0.0359677
19,-2.0434186,-2.147131,"('inhospitable', 'hospitable')",-0.4738163,-0.69472617,-1.2586175,-1.4209286,0.1623111
23,2.0352468,1.9414251,"('insincere', 'sincere')",6.550027,6.9044747,4.2926369,4.4229498,-0.1303129
69,-2.0345132,-2.1629453,"('lazy', 'industrious')",-1.0945967,-1.3835541,-1.5645549,-1.7732496,0.2086947
43,2.0148795,1.8734652,"('irresponsible', 'responsible')",0.9588781,0.9206701,1.4868788,1.3970677,0.0898111
7,1.984472,2.0344095,"('insensitive', 'sensitive')",0.51874876,0.7282151,1.2516104,1.3813124,-0.129702
16,-1.9661303,-1.9834925,"('unpopular', 'popular')",-0.048669152,-0.011737993,-1.0073997,-0.9976152,-0.0097845
75,-1.9054682,-1.9236126,"('meek', 'impulsive')",-1.0032316,-1.2946857,-1.45435,-1.6091492,0.1547992
48,1.900442,1.9706379,"('unintelligent', 'intelligent')",0.85555935,1.1191503,1.3780007,1.5448941,-0.1668934
3,1.6675957,1.834688,"('repellent', 'pleasant')",0.80891204,0.98144954,1.2382538,1.4080688,-0.169815
66,-1.65225,-1.5239302,"('inactive', 'active')",-0.2184343,-0.16097537,-0.9353422,-0.8424528,-0.0928894
44,-1.5220802,-1.8069088,"('prejudiced', 'unprejudiced')",-1.2985958,-1.5724229,-1.4103379,-1.6896658,0.2793279
17,-1.4869739,-1.3355371,"('nasty', 'nice')",-0.70268214,-0.5861797,-1.094828,-0.9608583,-0.1339697
33,-1.4089372,-1.2732766,"('wrong', 'right')",-0.95313996,-0.9647019,-1.1810386,-1.1189892,-0.0620494
86,1.350028,1.5681931,"('uninfluential', 'influential')",-0.16073543,-0.054010615,0.5946463,0.7570912,-0.1624449
11,1.2943971,1.1088096,"('unhelpful', 'helpful')",2.6777637,2.5991879,1.9860804,1.8539987,0.1320817
34,1.2340944,1.0437521,"('mean', 'honorable')",6.011364,6.122104,3.6227293,3.5829282,0.0398011
82,1.2093934,0.9968017,"('poor', 'rich')",7.0605907,7.1103997,4.1349921,4.0536008,0.0813913
87,1.1905154,1.0608345,"('unsuccessful', 'successful')",0.6772303,0.68436265,0.9338728,0.8725986,0.0612742
64,-1.1779399,-1.0652364,"('shy', 'confident')",-6.483182,-6.6757,-3.8305609,-3.8704684,0.0399075
39,1.0745368,1.1243148,"('exploitative', 'cooperative')",0.06514962,0.07182859,0.5698432,0.5980717,-0.0282285
49,1.0556802,0.87573975,"('unable', 'able')",0.31505284,0.2874282,0.6853665,0.581584,0.1037825
24,1.0368406,1.4534926,"('dishonest', 'honest')",0.8231288,1.0392425,0.9299847,1.2463676,-0.3163829
68,1.009344,1.1359712,"('dependent', 'independent')",-0.5643299,-0.30067053,0.222507,0.4176503,-0.1951433
12,0.9998165,1.2249984,"('unsupportive', 'supportive')",-1.9111726,-1.8723986,-0.4556781,-0.3237001,-0.131978
28,0.95068437,1.0843089,"('disloyal', 'loyal')",1.5671328,1.6031181,1.2589086,1.3437135,-0.0848049
74,0.9397607,1.0430944,"('undedicated', 'dedicated')",-0.3623177,-0.43571642,0.2887215,0.303689,-0.0149675
32,0.9226994,0.83145803,"('unkind', 'kind')",0.9197471,0.8367903,0.9212233,0.8341242,0.0870991
50,-0.917521,-1.1673887,"('clumsy', 'skillful')",0.25522888,0.2793105,-0.3311461,-0.4440391,0.112893
8,-0.89352655,-1.0220486,"('unaffectionate', 'affectionate')",0.4091633,0.3717717,-0.2421816,-0.3251384,0.0829568
72,0.8483273,1.2426869,"('unambitious', 'ambitious')",-0.59513927,-0.17533576,0.126594,0.5336756,-0.4070816
25,-0.8408379,-0.6153799,"('egoistic', 'altruistic')",0.613457,0.5036321,-0.1136904,-0.0558739,-0.0578165
1,-0.8323897,-0.7688923,"('unfriendly', 'friendly')",0.59650683,0.5937391,-0.1179414,-0.0875766,-0.0303648
77,0.82831293,0.86209697,"('unmotivated', 'motivated')",-0.6205623,-0.5310256,0.1038753,0.1655357,-0.0616604
61,0.8044258,0.8803721,"('illogical', 'logical')",0.24636666,0.44433594,0.5253962,0.662354,-0.1369578
88,-0.7345916,-0.5716586,"('low', 'eminent')",-0.34630322,-0.31544667,-0.5404474,-0.4435526,-0.0968948
42,0.722291,0.65073603,"('unreliable', 'reliable')",-3.1511185,-3.0932603,-1.2144138,-1.2212621,0.0068483
45,0.7196997,0.82803273,"('incompetent', 'competent')",0.2379314,0.20818284,0.4788156,0.5181078,-0.0392922
51,0.6906057,0.89931065,"('uneducated', 'educated')",0.51340675,0.5212504,0.6020062,0.7102805,-0.1082743
41,0.65993303,0.86199313,"('unforgiving', 'forgiving')",-0.16464052,-0.1742397,0.2476463,0.3438767,-0.0962304
38,-0.6260815,-0.6424365,"('untruthful', 'truthful')",0.052972432,-0.05721181,-0.2865545,-0.3498242,0.0632697
47,0.6212082,0.67976797,"('stupid', 'smart')",5.738509,6.0039535,3.1798587,3.3418608,-0.1620021
53,-0.5631465,-0.4315412,"('uncreative', 'creative')",0.11736652,0.16617222,-0.22289,-0.1326845,-0.0902055
63,0.52733606,0.6137469,"('unperceptive', 'insightful')",0.94984114,0.99008995,0.7385886,0.8019184,-0.0633298
78,0.52515686,0.3784163,"('nonresilient', 'resilient')",0.35705778,0.6421409,0.4411073,0.5102786,-0.0691713
54,-0.51828206,-0.5598486,"('incapable', 'capable')",0.7981534,0.9004471,0.1399357,0.1702992,-0.0303635
2,0.4726045,0.5445325,"('unlikable', 'likable')",0.17364079,-0.09942284,0.3231227,0.2225548,0.1005679
15,-0.4716694,-0.5439409,"('boring', 'funny')",-0.6402357,-0.48143232,-0.5559525,-0.5126866,-0.0432659
37,0.44536272,0.3142345,"('fake', 'genuine')",0.5661639,0.5044289,0.5057633,0.4093317,0.0964316
29,-0.42990857,-0.38949448,"('unfair', 'fair')",-0.64762163,-0.3870202,-0.5387651,-0.3882573,-0.1505078
20,-0.42988232,-0.22323251,"('rough', 'thoughtful')",0.6714828,0.843171,0.1208002,0.3099692,-0.189169
18,-0.4234429,-0.21820995,"('disagreeable', 'welcoming')",-0.66548467,-0.5936811,-0.5444638,-0.4059455,-0.1385183
27,-0.40938088,-0.16232787,"('hardhearted', 'softhearted')",0.7095411,0.9710913,0.1500801,0.4043817,-0.2543016
40,-0.3959561,0.21493292,"('stingy', 'generous')",-2.6778088,-2.494593,-1.5368824,-1.13983,-0.3970524
73,-0.29786572,-0.19931631,"('helpless', 'self-reliant')",-3.2188063,-3.4617987,-1.7583359,-1.8305575,0.0722216
67,0.2787584,0.18547699,"('doubtful', 'determined')",-0.38690072,-0.52468127,-0.0540712,-0.1696021,0.1155309
9,0.26325443,0.17310797,"('unaffectionate', 'caring')",1.1567854,1.2836503,0.7100199,0.7283791,-0.0183592
22,0.24911335,0.57849824,"('untrustworthy', 'trustworthy')",-0.7319266,-0.65213376,-0.2414066,-0.0368178,-0.2045888
83,0.21133193,0.03848232,"('powerless', 'powerful')",-0.72934556,-0.72363126,-0.2590068,-0.3425745,0.0835677
58,-0.21024823,-0.15502982,"('undiscriminating', 'discriminating')",0.2556892,0.13044365,0.0227205,-0.0122931,0.0350136
26,-0.114637055,-0.06547195,"('hardhearted', 'benevolent')",1.0108851,0.77514714,0.448124,0.3548376,0.0932864
71,-0.03636571,-0.074273035,"('diffident', 'self-confident')",0.34575906,0.27831176,0.1546967,0.1020194,0.0526773
57,-0.0062279776,0.21995875,"('unimaginative', 'imaginative')",-3.2532778,-3.4011962,-1.6297529,-1.5906187,-0.0391342
84,0.0028673848,0.19825774,"('inferior', 'superior')",0.90662587,0.9763189,0.4547466,0.5872883,-0.1325417
