,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
85,-3.1181712,-1.0047301,"('insignificant', 'prestigious')",0.32265994,0.4993515,-0.43203062,-0.81226695,-1.0758473,-0.4392152,-0.6366321
36,-3.0593612,-0.9969214,"('hostile', 'amicable')",-0.7116988,-0.39259514,-0.8667548,-1.2170012,-1.5459382,-0.8688393,-0.6770989
69,-2.935357,-1.417634,"('lazy', 'industrious')",0.88974285,1.0478942,-1.3666776,-1.5066175,-1.1374307,-0.6254524,-0.5119783
35,-2.8444722,-0.9826464,"('corrupt', 'incorrupt')",-0.82798207,-0.37421402,-1.0778226,-1.1949502,-1.5834257,-0.8506036,-0.7328221
31,-2.7806315,-0.9571277,"('evil', 'good')",-0.81618375,-0.68843377,-1.4210399,-1.8795879,-1.6726184,-1.1750498,-0.4975686
60,2.698115,0.5578716,"('inefficient', 'efficient')",1.6646811,1.4116051,0.38375548,0.65441257,1.582184,0.8746297,0.7075543
55,2.6538134,0.8152141,"('incompetent', 'clever')",-0.20191626,-0.39582407,0.5546387,0.725003,1.0021786,0.3814643,0.6207143
62,2.6484358,1.4255683,"('incompetent', 'brilliant')",0.35230032,0.26420385,0.42440134,0.68933344,1.1417125,0.7930352,0.3486773
80,2.5295074,1.3232933,"('dominated', 'dominating')",0.25203636,0.14654055,0.20958346,0.53110504,0.9970424,0.6669796,0.3300628
46,2.5074487,0.9007917,"('uncompetitive', 'competitive')",0.5294376,0.15031333,-0.30057868,-0.009121543,0.9121025,0.3473278,0.5647747
10,2.4618795,0.8882985,"('unsympathetic', 'sympathetic')",-0.48364416,-0.80130017,-0.15824024,-0.09531292,0.6066651,-0.0027715,0.6094366
6,-2.4513416,-0.9490048,"('distant', 'open')",-0.3382789,-0.23271683,-1.1880063,-1.5340105,-1.3258756,-0.905244,-0.4206316
24,2.447719,1.6506305,"('dishonest', 'honest')",0.5384368,0.40279776,0.74194276,0.7678646,1.2426996,0.940431,0.3022686
39,2.3828845,1.7014197,"('exploitative', 'cooperative')",0.18968515,0.042143695,0.12748842,0.17592725,0.9000193,0.6398302,0.2601891
14,2.3355203,1.1764067,"('antisocial', 'social')",0.8539511,0.84134525,0.081884,0.5389239,1.0904517,0.8522253,0.2382264
7,2.3226743,1.2251537,"('insensitive', 'sensitive')",0.80201584,0.80396056,0.8697851,0.8326012,1.3314917,0.9539051,0.3775866
76,2.2998745,0.66576,"('anxious', 'daring')",-0.20415717,-0.35943297,0.23887533,0.5374506,0.7781976,0.2812592,0.4969384
43,2.2881122,1.1167789,"('irresponsible', 'responsible')",1.0510942,0.811414,0.44144273,0.6556786,1.2602163,0.8612905,0.3989258
81,2.245035,0.6320741,"('submissive', 'aggressive')",1.4052804,1.0507104,-0.19445251,0.052660905,1.1519543,0.5784818,0.5734725
21,2.21214,0.26784086,"('immoral', 'moral')",1.4444368,1.1764522,-0.22639062,-0.18231653,1.1433954,0.4206588,0.7227366
75,-2.207866,-0.5945397,"('meek', 'impulsive')",-0.16900174,0.35192308,-0.7111854,-0.36970165,-1.0293511,-0.2041061,-0.825245
70,2.0998394,1.0115513,"('lethargic', 'energetic')",0.47260898,0.28926423,0.5296908,0.78346306,1.0340464,0.6947595,0.3392869
