,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
60,2.4152925,2.3327386,"('inefficient', 'efficient')",-0.32700822,-0.2886317,0.7120083,0.84609276,0.9334308,0.9633999,-0.0299691
63,2.0762577,1.981004,"('unperceptive', 'insightful')",1.1181638,1.0175276,0.91524076,1.0297637,1.3698874,1.3427652,0.0271222
23,2.0338821,1.9971155,"('insincere', 'sincere')",0.20866194,0.26418304,5.856078,5.734325,2.6995408,2.6652079,0.0343329
36,-1.8902594,-1.7728978,"('hostile', 'amicable')",0.3481267,0.39121544,-1.9692761,-1.8486788,-1.1704696,-1.0767871,-0.0936825
10,1.8659973,1.487119,"('unsympathetic', 'sympathetic')",-1.1028779,-1.2655267,1.01727,0.63147485,0.5934631,0.2843557,0.3091074
16,-1.8420902,-1.5886155,"('unpopular', 'popular')",-0.341848,-0.24670011,-0.45338362,-0.37539625,-0.8791073,-0.736904,-0.1422033
24,1.7478627,1.6140965,"('dishonest', 'honest')",0.16871557,0.25193816,0.89173675,0.81323206,0.936105,0.893089,0.043016
56,1.7084605,1.4206609,"('impractical', 'practical')",0.54031897,0.6052903,0.0062230974,0.16157857,0.7516675,0.7291766,0.0224909
70,1.6851306,1.401519,"('lethargic', 'energetic')",-0.07856675,-0.1273774,1.4967066,1.3888522,1.0344235,0.8876646,0.1467589
32,1.646216,1.7135222,"('unkind', 'kind')",-0.18079002,-0.071555376,0.7997235,0.8914386,0.7550499,0.8444684,-0.0894185
43,1.5406414,1.5381032,"('irresponsible', 'responsible')",0.471809,0.57757217,0.88852876,0.84350723,0.9669931,0.9863942,-0.0194011
74,1.4811335,1.46196,"('undedicated', 'dedicated')",0.45311955,0.51116145,-0.25577188,-0.16545074,0.5594937,0.6025569,-0.0430632
11,1.4709268,1.4190117,"('unhelpful', 'helpful')",0.062340856,0.10501607,2.676645,2.5827336,1.4033043,1.3689205,0.0343838
35,-1.4139546,-1.2676532,"('corrupt', 'incorrupt')",-0.65487456,-0.47485486,-1.9906392,-2.0616333,-1.3531561,-1.2680472,-0.0851089
31,-1.3635314,-1.1893891,"('evil', 'good')",-0.2670412,-0.21487774,-2.7621207,-2.7513375,-1.4642312,-1.3852015,-0.0790297
71,1.352396,1.5157831,"('diffident', 'self-confident')",1.7545742,1.9609487,-0.101616256,-0.037743073,1.0017847,1.1463296,-0.1445449
30,1.3453853,1.3217754,"('intolerant', 'tolerant')",0.57760954,0.59723943,0.25204483,0.3745796,0.7250133,0.7645315,-0.0395182
39,1.2807153,1.3909982,"('exploitative', 'cooperative')",0.5829089,0.7802659,0.049608998,0.26326132,0.6377444,0.8115085,-0.1737641
