,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.2846925,-1.8798721,"('hostile', 'amicable')",-0.27382058,0.31972462,-1.2792566,-0.7800738,-0.4991828
6,-2.2271354,-1.8094687,"('distant', 'open')",-0.22908111,0.21043824,-1.2281083,-0.7995152,-0.4285931
31,-2.1903517,-1.6300857,"('evil', 'good')",-1.3150065,-0.66567767,-1.7526791,-1.1478817,-0.6047974
60,2.1501608,1.8131002,"('inefficient', 'efficient')",0.72632885,0.109169304,1.4382448,0.9611348,0.47711
19,-2.0873032,-1.6375792,"('inhospitable', 'hospitable')",-0.64993656,-0.15042883,-1.3686199,-0.894004,-0.4746159
5,-1.8806137,-1.5209413,"('distant', 'outgoing')",-0.4953686,-0.30350822,-1.1879911,-0.9122248,-0.2757663
53,-1.8503029,-1.8216271,"('uncreative', 'creative')",0.43971902,0.7719738,-0.705292,-0.5248266,-0.1804654
8,-1.7640432,-1.4094436,"('unaffectionate', 'affectionate')",-0.01409268,0.68739796,-0.8890679,-0.3610228,-0.5280451
1,-1.7631608,-1.5978086,"('unfriendly', 'friendly')",0.9329665,1.459655,-0.4150972,-0.0690768,-0.3460204
81,1.6994864,1.4117988,"('submissive', 'aggressive')",0.027787276,-0.4237715,0.8636369,0.4940137,0.3696232
79,-1.6342319,-1.684948,"('wavering', 'unwavering')",-0.074553385,-0.1308722,-0.8543926,-0.9079101,0.0535175
14,1.6017948,1.1751842,"('antisocial', 'social')",0.2898859,-0.5318705,0.9458404,0.3216569,0.6241835
9,-1.5873919,-1.2125669,"('unaffectionate', 'caring')",0.43436638,0.9056819,-0.5765128,-0.1534425,-0.4230703
85,-1.4933372,-1.2517139,"('insignificant', 'prestigious')",0.18231235,1.0028347,-0.6555124,-0.1244396,-0.5310728
30,1.3961071,1.5455687,"('intolerant', 'tolerant')",1.7615156,1.7592372,1.5788114,1.6524029,-0.0735915
21,1.3335547,1.2146264,"('immoral', 'moral')",-0.3333903,-0.47210962,0.5000823,0.3712584,0.1288239
56,1.3303001,1.0025156,"('impractical', 'practical')",0.6454771,-0.020969404,0.9878886,0.4907731,0.4971155
62,1.2978351,0.7676243,"('incompetent', 'brilliant')",0.92686987,0.20786597,1.1123525,0.4877451,0.6246074
80,1.286725,0.7840021,"('dominated', 'dominating')",-0.9194782,-1.5373716,0.1836234,-0.3766848,0.5603082
52,-1.283051,-0.9821912,"('irrational', 'rational')",-0.41340178,0.22109194,-0.8482264,-0.3805496,-0.4676768
76,1.272936,0.7873605,"('anxious', 'daring')",0.798097,0.59047425,1.0355165,0.6889174,0.3465991
