,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
66,-1.2082143,-1.2358437,"('inactive', 'active')",0.5884367,0.8386232,-0.3098888,-0.1986102,-0.1112786
65,1.1504973,0.7494103,"('insecure', 'secure')",-0.095824026,-0.60123366,0.5273367,0.0740883,0.4532484
2,1.1064876,0.6281003,"('unlikable', 'likable')",0.8305867,0.6999618,0.9685372,0.664031,0.3045062
13,1.0433362,0.84332716,"('impolite', 'polite')",0.17351916,-0.39265934,0.6084276,0.2253339,0.3830937
55,1.0379133,0.64564955,"('incompetent', 'clever')",0.54400015,0.2931374,0.7909567,0.4693935,0.3215632
64,0.9647266,0.88661885,"('shy', 'confident')",-5.5950904,-5.9753256,-2.315182,-2.5443535,0.2291715
35,-0.9511518,-0.56658995,"('corrupt', 'incorrupt')",-0.4509776,-0.038960177,-0.7010647,-0.3027751,-0.3982896
28,-0.8997065,-0.9502102,"('disloyal', 'loyal')",0.30468658,0.41818908,-0.29751,-0.2660106,-0.0314994
32,0.867767,0.86381024,"('unkind', 'kind')",0.6103989,0.6577682,0.7390829,0.7607892,-0.0217063
87,0.8378697,0.3895651,"('unsuccessful', 'successful')",1.3525863,0.80335367,1.095228,0.5964594,0.4987686
86,-0.82180756,-1.0486063,"('uninfluential', 'influential')",-0.2413488,-0.49308506,-0.5315782,-0.7708457,0.2392675
42,0.8126242,0.5636244,"('unreliable', 'reliable')",-2.6154892,-2.768666,-0.9014325,-1.1025208,0.2010883
75,-0.8067124,-0.5463883,"('meek', 'impulsive')",-0.37100944,-0.31910583,-0.5888609,-0.4327471,-0.1561138
41,0.79923433,0.67171526,"('unforgiving', 'forgiving')",0.24711476,0.09588292,0.5231745,0.3837991,0.1393754
22,0.79533637,0.64921016,"('untrustworthy', 'trustworthy')",-0.9872132,-1.134089,-0.0959384,-0.2424394,0.146501
47,0.7660364,0.6549076,"('stupid', 'smart')",5.053333,4.922005,2.9096847,2.7884564,0.1212283
68,-0.76311547,-0.52518237,"('dependent', 'independent')",-0.5854563,-0.54055715,-0.6742859,-0.5328698,-0.1414161
67,0.75101036,0.9831751,"('doubtful', 'determined')",0.1712716,-0.14013731,0.461141,0.4215189,0.0396221
4,-0.71308744,-0.5173151,"('disliked', 'liked')",-5.4081206,-5.468567,-3.0606041,-2.9929409,-0.0676632
70,0.70150363,0.16512679,"('lethargic', 'energetic')",0.9520117,0.5786712,0.8267577,0.371899,0.4548587
57,-0.6786428,-0.8271317,"('unimaginative', 'imaginative')",-1.9922501,-2.0536933,-1.3354465,-1.4404125,0.104966
25,-0.5430469,-0.26742047,"('egoistic', 'altruistic')",0.89298415,1.5698504,0.1749686,0.651215,-0.4762464
7,0.51554424,0.16953534,"('insensitive', 'sensitive')",0.6398229,0.2939017,0.5776836,0.2317185,0.3459651
39,0.49220538,0.81300557,"('exploitative', 'cooperative')",0.0057406127,0.19848709,0.248973,0.5057463,-0.2567733
78,-0.4730494,-0.68548304,"('nonresilient', 'resilient')",0.2788488,0.21553612,-0.0971003,-0.2349735,0.1378732
45,0.4705491,0.0108870305,"('incompetent', 'competent')",0.46598658,0.0058202483,0.4682679,0.0083536,0.4599143
44,0.45219013,0.5130289,"('prejudiced', 'unprejudiced')",-1.0655832,-1.0045726,-0.3066965,-0.2457719,-0.0609246
27,-0.4397113,-0.5047841,"('hardhearted', 'softhearted')",0.93839586,1.2373927,0.2493423,0.3663043,-0.116962
16,-0.435749,-0.44911262,"('unpopular', 'popular')",0.7446685,0.89803076,0.1544597,0.2244591,-0.0699994
54,-0.40695536,-0.5736187,"('incapable', 'capable')",1.152227,1.2635077,0.3726358,0.3449445,0.0276913
0,0.40283993,0.13051909,"('unsociable', 'sociable')",-0.09809765,-0.4906075,0.1523711,-0.1800442,0.3324153
59,-0.39476427,-0.059201147,"('foolish', 'wise')",0.07305074,0.38231438,-0.1608568,0.1615566,-0.3224134
38,-0.38110957,-0.27628016,"('untruthful', 'truthful')",-0.034317676,-0.06717439,-0.2077136,-0.1717273,-0.0359863
82,-0.37705296,-0.5028883,"('poor', 'rich')",5.5646915,5.580287,2.5938194,2.5386994,0.05512
48,0.37389404,0.07545619,"('unintelligent', 'intelligent')",0.81475633,0.77437633,0.5943252,0.4249163,0.1694089
43,0.36004156,0.20999551,"('irresponsible', 'responsible')",0.6259862,0.4216813,0.4930139,0.3158384,0.1771755
40,-0.35939363,-0.30748633,"('stingy', 'generous')",-1.5290874,-1.2638704,-0.9442405,-0.7856783,-0.1585622
69,-0.35037753,-0.1115337,"('lazy', 'industrious')",-0.14456494,-0.078035116,-0.2474712,-0.0947844,-0.1526868
29,-0.3440332,-0.5409648,"('unfair', 'fair')",-0.7723926,-0.6815399,-0.5582129,-0.6112523,0.0530394
11,0.33852383,0.18432462,"('unhelpful', 'helpful')",1.8903966,1.5312606,1.1144602,0.8577926,0.2566676
46,0.3272177,0.14260295,"('uncompetitive', 'competitive')",-0.38262925,-0.516266,-0.0277058,-0.1868315,0.1591257
71,-0.31727386,-0.17753446,"('diffident', 'self-confident')",0.33039334,0.24152717,0.0065597,0.0319964,-0.0254367
17,-0.3166998,-0.19474451,"('nasty', 'nice')",-0.4231363,-0.35097158,-0.369918,-0.2728581,-0.0970599
33,-0.29874054,0.0074537434,"('wrong', 'right')",-0.5951762,-0.4243354,-0.4469584,-0.2084408,-0.2385176
10,0.24291141,-0.16137198,"('unsympathetic', 'sympathetic')",-0.15068597,-0.23131296,0.0461127,-0.1963425,0.2424552
61,0.22288893,0.0650616,"('illogical', 'logical')",0.2672486,0.074417576,0.2450688,0.0697396,0.1753292
63,0.21537948,0.103115305,"('unperceptive', 'insightful')",1.0678056,0.75910366,0.6415926,0.4311095,0.2104831
72,-0.21417576,-0.15356325,"('unambitious', 'ambitious')",-0.86175436,-1.2003188,-0.5379651,-0.676941,0.1389759
84,-0.18757452,0.079513006,"('inferior', 'superior')",0.9919189,1.1171546,0.4021722,0.5983338,-0.1961616
24,0.18426502,0.015751034,"('dishonest', 'honest')",0.52452946,0.48014933,0.3543972,0.2479502,0.106447
26,-0.18413754,-0.27292427,"('hardhearted', 'benevolent')",1.4532496,1.6458036,0.634556,0.6864396,-0.0518836
77,-0.18353339,-0.10976808,"('unmotivated', 'motivated')",-0.7871741,-0.8978281,-0.4853537,-0.5037981,0.0184444
83,-0.17882292,0.02321506,"('powerless', 'powerful')",-0.9614746,-0.81707686,-0.5701488,-0.3969309,-0.1732179
3,-0.17736906,-0.20547545,"('repellent', 'pleasant')",-0.007850152,0.053374797,-0.0926096,-0.0760503,-0.0165593
12,-0.16954884,-0.11109705,"('unsupportive', 'supportive')",-1.7316046,-1.8151863,-0.9505767,-0.9631417,0.012565
58,-0.16672674,-0.5597506,"('undiscriminating', 'discriminating')",0.17373873,-0.088057674,0.003506,-0.3239042,0.3274102
34,-0.15675552,-0.16515934,"('mean', 'honorable')",5.507548,5.48535,2.6753962,2.6600955,0.0153007
18,-0.13281427,-0.30836207,"('disagreeable', 'welcoming')",-0.36557376,-0.37966663,-0.249194,-0.3440143,0.0948203
49,-0.114541076,0.019469308,"('unable', 'able')",-0.007735608,-0.10553065,-0.0611383,-0.0430307,-0.0181076
20,-0.073391825,0.026266176,"('rough', 'thoughtful')",1.0344095,1.243134,0.4805089,0.6347001,-0.1541912
23,0.06416178,-0.038505998,"('insincere', 'sincere')",5.015348,4.8116093,2.5397549,2.3865516,0.1532033
37,-0.057259586,0.11093518,"('fake', 'genuine')",0.033672616,0.2892849,-0.0117935,0.20011,-0.2119035
88,-0.05227959,0.060322568,"('low', 'eminent')",0.48229304,0.45781955,0.2150067,0.2590711,-0.0440644
15,0.047537055,0.1778801,"('boring', 'funny')",0.71690524,0.7052582,0.3822211,0.4415691,-0.059348
51,-0.04352068,-0.030309469,"('uneducated', 'educated')",0.48808807,0.44366017,0.2222837,0.2066754,0.0156083
73,-0.040153258,0.2876898,"('helpless', 'self-reliant')",-3.0581248,-2.6742978,-1.549139,-1.1933041,-0.3558349
50,0.031935252,-0.12015783,"('clumsy', 'skillful')",-0.016731985,0.122576356,0.0076016,0.0012093,0.0063923
74,0.027803645,0.06940681,"('undedicated', 'dedicated')",0.027914234,0.032892015,0.0278589,0.0511494,-0.0232905
