,dominion_male,dominion_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
26,1.7047299,1.9230915,"('hardhearted', 'benevolent')",0.6776902,0.74328244,1.548569,1.7235608,1.3103297,1.4633115,-0.1529818
16,-1.5682507,-1.5873498,"('unpopular', 'popular')",-0.21640164,-0.3589534,0.31509972,0.21239156,-0.4898508,-0.5779705,0.0881197
84,1.5034869,1.4802701,"('inferior', 'superior')",0.2502619,0.21689087,0.72906107,0.805112,0.8276033,0.834091,-0.0064877
81,-1.478025,-1.5182493,"('submissive', 'aggressive')",1.3185723,1.3497878,-0.8314314,-0.8772209,-0.3302947,-0.3485608,0.0182661
60,-1.4182878,-1.3170464,"('inefficient', 'efficient')",1.5447651,1.7524289,-0.20025305,-0.16121717,-0.0245919,0.0913884,-0.1159803
68,-1.3926344,-1.5105662,"('dependent', 'independent')",-0.2747196,-0.23710257,-0.5408112,-0.6677896,-0.7360551,-0.8051527,0.0690976
39,1.3012836,1.4572923,"('exploitative', 'cooperative')",-0.41157725,-0.22890145,-0.17919552,0.006005684,0.2368369,0.4114655,-0.1746286
55,-1.3011643,-1.3779689,"('incompetent', 'clever')",-0.28417665,-0.28615278,-0.27926436,-0.20112094,-0.6215351,-0.6217475,0.0002124
44,-1.2597692,-1.2917594,"('prejudiced', 'unprejudiced')",-0.33715227,-0.38211137,-1.1735953,-1.0514292,-0.9235056,-0.9084333,-0.0150723
0,-1.1609902,-1.1780492,"('unsociable', 'sociable')",-0.31901777,-0.3941385,-0.78522855,-0.7389101,-0.7550789,-0.7703659,0.015287
59,1.1439894,1.1828331,"('foolish', 'wise')",0.70510715,0.6688517,0.49042088,0.5368378,0.7798391,0.7961742,-0.0163351
9,0.9689018,1.2110407,"('unaffectionate', 'caring')",0.18623596,0.22881278,1.1251017,1.1325994,0.7600799,0.8574843,-0.0974044
40,0.9607156,0.81450355,"('stingy', 'generous')",0.28534585,0.17166056,-1.4387906,-1.3571187,-0.064243,-0.1236515,0.0594085
33,0.9557642,1.0870736,"('wrong', 'right')",1.1262089,0.9689865,-0.60682046,-0.5740532,0.4917175,0.4940023,-0.0022848
