,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,3.3638918,3.3505669,"('insignificant', 'prestigious')",3.5868318,3.4054244,-0.08107409,0.023740306,-0.21005782,-0.06352573,1.6648979,1.6790514,-0.0141535
10,-2.615547,-2.7206101,"('unsympathetic', 'sympathetic')",-2.1159456,-2.118379,-0.09550509,-0.26784748,0.13774218,-0.017446587,-1.1723139,-1.2810708,0.1087569
45,-2.5609856,-2.7667248,"('incompetent', 'competent')",-1.7614908,-1.7210816,0.06672112,-0.054721326,-0.28101656,-0.47318715,-1.1341929,-1.2539287,0.1197358
70,-2.4099534,-2.5366757,"('lethargic', 'energetic')",-1.198606,-1.1509546,0.45488957,0.40797722,1.073801,1.0002294,-0.5199672,-0.5698559,0.0498887
36,2.382444,2.4703538,"('hostile', 'amicable')",2.5370865,2.3863676,-0.8769179,-0.75899494,-0.32038665,-0.20840482,0.9305565,0.9723304,-0.0417739
81,-2.3038425,-2.2487319,"('submissive', 'aggressive')",-1.0141064,-0.81814647,1.6076417,1.6327173,-0.31406075,-0.31303775,-0.506092,-0.4367997,-0.0692923
82,-2.2483094,-2.0504303,"('poor', 'rich')",-1.9258614,-1.6415656,-0.79227877,-0.4752887,6.08914,6.2261295,0.2806727,0.5147113,-0.2340386
55,-2.218587,-2.2310987,"('incompetent', 'clever')",-1.9887567,-1.776237,0.48948702,0.593435,0.1342106,0.118990235,-0.8959115,-0.8237276,-0.0721839
9,2.1371832,1.9601772,"('unaffectionate', 'caring')",2.502852,2.22256,0.6466946,0.39142647,1.2442633,1.0127461,1.6327482,1.3967276,0.2360206
33,2.1179988,1.9760017,"('wrong', 'right')",1.9989738,1.79489,0.2735179,0.09959348,-0.7186981,-0.83601815,0.9179482,0.7586167,0.1593315
71,2.072139,2.0667977,"('diffident', 'self-confident')",2.9576693,2.9596996,1.0189254,0.9603063,0.685198,0.6116551,1.6834829,1.6496147,0.0338682
22,-2.051153,-2.1096034,"('untrustworthy', 'trustworthy')",-1.867119,-1.8057826,0.27058342,0.28455594,-0.83912444,-0.8564886,-1.1217033,-1.1218296,0.0001263
5,1.9513202,1.9119711,"('distant', 'outgoing')",1.8712943,1.7189742,-1.1493,-1.2495303,-0.34619588,-0.37296557,0.5817797,0.5021123,0.0796674
60,-1.8344665,-1.9567449,"('inefficient', 'efficient')",-1.2007768,-1.0144248,1.482889,1.3866761,0.42702806,0.4316837,-0.2813315,-0.2882025,0.006871
69,1.7562369,1.5440804,"('lazy', 'industrious')",2.3443112,2.077187,0.4738947,0.34783077,-0.9786428,-0.9558578,0.89895,0.7533101,0.1456399
83,1.7378744,1.6613111,"('powerless', 'powerful')",2.1109579,2.2638888,0.86413753,1.1922376,-0.6628468,-0.5466205,1.0125308,1.1427042,-0.1301734
