,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
60,2.2704482,2.5586426,"('inefficient', 'efficient')",-0.3398852,-0.23643672,0.35577577,0.8652355,0.7621129,1.0624805,-0.3003676
63,1.9346133,1.9830314,"('unperceptive', 'insightful')",1.0982251,1.1160253,0.88778687,0.9300428,1.3068751,1.3430332,-0.0361581
23,1.8850775,1.9869205,"('insincere', 'sincere')",0.23312385,0.2388074,6.0199776,6.4421916,2.7127263,2.8893064,-0.1765801
32,1.7280912,1.7223837,"('unkind', 'kind')",-0.06095717,-0.04504163,0.965134,1.0595514,0.8774227,0.9122978,-0.0348751
10,1.6511672,1.7906848,"('unsympathetic', 'sympathetic')",-1.0875044,-1.0339782,0.25368822,0.73572713,0.2724503,0.4974779,-0.2250276
71,1.6238165,1.5065064,"('diffident', 'self-confident')",1.8775575,1.86339,-0.0071217716,-0.16451973,1.1647507,1.0684589,0.0962918
36,-1.5633013,-1.9285764,"('hostile', 'amicable')",0.5035249,0.413017,-1.2240446,-1.7421288,-0.7612737,-1.085896,0.3246223
16,-1.5192418,-1.6704881,"('unpopular', 'popular')",-0.4281495,-0.49976748,-0.17036697,-0.3789858,-0.7059194,-0.8497472,0.1438278
24,1.4404157,1.5083042,"('dishonest', 'honest')",0.016226448,0.10465548,0.56661725,0.73064756,0.6744198,0.7812025,-0.1067827
26,1.4141473,1.215491,"('hardhearted', 'benevolent')",1.7820133,1.8027185,1.3140743,1.145905,1.5034116,1.3880382,0.1153734
35,-1.412998,-1.6917539,"('corrupt', 'incorrupt')",-0.7424838,-0.78444564,-1.6645194,-2.0026045,-1.2733337,-1.4929347,0.219601
74,1.3905641,1.3977907,"('undedicated', 'dedicated')",0.44657826,0.5100044,-0.28580788,-0.21974224,0.5171115,0.5626843,-0.0455728
39,1.3508661,1.347341,"('exploitative', 'cooperative')",0.74209946,0.7731793,0.3625276,0.3226661,0.8184977,0.8143954,0.0041023
43,1.3433294,1.4536747,"('irresponsible', 'responsible')",0.43829626,0.55664456,0.4785988,0.6875211,0.7534082,0.8992801,-0.1458719
56,1.2991654,1.6118716,"('impractical', 'practical')",0.36449084,0.5179734,-0.29808322,0.094881825,0.455191,0.7415756,-0.2863846
7,1.2902671,1.4787071,"('insensitive', 'sensitive')",0.44129366,0.55629736,0.7674609,1.0693966,0.8330072,1.0348004,-0.2017932
70,1.2188604,1.5751985,"('lethargic', 'energetic')",-0.1116379,0.012014274,0.97515225,1.1947626,0.6941249,0.9273251,-0.2332002
8,-1.2001381,-1.2958448,"('unaffectionate', 'affectionate')",0.25785452,0.24884522,-0.39565054,-0.50117624,-0.445978,-0.5160586,0.0700806
11,1.1847942,1.3269548,"('unhelpful', 'helpful')",0.026523076,0.055576064,2.368541,2.617381,1.1932861,1.333304,-0.1400179
14,1.1328022,1.3478824,"('antisocial', 'social')",1.6461219,1.7679938,0.19083387,0.5260937,0.9899193,1.21399,-0.2240707
40,1.1300406,0.97144824,"('stingy', 'generous')",1.3875992,1.3156165,-1.967154,-2.156285,0.1834953,0.0435932,0.1399021
51,1.0772728,1.2575239,"('uneducated', 'educated')",-0.09380533,-0.10953725,0.783325,0.8486369,0.5889308,0.6655412,-0.0766104
27,1.0679246,0.8739898,"('hardhearted', 'softhearted')",-0.5215583,-0.52560097,0.2943141,0.1527987,0.2802268,0.1670625,0.1131643
75,-1.0403326,-1.1292444,"('meek', 'impulsive')",0.1789706,0.10917713,-0.68213826,-0.81935114,-0.5145001,-0.6131395,0.0986394
52,-1.0137722,-1.3420866,"('irrational', 'rational')",0.57373613,0.37947655,-0.7889187,-1.2211307,-0.4096516,-0.7279135,0.3182619
30,0.99375653,1.1802746,"('intolerant', 'tolerant')",0.47416392,0.52050745,0.1542578,0.38273582,0.5407261,0.6945059,-0.1537798
12,0.9882626,0.9839856,"('unsupportive', 'supportive')",1.2632008,1.2623678,-1.7775784,-1.959893,0.1579617,0.0954868,0.0624749
79,-0.98648614,-1.0473747,"('wavering', 'unwavering')",0.0037522092,0.0061415974,-0.5155036,-0.63362724,-0.4994125,-0.5582868,0.0588743
