,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
18,-0.98683584,-0.9355515,"('disagreeable', 'welcoming')",1.1371657,1.1506929,-0.102964856,-0.13030685,-0.45217755,-0.5563517,-0.1012031,-0.1178793,0.0166762
11,-0.96914303,-0.9987533,"('unhelpful', 'helpful')",-2.2947025,-2.3224123,-2.1711426,-2.2953477,1.4199662,1.7199863,-1.0037555,-0.9741317,-0.0296238
85,0.9534283,0.95930666,"('insignificant', 'prestigious')",1.6058897,1.5941346,2.5770078,2.7673247,0.19146912,-0.17670837,1.3319488,1.2860144,0.0459344
17,-0.95212483,-0.9536746,"('nasty', 'nice')",-0.13677204,-0.056053672,0.41264594,0.3654568,-0.8197787,-0.80262196,-0.3740074,-0.3617234,-0.012284
81,-0.9301702,-0.93482274,"('submissive', 'aggressive')",-1.5643029,-1.605662,-3.1839378,-3.3357694,-1.0129133,-0.8887651,-1.6728309,-1.6912549,0.018424
71,0.9152813,0.8364207,"('diffident', 'self-confident')",0.2599046,0.1809137,2.6775982,2.5830631,0.69026685,0.4789701,1.1357627,1.0198419,0.1159208
87,0.904532,0.83033764,"('unsuccessful', 'successful')",2.2083733,2.2369688,0.12365568,0.13652954,1.4864612,1.3393574,1.1807555,1.1357983,0.0449572
77,-0.89327353,-0.94525516,"('unmotivated', 'motivated')",-1.0072399,-1.0498548,-0.59980285,-0.7737019,-0.95187634,-0.8394298,-0.8630481,-0.9020604,0.0390123
47,-0.8912466,-0.94686085,"('stupid', 'smart')",-0.4262344,-0.3196273,-1.6910974,-1.6287842,4.6429935,5.3344116,0.4086038,0.6097848,-0.201181
65,-0.8731575,-0.83321875,"('insecure', 'secure')",-0.8081523,-0.937735,-2.1390533,-2.318339,-0.6114002,-0.25975066,-1.1079408,-1.087261,-0.0206798
59,0.8021312,0.8122947,"('foolish', 'wise')",1.3464217,1.3647944,0.40681952,0.6758772,0.376758,0.46670103,0.7330326,0.8299168,-0.0968842
27,-0.7837035,-0.87004256,"('hardhearted', 'softhearted')",-1.1838048,-1.342665,0.030844616,-0.13990915,1.22202,0.9556427,-0.1786609,-0.3492435,0.1705826
35,0.7744291,0.7764005,"('corrupt', 'incorrupt')",1.5416132,1.79182,3.0783598,3.265415,-0.31476182,-0.33944568,1.2699102,1.3735474,-0.1036372
79,0.76273555,0.6059816,"('wavering', 'unwavering')",0.94337064,0.8764137,1.2434816,1.4460198,-0.4599989,-0.46550897,0.6223972,0.6157265,0.0066707
9,0.74991155,0.7267004,"('unaffectionate', 'caring')",-0.5771185,-0.6741014,0.5098505,0.5517953,1.2074171,1.2778492,0.4725152,0.4705609,0.0019543
39,0.74668056,0.6317551,"('exploitative', 'cooperative')",-0.7108311,-0.6374213,1.6126715,1.5486819,0.24795601,0.26840973,0.4741192,0.4528564,0.0212628
40,-0.6934282,-0.70198584,"('stingy', 'generous')",-0.39188135,-0.54389477,-0.35071346,-0.3300462,-1.6765897,-2.0928254,-0.7781532,-0.917188,0.1390348
4,-0.69144034,-0.6132711,"('disliked', 'liked')",1.1274356,1.1691449,0.8736971,0.9924957,-6.1418962,-7.0303493,-1.208051,-1.370495,0.162444
86,-0.689756,-0.9313146,"('uninfluential', 'influential')",-1.360612,-1.7642422,-1.3973087,-1.5573087,-0.26236418,-0.51396114,-0.9275102,-1.1917067,0.2641965
26,-0.6601181,-0.7123458,"('hardhearted', 'benevolent')",0.912076,0.67839587,0.83526945,0.8219893,1.7799416,1.4739001,0.7167922,0.5654849,0.1513073
21,-0.6476265,-0.58102435,"('immoral', 'moral')",-0.8294246,-0.8862471,-3.1558616,-3.1468477,-0.8188635,-0.6999165,-1.362944,-1.3285089,-0.0344351
53,-0.64043903,-0.7876422,"('uncreative', 'creative')",-0.39246413,-0.5171662,-0.41291967,-0.46061927,0.11282522,0.2226202,-0.3332494,-0.3857018,0.0524524
62,-0.6307525,-0.45307043,"('incompetent', 'brilliant')",-1.7089179,-1.6047667,-1.7910113,-1.7150615,0.43277067,0.7431629,-0.9244778,-0.757434,-0.1670438
66,0.6244405,0.3204434,"('inactive', 'active')",1.7245239,1.5432249,0.41706645,0.3187783,0.59274215,0.37566406,0.8396932,0.6395277,0.2001655
84,0.62240756,0.51629174,"('inferior', 'superior')",0.425446,0.28984022,0.0693393,0.066137515,0.90972114,0.9968096,0.5067285,0.4672698,0.0394587
80,0.6184673,0.43188345,"('dominated', 'dominating')",-0.6773539,-0.6489595,-1.5920025,-1.6843567,-0.7450323,-0.8116349,-0.5989804,-0.6782669,0.0792865
67,0.6013269,0.55603826,"('doubtful', 'determined')",0.013539594,-0.06632885,1.2741793,1.0989878,-0.36191896,-0.5245321,0.3817817,0.2660413,0.1157404
16,0.5820982,0.50675297,"('unpopular', 'popular')",1.164044,1.0192596,-0.2236082,-0.31979412,0.3657188,0.231443,0.4720632,0.3594154,0.1126478
29,0.5738187,0.59526587,"('unfair', 'fair')",-0.52814895,-0.4737429,-0.25432065,-0.19076303,-0.28326502,-0.4947146,-0.122979,-0.1409887,0.0180097
70,-0.5653623,-0.6777589,"('lethargic', 'energetic')",-1.2112296,-1.5154247,-2.0221848,-2.1757994,-0.022111379,0.029518489,-0.955222,-1.0848662,0.1296442
23,-0.5542727,-0.6829968,"('insincere', 'sincere')",-1.8775208,-1.8819399,-0.5257009,-0.5600334,4.8951154,5.6255207,0.4844053,0.6251377,-0.1407324
42,0.55364746,0.7241332,"('unreliable', 'reliable')",1.022718,0.9922534,-0.7565301,-0.7972111,-2.435767,-2.758257,-0.4039829,-0.4597704,0.0557875
63,-0.53121257,-0.61289144,"('unperceptive', 'insightful')",-0.17518808,-0.39210153,-1.1914452,-1.2706375,0.98217463,0.85479456,-0.2289178,-0.355209,0.1262912
37,0.51380116,0.2732317,"('fake', 'genuine')",-0.24358878,-0.3772248,-0.044086255,-0.21722412,0.022974703,0.0549115,0.0622752,-0.0665764,0.1288516
64,-0.49455434,-0.50201464,"('shy', 'confident')",0.25614777,0.1803819,-0.62098134,-0.80326504,-5.631177,-6.086565,-1.6226412,-1.8028657,0.1802245
76,0.48972547,0.61353415,"('anxious', 'daring')",0.81448597,0.7668449,-1.3230942,-1.1243435,-0.54618955,-0.38365975,-0.1412681,-0.031906,-0.1093621
5,0.48938173,0.60338414,"('distant', 'outgoing')",0.93460447,1.0999689,2.8378568,2.9238026,-0.10904939,-0.17736627,1.0381984,1.1124474,-0.074249
14,-0.47768927,-0.6016336,"('antisocial', 'social')",-0.89634323,-1.0370079,-1.5379966,-1.8229067,-0.37542713,-0.45098412,-0.8218641,-0.9781331,0.156269
44,-0.4740284,-0.465243,"('prejudiced', 'unprejudiced')",0.15637437,0.24618885,-0.8365164,-0.82347876,-1.3582315,-1.3122331,-0.6281005,-0.5886915,-0.039409
56,-0.42229664,-0.39161086,"('impractical', 'practical')",-1.8507249,-1.7552431,-1.2533286,-1.2773265,-0.7660183,-0.49969494,-1.0730921,-0.9809688,-0.0921233
12,0.41898856,0.2260234,"('unsupportive', 'supportive')",-0.3313561,-0.58169097,0.17194383,0.047948115,-1.6667378,-1.9335115,-0.3517904,-0.5603077,0.2085173
78,0.40278667,0.32937592,"('nonresilient', 'resilient')",-0.5821121,-0.7781525,0.063055776,-0.086359054,0.5075031,0.4123264,0.0978084,-0.0307023,0.1285107
28,-0.3924841,-0.43749484,"('disloyal', 'loyal')",-1.2946826,-1.3960091,-1.4234779,-1.3308054,0.42435202,0.5941666,-0.6715732,-0.6425357,-0.0290375
1,-0.38395217,-0.44445673,"('unfriendly', 'friendly')",-0.6037871,-0.7193101,1.0981311,1.1171833,1.5124184,1.4348612,0.4057025,0.3470694,0.0586331
74,0.37555546,0.13202989,"('undedicated', 'dedicated')",0.016975269,-0.23938116,-0.019219719,-0.09984451,-0.12680627,-0.40306556,0.0616262,-0.1525653,0.2141915
2,0.3755407,0.586721,"('unlikable', 'likable')",1.464825,1.4642411,0.74871343,0.8047476,0.7906536,0.74806577,0.8449332,0.9009439,-0.0560107
54,-0.32120824,-0.30162734,"('incapable', 'capable')",-0.08564401,-0.14672166,1.3198566,1.4240632,0.7051439,0.8712265,0.4045371,0.4617352,-0.0571981
52,0.31530234,0.23988838,"('irrational', 'rational')",1.3234708,1.4458804,1.2640203,1.4254124,0.22537512,0.14816324,0.7820421,0.8148361,-0.032794
32,-0.31475887,-0.21207345,"('unkind', 'kind')",-1.02672,-1.0936922,-1.4324379,-1.4282544,0.2933492,0.4525128,-0.6201419,-0.5703768,-0.0497651
46,-0.31005397,-0.39575046,"('uncompetitive', 'competitive')",-0.62664086,-0.75865245,-2.6122832,-2.84702,-1.069062,-1.0285783,-1.15451,-1.2575003,0.1029903
24,-0.29849762,-0.23471129,"('dishonest', 'honest')",-1.2034601,-1.1293019,-0.49351725,-0.3467352,0.28144556,0.49578106,-0.4285073,-0.3037418,-0.1247655
60,-0.2671333,-0.13320366,"('inefficient', 'efficient')",-1.3314617,-1.3472794,-2.4181783,-2.6037374,-0.2861832,0.080729246,-1.0757391,-1.0008729,-0.0748662
58,-0.26679665,-0.39854398,"('undiscriminating', 'discriminating')",0.15326703,-0.07487491,-0.28584462,-0.4576814,0.26890245,0.088421255,-0.0326179,-0.2106698,0.1780519
51,-0.22738387,-0.2894274,"('uneducated', 'educated')",-0.4404704,-0.5727002,-2.2599952,-2.3483095,0.13927372,0.010581285,-0.697144,-0.799964,0.10282
38,0.22238788,0.25162858,"('untruthful', 'truthful')",-1.2120613,-1.1605933,-0.08836162,0.0355867,-0.23492435,-0.11917129,-0.3282398,-0.2481373,-0.0801025
68,0.21870816,-0.012917861,"('dependent', 'independent')",-0.5797752,-0.7200547,-0.56838495,-0.7120579,-0.8137569,-0.9142795,-0.4358022,-0.5898275,0.1540253
15,0.21157275,0.24335638,"('boring', 'funny')",1.0733144,1.1122997,-0.01627819,0.11744635,-0.2806007,-0.28797507,0.2470021,0.2962818,-0.0492797
3,-0.17009933,-0.3187109,"('repellent', 'pleasant')",-1.0493923,-1.1506118,-1.2694714,-1.3782878,0.4938717,0.49404588,-0.4987729,-0.5883911,0.0896182
36,0.16072407,0.11764363,"('hostile', 'amicable')",1.1822625,1.1877565,2.4944544,2.5545187,-0.16202605,-0.31770256,0.9188538,0.8855541,0.0332997
61,0.15890177,0.12467441,"('illogical', 'logical')",-0.19223943,-0.25013188,-0.037259445,-0.15907353,0.5330168,0.45908716,0.1156049,0.043639,0.0719659
8,-0.14702863,-0.21776491,"('unaffectionate', 'affectionate')",0.034243524,-0.08223727,1.1675844,1.2823533,0.7679577,0.73204553,0.4556893,0.4285991,0.0270902
7,-0.11165932,-0.26764238,"('insensitive', 'sensitive')",-1.4776777,-1.6171474,-0.8812504,-1.068866,0.21713561,0.2408139,-0.5633629,-0.6782104,0.1148475
25,0.1009088,0.0057342686,"('egoistic', 'altruistic')",0.41971788,0.40647122,1.4357331,1.5147586,1.3117893,1.3205812,0.8170372,0.8118863,0.0051509
75,0.09140322,0.23563291,"('meek', 'impulsive')",0.36224902,0.54654455,1.0226899,1.1241986,-0.5969276,-0.5415429,0.2198537,0.3412083,-0.1213546
19,0.08215093,0.12533376,"('inhospitable', 'hospitable')",-0.11171955,-0.056966405,1.2280662,1.3194185,-0.30010054,-0.43338406,0.2245992,0.2386005,-0.0140013
72,-0.061892807,0.10989388,"('unambitious', 'ambitious')",-0.39079988,-0.26794106,-0.6561278,-0.5042054,-0.39293107,0.017833805,-0.3754379,-0.1611047,-0.2143332
43,0.014765389,-0.074732184,"('irresponsible', 'responsible')",-1.3981531,-1.4796427,-1.1377641,-1.2493188,0.25815487,0.4222253,-0.5657492,-0.5953671,0.0296179
83,0.0050406083,0.09114752,"('powerless', 'powerful')",-0.0668614,0.022976484,-0.19108681,-0.18499537,-1.0603495,-0.9227151,-0.3283143,-0.2483966,-0.0799177
