,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
13,4.1548038,3.5273373,"('impolite', 'polite')",0.3866595,0.6911851,2.2707317,2.1092613,0.1614704
0,4.133848,4.1304255,"('unsociable', 'sociable')",1.1951381,1.3349975,2.6644931,2.7327116,-0.0682185
23,4.11242,4.108058,"('insincere', 'sincere')",5.645889,6.0417676,4.8791542,5.074913,-0.1957588
51,4.1073217,3.6437664,"('uneducated', 'educated')",0.40108415,0.63869226,2.2542028,2.1412294,0.1129734
65,3.9774861,3.63726,"('insecure', 'secure')",0.23763081,0.3267573,2.1075585,1.9820087,0.1255498
76,3.8146422,3.0522468,"('anxious', 'daring')",0.38352203,0.43922997,2.099082,1.7457384,0.3533436
63,3.7268338,3.7760243,"('unperceptive', 'insightful')",0.9525721,1.0540295,2.3397031,2.4150269,-0.0753238
22,3.621425,3.0598621,"('untrustworthy', 'trustworthy')",0.14285661,0.14631766,1.8821408,1.6030899,0.2790509
12,3.4636626,3.6958747,"('unsupportive', 'supportive')",-0.4544452,-0.20329586,1.5046088,1.7462894,-0.2416806
19,-3.3895304,-2.212767,"('inhospitable', 'hospitable')",-0.8887784,-0.76172084,-2.1391544,-1.4872439,-0.6519105
11,3.303018,3.0595076,"('unhelpful', 'helpful')",1.4726876,1.9762014,2.3878529,2.5178545,-0.1300016
86,3.2750454,3.2684891,"('uninfluential', 'influential')",0.24269599,0.3499602,1.7588707,1.8092246,-0.0503539
32,3.1898813,2.9620583,"('unkind', 'kind')",1.5990932,1.8617797,2.3944874,2.4119191,-0.0174317
75,-3.1634033,-3.3273375,"('meek', 'impulsive')",-1.5774318,-1.9540961,-2.3704176,-2.6407168,0.2702992
48,2.9814384,3.2377622,"('unintelligent', 'intelligent')",0.8297783,1.0511924,1.9056084,2.1444774,-0.238869
25,-2.960541,-2.0946429,"('egoistic', 'altruistic')",0.7732179,0.5297788,-1.0936615,-0.7824321,-0.3112294
1,-2.8503969,-1.5734992,"('unfriendly', 'friendly')",1.2752988,1.0538071,-0.787549,-0.259846,-0.527703
72,2.8180838,1.454938,"('unambitious', 'ambitious')",0.5131474,0.16828284,1.6656156,0.8116105,0.8540051
30,2.735347,3.0209405,"('intolerant', 'tolerant')",1.2806362,1.6086974,2.0079916,2.3148189,-0.3068273
59,-2.560905,-1.6333866,"('foolish', 'wise')",0.33957577,0.12966803,-1.1106646,-0.7518593,-0.3588053
16,-2.412466,-1.954102,"('unpopular', 'popular')",0.17493916,0.20294479,-1.1187634,-0.8755786,-0.2431848
57,2.404299,1.7870574,"('unimaginative', 'imaginative')",-2.2767944,-2.2303686,0.0637523,-0.2216556,0.2854079
3,2.3207731,2.0440214,"('repellent', 'pleasant')",-0.14613558,0.09609318,1.0873188,1.0700573,0.0172615
47,2.2502036,2.1288643,"('stupid', 'smart')",5.133251,5.290308,3.6917274,3.7095861,-0.0178587
24,2.227724,2.7389696,"('dishonest', 'honest')",1.3145204,1.2873437,1.7711222,2.0131567,-0.2420345
4,-2.1276498,-2.1395807,"('disliked', 'liked')",-6.066334,-6.4459915,-4.0969915,-4.2927861,0.1957946
8,-2.0913463,-0.9175451,"('unaffectionate', 'affectionate')",0.60075694,0.65614223,-0.7452947,-0.1307014,-0.6145933
77,2.0258162,2.393925,"('unmotivated', 'motivated')",-0.5571296,-0.31589642,0.7343433,1.0390142,-0.3046709
87,1.9271122,1.8201481,"('unsuccessful', 'successful')",0.5785397,0.6230424,1.252826,1.2215953,0.0312307
66,-1.7471511,-1.8200696,"('inactive', 'active')",0.22361864,-0.16900891,-0.7617663,-0.9945393,0.232773
44,-1.7305217,-2.1085927,"('prejudiced', 'unprejudiced')",-1.755721,-1.8244457,-1.7431214,-1.9665192,0.2233978
64,1.7117088,1.1462283,"('shy', 'confident')",-5.547853,-5.803545,-1.9180721,-2.3286583,0.4105862
50,-1.626655,-1.0730895,"('clumsy', 'skillful')",-0.5137911,-0.25187686,-1.0702231,-0.6624832,-0.4077399
33,-1.5498625,-0.8992891,"('wrong', 'right')",-0.20487168,-0.2387588,-0.8773671,-0.569024,-0.3083431
39,1.5080731,1.7919798,"('exploitative', 'cooperative')",0.8616189,0.97605735,1.1848459,1.3840185,-0.1991726
61,1.4968178,1.800788,"('illogical', 'logical')",0.44877702,0.4974571,0.9727974,1.1491226,-0.1763252
17,-1.4693867,-1.2835008,"('nasty', 'nice')",0.29620612,0.30918947,-0.5865903,-0.4871557,-0.0994346
41,1.4558626,1.7370418,"('unforgiving', 'forgiving')",0.8621333,0.97767663,1.158998,1.3573592,-0.1983612
42,1.4245192,1.4815899,"('unreliable', 'reliable')",-2.548867,-2.6473675,-0.5621739,-0.5828888,0.0207149
83,1.4030733,1.1889381,"('powerless', 'powerful')",-0.15044409,-0.3459398,0.6263146,0.4214992,0.2048154
74,1.3468997,1.7153848,"('undedicated', 'dedicated')",0.47076574,0.70656174,0.9088327,1.2109733,-0.3021406
73,-1.3355427,-0.9727373,"('helpless', 'self-reliant')",-3.2150333,-3.4414876,-2.2752881,-2.2071123,-0.0681758
53,-1.3098867,-0.4073104,"('uncreative', 'creative')",-0.11911495,-0.23889533,-0.7145008,-0.3231029,-0.3913979
67,1.2636106,1.2672583,"('doubtful', 'determined')",0.07655442,0.25122395,0.6700825,0.7592411,-0.0891586
29,-1.1467172,-0.7464943,"('unfair', 'fair')",-1.0667254,-1.348298,-1.1067213,-1.0473962,-0.0593251
28,1.1030619,1.8293706,"('disloyal', 'loyal')",1.2054999,1.3898499,1.1542809,1.6096103,-0.4553294
37,1.0984627,0.9248416,"('fake', 'genuine')",1.2016146,1.1811578,1.1500387,1.0529997,0.097039
78,1.0934567,0.9105973,"('nonresilient', 'resilient')",0.9299826,0.9805751,1.0117197,0.9455862,0.0661335
49,1.0442882,1.2748361,"('unable', 'able')",-0.15700307,-0.061185695,0.4436426,0.6068252,-0.1631826
82,1.0378957,1.4808103,"('poor', 'rich')",5.626973,5.903175,3.3324344,3.6919925,-0.3595581
20,1.0082278,0.122987196,"('rough', 'thoughtful')",0.5535136,0.38773984,0.7808707,0.2553635,0.5255072
15,-0.86437136,-0.33316284,"('boring', 'funny')",-0.042783923,0.013536397,-0.4535776,-0.1598132,-0.2937644
40,0.74646604,0.5981424,"('stingy', 'generous')",-0.86411005,-1.1986053,-0.058822,-0.3002315,0.2414095
71,-0.71029,0.15087542,"('diffident', 'self-confident')",0.46553883,0.5276477,-0.1223756,0.3392615,-0.4616371
27,-0.68184376,-0.67060554,"('hardhearted', 'softhearted')",1.2512239,1.117685,0.2846901,0.2235397,0.0611504
88,-0.67013925,-0.34296167,"('low', 'eminent')",-0.6175217,-0.51063573,-0.6438305,-0.4267987,-0.2170318
26,-0.47189337,-0.4531979,"('hardhearted', 'benevolent')",1.3961241,1.4059426,0.4621154,0.4763723,-0.0142569
68,-0.41360876,-0.28505912,"('dependent', 'independent')",-0.7721164,-1.0269423,-0.5928626,-0.6560007,0.0631381
58,-0.40936518,-0.3371798,"('undiscriminating', 'discriminating')",-0.6483825,-0.81433684,-0.5288738,-0.5757583,0.0468845
54,0.25067198,0.6379287,"('incapable', 'capable')",0.77046233,0.74611115,0.5105672,0.6920199,-0.1814527
9,-0.20514023,0.80225533,"('unaffectionate', 'caring')",1.5654885,1.7510391,0.6801741,1.2766472,-0.5964731
2,-0.17411917,0.18264934,"('unlikable', 'likable')",-0.19166285,-0.11571498,-0.182891,0.0334672,-0.2163582
18,0.1346938,0.8442113,"('disagreeable', 'welcoming')",0.36639568,0.30680162,0.2505447,0.5755064,-0.3249617
84,-0.0797369,-0.107203096,"('inferior', 'superior')",-0.49002442,-0.40999717,-0.2848807,-0.2586001,-0.0262806
34,0.027612481,0.93108416,"('mean', 'honorable')",4.630032,4.806149,2.3288224,2.8686166,-0.5397942
38,0.011432961,0.6230533,"('untruthful', 'truthful')",0.27255177,0.43161803,0.1419924,0.5273356,-0.3853432
