,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.440133,-2.4258838,"('uninfluential', 'influential')",-0.19297521,-0.22978936,-1.3165542,-1.3278365,0.0112823
10,-2.2564056,-2.1951697,"('unsympathetic', 'sympathetic')",-0.4830731,-0.5134449,-1.3697393,-1.3543073,-0.015432
0,-2.03012,-2.0829787,"('unsociable', 'sociable')",-0.19782946,-0.26443827,-1.1139747,-1.1737084,0.0597337
12,-1.8721024,-1.7102491,"('unsupportive', 'supportive')",-1.7799026,-1.6830332,-1.8260025,-1.6966412,-0.1293613
9,-1.8272852,-1.717118,"('unaffectionate', 'caring')",0.8992065,0.9333931,-0.4640393,-0.3918625,-0.0721768
69,1.7112808,1.7844496,"('lazy', 'industrious')",-0.56537753,-0.48375535,0.5729517,0.6503471,-0.0773954
43,-1.6789799,-1.5409501,"('irresponsible', 'responsible')",0.4743569,0.58907723,-0.6023115,-0.4759364,-0.1263751
72,-1.6239524,-1.5120734,"('unambitious', 'ambitious')",-0.6725482,-0.61947536,-1.1482503,-1.0657744,-0.0824759
51,-1.54418,-1.5554038,"('uneducated', 'educated')",0.47316062,0.39969373,-0.5355097,-0.5778551,0.0423454
73,1.4791754,1.4349927,"('helpless', 'self-reliant')",-2.5144281,-2.6452036,-0.5176263,-0.6051055,0.0874792
8,-1.4783088,-1.4110627,"('unaffectionate', 'affectionate')",0.6814589,0.682812,-0.398425,-0.3641254,-0.0342996
1,-1.4500114,-1.4621184,"('unfriendly', 'friendly')",1.7476152,1.716228,0.1488019,0.1270548,0.0217471
35,1.4331187,1.395369,"('corrupt', 'incorrupt')",-0.14102842,-0.20677765,0.6460451,0.5942957,0.0517494
63,-1.4152582,-1.3116581,"('unperceptive', 'insightful')",0.9818038,0.9796316,-0.2167272,-0.1660133,-0.0507139
55,-1.3984853,-1.3883572,"('incompetent', 'clever')",0.38071525,0.41264445,-0.508885,-0.4878564,-0.0210286
13,-1.274771,-1.4750296,"('impolite', 'polite')",-0.5001954,-0.55001605,-0.8874832,-1.0125228,0.1250396
24,-1.2689017,-1.2688068,"('dishonest', 'honest')",0.38571468,0.4392546,-0.4415935,-0.4147761,-0.0268174
41,-1.2443658,-1.2058148,"('unforgiving', 'forgiving')",-0.17714673,-0.104408495,-0.7107563,-0.6551117,-0.0556446
28,-1.2268139,-1.4591238,"('disloyal', 'loyal')",0.986846,0.8589979,-0.1199839,-0.300063,0.1800791
18,-1.225511,-1.0139134,"('disagreeable', 'welcoming')",-0.44191918,-0.14791468,-0.8337151,-0.580914,-0.2528011
45,-1.2201598,-1.367326,"('incompetent', 'competent')",-0.055464093,-0.14717075,-0.637812,-0.7572484,0.1194364
44,1.1753104,1.176437,"('prejudiced', 'unprejudiced')",-1.3083208,-1.1393762,-0.0665052,0.0185304,-0.0850356
75,1.0804429,0.8953949,"('meek', 'impulsive')",-0.29336232,-0.5374868,0.3935403,0.1789541,0.2145862
23,-1.0674708,-1.0162603,"('insincere', 'sincere')",5.346337,5.455437,2.1394329,2.2195885,-0.0801556
7,-1.0147847,-0.95872533,"('insensitive', 'sensitive')",0.78968143,0.74582666,-0.1125516,-0.1064493,-0.0061023
48,-0.99943453,-1.0682019,"('unintelligent', 'intelligent')",0.73458666,0.78267366,-0.1324239,-0.1427641,0.0103402
62,-0.97419894,-1.1241894,"('incompetent', 'brilliant')",0.2677944,0.2605333,-0.3532023,-0.431828,0.0786257
32,-0.97303396,-0.82034934,"('unkind', 'kind')",0.4611833,0.5488878,-0.2559253,-0.1357308,-0.1201945
84,0.96542645,0.935783,"('inferior', 'superior')",1.2334611,1.222965,1.0994438,1.0793741,0.0200697
3,-0.9359608,-0.9130835,"('repellent', 'pleasant')",0.103624,0.1733516,-0.4161684,-0.369866,-0.0463024
78,-0.8874517,-0.716793,"('nonresilient', 'resilient')",0.25883132,0.22858,-0.3143102,-0.2441065,-0.0702037
38,-0.8775248,-0.8603097,"('untruthful', 'truthful')",-0.35849342,-0.34247094,-0.6180091,-0.6013904,-0.0166187
54,-0.8691421,-0.6869468,"('incapable', 'capable')",0.9417579,1.0391855,0.0363079,0.1761194,-0.1398115
74,-0.81875336,-0.69800293,"('undedicated', 'dedicated')",0.20070025,0.28068712,-0.3090265,-0.2086579,-0.1003686
46,-0.80603325,-0.8549343,"('uncompetitive', 'competitive')",-0.56753564,-0.6539508,-0.6867844,-0.7544426,0.0676582
57,-0.7984609,-1.0788857,"('unimaginative', 'imaginative')",-2.0546362,-2.3061771,-1.4265486,-1.6925313,0.2659827
81,-0.7597015,-0.8791143,"('submissive', 'aggressive')",-0.69640076,-0.7840337,-0.7280511,-0.831574,0.1035229
21,-0.7462599,-0.63959,"('immoral', 'moral')",-0.7859659,-0.69730324,-0.7661129,-0.6684467,-0.0976662
14,-0.7118014,-0.8376438,"('antisocial', 'social')",-0.35346693,-0.40870443,-0.5326341,-0.6231741,0.09054
70,-0.6826232,-0.7096605,"('lethargic', 'energetic')",0.74082214,0.62038344,0.0290995,-0.0446385,0.073738
77,-0.675909,-0.5690996,"('unmotivated', 'motivated')",-1.0132952,-0.9541474,-0.8446021,-0.7616235,-0.0829786
53,-0.6416359,-0.63357526,"('uncreative', 'creative')",0.94055593,0.9357152,0.14946,0.15107,-0.00161
11,-0.63049376,-0.6879114,"('unhelpful', 'helpful')",1.4912355,1.4495248,0.4303709,0.3808067,0.0495642
80,-0.5961995,-0.74653494,"('dominated', 'dominating')",-1.236203,-1.260426,-0.9162012,-1.0034804,0.0872792
67,0.5909624,0.60788524,"('doubtful', 'determined')",-0.50813353,-0.5153639,0.0414144,0.0462607,-0.0048463
6,-0.58164006,-0.5268295,"('distant', 'open')",0.022911098,0.073242925,-0.2793645,-0.2267933,-0.0525712
33,0.5590193,0.60874027,"('wrong', 'right')",-0.6905704,-0.6512414,-0.0657755,-0.0212506,-0.0445249
60,-0.5331321,-0.4778988,"('inefficient', 'efficient')",0.19366638,0.3084177,-0.1697328,-0.0847405,-0.0849923
85,0.52570885,0.49343124,"('insignificant', 'prestigious')",0.5856483,0.6189927,0.5556786,0.5562119,-0.0005333
59,0.4964932,0.6176381,"('foolish', 'wise')",0.31782538,0.41787988,0.4071593,0.517759,-0.1105997
27,-0.46352887,-0.3482905,"('hardhearted', 'softhearted')",1.227441,1.306878,0.381956,0.4792937,-0.0973377
65,-0.45415172,-0.5185471,"('insecure', 'secure')",-0.14150658,-0.21353224,-0.2978292,-0.3660397,0.0682105
31,-0.40476814,-0.4205445,"('evil', 'good')",-0.8776046,-0.89323616,-0.6411864,-0.6568903,0.0157039
66,-0.40190575,-0.41790083,"('inactive', 'active')",0.6097141,0.55818146,0.1039042,0.0701403,0.0337639
64,-0.3899456,-0.28037912,"('shy', 'confident')",-6.2494783,-6.2415915,-3.3197119,-3.2609854,-0.0587265
88,-0.38984722,-0.36249903,"('low', 'eminent')",0.12982039,0.23950182,-0.1300134,-0.0614986,-0.0685148
58,-0.37354842,-0.5234769,"('undiscriminating', 'discriminating')",0.30570754,0.19485539,-0.0339204,-0.1643108,0.1303904
22,-0.3699484,-0.41948897,"('untrustworthy', 'trustworthy')",-0.7949796,-0.91383827,-0.582464,-0.6666636,0.0841996
25,-0.36739865,-0.28532812,"('egoistic', 'altruistic')",1.8094463,1.762176,0.7210239,0.7384239,-0.0174
61,-0.36219773,-0.51151127,"('illogical', 'logical')",0.2650247,0.2539926,-0.0485865,-0.1287593,0.0801728
83,-0.3424986,-0.4907194,"('powerless', 'powerful')",-0.82557034,-0.833061,-0.5840344,-0.6618902,0.0778558
40,-0.3391164,-0.39186266,"('stingy', 'generous')",-1.2039698,-1.3017707,-0.7715431,-0.8468167,0.0752736
19,-0.33759087,-0.17589977,"('inhospitable', 'hospitable')",-0.319419,-0.22683151,-0.3285049,-0.2013656,-0.1271393
39,0.32858297,0.31205004,"('exploitative', 'cooperative')",0.23231174,0.23854828,0.2804474,0.2752992,0.0051482
82,-0.32648522,-0.2384879,"('poor', 'rich')",5.82009,5.8804736,2.7468023,2.8209929,-0.0741906
50,0.32281244,0.5356545,"('clumsy', 'skillful')",-0.052995875,0.05526577,0.1349083,0.2954601,-0.1605518
5,-0.3062173,-0.19709983,"('distant', 'outgoing')",-0.4522968,-0.36465433,-0.3792571,-0.2808771,-0.09838
52,-0.2989657,-0.47223118,"('irrational', 'rational')",0.048946206,-0.035685554,-0.1250097,-0.2539584,0.1289487
36,0.29422215,0.26994184,"('hostile', 'amicable')",0.10584034,0.06607209,0.2000313,0.168007,0.0320243
76,-0.26500073,-0.18985541,"('anxious', 'daring')",0.24902725,0.34775472,-0.0079867,0.0789497,-0.0869364
49,-0.25091967,-0.21688661,"('unable', 'able')",-0.0686075,-0.014934307,-0.1597636,-0.1159105,-0.0438531
47,-0.24365233,-0.30688712,"('stupid', 'smart')",5.349804,5.447926,2.5530758,2.5705194,-0.0174436
15,0.23641834,0.06574795,"('boring', 'funny')",0.40849888,0.24384925,0.3224586,0.1547986,0.16766
42,0.23181775,0.4334602,"('unreliable', 'reliable')",-2.9093728,-2.7923005,-1.3387775,-1.1794201,-0.1593574
71,-0.21312922,-0.14986195,"('diffident', 'self-confident')",0.6336216,0.69388384,0.2102462,0.272011,-0.0617648
16,-0.19958606,-0.22794034,"('unpopular', 'popular')",0.29538855,0.3042682,0.0479012,0.0381639,0.0097373
29,0.17731489,0.1223782,"('unfair', 'fair')",-0.3813215,-0.4267335,-0.1020033,-0.1521776,0.0501743
56,-0.17158648,-0.23672253,"('impractical', 'practical')",0.109982625,0.0024777204,-0.0308019,-0.1171224,0.0863205
2,-0.16323963,-0.031299762,"('unlikable', 'likable')",0.16295272,0.31602,-0.0001435,0.1423601,-0.1425036
37,0.15630107,0.22943513,"('fake', 'genuine')",0.40299386,0.40890977,0.2796475,0.3191724,-0.0395249
79,-0.13511208,-0.118723825,"('wavering', 'unwavering')",-0.21699908,-0.21147089,-0.1760556,-0.1650974,-0.0109582
87,0.1188539,-0.019527875,"('unsuccessful', 'successful')",0.95862633,0.8723643,0.5387401,0.4264182,0.1123219
68,0.11868955,0.19775605,"('dependent', 'independent')",-0.32736826,-0.23822328,-0.1043394,-0.0202336,-0.0841058
26,-0.108059995,-0.16669743,"('hardhearted', 'benevolent')",1.6542624,1.688329,0.7731012,0.7608158,0.0122854
20,0.082348466,0.031376235,"('rough', 'thoughtful')",1.4511575,1.4436932,0.766753,0.7375347,0.0292183
34,-0.05556106,-0.06429302,"('mean', 'honorable')",5.7556076,5.7553205,2.8500233,2.8455138,0.0045095
30,-0.045140654,-0.061484266,"('intolerant', 'tolerant')",1.1953821,1.2097762,0.5751207,0.574146,0.0009747
4,0.043651868,-0.040806554,"('disliked', 'liked')",-6.097544,-6.379078,-3.0269461,-3.2099423,0.1829962
17,-0.02390083,-0.21617557,"('nasty', 'nice')",-0.63387364,-0.6837426,-0.3288872,-0.4499591,0.1210719
