,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
65,-1.1653315,-0.8620208,"('insecure', 'secure')",-1.4924929,-1.2936258,-0.92953455,-0.6452903,-1.1957863,-0.9336456,-0.2621407
1,-1.1437609,-1.9006418,"('unfriendly', 'friendly')",-0.61841214,-0.8803919,-0.3760361,-0.78014594,-0.7127364,-1.1870599,0.4743235
34,-1.1264036,-1.2430867,"('mean', 'honorable')",-1.3141838,-1.2601563,0.21389695,0.33769572,-0.7422302,-0.7218491,-0.0203811
36,1.1215974,0.30334213,"('hostile', 'amicable')",0.32119405,-0.3171305,0.5796282,0.05293922,0.6741399,0.0130503,0.6610896
6,1.1143204,0.80143553,"('distant', 'open')",1.9696894,1.7128568,0.78676695,0.40889362,1.2902589,0.9743953,0.3158636
64,1.1083322,1.5391058,"('shy', 'confident')",0.017417343,0.15216927,0.5147673,0.6522937,0.5468389,0.7811896,-0.2343507
55,-1.0878233,-0.6681518,"('incompetent', 'clever')",-1.5020303,-1.235455,-1.4781858,-1.1050878,-1.3560131,-1.0028982,-0.3531149
78,-1.0551376,-0.08379802,"('nonresilient', 'resilient')",-1.4533814,-1.046591,-0.6895657,-0.25301972,-1.0660283,-0.4611363,-0.604892
48,-1.0530256,-1.2901045,"('unintelligent', 'intelligent')",-1.5823537,-1.6911767,-1.5956196,-1.6148545,-1.410333,-1.5320452,0.1217122
8,-0.99945754,-2.023464,"('unaffectionate', 'affectionate')",0.3309466,0.13720617,0.39713275,0.23368055,-0.0904594,-0.5508591,0.4603997
50,0.97601664,1.1309106,"('clumsy', 'skillful')",0.8282591,1.019954,0.04964048,0.010954455,0.6179721,0.7206063,-0.1026342
29,0.9416594,1.0680636,"('unfair', 'fair')",0.8581512,0.8410362,-0.016112413,0.075247064,0.5945661,0.661449,-0.0668829
87,0.9299496,1.401695,"('unsuccessful', 'successful')",1.0121944,1.3334126,0.343537,0.80766165,0.7618937,1.1809231,-0.4190294
20,-0.9104116,-0.89806026,"('rough', 'thoughtful')",-0.67923397,-0.76586455,-1.0098102,-1.1853981,-0.8664853,-0.9497743,0.083289
70,-0.90902567,-0.20614456,"('lethargic', 'energetic')",-1.3037307,-0.643113,-0.7506711,0.20131318,-0.9878092,-0.2159815,-0.7718277
42,0.9088671,1.2579683,"('unreliable', 'reliable')",1.1547492,1.4253436,0.688693,0.98639935,0.9174364,1.2232371,-0.3058007
24,-0.8648683,-1.5432934,"('dishonest', 'honest')",-0.88009506,-0.9053686,0.887092,0.9318295,-0.2859571,-0.5056109,0.2196538
11,-0.8271267,-0.50711155,"('unhelpful', 'helpful')",-2.3838356,-1.9829577,0.12885274,0.7318147,-1.0273698,-0.5860849,-0.4412849
15,0.8250885,0.4748822,"('boring', 'funny')",1.269654,0.9501479,0.7507201,0.7051849,0.9484875,0.7100716,0.2384159
69,0.81763417,0.55025095,"('lazy', 'industrious')",1.4009004,0.95490474,0.23179674,-0.20094007,0.8167771,0.4347386,0.3820385
56,-0.76353276,0.092914686,"('impractical', 'practical')",-1.9496887,-1.5045618,-0.072343595,0.8939598,-0.9285217,-0.1725624,-0.7559593
37,-0.7258741,-0.859311,"('fake', 'genuine')",-0.7907464,-0.6810307,-0.23823017,0.18462986,-0.5849502,-0.4519039,-0.1330463
52,0.70106953,-0.25119764,"('irrational', 'rational')",1.428782,0.72712946,1.0434316,0.31976038,1.057761,0.2652307,0.7925303
60,-0.69479465,-0.1084878,"('inefficient', 'efficient')",-2.1383927,-1.7739989,-0.56241953,0.09402819,-1.131869,-0.5961528,-0.5357162
81,-0.6771654,0.28177196,"('submissive', 'aggressive')",-1.878587,-1.2093519,-0.4398403,0.3030337,-0.9985309,-0.2081821,-0.7903488
72,-0.6602691,-0.51626736,"('unambitious', 'ambitious')",-1.5115789,-1.2824827,-0.5145202,-0.29839557,-0.8954561,-0.6990486,-0.1964075
13,-0.61805034,-0.34037614,"('impolite', 'polite')",-1.6895027,-1.543181,-0.26145652,0.3272175,-0.8563365,-0.5187799,-0.3375566
16,0.6047434,0.7200947,"('unpopular', 'popular')",0.40571028,0.35953295,-0.84269303,-0.8449631,0.0559202,0.0782215,-0.0223013
77,-0.58923024,-0.080746636,"('unmotivated', 'motivated')",-1.0795847,-1.0780233,-0.5169352,-0.5924703,-0.7285833,-0.5837468,-0.1448365
43,-0.5525177,-0.44637394,"('irresponsible', 'responsible')",-2.1892567,-1.8695766,0.2792031,0.8362705,-0.820857,-0.4932266,-0.3276304
32,-0.53030807,-0.93401426,"('unkind', 'kind')",-0.40662822,-0.3353673,0.24191323,0.4305355,-0.2316744,-0.2796153,0.0479409
7,-0.52016926,-0.38939533,"('insensitive', 'sensitive')",-1.4739442,-1.3877902,-0.4877993,-0.299086,-0.8273042,-0.6920905,-0.1352137
51,0.5162068,1.1006473,"('uneducated', 'educated')",-0.44120044,-0.28234357,-0.61281735,-0.43795982,-0.1792703,0.1267813,-0.3060516
45,-0.51177955,-0.0708838,"('incompetent', 'competent')",-2.1647894,-1.6484349,-1.1132354,-0.29121158,-1.2632682,-0.6701767,-0.5930915
31,0.49084306,-0.3130114,"('evil', 'good')",1.6459049,1.1614089,0.5988099,-0.0501912,0.9118526,0.2660688,0.6457838
9,-0.48411563,-1.2331113,"('unaffectionate', 'caring')",-0.16985759,-0.44133413,0.8655992,0.6409172,0.070542,-0.3445094,0.4150514
35,0.475503,0.38834736,"('corrupt', 'incorrupt')",1.2835855,1.1285287,0.22207275,-0.07271578,0.6603871,0.4813868,0.1790003
61,0.46888793,0.5577146,"('illogical', 'logical')",-0.55097,-0.43183228,0.12221801,0.2348562,0.0133786,0.1202462,-0.1068676
33,0.4622091,0.40855226,"('wrong', 'right')",0.9513485,0.655105,0.88225025,0.6383662,0.7652693,0.5673412,0.1979281
30,-0.45199743,-0.089665845,"('intolerant', 'tolerant')",-1.4755417,-1.3182458,-0.49187493,0.058311503,-0.8064713,-0.4498667,-0.3566046
79,0.45180592,0.57329667,"('wavering', 'unwavering')",0.8095059,1.0866159,0.9662039,1.0779055,0.7425052,0.9126061,-0.1701009
49,-0.4364854,-0.36512288,"('unable', 'able')",-0.7327641,-0.49768502,-0.7338459,-0.4564059,-0.6343652,-0.4397379,-0.1946273
21,-0.4278799,0.09166746,"('immoral', 'moral')",-0.8850705,-0.7610075,-0.39229932,-0.024289578,-0.5684166,-0.2312099,-0.3372067
27,-0.40613657,-1.1462346,"('hardhearted', 'softhearted')",-0.79391634,-1.0881368,0.10993838,-0.08387014,-0.3633715,-0.7727472,0.4093757
67,0.3991181,0.7914981,"('doubtful', 'determined')",0.12628359,0.34103212,0.75257117,1.1104265,0.425991,0.7476522,-0.3216612
3,0.39710975,1.0210899,"('repellent', 'pleasant')",-1.7720064,-1.5295962,-1.238894,-1.1937345,-0.8712635,-0.5674136,-0.3038499
40,-0.37770185,-0.5527822,"('stingy', 'generous')",-0.71724516,-0.7816274,0.10837935,-0.12065764,-0.3288559,-0.4850224,0.1561665
58,-0.3503018,-0.13595968,"('undiscriminating', 'discriminating')",-0.49902114,-0.358852,-1.5010736,-1.2100086,-0.7834655,-0.5682734,-0.2151921
17,0.34399062,0.5289104,"('nasty', 'nice')",-0.303323,-0.44920743,-0.12283368,-0.0880081,-0.0273887,-0.0027684,-0.0246203
14,-0.33703917,0.26436383,"('antisocial', 'social')",-1.309051,-0.94289273,-0.3635735,0.5427266,-0.6698879,-0.0452674,-0.6246205
19,0.30357623,-0.169786,"('inhospitable', 'hospitable')",0.7142855,0.5920208,0.012546536,-0.14745945,0.3434694,0.0915918,0.2518776
18,-0.29477498,-0.86185503,"('disagreeable', 'welcoming')",0.66952133,0.47479722,0.078155845,-0.27871668,0.1509674,-0.2219248,0.3728922
41,-0.29078546,-0.80805546,"('unforgiving', 'forgiving')",-1.277576,-1.472143,0.06985373,0.03903303,-0.4995025,-0.7470552,0.2475527
68,-0.2651826,-0.3869055,"('dependent', 'independent')",-1.3365848,-1.4360223,-1.8506336,-1.7513398,-1.1508004,-1.1914225,0.0406221
63,0.24883163,0.5245149,"('unperceptive', 'insightful')",-0.8590057,-0.5411023,-0.23181368,0.19531618,-0.2806626,0.0595763,-0.3402389
80,-0.24563566,0.87364495,"('dominated', 'dominating')",-0.9893261,-0.56032133,-0.20385413,0.05777578,-0.4796053,0.1236998,-0.6033051
25,-0.20911849,-0.7005286,"('egoistic', 'altruistic')",-0.15565899,-0.3971035,-0.1594224,-0.5784202,-0.1747333,-0.5586841,0.3839508
38,-0.20147745,-0.14883612,"('untruthful', 'truthful')",-1.4215328,-1.1878511,0.39498094,0.69087434,-0.4093431,-0.215271,-0.1940721
44,0.1941622,-0.052625835,"('prejudiced', 'unprejudiced')",0.5012635,0.45684806,0.5606892,0.5127101,0.418705,0.3056441,0.1130609
66,0.16479757,0.35453916,"('inactive', 'active')",1.0905436,1.3630949,0.07268693,0.22101668,0.442676,0.6462169,-0.2035409
26,-0.15919942,-0.67768043,"('hardhearted', 'benevolent')",1.2080935,0.9706981,0.4116243,0.15138422,0.4868395,0.148134,0.3387055
83,0.14788356,0.26038694,"('powerless', 'powerful')",-0.7139749,-0.6886381,0.46057835,0.4714359,-0.035171,0.0143949,-0.0495659
76,0.14390293,0.57273644,"('anxious', 'daring')",0.04456911,0.38981366,-0.23199789,0.1576563,-0.0145086,0.3734021,-0.3879107
12,-0.1270874,-0.073266774,"('unsupportive', 'supportive')",-0.6185266,-0.46230993,1.2538407,1.5075011,0.1694089,0.3239748,-0.1545659
84,-0.1175615,0.29365817,"('inferior', 'superior')",-0.013503386,0.12471016,-0.19528879,-0.1069641,-0.1087846,0.1038014,-0.212586
88,0.1153338,0.3532963,"('low', 'eminent')",-0.17596821,-0.10021935,-0.4922411,-0.1890759,-0.1842918,0.0213337,-0.2056255
39,0.06830866,-0.34817865,"('exploitative', 'cooperative')",-0.57866395,-0.7666708,0.6893046,0.7717232,0.0596498,-0.1143754,0.1740252
71,0.027066357,-0.11706669,"('diffident', 'self-confident')",-0.16663796,-0.15239994,1.0385836,1.1453757,0.2996707,0.2919697,0.007701
54,-0.019111328,-0.42817032,"('incapable', 'capable')",0.27394947,0.26002508,1.194848,1.0621651,0.4832287,0.2980066,0.1852221
74,0.010380004,0.4181973,"('undedicated', 'dedicated')",0.05609009,0.2810241,0.0059642605,0.38446304,0.0241448,0.3612281,-0.3370833
75,-0.006231811,0.11185476,"('meek', 'impulsive')",0.28211877,0.48659813,0.37546292,0.4642884,0.2171166,0.3542471,-0.1371305
62,0.0007715896,0.64782494,"('incompetent', 'brilliant')",-1.6282551,-1.1724988,0.3093644,1.0216577,-0.439373,0.1656613,-0.6050343
