,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
10,-3.4642534,-3.6144595,"('unsympathetic', 'sympathetic')",-0.8260406,-0.9714989,-0.35652474,-0.39238736,-1.5489397,-1.6594486,0.1105089
45,-2.950002,-2.9552717,"('incompetent', 'competent')",-1.1585854,-1.2898698,-0.29134387,-0.32958096,-1.4666437,-1.5249074,0.0582637
69,2.7042615,2.926012,"('lazy', 'industrious')",0.8508105,0.9760005,-0.74183315,-0.525591,0.9377463,1.1254738,-0.1877275
43,-2.6672952,-2.9163408,"('irresponsible', 'responsible')",-1.0436032,-1.3021412,0.16074741,-0.08338837,-1.1833836,-1.4339568,0.2505732
0,-2.1232862,-2.3232327,"('unsociable', 'sociable')",-0.31354946,-0.57113034,-0.06819181,-0.121891685,-0.8350092,-1.0054182,0.170409
85,1.9720485,2.2576425,"('insignificant', 'prestigious')",0.32947996,0.5280042,-0.53939956,-0.39991572,0.5873763,0.7952437,-0.2078674
70,-1.9599258,-2.0522287,"('lethargic', 'energetic')",-0.25649112,-0.33803633,0.39009377,0.30106807,-0.6087743,-0.696399,0.0876247
63,-1.9235305,-1.9386957,"('unperceptive', 'insightful')",-0.17876177,-0.10276227,0.55675876,0.6716356,-0.5151778,-0.4566074,-0.0585704
86,-1.9060421,-2.072354,"('uninfluential', 'influential')",0.009535655,-0.16223505,-0.55787885,-0.595973,-0.8181284,-0.9435207,0.1253923
23,-1.8945422,-2.0909617,"('insincere', 'sincere')",-0.11723979,-0.2482099,5.4835367,5.19916,1.1572516,0.9533295,0.2039221
35,1.8852599,2.0495274,"('corrupt', 'incorrupt')",-0.49485648,-0.41628218,-0.98830867,-0.95359635,0.1340316,0.2265496,-0.092518
13,-1.8378137,-2.0014093,"('impolite', 'polite')",-0.32856044,-0.46356493,-0.40278202,-0.38818824,-0.8563854,-0.9510541,0.0946687
57,-1.8282769,-1.8377419,"('unimaginative', 'imaginative')",-0.011016943,-0.13785166,-2.8341336,-2.8286817,-1.5578092,-1.6014252,0.043616
