,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
26,3.363495,3.013882,"('hardhearted', 'benevolent')",1.6900322,1.2843186,1.818886,1.1777252,2.2908045,1.8253086,0.4654959
81,-3.3031845,-3.3246303,"('submissive', 'aggressive')",-0.41157645,-0.037507497,-1.1551327,-0.6622466,-1.6232979,-1.3414615,-0.2818364
1,3.2299023,2.8577447,"('unfriendly', 'friendly')",0.82111865,0.3958408,2.3201988,1.7191606,2.1237399,1.657582,0.4661579
85,3.0660162,2.8110514,"('insignificant', 'prestigious')",0.58538723,-0.10190236,0.82116705,-0.10981472,1.4908568,0.8664448,0.624412
71,2.7689953,2.735653,"('diffident', 'self-confident')",0.99064,1.07415,0.90223897,0.53572214,1.5539581,1.4485084,0.1054497
44,-2.6978023,-2.3071072,"('prejudiced', 'unprejudiced')",0.021054864,0.22303143,-1.7733893,-1.8924756,-1.4833789,-1.3255171,-0.1578618
80,-2.5874949,-2.4727716,"('dominated', 'dominating')",-0.056523263,0.30495468,-1.1955459,-0.6564467,-1.2798547,-0.9414212,-0.3384335
36,2.5110064,2.3161273,"('hostile', 'amicable')",1.4339997,0.88409656,0.6897724,-0.16977985,1.5449262,1.010148,0.5347782
62,-2.438737,-2.0597625,"('incompetent', 'brilliant')",-0.37258023,0.1195251,-0.3947765,0.48816553,-1.0686979,-0.484024,-0.5846739
60,-2.4154758,-2.2372134,"('inefficient', 'efficient')",-0.613654,-0.046926476,-0.67352104,0.13137138,-1.234217,-0.7175895,-0.5166275
45,-2.4089894,-2.29861,"('incompetent', 'competent')",-0.79831123,-0.5234904,-0.6637719,-0.32999116,-1.2903575,-1.0506972,-0.2396603
6,2.2347715,2.368386,"('distant', 'open')",0.051601797,-0.028626204,0.60115767,0.119358435,0.9625103,0.8197061,0.1428042
77,-2.171585,-2.0702333,"('unmotivated', 'motivated')",-0.9238314,-0.6778096,-1.5353669,-1.2619963,-1.5435945,-1.3366798,-0.2069147
59,2.120519,1.9613446,"('foolish', 'wise')",0.6609912,0.15920308,0.81404924,0.15108472,1.1985198,0.7572108,0.441309
64,-2.084873,-2.1026568,"('shy', 'confident')",0.24563473,0.30568364,-6.1666875,-6.3393397,-2.668642,-2.7121042,0.0434622
21,-2.0635595,-2.151612,"('immoral', 'moral')",-0.043287322,0.014281476,-1.0759695,-0.5689171,-1.0609388,-0.9020825,-0.1588563
46,-2.0340493,-2.134676,"('uncompetitive', 'competitive')",-0.0002310127,0.37320346,-0.30378753,0.1788921,-0.7793559,-0.5275268,-0.2518291
9,1.9930263,1.8108269,"('unaffectionate', 'caring')",0.42421034,0.043985248,1.4372367,1.3422153,1.2848244,1.0656758,0.2191486
55,-1.983444,-1.9988964,"('incompetent', 'clever')",-0.86055636,-0.7329107,-0.16519439,0.45120072,-1.003065,-0.7602021,-0.2428629
5,1.9303678,2.1532447,"('distant', 'outgoing')",-0.0047383346,-0.067218706,-0.10656696,-0.50542796,0.6063542,0.526866,0.0794882
3,-1.9083574,-1.7361085,"('repellent', 'pleasant')",-0.3014349,0.058048673,0.19802797,0.6071537,-0.6705882,-0.3569687,-0.3136195
69,1.8827385,1.8050905,"('lazy', 'industrious')",2.0075362,1.7447461,-0.4196286,-1.1609683,1.156882,0.7962894,0.3605926
18,1.8597677,1.8497831,"('disagreeable', 'welcoming')",1.6540288,1.4738652,0.119207434,-0.09131336,1.2110012,1.077445,0.1335562
11,-1.818306,-1.9706689,"('unhelpful', 'helpful')",-0.32976198,-0.2658561,1.6877121,2.0512054,-0.153452,-0.0617732,-0.0916788
33,1.7889361,1.685364,"('wrong', 'right')",1.2086614,0.88242483,-0.10196793,-0.54237163,0.96521,0.6751391,0.2900709
75,-1.7834709,-1.5182362,"('meek', 'impulsive')",-0.41137096,-0.35282123,-0.6560099,-0.8928352,-0.9502839,-0.9212976,-0.0289863
70,-1.7417046,-1.7004217,"('lethargic', 'energetic')",-0.532195,-0.31088,0.4230587,1.0099926,-0.6169469,-0.3337697,-0.2831772
10,-1.6947085,-1.9133627,"('unsympathetic', 'sympathetic')",-1.2118064,-1.1754764,-0.38683107,0.12836832,-1.097782,-0.9868236,-0.1109584
8,1.6047591,1.3746823,"('unaffectionate', 'affectionate')",-0.16155915,-0.7043829,0.9527047,0.4759908,0.7986349,0.3820967,0.4165382
52,1.5836961,1.5036316,"('irrational', 'rational')",-0.17692244,-0.5960953,0.12911583,-0.473977,0.5119632,0.1445198,0.3674434
53,1.5414658,1.478843,"('uncreative', 'creative')",0.11232984,0.014845431,1.1167724,0.90455264,0.9235226,0.7994137,0.1241089
22,-1.4837096,-1.4405693,"('untrustworthy', 'trustworthy')",-0.16414548,-0.058706507,-0.8526839,-0.43666524,-0.8335129,-0.6453137,-0.1881992
76,-1.3859402,-1.0906986,"('anxious', 'daring')",0.076390155,0.47311184,-0.28428864,0.34051564,-0.5312796,-0.092357,-0.4389226
57,-1.3604101,-1.526259,"('unimaginative', 'imaginative')",-0.32869315,-0.4073674,-2.39357,-2.5392413,-1.360891,-1.490956,0.130065
54,1.3512828,1.306336,"('incapable', 'capable')",0.30788743,0.15254588,1.3181597,1.1395552,0.9924433,0.8661458,0.1262975
38,-1.243422,-1.3275123,"('untruthful', 'truthful')",-0.65977705,-0.7350554,-0.05669722,-0.105789565,-0.6532988,-0.7227858,0.069487
84,1.2053548,1.2627467,"('inferior', 'superior')",0.56581193,0.6648143,0.9135709,0.94136345,0.8949126,0.9563082,-0.0613956
12,1.1145852,0.883222,"('unsupportive', 'supportive')",0.84350055,0.6269291,-1.0025344,-1.2001573,0.3185171,0.1033313,0.2151858
19,1.1141645,1.1415477,"('inhospitable', 'hospitable')",-0.5563211,-0.7290834,0.35683593,0.014386022,0.3048931,0.1422834,0.1626097
28,-1.0513546,-1.1799823,"('disloyal', 'loyal')",-0.7478789,-0.8995447,0.8718523,0.8007156,-0.3091271,-0.4262704,0.1171433
35,1.0428199,1.2325953,"('corrupt', 'incorrupt')",0.282202,0.022994308,-0.07868706,-0.61950415,0.4154449,0.2120285,0.2034164
25,1.0305023,1.0895098,"('egoistic', 'altruistic')",0.29605615,0.4000303,1.4257601,1.3422165,0.9174395,0.9439189,-0.0264794
51,-1.0196276,-1.2229292,"('uneducated', 'educated')",0.94930434,1.1360567,0.99614716,1.2080613,0.308608,0.3737296,-0.0651216
13,-1.0090212,-0.93089634,"('impolite', 'polite')",0.093337506,0.45617875,-0.47457716,0.09145126,-0.4634203,-0.1277554,-0.3356649
24,-1.0001795,-1.1122926,"('dishonest', 'honest')",-0.5188043,-0.6414442,0.62729776,0.83259493,-0.2972287,-0.3070473,0.0098186
58,0.9950068,0.86403084,"('undiscriminating', 'discriminating')",0.6469698,0.5016295,0.2969146,0.20309915,0.6462971,0.5229198,0.1233773
31,0.9754313,0.9559758,"('evil', 'good')",0.023835978,-0.5470528,-0.56273544,-1.3867519,0.1455106,-0.325943,0.4714536
27,0.9627545,0.7556544,"('hardhearted', 'softhearted')",-0.05302937,-0.20713902,1.5449071,1.3319165,0.8182108,0.6268106,0.1914002
14,-0.94547087,-0.6776281,"('antisocial', 'social')",0.82322246,1.1422386,-0.85797954,-0.42510194,-0.3267426,0.0131695,-0.3399121
2,0.93908304,1.0509739,"('unlikable', 'likable')",1.7022427,1.6175343,0.8727146,0.7216324,1.1713467,1.1300468,0.0412999
66,0.9373428,0.8209389,"('inactive', 'active')",1.8524655,1.6238335,1.4248556,0.9341055,1.404888,1.1262927,0.2785953
23,-0.9298736,-1.1400868,"('insincere', 'sincere')",-0.8762296,-0.784625,5.3917813,6.2204685,1.195226,1.4319189,-0.2366929
16,0.9033219,0.8399475,"('unpopular', 'popular')",1.127081,0.8592023,1.0634737,0.6941204,1.0312922,0.7977568,0.2335354
65,-0.9011688,-0.7339872,"('insecure', 'secure')",0.032416403,0.32576606,-0.472977,0.091508605,-0.4472431,-0.1055709,-0.3416722
40,0.89194596,0.8962778,"('stingy', 'generous')",0.57802975,0.62692535,-0.8275907,-1.072694,0.2141283,0.1501697,0.0639586
56,-0.855526,-0.8549169,"('impractical', 'practical')",0.14259738,0.47863206,-0.6416671,-0.059326455,-0.4515319,-0.1452037,-0.3063282
63,-0.7963878,-0.9200098,"('unperceptive', 'insightful')",0.6744367,0.67590034,1.3475426,1.6451857,0.4085305,0.4670254,-0.0584949
73,0.7033875,0.7586399,"('helpless', 'self-reliant')",0.06369644,-0.031504773,-3.2594602,-3.4279816,-0.8307921,-0.9002821,0.06949
39,0.6955622,0.7996478,"('exploitative', 'cooperative')",0.65753525,0.509035,-0.12493944,0.11824555,0.409386,0.4756428,-0.0662568
82,-0.5763767,-0.621323,"('poor', 'rich')",-1.0818712,-1.101301,5.817011,6.2193117,1.3862543,1.498896,-0.1126417
37,-0.57631284,-0.70090294,"('fake', 'genuine')",-0.55405486,-0.75577265,0.4554141,0.5230099,-0.2249846,-0.3112219,0.0862373
48,-0.5355839,-0.7502471,"('unintelligent', 'intelligent')",-0.2896282,-0.49602616,0.21693972,0.25305712,-0.2027575,-0.3310721,0.1283146
49,-0.4917254,-0.44579217,"('unable', 'able')",-0.90817815,-0.7577971,-0.46072015,-0.12677896,-0.6202079,-0.4434561,-0.1767518
47,0.48262697,0.30980128,"('stupid', 'smart')",-0.37655348,-0.4347605,4.9554043,5.2674184,1.6871592,1.714153,-0.0269938
34,0.4808777,0.35018286,"('mean', 'honorable')",0.15148813,0.2633986,5.8742847,6.2560053,2.1688835,2.2898623,-0.1209788
17,0.44960633,0.47264358,"('nasty', 'nice')",-1.0935096,-1.2897058,-0.7442388,-0.8826327,-0.462714,-0.566565,0.103851
61,0.44928846,0.49676538,"('illogical', 'logical')",-0.21420951,-0.10458037,0.35892147,0.4831979,0.1980001,0.2917943,-0.0937942
42,-0.3824438,-0.29163614,"('unreliable', 'reliable')",0.51028514,0.6228044,-2.8638108,-2.7910013,-0.9119898,-0.8199444,-0.0920454
79,0.3809173,0.46026853,"('wavering', 'unwavering')",-0.25527295,-0.46441734,0.15929264,-0.29006386,0.094979,-0.0980709,0.1930499
50,0.36689264,0.2568805,"('clumsy', 'skillful')",0.3012496,0.18595724,0.36443347,0.26812202,0.3441919,0.2369866,0.1072053
32,0.34713638,-0.01346945,"('unkind', 'kind')",-0.3785563,-0.5984713,1.2067095,1.115345,0.3917632,0.1678014,0.2239618
74,0.31706652,0.120686606,"('undedicated', 'dedicated')",0.430371,0.38088804,0.42246133,0.35859555,0.3899662,0.2867234,0.1032428
30,0.31294298,0.33471814,"('intolerant', 'tolerant')",-0.43337712,-0.39797553,0.4212526,0.84545773,0.1002728,0.2607334,-0.1604606
41,0.2993843,0.14200792,"('unforgiving', 'forgiving')",0.43477306,0.12773356,0.3575865,0.12110451,0.3639146,0.130282,0.2336326
72,0.25594404,0.19152461,"('unambitious', 'ambitious')",-0.6281221,-0.56038857,-1.1636347,-0.8883052,-0.5119376,-0.4190564,-0.0928812
67,-0.23958464,-0.22680052,"('doubtful', 'determined')",-0.15587191,-0.07967535,-0.93197834,-0.9177264,-0.4424783,-0.4080674,-0.0344109
87,-0.22041607,-0.39210656,"('unsuccessful', 'successful')",1.6843568,1.7119472,1.3236661,1.3073153,0.9292022,0.8757187,0.0534835
0,-0.21192959,-0.1948095,"('unsociable', 'sociable')",0.064504966,0.22767903,-0.46590567,-0.17639768,-0.2044434,-0.0478427,-0.1566007
78,0.1834555,0.00026413426,"('nonresilient', 'resilient')",1.2488126,1.4118407,0.9829484,1.0029166,0.8050721,0.8050071,6.5e-05
4,0.16216502,0.11064352,"('disliked', 'liked')",0.03072517,0.04494827,-5.8368106,-6.4984417,-1.8813068,-2.1142832,0.2329764
15,0.16083527,0.16752738,"('boring', 'funny')",-0.22928306,-0.389383,0.5239956,0.4092613,0.1518493,0.0624686,0.0893807
7,-0.13848487,-0.24013078,"('insensitive', 'sensitive')",-0.29394233,-0.23069677,0.9079614,1.2684643,0.1585114,0.2658789,-0.1073675
86,-0.10102591,-0.37868127,"('uninfluential', 'influential')",-0.15650216,-0.23526317,0.12268366,0.15472071,-0.0449481,-0.1530746,0.1081265
83,0.06736514,0.11794079,"('powerless', 'powerful')",-0.032848522,0.021897241,-0.7771817,-0.60912675,-0.247555,-0.1564296,-0.0911254
29,0.06733627,0.17482466,"('unfair', 'fair')",-0.024924234,-0.030833349,-0.118323594,-0.4486278,-0.0253039,-0.1015455,0.0762416
68,0.05487761,0.07698081,"('dependent', 'independent')",0.19615395,0.24695516,-0.24729289,-0.18100168,0.0012462,0.0476448,-0.0463986
43,-0.023570292,-0.10617014,"('irresponsible', 'responsible')",-0.24215844,-0.21590358,0.572993,0.66363,0.1024214,0.1138521,-0.0114307
20,0.021395117,-0.016556665,"('rough', 'thoughtful')",0.6697428,0.5301594,1.1575557,0.9701456,0.6162312,0.4945828,0.1216484
88,-3.10163e-05,-0.22054978,"('low', 'eminent')",-0.37945282,-0.6764936,0.11306627,0.08403178,-0.0888059,-0.2710039,0.182198
