,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
24,1.7317067,1.8820621,"('dishonest', 'honest')",-0.19376683,-0.41217455,-0.42955416,-0.3464411,0.92177904,0.9459264,0.5075412,0.5173432,-0.009802
80,1.7135504,1.9401901,"('dominated', 'dominating')",-1.3340268,-1.1892734,0.99014014,1.3126973,-0.98001707,-0.7565988,0.0974117,0.3267538,-0.2293421
43,1.62397,1.5334239,"('irresponsible', 'responsible')",-0.6337004,-0.96224666,-1.0669253,-0.9255878,0.19479094,0.23365538,0.0295338,-0.0301888,0.0597226
56,1.5417645,1.6108676,"('impractical', 'practical')",0.9265718,0.6726251,0.46634668,0.66246676,0.08203815,0.099839985,0.7541803,0.7614499,-0.0072696
53,-1.540174,-1.6009389,"('uncreative', 'creative')",1.2440615,1.2930838,-0.5769459,-0.4697916,0.56685686,0.62685645,-0.0765504,-0.0376976,-0.0388528
87,1.490041,1.4470843,"('unsuccessful', 'successful')",0.4030145,0.32712963,1.446785,1.6200081,0.57615113,0.5884021,0.9789979,0.995656,-0.0166581
42,1.43336,1.3989223,"('unreliable', 'reliable')",-0.6308817,-0.76202583,0.2727793,0.35392034,-2.7579565,-2.7008278,-0.4206747,-0.4275028,0.0068281
25,-1.3429981,-1.3470188,"('egoistic', 'altruistic')",0.5134893,0.6631571,1.5449001,1.395175,1.6469705,1.5217592,0.5905904,0.5582681,0.0323223
8,-1.3388425,-1.3401605,"('unaffectionate', 'affectionate')",-0.023946092,-0.00044650212,-0.7226126,-0.7702031,0.38296163,0.38439655,-0.4256099,-0.4316034,0.0059935
60,1.2936096,1.5036924,"('inefficient', 'efficient')",0.10863033,-0.0071020946,0.9214792,1.1735586,-0.381014,-0.2563635,0.4856763,0.6034464,-0.1177701
23,1.2463628,1.2386321,"('insincere', 'sincere')",0.013720825,-0.21876751,0.45491764,0.47750172,5.5421557,5.519617,1.8142893,1.7542459,0.0600434
66,1.2363782,1.0277185,"('inactive', 'active')",-0.53097147,-0.69654,-0.18869957,-0.2693956,0.8890826,0.76682526,0.3514475,0.2071521,0.1442954
32,1.2247163,1.2895207,"('unkind', 'kind')",0.09603608,-0.03500143,0.30739796,0.440012,1.3740888,1.4301074,0.7505598,0.7811596,-0.0305998
71,1.204115,0.9612776,"('diffident', 'self-confident')",1.3234982,1.1532371,0.28253663,0.18528818,0.13016337,-0.0032987893,0.7350783,0.5741261,0.1609522
45,1.168458,1.2481626,"('incompetent', 'competent')",-0.714833,-0.6814958,0.87863016,1.1897086,-0.6592259,-0.5090384,0.1682573,0.3118343,-0.143577
2,1.138822,1.0513529,"('unlikable', 'likable')",0.47628808,0.32431817,0.85254604,0.9075612,0.67862046,0.7398202,0.7865691,0.7557631,0.030806
34,1.1387727,1.1043242,"('mean', 'honorable')",0.3170847,0.2791859,0.16702758,0.13613628,5.8271255,5.790082,1.8625026,1.8274322,0.0350704
46,1.1360139,1.144763,"('uncompetitive', 'competitive')",-1.1830275,-1.2072798,0.5701132,0.843049,-0.27499917,-0.2592923,0.0620251,0.13031,-0.0682849
30,1.1166581,1.1845518,"('intolerant', 'tolerant')",0.95984995,0.93383366,0.43172723,0.60419005,1.1836812,1.2597053,0.9229791,0.9955702,-0.0725911
67,1.0742819,1.1010853,"('doubtful', 'determined')",0.7464644,0.7009663,0.9333153,0.82015336,-0.36616194,-0.35026494,0.596975,0.5679849,0.0289901
86,1.0614861,1.258437,"('uninfluential', 'influential')",0.2633119,0.23244098,-0.598538,-0.18073851,-0.021952704,0.19151774,0.1760768,0.3754143,-0.1993375
35,-1.0405538,-1.2197422,"('corrupt', 'incorrupt')",0.45907342,0.5969351,-0.43172187,-0.63271075,0.07622242,-0.2064936,-0.2342449,-0.3655029,0.131258
65,1.0385151,1.0906184,"('insecure', 'secure')",-0.24478084,-0.4288171,-0.31598568,-0.13716336,-0.3744994,-0.27930316,0.0258123,0.0613337,-0.0355214
13,1.0133841,0.9149863,"('impolite', 'polite')",-0.3360475,-0.5270441,-0.07418669,0.017415881,-0.19227539,-0.15685055,0.1027186,0.0621269,0.0405917
77,0.99788314,1.0201718,"('unmotivated', 'motivated')",-0.3447018,-0.4181301,-0.39126956,-0.19037111,-0.9521522,-1.053501,-0.1725601,-0.1604576,-0.0121025
26,0.9933048,0.9938067,"('hardhearted', 'benevolent')",1.0602396,1.243583,1.2849847,1.3360031,1.4450383,1.5119061,1.1958919,1.2713246,-0.0754327
36,-0.9801781,-1.3694407,"('hostile', 'amicable')",0.24328254,0.15400374,-0.80828726,-1.18935,0.36474434,0.06381874,-0.2951096,-0.5852421,0.2901325
76,0.9318806,1.1304598,"('anxious', 'daring')",-1.7694987,-1.8497382,0.41913196,0.51499945,0.08514311,0.15075913,-0.0833358,-0.01338,-0.0699558
55,0.9073015,1.124849,"('incompetent', 'clever')",-0.99604404,-0.95289195,-0.101780474,0.25370955,-0.2583854,-0.0066987835,-0.1122271,0.1047419,-0.216969
29,-0.89655626,-1.018059,"('unfair', 'fair')",0.15490419,-0.16630359,-0.778818,-0.96228385,-1.1803777,-1.2355438,-0.675212,-0.8455476,0.1703356
10,0.88214767,1.1098634,"('unsympathetic', 'sympathetic')",-1.3479376,-1.4334915,-0.87804526,-0.57008046,-0.11084171,-0.026190978,-0.3636692,-0.2299749,-0.1336943
41,0.8770946,0.991881,"('unforgiving', 'forgiving')",-0.09988779,-0.10496913,0.71244174,0.7976404,0.5469434,0.57816255,0.509148,0.5656787,-0.0565307
1,-0.87704533,-1.1043261,"('unfriendly', 'friendly')",1.4671082,1.2280519,-0.22358578,-0.32154036,1.4971951,1.3233664,0.4659181,0.281388,0.1845301
5,-0.86019284,-1.1698668,"('distant', 'outgoing')",1.327113,1.1574104,-0.78373754,-0.98172975,-0.38796446,-0.64171064,-0.1761954,-0.4089742,0.2327788
0,0.8324455,0.59271777,"('unsociable', 'sociable')",0.06809208,-0.17972218,0.7164763,0.7126167,-0.06912464,-0.10835858,0.3869723,0.2543134,0.1326589
15,0.8248086,0.74707496,"('boring', 'funny')",0.44429058,0.33179903,-0.40155312,-0.5228013,0.62055016,0.6347183,0.3720241,0.2976978,0.0743263
73,0.77098715,0.67063475,"('helpless', 'self-reliant')",1.1420889,1.0780058,-0.6381172,-0.6990663,-3.3960056,-3.3466854,-0.5302617,-0.5742778,0.0440161
63,0.7471519,0.89700025,"('unperceptive', 'insightful')",-0.13507545,-0.14324228,0.81961405,1.0011808,0.7777682,0.8515961,0.5523646,0.6516337,-0.0992691
22,0.7272828,0.85585815,"('untrustworthy', 'trustworthy')",-0.18958531,-0.23663157,0.36638698,0.5263458,-0.86686426,-0.69818646,0.009305,0.1118465,-0.1025415
84,0.67120475,0.53634924,"('inferior', 'superior')",1.1607809,1.0959435,0.40406272,0.35005277,0.6499462,0.5079273,0.7214987,0.6225682,0.0989305
48,0.6676706,0.8698495,"('unintelligent', 'intelligent')",0.17662492,0.064236425,-1.0715258,-0.806426,0.0804721,0.09866837,-0.0366896,0.0565821,-0.0932717
21,0.64670295,0.864011,"('immoral', 'moral')",0.31376758,0.22023323,0.40063956,0.6072383,-0.5366155,-0.43133625,0.2061237,0.3150366,-0.1089129
16,-0.63037527,-0.989391,"('unpopular', 'popular')",-0.36144865,-0.35910764,0.19620514,0.19844136,0.5683006,0.53373563,-0.0568295,-0.1540804,0.0972509
82,0.6287723,0.4286663,"('poor', 'rich')",-0.11489925,-0.10745013,0.33859062,0.55360126,6.4336443,6.475254,1.821527,1.8375179,-0.0159909
54,0.62506735,0.5080641,"('incapable', 'capable')",0.48902807,0.2608499,-0.042695917,-0.15578133,1.2281148,1.1653024,0.5748786,0.4446087,0.1302699
28,0.5249544,0.5005052,"('disloyal', 'loyal')",-0.16707657,-0.16779596,0.040267434,0.17102884,1.117418,1.1730903,0.3788908,0.4192071,-0.0403163
37,0.51425046,0.6362238,"('fake', 'genuine')",-0.8889653,-0.879658,-0.13183203,-0.024857858,0.17721725,0.25046286,-0.0823324,-0.0044573,-0.0778751
6,-0.50754476,-0.9084469,"('distant', 'open')",1.1697732,1.0548424,-0.9857518,-1.2396016,0.32240662,0.061857842,-0.0002792,-0.2578371,0.2575579
38,0.48720327,0.38136274,"('untruthful', 'truthful')",0.58903784,0.4085267,-0.08562446,-0.19945997,0.13918626,0.06704996,0.2824507,0.1643699,0.1180808
44,-0.46803316,-0.53169537,"('prejudiced', 'unprejudiced')",-1.2070974,-1.2632514,0.14833015,-0.014846817,-1.4647368,-1.6280109,-0.7478843,-0.8594511,0.1115668
19,0.45472878,0.37006024,"('inhospitable', 'hospitable')",0.8418677,0.6664006,-0.46126586,-0.48392344,0.2702564,0.121319264,0.2763968,0.1684642,0.1079326
50,0.4530666,0.34349865,"('clumsy', 'skillful')",-0.10081269,-0.13362351,0.53670365,0.49186394,-0.107651964,-0.07791378,0.1953264,0.1559563,0.0393701
83,0.44322994,0.38862678,"('powerless', 'powerful')",0.7803136,0.8412034,0.19894195,0.17804813,-0.93976843,-0.91643107,0.1206793,0.1228618,-0.0021825
4,-0.42832375,-0.3709818,"('disliked', 'liked')",-0.2706345,-0.12196988,0.111213155,0.18855293,-5.7055755,-5.7149043,-1.5733302,-1.5048258,-0.0685044
68,-0.42030647,-0.51127285,"('dependent', 'independent')",-0.4927149,-0.6549224,-0.38828516,-0.5635807,-0.87499636,-0.970117,-0.5440757,-0.6749732,0.1308975
62,0.40887925,0.62064755,"('incompetent', 'brilliant')",-0.25378993,-0.23274373,0.4440971,0.7351265,-0.3496819,-0.1629934,0.0623761,0.2400092,-0.1776331
57,0.403146,0.6297114,"('unimaginative', 'imaginative')",0.22081627,0.36289603,-1.2095779,-0.86499107,-2.2822335,-2.2414858,-0.7169623,-0.5284674,-0.1884949
58,0.3593657,0.48326856,"('undiscriminating', 'discriminating')",0.500634,0.56870925,0.20805314,0.43690178,-0.06334955,0.04751507,0.2511758,0.3840987,-0.1329229
85,-0.32637233,-0.6945934,"('insignificant', 'prestigious')",1.304319,1.3828292,0.38278556,0.17690966,0.5573584,0.3521458,0.4795227,0.3043228,0.1751999
9,-0.31340152,-0.31335896,"('unaffectionate', 'caring')",0.6936926,0.53358334,-0.11294055,-0.1927115,1.0479654,0.99301785,0.328829,0.2551327,0.0736963
78,-0.30683452,-0.3508585,"('nonresilient', 'resilient')",-0.7008793,-0.6358421,0.13943769,0.28966042,-0.17577206,-0.23774977,-0.261012,-0.2336975,-0.0273145
3,-0.29951182,-0.058127582,"('repellent', 'pleasant')",-0.7181216,-0.6883091,0.19271818,0.31803176,0.11416986,0.22739804,-0.1776864,-0.0502517,-0.1274347
79,-0.29532033,-0.43466946,"('wavering', 'unwavering')",0.31233424,0.201944,-0.62746197,-0.77573544,0.20738617,0.09565863,-0.1007655,-0.2282006,0.1274351
52,-0.25350925,-0.66335976,"('irrational', 'rational')",1.2106861,1.1861646,0.62823504,0.38470313,-0.2677909,-0.3952478,0.3294052,0.128065,0.2013402
33,0.24329285,0.067389965,"('wrong', 'right')",1.3423449,1.2570301,0.37925977,0.30250707,-0.4907847,-0.65932846,0.3685282,0.2418997,0.1266285
59,0.24327451,0.11134642,"('foolish', 'wise')",1.6733838,1.5768523,-0.048966493,-0.23254934,0.075451285,-0.030335575,0.4857858,0.3563285,0.1294573
61,0.18040505,0.103386156,"('illogical', 'logical')",1.9033438,1.7383537,0.73902303,0.8045509,-0.020873088,-0.084469244,0.7004747,0.6404554,0.0600193
49,-0.14735354,-0.123178706,"('unable', 'able')",-0.27715692,-0.28866464,-0.016387444,-0.07818513,-0.2692747,-0.28248182,-0.1775432,-0.1931276,0.0155844
69,0.13698466,-0.0426344,"('lazy', 'industrious')",0.98007345,1.0533339,0.8054694,0.79387313,-0.74683475,-0.77172434,0.2939232,0.2582121,0.0357111
17,0.10919669,-0.0077694766,"('nasty', 'nice')",0.13113157,0.17077452,0.76475453,0.69755787,-0.18343827,-0.12777114,0.2054111,0.1831979,0.0222132
27,-0.1081423,0.05705536,"('hardhearted', 'softhearted')",-0.66899645,-0.6336023,0.16192448,0.23326796,1.0673133,1.1075813,0.1130248,0.1910756,-0.0780508
40,-0.09096973,0.087154,"('stingy', 'generous')",-0.5395497,-0.3718425,0.01690708,0.23887427,-1.9810501,-1.6359602,-0.6486656,-0.4204436,-0.228222
64,0.07631615,0.18171057,"('shy', 'confident')",-0.552644,-0.6157232,-0.21798278,-0.031252682,-6.1189322,-6.1405053,-1.7033107,-1.6514426,-0.0518681
75,-0.05317366,-0.25593466,"('meek', 'impulsive')",0.116716295,0.10008699,-0.2565871,-0.45811746,-0.25037986,-0.29774296,-0.1108561,-0.227927,0.1170709
72,-0.048654966,0.08547067,"('unambitious', 'ambitious')",-0.95816207,-0.95405173,-1.4494185,-1.3986322,-1.1302199,-1.0390507,-0.8966138,-0.826566,-0.0700478
20,0.04285443,0.102860875,"('rough', 'thoughtful')",0.27462333,0.35561386,-0.13364409,-0.031887982,0.26577064,0.25677538,0.1124011,0.1708405,-0.0584394
18,-0.041147903,-0.040967878,"('disagreeable', 'welcoming')",-0.11728251,-0.14242397,0.3080029,0.3123023,-0.3739925,-0.27454498,-0.056105,-0.0364086,-0.0196964
47,-0.02235083,-0.09425111,"('stupid', 'smart')",0.42515194,0.38821128,1.1165092,1.0929163,5.2878447,5.303745,1.7017888,1.6726553,0.0291335
