,t_male,t_female,tuple,rowe_male,rowe_female,price_male,price_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
21,2.2397592,2.267786,"('immoral', 'moral')",3.413597,3.1673107,1.7842009,1.69908,0.6553542,0.5282217,-0.9333825,-0.8640231,1.4319058,1.359675,0.0722308
13,1.5007718,1.5545462,"('impolite', 'polite')",3.5936377,3.403144,1.5514395,1.4595716,0.93896455,0.85236835,-0.0907722,0.052574527,1.4988083,1.464441,0.0343673
35,-1.472491,-1.5117917,"('corrupt', 'incorrupt')",-4.218784,-3.9082696,-1.6695626,-1.4412729,-2.6585846,-2.4801357,-0.5273139,-0.54053617,-2.1093472,-1.9764011,-0.1329461
81,1.4451959,1.4347972,"('submissive', 'aggressive')",3.4973354,3.0668838,0.52641785,0.4828669,1.6075952,1.5693792,-0.94933116,-0.7025846,1.2254427,1.1702684,0.0551743
80,1.3940977,1.5087965,"('dominated', 'dominating')",2.6976118,2.7837522,-0.14733732,-0.06569359,1.1885073,1.2181404,-1.4169462,-1.2053394,0.7431866,0.8479313,-0.1047447
36,-1.2604053,-1.2379981,"('hostile', 'amicable')",-3.4532294,-3.2262795,-0.9687143,-0.93257135,-1.9888949,-1.8522203,-0.101471156,-0.3101382,-1.5545429,-1.5118415,-0.0427014
31,-1.2594236,-1.1910002,"('evil', 'good')",-3.7416859,-3.6012018,-1.2188001,-1.0741303,-1.8737453,-1.7848334,-1.2840215,-1.2955434,-1.8755352,-1.7893417,-0.0861935
51,1.2410705,1.3696117,"('uneducated', 'educated')",1.9035805,1.8891914,0.5704005,0.68949527,0.06723458,-0.052508183,0.5046122,0.500929,0.8573796,0.8793439,-0.0219643
73,1.235199,1.093586,"('helpless', 'self-reliant')",-0.77535397,-0.6660057,1.2614673,1.2721914,-0.108971804,-0.21089724,-2.9542444,-3.0417924,-0.2683808,-0.3105836,0.0422028
14,1.2021416,1.3713295,"('antisocial', 'social')",2.2284858,2.3547573,1.7854238,1.7535944,1.5608734,1.7131107,-0.9672503,-0.7204793,1.1619349,1.2944625,-0.1325276
26,-1.2013549,-1.3241472,"('hardhearted', 'benevolent')",-0.79350305,-0.7172899,0.48587346,0.2315812,1.0131583,0.9804213,1.5616374,1.297684,0.2131623,0.0936499,0.1195124
87,1.1522636,1.3302448,"('unsuccessful', 'successful')",0.5488814,0.6383589,0.25874537,0.18903923,1.2357559,1.2560316,0.66791964,0.79115385,0.7727132,0.8409657,-0.0682525
49,-1.1492308,-0.9873882,"('unable', 'able')",-0.38138878,-0.44331387,-0.39108557,-0.32443735,-0.9404342,-0.84088326,-0.24199043,-0.100572355,-0.620826,-0.539319,-0.081507
8,-1.116463,-1.2230989,"('unaffectionate', 'affectionate')",-2.2026052,-1.7595389,-0.07742533,-0.21858776,0.111832164,0.026387438,0.8607176,0.6387042,-0.4847888,-0.5072268,0.022438
60,1.0479962,0.9985212,"('inefficient', 'efficient')",4.1416245,3.6605692,1.3770671,1.205937,2.1895642,2.039921,0.07456641,0.20352128,1.7661638,1.621694,0.1444698
