,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
1,-1.9412978,-1.8695866,"('unfriendly', 'friendly')",-0.31244946,-0.40486667,0.61565506,0.80646586,-0.5460307,-0.4893291,-0.0567016
31,-1.4386644,-1.4153185,"('evil', 'good')",-1.1569376,-1.4275372,-1.7004492,-1.5487291,-1.432017,-1.4638616,0.0318446
84,1.4115555,1.4483259,"('inferior', 'superior')",1.2773312,1.2269194,0.7222792,0.7910104,1.1370552,1.1554186,-0.0183634
27,-1.3102833,-1.3371876,"('hardhearted', 'softhearted')",-0.32572266,-0.43479982,0.81687397,0.73778117,-0.273044,-0.3447354,0.0716914
39,1.2368935,1.5376414,"('exploitative', 'cooperative')",0.06660552,0.24599706,0.21930882,0.34769368,0.5076027,0.7104441,-0.2028414
86,-1.2312598,-1.0785043,"('uninfluential', 'influential')",-0.57483,-0.29086712,-0.3124805,-0.28801328,-0.7061901,-0.5524615,-0.1537286
41,-1.1535186,-1.08761,"('unforgiving', 'forgiving')",-0.4128941,-0.42318007,0.039796084,0.186066,-0.5088722,-0.4415747,-0.0672975
6,-1.1382552,-1.1776614,"('distant', 'open')",-0.7639606,-0.85144305,-0.94046146,-0.8978773,-0.9475591,-0.9756606,0.0281015
0,-1.1205428,-0.9000138,"('unsociable', 'sociable')",-0.1690183,-0.001331009,-0.00902964,0.1407793,-0.4328636,-0.2535218,-0.1793418
2,1.1153514,1.2072222,"('unlikable', 'likable')",0.7334824,0.79081047,0.677413,0.8955818,0.8420823,0.9645382,-0.1224559
36,-1.0657043,-1.2352605,"('hostile', 'amicable')",-2.1070244,-2.3888674,-0.49570525,-0.5191033,-1.2228114,-1.3810771,0.1582657
8,-1.0232182,-1.0928994,"('unaffectionate', 'affectionate')",-0.6797949,-0.82664526,0.1498003,0.024799727,-0.5177376,-0.6315817,0.1138441
42,0.96999145,0.8775196,"('unreliable', 'reliable')",0.77805954,0.82598066,-2.3750682,-2.4052618,-0.2090058,-0.2339205,0.0249147
18,-0.946821,-0.8010293,"('disagreeable', 'welcoming')",-1.017237,-0.9039707,-0.7653766,-0.5379866,-0.9098115,-0.7476622,-0.1621493
87,0.89415634,0.8878901,"('unsuccessful', 'successful')",0.7718609,0.71339023,0.92255574,1.0361525,0.8628577,0.8791443,-0.0162866
9,-0.8831459,-0.91068953,"('unaffectionate', 'caring')",0.27837995,0.22533156,0.89771,0.7838044,0.097648,0.0328155,0.0648325
30,0.87863314,0.9721619,"('intolerant', 'tolerant')",1.056179,1.339877,0.7912555,1.0525943,0.9086892,1.1215444,-0.2128552
80,0.872061,0.8185246,"('dominated', 'dominating')",0.34363812,0.49204445,-0.3591841,-0.348459,0.285505,0.3207033,-0.0351983
67,0.8641466,0.73155016,"('doubtful', 'determined')",1.0885576,0.981364,-0.44004092,-0.46755034,0.5042211,0.4151213,0.0890998
57,-0.8637837,-0.8169409,"('unimaginative', 'imaginative')",-0.14095283,-0.025953444,-3.01267,-2.6797087,-1.3391355,-1.174201,-0.1649345
76,0.8477552,0.9649415,"('anxious', 'daring')",0.019712014,0.25456268,0.41530988,0.4189303,0.4275924,0.5461448,-0.1185524
81,0.808112,0.75029385,"('submissive', 'aggressive')",1.2040297,1.4285781,-0.10109604,-0.0013404787,0.6370152,0.7258439,-0.0888287
5,-0.7963173,-0.8496258,"('distant', 'outgoing')",-0.037838392,-0.18791851,-1.0340239,-0.89160645,-0.6227265,-0.6430503,0.0203238
78,-0.7684114,-0.96806604,"('nonresilient', 'resilient')",0.12458399,-0.13905416,-0.064359955,-0.14182839,-0.2360625,-0.4163162,0.1802537
38,-0.7671152,-0.80093795,"('untruthful', 'truthful')",-0.023575395,-0.07778446,-0.45713386,-0.20449272,-0.4159415,-0.3610717,-0.0548698
59,0.7390242,0.7172281,"('foolish', 'wise')",1.1655433,1.0893239,-0.29207525,-0.20490931,0.5374974,0.5338809,0.0036165
64,0.7134932,0.70182943,"('shy', 'confident')",0.92573273,0.93155336,-6.0331655,-5.802144,-1.4646465,-1.3895871,-0.0750594
26,-0.69980425,-0.7496064,"('hardhearted', 'benevolent')",0.29982656,0.2858865,1.1199968,1.3869199,0.2400064,0.3077333,-0.0677269
73,0.676964,0.74997413,"('helpless', 'self-reliant')",0.58339417,0.5774746,-3.4956195,-3.4392262,-0.7450871,-0.7039258,-0.0411613
10,-0.6753025,-0.50517005,"('unsympathetic', 'sympathetic')",-0.7531302,-0.45598745,0.07631721,0.051299028,-0.4507052,-0.3032862,-0.147419
62,0.6698892,0.8474342,"('incompetent', 'brilliant')",0.1095149,0.3052575,0.58744514,0.69695026,0.4556164,0.6165473,-0.1609309
79,-0.6674181,-0.82586867,"('wavering', 'unwavering')",-0.8011648,-1.0544959,-0.74417806,-0.75566566,-0.737587,-0.8786767,0.1410897
4,-0.6561244,-0.78081477,"('disliked', 'liked')",-0.29220867,-0.4507939,-7.0969396,-6.611553,-2.6817576,-2.6143872,-0.0673704
66,0.58340454,0.23011073,"('inactive', 'active')",-0.39986923,-0.58285415,0.575857,0.52962613,0.2531308,0.0589609,0.1941699
19,-0.5734406,-0.55099726,"('inhospitable', 'hospitable')",-1.2778292,-1.3153158,-0.8792832,-0.8627231,-0.9101843,-0.9096788,-0.0005055
37,-0.57336956,-0.48181948,"('fake', 'genuine')",-0.22699167,-0.20935063,0.024430342,0.027904697,-0.2586436,-0.2210885,-0.0375551
17,-0.56933886,-0.40070656,"('nasty', 'nice')",-0.45831823,-0.34278113,-0.76398605,-0.62198025,-0.5972144,-0.455156,-0.1420584
48,-0.5591644,-0.36140645,"('unintelligent', 'intelligent')",0.029280901,0.13414602,0.53615004,0.54331166,0.0020888,0.1053504,-0.1032616
68,-0.5584597,-0.22637,"('dependent', 'independent')",-0.84439725,-0.71158046,-0.9150306,-0.79022807,-0.7726292,-0.5760595,-0.1965697
35,-0.5535569,-0.6219528,"('corrupt', 'incorrupt')",-0.9902847,-1.163768,-1.1342772,-1.0130472,-0.8927062,-0.9329227,0.0402165
23,-0.54816306,-0.3722832,"('insincere', 'sincere')",0.39243913,0.59861934,5.9601088,5.829434,1.9347949,2.01859,-0.0837951
61,0.5390671,0.8022926,"('illogical', 'logical')",0.7217552,0.8068985,0.6193955,0.672862,0.6267393,0.7606843,-0.133945
28,-0.5052031,-0.26502892,"('disloyal', 'loyal')",-0.28029212,-0.011521123,1.1083633,1.2183033,0.1076227,0.3139178,-0.2062951
25,-0.50367147,-0.56280845,"('egoistic', 'altruistic')",0.5691594,0.48668867,0.86992216,0.951265,0.3118034,0.2917151,0.0200883
77,-0.496455,-0.54777634,"('unmotivated', 'motivated')",1.2575976,1.2392216,-1.0743494,-0.90793055,-0.1044023,-0.0721618,-0.0322405
51,-0.49511397,-0.5980274,"('uneducated', 'educated')",-0.7575936,-0.64816564,0.39998704,0.23107822,-0.2842401,-0.3383716,0.0541315
53,-0.49335214,-0.42756823,"('uncreative', 'creative')",0.039989613,0.10918358,0.42496338,0.5647678,-0.0094664,0.0821277,-0.0915941
69,0.4915967,0.41616803,"('lazy', 'industrious')",1.2852155,1.0914824,-1.2918537,-0.96404934,0.1616528,0.1812003,-0.0195475
44,0.4794828,0.3826615,"('prejudiced', 'unprejudiced')",-0.4419978,-0.6079532,-1.0173383,-1.0491978,-0.3266178,-0.4248298,0.098212
45,-0.45320478,-0.21730256,"('incompetent', 'competent')",-0.37517065,-0.19828604,0.14698318,0.37455365,-0.2271308,-0.0136783,-0.2134525
46,0.43656218,0.5254471,"('uncompetitive', 'competitive')",0.4044831,0.5875075,-0.2826753,-0.20416245,0.1861233,0.3029307,-0.1168074
56,0.40668967,0.49329603,"('impractical', 'practical')",1.201745,1.326448,-0.1947286,-0.141699,0.4712354,0.5593483,-0.0881129
