,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-0.76559424,-0.8161528,"('untruthful', 'truthful')",0.11944698,0.19815774,-0.3230736,-0.3089975,-0.0140761
45,-0.7570546,-0.85090107,"('incompetent', 'competent')",-0.14919369,-0.20425001,-0.4531242,-0.5275756,0.0744514
60,0.7110049,0.6429164,"('inefficient', 'efficient')",0.5510695,0.6650828,0.6310372,0.6539996,-0.0229624
63,-0.69809186,-0.6388459,"('unperceptive', 'insightful')",1.1400082,1.1691976,0.2209582,0.2651758,-0.0442176
28,-0.66924286,-0.71065843,"('disloyal', 'loyal')",0.7292644,0.7475086,0.0300108,0.0184251,0.0115857
43,-0.6518047,-0.70312977,"('irresponsible', 'responsible')",0.6888359,0.6758606,0.0185156,-0.0136346,0.0321502
3,-0.645628,-0.6772593,"('repellent', 'pleasant')",0.15472612,0.10382211,-0.2454509,-0.2867186,0.0412677
64,0.6310829,0.49903443,"('shy', 'confident')",-6.313829,-6.3721247,-2.841373,-2.9365451,0.0951721
77,-0.6238002,-0.5762262,"('unmotivated', 'motivated')",-1.0902419,-1.0350888,-0.8570211,-0.8056575,-0.0513636
52,-0.61430657,-0.7014938,"('irrational', 'rational')",-0.13841905,-0.21910502,-0.3763628,-0.4602994,0.0839366
71,-0.5716291,-0.49498057,"('diffident', 'self-confident')",0.30697224,0.33467847,-0.1323284,-0.0801511,-0.0521773
25,-0.5649634,-0.6061448,"('egoistic', 'altruistic')",1.0745498,1.0518031,0.2547932,0.2228292,0.031964
78,-0.5585947,-0.58877695,"('nonresilient', 'resilient')",0.46863222,0.27662092,-0.0449812,-0.156078,0.1110968
67,0.52648425,0.5454236,"('doubtful', 'determined')",-0.5105938,-0.4163127,0.0079452,0.0645555,-0.0566103
84,0.51292473,0.510967,"('inferior', 'superior')",0.88370615,0.89389515,0.6983154,0.7024311,-0.0041157
27,-0.49955228,-0.5224811,"('hardhearted', 'softhearted')",1.3474052,1.1799971,0.4239265,0.328758,0.0951685
24,-0.49424168,-0.66185164,"('dishonest', 'honest')",0.95830005,0.94971836,0.2320292,0.1439334,0.0880958
68,-0.48967987,-0.5498586,"('dependent', 'independent')",-0.30783346,-0.44400382,-0.3987567,-0.4969312,0.0981745
74,-0.48063847,-0.516509,"('undedicated', 'dedicated')",-0.14687069,-0.20731471,-0.3137546,-0.3619119,0.0481573
85,-0.452246,-0.41489828,"('insignificant', 'prestigious')",0.04871905,-0.021579044,-0.2017635,-0.2182387,0.0164752
62,0.4415963,0.4723298,"('incompetent', 'brilliant')",0.8753026,1.0176721,0.6584495,0.745001,-0.0865515
16,-0.43576008,-0.37619358,"('unpopular', 'popular')",0.3960175,0.39257222,-0.0198713,0.0081893,-0.0280606
7,-0.42114294,-0.44330007,"('insensitive', 'sensitive')",0.6536378,0.6572062,0.1162474,0.1069531,0.0092943
22,-0.41891128,-0.577084,"('untrustworthy', 'trustworthy')",-0.6758444,-0.79278713,-0.5473778,-0.6849356,0.1375578
65,0.37900364,0.33584097,"('insecure', 'secure')",-0.050750688,-0.05205606,0.1641265,0.1418925,0.022234
70,-0.34457788,-0.26528147,"('lethargic', 'energetic')",0.80270785,0.9528112,0.229065,0.3437648,-0.1146998
51,-0.34257078,-0.33709675,"('uneducated', 'educated')",0.72509617,0.6914102,0.1912627,0.1771567,0.014106
2,0.29722798,0.29741642,"('unlikable', 'likable')",0.6395116,0.6869895,0.4683698,0.4922029,-0.0238331
42,-0.29074058,-0.18187241,"('unreliable', 'reliable')",-2.9700985,-2.8219428,-1.6304195,-1.5019076,-0.1285119
14,-0.28939998,-0.38569012,"('antisocial', 'social')",-0.64011425,-0.5791542,-0.4647571,-0.4824222,0.0176651
82,-0.28408673,-0.21913722,"('poor', 'rich')",6.2520056,6.304004,2.9839594,3.0424335,-0.0584741
40,-0.27935934,-0.3457357,"('stingy', 'generous')",-1.5931354,-1.7341094,-0.9362473,-1.0399226,0.1036753
39,0.27404854,0.28588343,"('exploitative', 'cooperative')",0.14386848,0.16389683,0.2089585,0.2248901,-0.0159316
73,0.27326822,0.36707973,"('helpless', 'self-reliant')",-3.1086414,-3.0777278,-1.4176866,-1.355324,-0.0623626
88,-0.2690127,-0.28926444,"('low', 'eminent')",0.37046987,0.4173884,0.0507286,0.064062,-0.0133334
83,-0.26326764,-0.246441,"('powerless', 'powerful')",-0.90602094,-0.9597397,-0.5846443,-0.6030903,0.018446
46,-0.25839332,-0.33560067,"('uncompetitive', 'competitive')",-0.40063694,-0.4815484,-0.3295151,-0.4085745,0.0790594
33,0.2569077,0.097313255,"('wrong', 'right')",-0.70568204,-0.8573585,-0.2243872,-0.3800226,0.1556354
26,-0.2564544,-0.35356557,"('hardhearted', 'benevolent')",1.4692119,1.4475265,0.6063788,0.5469804,0.0593984
56,0.2501123,0.22262341,"('impractical', 'practical')",0.3102015,0.47622168,0.2801569,0.3494225,-0.0692656
48,0.23637839,0.16492783,"('unintelligent', 'intelligent')",1.3140875,1.2201779,0.775233,0.6925529,0.0826801
4,-0.1945467,-0.08771689,"('disliked', 'liked')",-6.446452,-6.329132,-3.3204994,-3.2084246,-0.1120748
49,-0.17933404,-0.086110964,"('unable', 'able')",0.15957807,0.10891698,-0.009878,0.011403,-0.021281
35,-0.17738,-0.042036697,"('corrupt', 'incorrupt')",-0.5508931,-0.61893,-0.3641366,-0.3304833,-0.0336533
15,-0.17076826,-0.14289856,"('boring', 'funny')",0.4040366,0.38297123,0.1166342,0.1200363,-0.0034021
34,-0.16022512,-0.071744755,"('mean', 'honorable')",6.169866,6.28659,3.0048206,3.1074226,-0.102602
17,-0.15350758,-0.21857493,"('nasty', 'nice')",-0.28766096,-0.3134138,-0.2205843,-0.2659944,0.0454101
72,-0.15263774,-0.19655614,"('unambitious', 'ambitious')",-0.75449175,-0.8292652,-0.4535647,-0.5129107,0.059346
11,-0.1405136,-0.18355224,"('unhelpful', 'helpful')",2.1993356,2.2748904,1.029411,1.0456691,-0.0162581
87,-0.13719127,-0.10063893,"('unsuccessful', 'successful')",0.5780511,0.5436957,0.2204299,0.2215284,-0.0010985
21,-0.12927718,-0.22551776,"('immoral', 'moral')",-0.4302289,-0.4646235,-0.279753,-0.3450706,0.0653176
75,0.12093772,0.21738157,"('meek', 'impulsive')",-0.39591777,-0.35924205,-0.13749,-0.0709302,-0.0665598
32,-0.11668809,-0.168387,"('unkind', 'kind')",1.0797774,1.0483145,0.4815446,0.4399637,0.0415809
20,0.11387406,0.06730163,"('rough', 'thoughtful')",1.3525225,1.2488122,0.7331983,0.6580569,0.0751414
13,-0.1088905,-0.19690526,"('impolite', 'polite')",-0.026744645,-0.06472263,-0.0678176,-0.1308139,0.0629963
61,-0.104217306,-0.27568606,"('illogical', 'logical')",0.2621063,0.17295298,0.0789445,-0.0513665,0.130311
50,0.09562944,0.26296443,"('clumsy', 'skillful')",0.4060801,0.38680196,0.2508548,0.3248832,-0.0740284
37,0.09247993,0.094332516,"('fake', 'genuine')",0.3075816,0.2593109,0.2000308,0.1768217,0.0232091
80,0.091767415,0.0838177,"('dominated', 'dominating')",-1.147218,-1.1709654,-0.5277253,-0.5435739,0.0158486
30,0.073156,0.082991034,"('intolerant', 'tolerant')",1.5239768,1.625445,0.7985664,0.854218,-0.0556516
59,0.061627857,0.16439122,"('foolish', 'wise')",0.31243792,0.27217826,0.1870329,0.2182847,-0.0312518
12,-0.059016872,-0.15455182,"('unsupportive', 'supportive')",-1.6925589,-1.7091643,-0.8757879,-0.9318581,0.0560702
76,-0.05683943,-0.015775207,"('anxious', 'daring')",0.41173095,0.5394581,0.1774458,0.2618414,-0.0843956
44,0.051471323,0.13032348,"('prejudiced', 'unprejudiced')",-1.4944984,-1.3880062,-0.7215135,-0.6288413,-0.0926722
47,0.041855376,0.01868099,"('stupid', 'smart')",5.5325837,5.595971,2.7872195,2.8073261,-0.0201066
55,0.014238972,-0.12721072,"('incompetent', 'clever')",0.41793662,0.27429092,0.2160878,0.0735401,0.1425477
