,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,-2.358418,-2.8045304,"('hostile', 'amicable')",-0.3441649,-0.43239456,-1.3512914,-1.6184624,0.267171
60,2.2336295,2.4199808,"('inefficient', 'efficient')",0.2822433,0.19798987,1.2579364,1.3089854,-0.051049
6,-1.9274275,-2.1098905,"('distant', 'open')",-0.60767955,-0.58587056,-1.2675536,-1.3478805,0.0803269
31,-1.9203957,-2.123182,"('evil', 'good')",-0.86340207,-0.8331107,-1.3918989,-1.4781463,0.0862474
62,1.871946,2.0461473,"('incompetent', 'brilliant')",0.6144664,0.56182426,1.2432063,1.3039858,-0.0607795
39,1.7657858,1.7452779,"('exploitative', 'cooperative')",0.26888904,0.34710732,1.0173374,1.0461926,-0.0288552
81,1.7277998,2.1990201,"('submissive', 'aggressive')",-0.5792664,-0.5756753,0.5742667,0.8116724,-0.2374057
8,-1.5965428,-2.0207944,"('unaffectionate', 'affectionate')",0.59708995,0.527151,-0.4997264,-0.7468217,0.2470953
56,1.5410374,1.7214409,"('impractical', 'practical')",-0.23489824,-0.37829113,0.6530696,0.6715749,-0.0185053
79,-1.5062956,-1.665965,"('wavering', 'unwavering')",-0.35362333,-0.27642673,-0.9299594,-0.9711958,0.0412364
21,1.5000244,1.8383936,"('immoral', 'moral')",-0.33531037,-0.25275034,0.582357,0.7928216,-0.2104646
52,-1.4341693,-1.6381416,"('irrational', 'rational')",0.0114678545,-0.019595355,-0.7113507,-0.8288685,0.1175178
46,1.4306821,1.5354612,"('uncompetitive', 'competitive')",-0.7436044,-0.6990543,0.3435388,0.4182034,-0.0746646
5,-1.3160582,-1.5520408,"('distant', 'outgoing')",-0.4681458,-0.49369493,-0.892102,-1.0228679,0.1307659
85,-1.3059428,-1.6700317,"('insignificant', 'prestigious')",0.016246038,0.084192306,-0.6448483,-0.7929197,0.1480714
66,-1.2507942,-1.0966556,"('inactive', 'active')",0.1071625,0.39729995,-0.5718158,-0.3496778,-0.222138
67,1.2398126,1.1468787,"('doubtful', 'determined')",-0.46598434,-0.5383347,0.3869141,0.304272,0.0826421
19,-1.219428,-1.2689874,"('inhospitable', 'hospitable')",-0.41742355,-0.30030492,-0.8184258,-0.7846462,-0.0337796
35,-1.172923,-1.5045897,"('corrupt', 'incorrupt')",-0.26967788,-0.46525577,-0.7213004,-0.9849227,0.2636223
76,1.0869335,1.3505217,"('anxious', 'daring')",-0.40247613,-0.3613543,0.3422287,0.4945837,-0.152355
11,1.0724713,1.1176146,"('unhelpful', 'helpful')",1.7953873,1.7540905,1.4339292,1.4358525,-0.0019233
72,-1.0338138,-1.2265521,"('unambitious', 'ambitious')",-0.8218781,-0.95175976,-0.927846,-1.0891559,0.1613099
1,-1.0302438,-1.1192149,"('unfriendly', 'friendly')",1.3669827,1.4103677,0.1683695,0.1455764,0.0227931
80,1.0236964,1.5632282,"('dominated', 'dominating')",-0.7863655,-0.54289067,0.1186655,0.5101688,-0.3915033
9,-1.0228567,-1.328534,"('unaffectionate', 'caring')",1.1159135,1.0591967,0.0465284,-0.1346686,0.181197
55,0.98829955,1.4335464,"('incompetent', 'clever')",0.2699234,0.28966218,0.6291115,0.8616043,-0.2324928
16,-0.96528685,-1.2749305,"('unpopular', 'popular')",0.1762557,0.0949724,-0.3945156,-0.5899791,0.1954635
63,0.9608623,1.0347242,"('unperceptive', 'insightful')",0.8140271,0.9888491,0.8874447,1.0117867,-0.124342
75,-0.8521242,-0.9859867,"('meek', 'impulsive')",-0.86362845,-0.88817054,-0.8578763,-0.9370786,0.0792023
82,-0.8508175,-1.0117334,"('poor', 'rich')",5.741942,5.5059648,2.4455621,2.2471156,0.1984465
53,-0.7861602,-0.882097,"('uncreative', 'creative')",0.2978284,0.33217764,-0.2441659,-0.2749597,0.0307938
42,0.7549688,0.7552842,"('unreliable', 'reliable')",-3.1812563,-3.1021569,-1.2131437,-1.1734364,-0.0397073
54,-0.7509522,-0.6898532,"('incapable', 'capable')",0.6176204,0.67460644,-0.0666659,-0.0076234,-0.0590425
37,0.7488165,0.8975353,"('fake', 'genuine')",0.040188085,-0.029781386,0.3945023,0.433877,-0.0393747
22,0.7388565,1.1941731,"('untrustworthy', 'trustworthy')",-1.0927662,-0.92202926,-0.1769548,0.1360719,-0.3130267
70,0.72043055,0.957633,"('lethargic', 'energetic')",-0.007941298,0.07094362,0.3562446,0.5142883,-0.1580437
14,0.71680695,1.0448031,"('antisocial', 'social')",-0.21751001,-0.18888779,0.2496485,0.4279577,-0.1783092
74,0.6905085,0.71142614,"('undedicated', 'dedicated')",-0.3086269,-0.33474135,0.1909408,0.1883424,0.0025984
84,0.6494522,0.56105554,"('inferior', 'superior')",1.2358987,1.2625169,0.9426755,0.9117862,0.0308893
43,0.641392,0.9189013,"('irresponsible', 'responsible')",0.3740266,0.51474637,0.5077093,0.7168238,-0.2091145
13,0.6183747,0.929186,"('impolite', 'polite')",-0.85625875,-0.7971901,-0.118942,0.0659979,-0.1849399
88,-0.58531356,-0.45991075,"('low', 'eminent')",-0.30140096,-0.3729884,-0.4433573,-0.4164496,-0.0269077
57,-0.5812812,-0.40396225,"('unimaginative', 'imaginative')",-3.1742997,-3.0866401,-1.8777905,-1.7453012,-0.1324893
26,-0.56360257,-0.40717173,"('hardhearted', 'benevolent')",1.5918103,1.7065821,0.5141039,0.6497052,-0.1356013
18,-0.5509738,-0.64023983,"('disagreeable', 'welcoming')",-0.56533957,-0.5467699,-0.5581567,-0.5935049,0.0353482
58,-0.54702866,-0.5302457,"('undiscriminating', 'discriminating')",0.071921065,0.10564487,-0.2375538,-0.2123004,-0.0252534
64,0.5430312,0.76703686,"('shy', 'confident')",-6.137736,-6.134767,-2.7973523,-2.6838651,-0.1134872
45,0.5408801,0.669664,"('incompetent', 'competent')",-0.095494084,-0.13117865,0.222693,0.2692427,-0.0465497
4,-0.5310017,-0.86581045,"('disliked', 'liked')",-6.512003,-6.6316843,-3.5215023,-3.7487473,0.227245
29,-0.5248009,-0.36753353,"('unfair', 'fair')",-0.48252225,-0.31182536,-0.5036616,-0.3396794,-0.1639822
30,0.51896185,0.58573556,"('intolerant', 'tolerant')",0.79374707,0.7593883,0.6563544,0.6725619,-0.0162075
65,0.5141359,0.75506294,"('insecure', 'secure')",-0.3137277,-0.2338796,0.1002041,0.2605917,-0.1603876
12,0.48610568,0.4719316,"('unsupportive', 'supportive')",-1.9391054,-1.8937846,-0.7264999,-0.7109265,-0.0155734
28,-0.47796404,-0.6426973,"('disloyal', 'loyal')",0.9763619,0.6400866,0.2491989,-0.0013053,0.2505042
2,0.47666052,0.6098238,"('unlikable', 'likable')",0.5291793,0.52336514,0.5029199,0.5665945,-0.0636746
17,-0.4525798,-0.50466955,"('nasty', 'nice')",-0.6742434,-0.5668719,-0.5634116,-0.5357707,-0.0276409
23,0.4213945,0.47391638,"('insincere', 'sincere')",5.4903107,5.527371,2.9558525,3.0006437,-0.0447912
40,-0.42118025,-0.4954221,"('stingy', 'generous')",-1.7513306,-1.7639911,-1.0862554,-1.1297066,0.0434512
69,0.4152125,0.27397287,"('lazy', 'industrious')",-0.11704686,-0.16251735,0.1490828,0.0557278,0.093355
32,0.39212227,0.51358247,"('unkind', 'kind')",0.6506719,0.70870453,0.5213971,0.6111435,-0.0897464
48,0.3829875,0.60857767,"('unintelligent', 'intelligent')",0.9219961,1.0117831,0.6524918,0.8101804,-0.1576886
87,0.35941705,0.44114527,"('unsuccessful', 'successful')",0.9707106,1.0474124,0.6650638,0.7442788,-0.079215
10,0.35057437,0.63893175,"('unsympathetic', 'sympathetic')",-0.54779357,-0.37617204,-0.0986096,0.1313799,-0.2299895
77,0.34935388,0.50972676,"('unmotivated', 'motivated')",-0.9699283,-0.9817331,-0.3102872,-0.2360032,-0.074284
