,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
6,-0.97661704,-1.1326455,"('distant', 'open')",-2.2177267,-2.3494503,-0.56108385,-0.5537074,-1.2518092,-1.3452678,0.0934586
76,0.89435494,1.0137587,"('anxious', 'daring')",1.1980088,1.2879508,0.7449857,0.9545476,0.9457831,1.085419,-0.1396359
44,0.88329613,0.70872587,"('prejudiced', 'unprejudiced')",-0.16109699,-0.22653353,-1.3491037,-1.2371252,-0.2089682,-0.2516443,0.0426761
24,-0.8688644,-0.7814037,"('dishonest', 'honest')",-0.020890638,-0.41139475,0.8351678,0.86063915,-0.0181957,-0.1107198,0.0925241
10,-0.8260738,-0.83862066,"('unsympathetic', 'sympathetic')",0.7543857,0.5486987,0.40910017,0.22660069,0.1124707,-0.0211071,0.1335778
5,-0.786501,-0.877265,"('distant', 'outgoing')",-1.7791561,-1.8956319,-0.967773,-0.8825953,-1.17781,-1.2184974,0.0406874
82,-0.7763063,-0.22759718,"('poor', 'rich')",0.11387532,0.6158054,6.2953577,6.8947825,1.8776423,2.4276636,-0.5500213
14,0.74939144,0.89693207,"('antisocial', 'social')",2.057498,2.1515894,-0.35327733,0.036347333,0.8178708,1.0282896,-0.2104188
28,-0.7235571,-0.5036166,"('disloyal', 'loyal')",0.37238982,0.4593852,1.211219,1.3193514,0.2866839,0.42504,-0.1383561
31,-0.71337473,-0.86584586,"('evil', 'good')",-1.9658862,-2.090311,-2.0122392,-2.1721199,-1.5638334,-1.7094256,0.1455922
88,-0.6805719,0.33261225,"('low', 'eminent')",-0.7204094,0.23769078,0.32973436,0.84323496,-0.3570823,0.4711793,-0.8282616
87,0.6767958,0.6100634,"('unsuccessful', 'successful')",1.650798,1.5230073,1.0043937,0.9675866,1.1106625,1.0335524,0.0771101
68,-0.67533934,-0.62694216,"('dependent', 'independent')",-0.22066022,-0.16752908,-0.29654282,-0.5225211,-0.3975141,-0.4389974,0.0414833
48,-0.67353123,-0.61689895,"('unintelligent', 'intelligent')",0.18065551,0.1914705,0.673701,0.48291928,0.0602751,0.0191636,0.0411115
78,-0.65513104,-0.80138755,"('nonresilient', 'resilient')",0.7523783,0.96860814,0.09842037,-0.03321308,0.0652225,0.0446692,0.0205533
33,0.6419503,0.2717985,"('wrong', 'right')",-0.4269055,-0.82556254,-0.82434154,-1.1512821,-0.2030989,-0.5683487,0.3652498
60,0.64146364,0.6919433,"('inefficient', 'efficient')",2.4831464,2.3148208,0.7261676,0.670567,1.2835925,1.225777,0.0578155
36,-0.63356847,-0.32297027,"('hostile', 'amicable')",-2.143839,-1.7011782,-0.5985564,-0.22480921,-1.1253212,-0.7496525,-0.3756687
25,-0.6326689,-0.40769774,"('egoistic', 'altruistic')",-0.85658294,-0.47421986,1.0375645,1.160185,-0.1505624,0.0927558,-0.2433182
38,-0.6201332,-0.62581074,"('untruthful', 'truthful')",-0.84798706,-0.841418,0.26864555,0.45904285,-0.3998249,-0.336062,-0.0637629
49,-0.58874035,-0.16203363,"('unable', 'able')",-0.7656794,-0.36267918,-0.27104712,-0.05424679,-0.5418223,-0.1929865,-0.3488358
62,0.5819473,0.8438238,"('incompetent', 'brilliant')",1.4107534,1.514785,0.6642817,0.7345214,0.8856608,1.0310434,-0.1453826
58,0.5678942,0.32849005,"('undiscriminating', 'discriminating')",1.1747177,0.88710403,0.41047758,0.052019183,0.7176965,0.4225378,0.2951587
0,-0.5604823,-0.49558765,"('unsociable', 'sociable')",1.0057864,0.90359235,-0.09645988,-0.19665389,0.1162814,0.0704503,0.0458311
20,0.54770726,0.8772643,"('rough', 'thoughtful')",1.2552749,1.4570795,0.9564573,0.99268234,0.9198132,1.1090088,-0.1891956
46,-0.5370034,-0.52619493,"('uncompetitive', 'competitive')",1.9903985,1.8763759,0.16351253,-0.12293617,0.5389692,0.4090816,0.1298876
30,0.50327796,0.9206933,"('intolerant', 'tolerant')",1.2941512,1.3877255,1.3025153,1.7335318,1.0333148,1.3473169,-0.3140021
45,-0.47523922,-0.3840858,"('incompetent', 'competent')",0.7299917,0.673562,0.037384316,-0.015105538,0.0973789,0.0914569,0.005922
59,0.45095077,0.42210716,"('foolish', 'wise')",-1.53949,-1.6862395,-0.010273812,-0.102208294,-0.366271,-0.4554468,0.0891758
13,-0.44247407,-0.4810972,"('impolite', 'polite')",0.34144282,0.18906799,0.19118612,0.19521517,0.0300516,-0.0322713,0.0623229
75,0.43620571,0.56355006,"('meek', 'impulsive')",-1.3805895,-1.1532042,-0.650911,-0.56168854,-0.5317649,-0.3837809,-0.147984
80,0.43197,0.35463887,"('dominated', 'dominating')",1.4870689,1.3632556,-0.563973,-0.6880334,0.4516886,0.3432871,0.1084015
40,-0.42825532,-0.58108515,"('stingy', 'generous')",0.33936372,0.06966448,-1.477212,-2.2533703,-0.5220345,-0.921597,0.3995625
84,0.40889105,0.5146649,"('inferior', 'superior')",0.2832307,0.31988204,0.57815444,0.49802205,0.4234254,0.4441897,-0.0207643
15,0.4050694,0.8142651,"('boring', 'funny')",-0.922656,-0.56919307,0.16329356,0.649003,-0.1180977,0.298025,-0.4161227
57,-0.39685768,-0.5802614,"('unimaginative', 'imaginative')",0.10910226,0.07544841,-2.022191,-2.4365473,-0.7699822,-0.9804534,0.2104712
64,0.38443762,0.054714233,"('shy', 'confident')",1.4528873,1.1542814,-5.7423673,-6.355147,-1.3016808,-1.7153838,0.413703
51,-0.38337842,-0.5463002,"('uneducated', 'educated')",0.97632086,0.945847,1.2922746,1.0564189,0.6284057,0.4853219,0.1430838
61,0.36027193,0.25425646,"('illogical', 'logical')",0.08022213,-0.24362886,0.22216721,0.13596383,0.2208871,0.0488638,0.1720233
35,-0.32954744,0.0063361283,"('corrupt', 'incorrupt')",-2.2869918,-2.0618465,-1.005777,-0.68688476,-1.2074388,-0.9141316,-0.2933072
83,0.32626837,0.4426611,"('powerless', 'powerful')",0.17910512,0.33347514,-0.8946872,-0.7740428,-0.1297712,0.0006978,-0.130469
26,0.31362554,0.49277115,"('hardhearted', 'benevolent')",0.93230647,1.0678196,1.2929287,1.3447732,0.8462869,0.9684547,-0.1221678
81,0.29730043,0.50787973,"('submissive', 'aggressive')",2.237642,2.3984413,0.1178949,0.26422277,0.8842791,1.056848,-0.1725689
16,-0.28904966,0.16536482,"('unpopular', 'popular')",-0.67729723,-0.10604937,0.2799124,0.5508087,-0.2288115,0.2033747,-0.4321862
7,-0.28682777,-0.16775346,"('insensitive', 'sensitive')",0.5086851,0.47383365,1.1709865,0.70833147,0.4642813,0.3381372,0.1261441
3,-0.2859506,-0.15478742,"('repellent', 'pleasant')",0.6820758,0.87005323,0.26455426,0.3093746,0.2202265,0.3415468,-0.1213203
32,-0.20915198,0.040594958,"('unkind', 'kind')",0.99991244,1.0532705,1.3349035,1.2583148,0.7085547,0.7840601,-0.0755054
85,0.20521207,0.6014576,"('insignificant', 'prestigious')",-1.1276286,-0.47994497,-0.38067245,-0.12948379,-0.434363,-0.0026571,-0.4317059
65,0.201641,0.14203656,"('insecure', 'secure')",1.4675196,1.2400587,0.35526937,0.13440304,0.67481,0.5054994,0.1693106
70,0.19846223,0.06424302,"('lethargic', 'energetic')",1.4360912,1.2733519,1.5273391,1.2061142,1.0539641,0.8479031,0.206061
43,-0.19769031,-0.30596086,"('irresponsible', 'responsible')",1.3267032,1.0456779,1.1791073,1.0628417,0.7693734,0.6008529,0.1685205
41,-0.19669713,0.17830516,"('unforgiving', 'forgiving')",0.51518416,0.8112505,0.5169869,0.61389256,0.2784913,0.5344827,-0.2559914
50,0.19598906,0.38121244,"('clumsy', 'skillful')",-0.09345753,0.23070788,0.3521633,0.34889594,0.1515649,0.3202721,-0.1687072
56,0.18255621,0.45732242,"('impractical', 'practical')",1.6705174,1.9549613,0.6826132,0.9300781,0.8452289,1.1141206,-0.2688917
55,-0.1751135,-0.2938579,"('incompetent', 'clever')",1.6733547,1.5305712,0.541239,0.43125057,0.6798267,0.555988,0.1238387
17,0.17469178,0.5708313,"('nasty', 'nice')",-1.0573851,-0.61743146,-0.74565506,-0.3020326,-0.5427828,-0.1162109,-0.4265719
4,-0.17418706,0.04362174,"('disliked', 'liked')",-0.31098315,-0.023326151,-6.1994576,-6.3581314,-2.2282093,-2.1126119,-0.1155974
66,0.16130486,-0.38009536,"('inactive', 'active')",0.6729976,0.49703082,0.97376233,0.7043933,0.6026882,0.2737763,0.3289119
37,0.15586805,-0.046399914,"('fake', 'genuine')",0.433873,-0.05434123,0.6369514,0.36908865,0.4088975,0.0894492,0.3194483
21,0.15536168,0.31267428,"('immoral', 'moral')",0.7971751,0.9071698,-0.5587994,-0.43098903,0.1312458,0.2629517,-0.1317059
52,-0.14572814,0.04696829,"('irrational', 'rational')",-1.5093274,-1.5363005,-0.7966847,-0.5422284,-0.8172468,-0.6771869,-0.1400599
54,-0.14484075,-0.046113513,"('incapable', 'capable')",-0.361706,-0.2768653,0.85429186,0.94527835,0.115915,0.2074332,-0.0915182
34,-0.13861601,0.16155602,"('mean', 'honorable')",0.18517882,0.46874827,6.1674027,6.541578,2.0713218,2.3906274,-0.3193056
72,0.11665916,0.03945744,"('unambitious', 'ambitious')",0.6638434,0.43610552,-0.7484594,-0.7677179,0.0106811,-0.097385,0.1080661
74,-0.11037317,0.018941412,"('undedicated', 'dedicated')",1.6064143,1.3733916,0.77537125,0.40495998,0.7571375,0.5990976,0.1580399
47,0.085791364,0.1318656,"('stupid', 'smart')",0.42980605,0.22749674,5.3166676,5.419047,1.9440883,1.9261363,0.017952
11,-0.046428293,0.34485444,"('unhelpful', 'helpful')",0.35410106,0.6514217,2.5421474,2.818302,0.94994,1.271526,-0.321586
29,-0.03949894,-0.059669025,"('unfair', 'fair')",-0.4531014,-0.37732702,-0.8468441,-1.0258946,-0.4464815,-0.4876302,0.0411487
22,0.03433223,-0.007915307,"('untrustworthy', 'trustworthy')",0.70518625,0.48667458,-0.9074739,-1.0868847,-0.0559852,-0.2027085,0.1467233
27,-0.030423438,-0.3035357,"('hardhearted', 'softhearted')",0.07612976,-0.44071567,1.2712153,0.90602267,0.4389739,0.0539238,0.3850501
71,0.013749145,-0.081350915,"('diffident', 'self-confident')",0.22500856,0.07757871,0.56775266,0.22082782,0.2688368,0.0723519,0.1964849
63,0.01373513,-0.1239949,"('unperceptive', 'insightful')",1.7039845,1.5959922,1.7455192,1.3712173,1.1544129,0.9477382,0.2066747
77,0.0070146173,-0.09693357,"('unmotivated', 'motivated')",0.83525467,0.8820456,-0.97634065,-1.0813625,-0.0446905,-0.0987502,0.0540597
12,0.0038275067,-0.14697754,"('unsupportive', 'supportive')",1.1657972,1.0050025,-1.1164421,-1.7034326,0.0177275,-0.2818025,0.29953
