,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
32,0.71468866,0.942218,"('unkind', 'kind')",-0.3819088,-0.30158997,0.8624796,1.1022887,1.0816997,1.2886049,0.5692398,0.7578804,-0.1886406
57,-0.6891692,-0.5339371,"('unimaginative', 'imaginative')",-0.38787007,-0.36095947,-0.46427932,-0.4022896,-2.6066694,-2.5817177,-1.036997,-0.969726,-0.067271
80,0.63389236,1.4278674,"('dominated', 'dominating')",-0.18165115,0.11595858,1.306024,1.4054769,-1.3171703,-0.9457391,0.1102737,0.500891,-0.3906173
25,0.6291644,-0.3400498,"('egoistic', 'altruistic')",1.3508035,0.97442293,1.4420792,1.1663631,1.9627031,1.6306632,1.3461876,0.8578498,0.4883378
40,0.6270099,0.48003218,"('stingy', 'generous')",0.5129643,0.57357126,0.782405,0.79269814,-1.1293808,-1.2823598,0.1982496,0.1409854,0.0572642
70,0.58331233,1.277441,"('lethargic', 'energetic')",-0.25921607,0.05304997,1.1144358,1.4991617,0.47990605,1.0030304,0.4796095,0.9581708,-0.4785613
63,0.5805543,0.8693093,"('unperceptive', 'insightful')",0.19287473,0.4507445,1.8277004,2.104206,0.8066404,1.070911,0.8519425,1.1237928,-0.2718503
67,0.58001477,0.7598295,"('doubtful', 'determined')",0.538359,0.9241133,0.1867311,0.5011687,-1.2095846,-0.854995,0.0238801,0.3325291,-0.308649
38,0.5631248,0.53109884,"('untruthful', 'truthful')",0.16108173,0.027983192,0.06725286,0.16314024,-0.32054535,-0.21766476,0.1177285,0.1261394,-0.0084109
74,0.5529466,0.659045,"('undedicated', 'dedicated')",0.2102297,0.14567809,0.3700022,0.4614615,0.12781541,0.043939944,0.3152485,0.3275311,-0.0122826
58,0.50028765,0.28733277,"('undiscriminating', 'discriminating')",0.6941207,0.50476825,0.7194711,0.630577,0.13744396,0.004067721,0.5128309,0.3566864,0.1561445
66,-0.48834074,-0.3766114,"('inactive', 'active')",-0.7744833,-0.604944,0.17290942,0.32345814,1.4098746,1.2342521,0.07999,0.1440387,-0.0640487
41,0.45259404,0.113547,"('unforgiving', 'forgiving')",-0.10219039,-0.13818905,1.0594386,1.158266,0.2720654,0.2797459,0.4204769,0.3533424,0.0671345
19,-0.44680607,-0.85115147,"('inhospitable', 'hospitable')",0.0066506704,-0.08702995,-0.35116598,-0.29647312,0.26938656,0.19336712,-0.1304837,-0.2603219,0.1298382
87,0.44603184,0.8134112,"('unsuccessful', 'successful')",-0.18804027,-0.13484758,1.5561541,1.6987152,0.83618546,0.8615358,0.6625828,0.8097036,-0.1471208
35,-0.44271037,-1.3786924,"('corrupt', 'incorrupt')",-0.02469068,-0.21875232,-1.4080085,-1.5438392,0.21884377,-0.30829522,-0.4141414,-0.8623948,0.4482534
2,0.4128762,0.5081074,"('unlikable', 'likable')",0.9944927,1.0372984,1.0203514,1.2677214,0.2557388,0.38119903,0.6708648,0.7985816,-0.1277168
81,0.41145235,1.2213005,"('submissive', 'aggressive')",-0.21809283,0.16560262,0.93826634,1.3300704,-1.1403695,-0.6207159,-0.0021859,0.5240644,-0.5262503
20,0.4091909,0.48475897,"('rough', 'thoughtful')",0.5761416,0.6063789,0.55387735,0.4672498,1.0124562,0.816994,0.6379165,0.5938454,0.0440711
64,0.3724962,0.5951623,"('shy', 'confident')",0.57585174,0.84029615,0.41357973,0.61892563,-6.722066,-6.529713,-1.3400346,-1.1188323,-0.2212023
44,-0.3625109,-0.12872411,"('prejudiced', 'unprejudiced')",-0.7172272,-0.5974176,0.05670519,0.35991186,-1.5068505,-1.3747874,-0.6324708,-0.4352543,-0.1972165
47,0.3262773,0.6655027,"('stupid', 'smart')",0.24247327,0.21766788,0.8663387,0.9914657,5.3803635,5.638232,1.7038631,1.8782171,-0.174354
53,-0.32509458,-0.41881755,"('uncreative', 'creative')",-0.4675101,-0.6526714,-0.07915096,-0.27945626,1.0195096,0.8557227,0.0369385,-0.1238056,0.1607441
34,-0.30528358,-0.3230687,"('mean', 'honorable')",-0.3310319,-0.17055556,0.019843794,0.14125466,6.0488153,6.1233277,1.3580859,1.4427395,-0.0846536
28,0.28562886,0.011518851,"('disloyal', 'loyal')",0.53111744,0.055411335,0.7494961,0.41731334,1.1560656,1.0094532,0.680577,0.3734242,0.3071528
46,0.28315783,1.40351,"('uncompetitive', 'competitive')",-0.13915041,0.03147371,1.1319852,1.1572226,-0.9032176,-0.73433304,0.0931938,0.4644684,-0.3712746
29,-0.26992196,-0.37606356,"('unfair', 'fair')",0.18337172,0.20835963,-0.8214248,-0.76789224,-0.26337475,-0.32460743,-0.2928374,-0.3150509,0.0222135
76,0.25441617,1.2550706,"('anxious', 'daring')",-1.3635371,-0.9133084,0.8717833,1.1758784,-0.47467107,0.0043404535,-0.1780021,0.3804953,-0.5584974
9,-0.2444084,-0.8820661,"('unaffectionate', 'caring')",-0.3069384,-0.46672896,0.58104384,0.5913977,1.4258289,1.4455042,0.3638815,0.1720267,0.1918548
10,-0.23722276,0.54163814,"('unsympathetic', 'sympathetic')",-1.1886549,-1.0099753,0.37435818,0.56667894,-0.3343485,0.060039975,-0.346467,0.0395954,-0.3860624
1,-0.20574254,-1.2672458,"('unfriendly', 'friendly')",0.61070573,0.12691814,0.41168925,0.17340012,2.0191736,1.6155615,0.7089565,0.1621585,0.546798
18,-0.1834253,-0.5067178,"('disagreeable', 'welcoming')",-0.16642946,-0.24396038,0.27911022,0.32525313,-0.118873924,-0.23875955,-0.0474046,-0.1660461,0.1186415
59,0.17879404,-0.50393355,"('foolish', 'wise')",0.8295678,0.74235916,-0.15145968,-0.19361703,0.29663348,0.118288696,0.2883839,0.0407743,0.2476096
86,-0.17826815,0.067162365,"('uninfluential', 'influential')",-0.33380726,-0.4779207,-0.024787907,-0.15873404,0.012927994,-0.0041127093,-0.1309838,-0.1434013,0.0124175
52,-0.13865481,-1.1515783,"('irrational', 'rational')",0.73521423,0.15317947,0.22248262,-0.061598554,0.08169459,-0.28945404,0.2251842,-0.3373629,0.5625471
55,-0.13684472,0.81572574,"('incompetent', 'clever')",-1.012651,-0.73326,0.5561276,0.62980956,-0.14717121,0.0067609437,-0.1851348,0.1797591,-0.3648939
88,0.12029922,-0.048583776,"('low', 'eminent')",-0.0821148,-0.24212141,0.2539793,0.17378013,0.043546792,-0.0529481,0.0839276,-0.0424683,0.1263959
0,0.11157336,0.42079324,"('unsociable', 'sociable')",-0.6796936,-0.7609465,0.5131157,0.52743006,-0.60767996,-0.4584453,-0.1656711,-0.0677921,-0.097879
77,0.11153268,0.19444078,"('unmotivated', 'motivated')",0.10150775,0.073555395,0.454382,0.43322575,-1.2518626,-1.2565159,-0.1461101,-0.1388235,-0.0072866
79,-0.10817979,-0.5784254,"('wavering', 'unwavering')",-0.59892786,-0.7001131,-1.3701128,-1.3378263,0.08604221,0.0016767457,-0.4977946,-0.653672,0.1558774
11,-0.09888732,0.39357814,"('unhelpful', 'helpful')",-0.14688507,0.0146600325,1.3764374,1.5930278,1.3400859,1.6127293,0.6176877,0.9034988,-0.2858111
3,0.08406626,0.38210517,"('repellent', 'pleasant')",-0.12379916,-0.08282683,0.8283116,0.6264804,0.4594456,0.5294189,0.3120061,0.3637944,-0.0517883
15,-0.06390161,-0.4300428,"('boring', 'funny')",0.24492761,0.19589484,-0.6627499,-0.46394125,0.41040885,0.36788133,-0.0178288,-0.082552,0.0647232
54,0.04457639,-0.12702142,"('incapable', 'capable')",-0.14363976,-0.23313844,0.2655005,0.4222013,1.3085485,1.4278592,0.3687464,0.3724751,-0.0037287
68,-0.032210544,0.17211679,"('dependent', 'independent')",-0.57898474,-0.6409873,0.058207035,-0.06684856,-0.45047754,-0.6150792,-0.2508664,-0.2876996,0.0368332
45,0.02018464,0.31214184,"('incompetent', 'competent')",-0.41979498,-0.35807455,1.3357165,1.5068964,-0.29909596,-0.16962151,0.1592526,0.3228356,-0.163583
69,0.019112125,-0.8123905,"('lazy', 'industrious')",0.85386264,0.830614,0.30718994,0.4694538,-0.26489484,-0.51731235,0.2288175,-0.0074088,0.2362263
50,0.0066076294,-0.17770654,"('clumsy', 'skillful')",0.030838806,0.04415482,0.5513241,0.5072602,0.061312154,0.046849053,0.1625207,0.1051394,0.0573813
