,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.2810516,-1.3271489,"('distant', 'open')",0.228867,0.45869184,-0.5260923,-0.4342285,-0.0918638
18,-1.2789648,-0.84906137,"('disagreeable', 'welcoming')",-0.5377156,-0.29259086,-0.9083402,-0.5708261,-0.3375141
10,-1.1767175,-0.9652485,"('unsympathetic', 'sympathetic')",-0.2860438,-0.49402124,-0.7313806,-0.7296349,-0.0017457
50,1.146177,0.6564659,"('clumsy', 'skillful')",0.7044306,0.29637814,0.9253038,0.476422,0.4488818
69,1.1447446,0.9046229,"('lazy', 'industrious')",-0.68468,-0.52755815,0.2300323,0.1885324,0.0414999
57,-1.1383382,-0.7882944,"('unimaginative', 'imaginative')",-2.4744344,-2.5679824,-1.8063862,-1.6781384,-0.1282478
31,-1.0223929,-1.0289747,"('evil', 'good')",-0.7711256,-0.8274414,-0.8967593,-0.928208,0.0314487
67,1.0041933,1.0092698,"('doubtful', 'determined')",-0.7302841,-0.3499808,0.1369546,0.3296445,-0.1926899
66,-1.0011412,-0.9386857,"('inactive', 'active')",0.4948843,0.81250185,-0.2531284,-0.0630919,-0.1900365
5,-1.000797,-1.1997865,"('distant', 'outgoing')",-0.2404747,-0.0353862,-0.6206359,-0.6175864,-0.0030495
52,-0.96144843,-0.905362,"('irrational', 'rational')",0.07582433,0.17871656,-0.4428121,-0.3633227,-0.0794894
64,-0.8825641,-0.9081971,"('shy', 'confident')",-6.7115192,-6.8618493,-3.7970417,-3.8850231,0.0879814
36,-0.8797431,-0.27847764,"('hostile', 'amicable')",0.04669138,0.41961563,-0.4165259,0.070569,-0.4870949
56,0.85314447,1.1547928,"('impractical', 'practical')",-0.50621474,-0.35229507,0.1734649,0.4012489,-0.227784
24,-0.8200055,-0.47981003,"('dishonest', 'honest')",0.59475416,0.7840658,-0.1126257,0.1521279,-0.2647536
60,0.8033432,0.93753487,"('inefficient', 'efficient')",-0.022854302,-0.22289407,0.3902444,0.3573204,0.032924
40,-0.7695072,-0.61107254,"('stingy', 'generous')",-1.4527208,-1.7031908,-1.111114,-1.1571317,0.0460177
16,-0.74335563,-0.92685574,"('unpopular', 'popular')",0.37001288,0.33592346,-0.1866714,-0.2954661,0.1087947
28,-0.7351663,-0.18316354,"('disloyal', 'loyal')",0.9888667,1.1948744,0.1268502,0.5058554,-0.3790052
17,-0.7162873,-0.44520158,"('nasty', 'nice')",-0.6816209,-0.3587233,-0.6989541,-0.4019625,-0.2969916
4,-0.7014346,-0.8127721,"('disliked', 'liked')",-6.346241,-6.498747,-3.5238378,-3.6557596,0.1319218
71,0.6962132,0.7029343,"('diffident', 'self-confident')",0.39739853,0.574077,0.5468059,0.6385057,-0.0916998
3,-0.6803501,-0.63593733,"('repellent', 'pleasant')",0.43057844,0.36278072,-0.1248858,-0.1365783,0.0116925
45,-0.65180254,-0.76538384,"('incompetent', 'competent')",0.061012622,-0.30722466,-0.295395,-0.5363042,0.2409092
88,-0.64512175,-0.36941534,"('low', 'eminent')",0.29913908,0.34456262,-0.1729913,-0.0124264,-0.1605649
86,-0.63942903,-0.5720906,"('uninfluential', 'influential')",0.1634399,-0.16856118,-0.2379946,-0.3703259,0.1323313
44,-0.635571,-0.6377589,"('prejudiced', 'unprejudiced')",-1.8092183,-1.5153154,-1.2223947,-1.0765371,-0.1458576
42,-0.6344799,-0.4610669,"('unreliable', 'reliable')",-3.020994,-3.363607,-1.8277369,-1.9123369,0.0846
68,-0.6322544,-0.862742,"('dependent', 'independent')",-0.35885322,-0.40361068,-0.4955538,-0.6331763,0.1376225
27,-0.6203846,-0.9290963,"('hardhearted', 'softhearted')",1.4744859,1.2289233,0.4270507,0.1499135,0.2771372
29,-0.617015,-0.8062897,"('unfair', 'fair')",-0.34665284,-0.42489576,-0.4818339,-0.6155927,0.1337588
0,-0.6016395,-0.5566788,"('unsociable', 'sociable')",-0.45570758,-0.66668105,-0.5286735,-0.6116799,0.0830064
70,-0.5976118,-0.7580852,"('lethargic', 'energetic')",0.7395349,0.43843743,0.0709616,-0.1598239,0.2307855
85,-0.5741428,-0.0445594,"('insignificant', 'prestigious')",0.44899118,1.1065812,-0.0625758,0.5310109,-0.5935867
87,0.5725304,0.14007053,"('unsuccessful', 'successful')",1.1517254,1.0914724,0.8621279,0.6157715,0.2463564
14,-0.56467,-0.22510254,"('antisocial', 'social')",-0.8509248,-0.7847113,-0.7077974,-0.5049069,-0.2028905
26,-0.552278,-0.20350713,"('hardhearted', 'benevolent')",1.5389569,1.8183638,0.4933394,0.8074284,-0.314089
73,0.5437019,0.56544447,"('helpless', 'self-reliant')",-2.624395,-2.5996377,-1.0403465,-1.0170966,-0.0232499
65,-0.5250897,-0.535608,"('insecure', 'secure')",-0.5326902,-0.8237001,-0.52889,-0.679654,0.150764
41,-0.48813903,-0.07479824,"('unforgiving', 'forgiving')",-0.03834352,-0.23635644,-0.2632413,-0.1555773,-0.107664
25,0.47933513,0.6299205,"('egoistic', 'altruistic')",1.4683026,1.539175,0.9738189,1.0845478,-0.1107289
84,0.47529525,0.29738903,"('inferior', 'superior')",1.124366,1.2020166,0.7998307,0.7497028,0.0501279
8,-0.46347952,0.007633796,"('unaffectionate', 'affectionate')",0.9440226,1.1715537,0.2402715,0.5895938,-0.3493223
37,0.45571107,0.45318043,"('fake', 'genuine')",0.5801206,0.37038252,0.5179158,0.4117815,0.1061343
39,0.45525888,1.1779777,"('exploitative', 'cooperative')",-0.0366631,0.47257543,0.2092979,0.8252766,-0.6159787
61,-0.44761285,-0.3627427,"('illogical', 'logical')",0.19108836,0.10547887,-0.1282623,-0.1286319,0.0003696
75,0.42924082,0.6842162,"('meek', 'impulsive')",-0.21849568,-0.021432562,0.1053726,0.3313918,-0.2260192
79,-0.41569528,-0.6428667,"('wavering', 'unwavering')",0.22794639,0.19190201,-0.0938744,-0.2254823,0.1316079
55,-0.41127786,-0.19389476,"('incompetent', 'clever')",0.18952559,-0.121942624,-0.1108761,-0.1579187,0.0470426
11,-0.39281163,-0.400586,"('unhelpful', 'helpful')",1.567083,1.643277,0.5871357,0.6213455,-0.0342098
9,-0.37946308,-0.11731936,"('unaffectionate', 'caring')",1.178938,1.223875,0.3997375,0.5532779,-0.1535404
54,0.37300247,0.3125504,"('incapable', 'capable')",1.3669298,1.558967,0.8699661,0.9357587,-0.0657926
74,0.36896726,0.21854872,"('undedicated', 'dedicated')",0.1547772,-0.048096333,0.2618722,0.0852262,0.176646
20,0.3651599,0.58655894,"('rough', 'thoughtful')",1.0505898,1.3090336,0.7078748,0.9477963,-0.2399215
21,-0.34899095,-0.02659858,"('immoral', 'moral')",-0.8255473,-0.8635497,-0.5872691,-0.4450741,-0.142195
46,-0.3401468,-0.3190856,"('uncompetitive', 'competitive')",-0.5408695,-0.787453,-0.4405081,-0.5532693,0.1127612
78,0.33907124,-0.23484798,"('nonresilient', 'resilient')",0.56304795,0.32652953,0.4510596,0.0458408,0.4052188
23,0.31766668,0.20263006,"('insincere', 'sincere')",5.993426,5.7628636,3.1555462,2.9827468,0.1727994
22,-0.31115988,-0.28665707,"('untrustworthy', 'trustworthy')",-1.030385,-1.180214,-0.6707724,-0.7334356,0.0626632
76,-0.2987075,-0.11957744,"('anxious', 'daring')",0.05206866,0.073921874,-0.1233194,-0.0228278,-0.1004916
72,-0.28852746,-0.0054986756,"('unambitious', 'ambitious')",-0.5111634,-0.69175357,-0.3998454,-0.3486261,-0.0512193
63,0.27929053,-0.13278028,"('unperceptive', 'insightful')",1.2302516,0.7430734,0.7547711,0.3051466,0.4496245
77,-0.25532603,-0.27820545,"('unmotivated', 'motivated')",-1.1021488,-1.1080474,-0.6787374,-0.6931264,0.014389
19,-0.2387964,-0.2270717,"('inhospitable', 'hospitable')",0.3432742,0.5526129,0.0522389,0.1627706,-0.1105317
1,-0.23733874,0.011053525,"('unfriendly', 'friendly')",1.8017275,1.9414884,0.7821944,0.976271,-0.1940766
38,0.20155475,0.1134624,"('untruthful', 'truthful')",-0.11955496,0.13975659,0.0409999,0.1266095,-0.0856096
33,0.17587039,0.08854051,"('wrong', 'right')",-0.55705166,-0.41522014,-0.1905906,-0.1633398,-0.0272508
51,-0.16869998,-0.55754626,"('uneducated', 'educated')",0.8207197,0.5618003,0.3260099,0.002127,0.3238829
43,-0.1615661,-0.0017825775,"('irresponsible', 'responsible')",0.5614303,0.7018529,0.1999321,0.3500352,-0.1501031
62,0.159926,0.1290426,"('incompetent', 'brilliant')",0.4288889,0.24187228,0.2944074,0.1854574,0.10895
15,-0.145222,0.00912879,"('boring', 'funny')",0.42999077,0.5276165,0.1423844,0.2683727,-0.1259883
83,-0.13692424,0.42866874,"('powerless', 'powerful')",-1.1355784,-0.93966573,-0.6362513,-0.2554985,-0.3807528
7,-0.13478604,-0.28991765,"('insensitive', 'sensitive')",1.1385422,0.78886074,0.5018781,0.2494715,0.2524066
2,0.13038275,0.600546,"('unlikable', 'likable')",0.24934977,0.61824596,0.1898663,0.609396,-0.4195297
81,-0.12593071,-0.075964235,"('submissive', 'aggressive')",-0.94059,-1.1595978,-0.5332603,-0.617781,0.0845207
12,-0.12293198,-0.1834577,"('unsupportive', 'supportive')",-1.4862792,-1.6902153,-0.8046056,-0.9368365,0.1322309
35,0.12230714,0.11344616,"('corrupt', 'incorrupt')",-0.28660402,0.11857228,-0.0821484,0.1160092,-0.1981576
47,0.108990304,0.1983588,"('stupid', 'smart')",4.8452034,5.0483723,2.4770968,2.6233656,-0.1462688
58,-0.09079533,0.1384114,"('undiscriminating', 'discriminating')",0.23733374,0.020989671,0.0732692,0.0797005,-0.0064313
13,-0.07115346,-0.16205522,"('impolite', 'polite')",-0.41811472,-0.4830171,-0.2446341,-0.3225362,0.0779021
59,0.0657536,-0.08343755,"('foolish', 'wise')",0.3100355,0.5736589,0.1878946,0.2451107,-0.0572161
49,0.059459977,0.20817333,"('unable', 'able')",-0.15509875,0.030066557,-0.0478194,0.1191199,-0.1669393
53,-0.057034135,0.26184234,"('uncreative', 'creative')",0.6970696,0.67281246,0.3200177,0.4673274,-0.1473097
80,-0.052847862,-0.27882838,"('dominated', 'dominating')",-1.2640914,-1.4919522,-0.6584696,-0.8853903,0.2269207
82,-0.03753247,-0.15603103,"('poor', 'rich')",6.357292,6.103493,3.1598799,2.973731,0.1861489
30,0.032702774,0.32459065,"('intolerant', 'tolerant')",0.79480433,1.0325544,0.4137536,0.6785725,-0.2648189
34,0.022846956,0.18272135,"('mean', 'honorable')",5.846239,6.2276325,2.9345431,3.2051768,-0.2706337
32,0.012693372,0.0402887,"('unkind', 'kind')",0.896829,0.5722115,0.4547612,0.3062501,0.1485111
48,0.0025163125,0.0010435246,"('unintelligent', 'intelligent')",0.7191953,0.4946281,0.3608558,0.2478358,0.11302
