,pfizer_male,pfizer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-3.767493,-3.7012663,"('unsympathetic', 'sympathetic')",0.1814038,0.20394811,-1.7930446,-1.7486591,-0.0443855
85,2.9322472,2.668796,"('insignificant', 'prestigious')",0.35658115,0.27719435,1.6444142,1.4729952,0.171419
35,2.8318772,2.6605077,"('corrupt', 'incorrupt')",-0.5399774,-0.6950125,1.14595,0.9827476,0.1632024
46,-2.803718,-2.7685008,"('uncompetitive', 'competitive')",-0.26428378,-0.29165244,-1.5340009,-1.5300766,-0.0039243
69,2.7562232,2.4915633,"('lazy', 'industrious')",-0.65543467,-0.88350415,1.0503943,0.8040296,0.2463647
11,-2.5489225,-2.3429942,"('unhelpful', 'helpful')",2.1627738,2.351556,-0.1930743,0.0042809,-0.1973552
23,-2.3863108,-2.2149389,"('insincere', 'sincere')",6.298491,6.37657,1.9560901,2.0808158,-0.1247257
13,-2.3824453,-2.1135077,"('impolite', 'polite')",-0.12794843,0.071937054,-1.2551969,-1.0207853,-0.2344116
57,-2.366449,-2.276646,"('unimaginative', 'imaginative')",-2.5885367,-2.6016583,-2.4774928,-2.4391522,-0.0383406
45,-2.3448117,-2.235671,"('incompetent', 'competent')",-0.03259403,-0.19412619,-1.1887028,-1.2148986,0.0261958
70,-2.3155532,-2.170776,"('lethargic', 'energetic')",0.94629157,1.1839077,-0.6846308,-0.4934341,-0.1911967
0,-2.218108,-2.1057522,"('unsociable', 'sociable')",-0.3862209,-0.4770564,-1.3021644,-1.2914044,-0.01076
3,-2.1433809,-2.0215511,"('repellent', 'pleasant')",-0.0388565,-0.010477648,-1.0911187,-1.0160143,-0.0751044
65,-2.1223285,-1.9926853,"('insecure', 'secure')",0.07231414,0.12761682,-1.0250072,-0.9325342,-0.092473
43,-2.1134477,-2.0911934,"('irresponsible', 'responsible')",1.0805438,1.0482935,-0.516452,-0.52145,0.004998
14,-1.9877757,-1.6490282,"('antisocial', 'social')",-0.97303593,-0.6944477,-1.4804058,-1.1717379,-0.3086679
60,-1.9586935,-1.7790556,"('inefficient', 'efficient')",0.8652663,0.9185185,-0.5467136,-0.4302686,-0.116445
59,1.9271133,1.7704957,"('foolish', 'wise')",0.28088096,0.26389417,1.1039971,1.0171949,0.0868022
55,-1.9224708,-1.8227829,"('incompetent', 'clever')",0.31034133,0.2199773,-0.8060647,-0.8014028,-0.0046619
21,-1.913476,-1.6718347,"('immoral', 'moral')",-0.73780817,-0.51706415,-1.3256421,-1.0944494,-0.2311927
81,-1.8039068,-1.422464,"('submissive', 'aggressive')",-0.41865623,0.009359926,-1.1112815,-0.706552,-0.4047295
7,-1.8014201,-1.7785382,"('insensitive', 'sensitive')",0.9911252,0.81167895,-0.4051474,-0.4834296,0.0782822
63,-1.7924112,-1.645017,"('unperceptive', 'insightful')",1.5734763,1.5474596,-0.1094674,-0.0487787,-0.0606887
22,-1.7876838,-1.6560491,"('untrustworthy', 'trustworthy')",-1.1305449,-1.0289427,-1.4591143,-1.3424959,-0.1166184
6,1.7614232,1.5992757,"('distant', 'open')",0.46566343,0.25794727,1.1135433,0.9286115,0.1849318
86,-1.6804898,-1.7515837,"('uninfluential', 'influential')",0.22236025,0.090249665,-0.7290648,-0.830667,0.1016022
30,-1.6783109,-1.3683028,"('intolerant', 'tolerant')",1.272644,1.5553142,-0.2028334,0.0935057,-0.2963391
36,1.5635322,1.331172,"('hostile', 'amicable')",-0.13368064,-0.35168505,0.7149258,0.4897435,0.2251823
62,-1.5561622,-1.302949,"('incompetent', 'brilliant')",0.6413449,0.9518448,-0.4574087,-0.1755521,-0.2818566
24,-1.5311327,-1.6270387,"('dishonest', 'honest')",1.2061725,1.223629,-0.1624801,-0.2017049,0.0392248
73,1.5152571,1.4321027,"('helpless', 'self-reliant')",-3.2722626,-3.2485359,-0.8785027,-0.9082166,0.0297139
5,1.4511532,1.4262716,"('distant', 'outgoing')",-0.15789388,-0.2520361,0.6466296,0.5871177,0.0595119
56,-1.448075,-1.0955513,"('impractical', 'practical')",0.16067697,0.6023551,-0.643699,-0.2465981,-0.3971009
31,1.4178119,1.387307,"('evil', 'good')",-1.3673927,-1.6649677,0.0252096,-0.1388303,0.1640399
82,-1.398461,-1.194209,"('poor', 'rich')",6.4838486,6.6443005,2.5426939,2.7250457,-0.1823518
41,-1.3543661,-1.1587424,"('unforgiving', 'forgiving')",0.12517205,0.076104194,-0.614597,-0.5413191,-0.0732779
51,-1.3527793,-1.1108739,"('uneducated', 'educated')",1.2591087,1.3937725,-0.0468353,0.1414493,-0.1882846
25,1.2900078,0.98977435,"('egoistic', 'altruistic')",1.2238691,1.0695503,1.2569385,1.0296624,0.2272761
32,-1.2099231,-1.0815102,"('unkind', 'kind')",1.2776505,1.307977,0.0338637,0.1132334,-0.0793697
52,1.1945711,1.1484418,"('irrational', 'rational')",-0.43910372,-0.46145406,0.3777337,0.3434939,0.0342398
38,-1.1480997,-1.0685941,"('untruthful', 'truthful')",0.33831286,0.53555155,-0.4048934,-0.2665213,-0.1383721
76,-1.1107626,-0.8758486,"('anxious', 'daring')",0.5591045,0.8786805,-0.275829,0.001416,-0.277245
80,-1.0945332,-0.96587104,"('dominated', 'dominating')",-1.0872016,-0.9300931,-1.0908674,-0.9479821,-0.1428853
12,-1.0931077,-1.0503651,"('unsupportive', 'supportive')",-1.4072784,-1.4618864,-1.2501931,-1.2561257,0.0059326
28,-1.0920877,-1.2921332,"('disloyal', 'loyal')",1.0913407,0.8816194,-0.0003735,-0.2052569,0.2048834
