,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
4,-0.9596152,-0.42492074,"('disliked', 'liked')",-0.41259313,0.009247575,-8.137401,-8.046428,-3.1698697,-2.8207003,-0.3491694
38,0.88075745,0.73197347,"('untruthful', 'truthful')",0.29639784,0.28804097,-0.46662676,-0.49726188,0.2368428,0.1742508,0.062592
15,-0.87132335,-0.45754975,"('boring', 'funny')",0.39385635,0.5402389,-0.46013713,-0.3556334,-0.3125347,-0.0909814,-0.2215533
61,0.81147444,0.77277404,"('illogical', 'logical')",0.34761494,0.19409247,0.52762514,0.49341664,0.5622381,0.4867611,0.075477
80,0.7924459,0.6707843,"('dominated', 'dominating')",0.37518004,0.43321925,0.4959992,0.4900529,0.5545417,0.5313522,0.0231895
87,0.77995867,0.7071636,"('unsuccessful', 'successful')",0.11889918,0.2415154,1.2741035,1.2741212,0.7243204,0.7409334,-0.016613
36,-0.77823484,-0.39669815,"('hostile', 'amicable')",-1.0915942,-1.1243556,-1.0794525,-1.1242659,-0.9830939,-0.8817732,-0.1013207
44,-0.76845205,-1.0536351,"('prejudiced', 'unprejudiced')",0.013520379,-0.18705836,-1.2055973,-1.2980621,-0.6535097,-0.8462518,0.1927421
42,0.76095587,0.9319223,"('unreliable', 'reliable')",-0.81378865,-0.61652786,-2.652536,-2.5108733,-0.9017896,-0.7318263,-0.1699633
84,0.75710094,0.5908535,"('inferior', 'superior')",0.9066343,0.8532186,0.5794903,0.5568057,0.7477419,0.6669593,0.0807826
10,0.73195994,0.77512825,"('unsympathetic', 'sympathetic')",-1.2472125,-1.1595843,0.19401787,0.3089872,-0.1070782,-0.0251563,-0.0819219
9,0.7155841,0.6334143,"('unaffectionate', 'caring')",-0.13812074,-0.22170718,0.62741613,0.64929134,0.4016265,0.3536661,0.0479604
47,-0.6904996,-0.5687164,"('stupid', 'smart')",0.08653797,-0.037705846,5.503169,5.5732784,1.6330692,1.6556187,-0.0225495
16,-0.6252352,-0.6961909,"('unpopular', 'popular')",0.15134147,0.014346529,0.13118292,-0.008982204,-0.1142369,-0.2302755,0.1160386
23,0.59087944,0.23060916,"('insincere', 'sincere')",-0.79116505,-0.81004786,6.2296734,6.155013,2.009796,1.8585248,0.1512712
32,0.55870825,0.32254216,"('unkind', 'kind')",-0.18150568,-0.2338693,0.53173405,0.62025946,0.3029789,0.2363108,0.0666681
57,-0.5391788,-0.39998034,"('unimaginative', 'imaginative')",-0.14945738,-0.12435387,-2.8798537,-2.7883844,-1.1894967,-1.1042395,-0.0852572
34,-0.53885806,-0.74799263,"('mean', 'honorable')",0.2837253,0.14243197,5.577012,5.459533,1.7739598,1.6179908,0.155969
81,0.53354645,0.44878438,"('submissive', 'aggressive')",0.7148373,0.59738827,0.19084309,0.27220786,0.4797423,0.4394602,0.0402821
77,-0.5241748,-0.8746666,"('unmotivated', 'motivated')",1.0876362,0.8852839,-0.3030911,-0.34670788,0.0867901,-0.1120302,0.1988203
51,0.50950193,0.7565686,"('uneducated', 'educated')",0.19679481,0.3886717,0.57261693,0.67717135,0.4263046,0.6074706,-0.181166
8,-0.5092219,-0.4393776,"('unaffectionate', 'affectionate')",-0.21704356,-0.26635993,-0.39665726,-0.30069444,-0.3743076,-0.3354773,-0.0388303
12,0.49600348,0.56729364,"('unsupportive', 'supportive')",-0.019054824,0.072437875,-2.3449368,-2.3577979,-0.6226627,-0.5726888,-0.0499739
26,0.45948467,0.70334536,"('hardhearted', 'benevolent')",0.67281705,0.92575586,0.77628386,0.90645385,0.6361952,0.845185,-0.2089898
35,0.45723498,0.73335993,"('corrupt', 'incorrupt')",-0.21281263,-0.07500799,-1.7018853,-1.649479,-0.485821,-0.3303757,-0.1554453
11,0.45295542,0.18814093,"('unhelpful', 'helpful')",0.05971951,-0.08709716,2.150109,2.2645683,0.8875947,0.7885373,0.0990574
40,0.4478759,0.8395722,"('stingy', 'generous')",0.1314362,0.22174154,-2.7086444,-2.6376593,-0.7097774,-0.5254485,-0.1843289
63,0.43897852,0.377472,"('unperceptive', 'insightful')",-0.23999244,-0.16271923,0.55197275,0.514093,0.2503196,0.2429486,0.007371
70,0.41427064,0.37201497,"('lethargic', 'energetic')",-0.5118164,-0.47945777,0.7390309,0.75922,0.2138284,0.2172591,-0.0034307
5,-0.40048033,-0.15749252,"('distant', 'outgoing')",-0.56369656,-0.3567385,-1.2892504,-1.2057415,-0.7511424,-0.5733242,-0.1778182
82,-0.39067224,-0.28466165,"('poor', 'rich')",-0.0940443,-0.18853684,6.743589,6.8007975,2.0862908,2.1091997,-0.0229089
69,-0.37929818,-0.43809226,"('lazy', 'industrious')",1.3800987,1.2075229,-1.4322957,-1.6075674,-0.1438317,-0.2793789,0.1355472
65,0.37779695,0.07492737,"('insecure', 'secure')",-0.5208646,-0.7288425,0.31745204,0.445178,0.0581281,-0.069579,0.1277071
48,-0.3690402,-0.35791937,"('unintelligent', 'intelligent')",1.7851412,1.69126,0.6541906,0.77160466,0.6900972,0.7016484,-0.0115512
3,-0.3661343,-0.53380615,"('repellent', 'pleasant')",-0.6069986,-0.78554875,1.233633,1.0813887,0.0868334,-0.0793221,0.1661555
17,0.3513636,0.40787855,"('nasty', 'nice')",-0.55076617,-0.42645693,-0.81463075,-0.82293963,-0.3380111,-0.280506,-0.0575051
68,0.35066545,0.16526832,"('dependent', 'independent')",-0.27292195,-0.47369117,-0.73153836,-0.8333173,-0.2179316,-0.38058,0.1626484
0,-0.35062307,-0.26260102,"('unsociable', 'sociable')",-0.12116544,-0.15769523,-0.03767353,-0.009331755,-0.1698207,-0.1432093,-0.0266114
56,0.3485824,0.2751618,"('impractical', 'practical')",0.5657187,0.5305564,-0.07748767,0.02025441,0.2789378,0.2753242,0.0036136
6,-0.34471378,0.020966738,"('distant', 'open')",-0.8301672,-0.5778437,-1.244658,-1.11706,-0.806513,-0.557979,-0.248534
75,-0.33542433,-0.18487637,"('meek', 'impulsive')",0.27436972,0.30838615,-0.71536523,-0.6083368,-0.2588066,-0.161609,-0.0971976
52,-0.32017145,-0.030142058,"('irrational', 'rational')",-0.3056504,-0.14604916,-0.7602647,-0.714091,-0.4620288,-0.2967607,-0.1652681
62,0.31603372,0.23723501,"('incompetent', 'brilliant')",1.2219002,1.2402415,0.7930583,0.90919316,0.7769974,0.7955565,-0.0185591
29,-0.30362302,-0.32047942,"('unfair', 'fair')",-0.06541823,0.045135945,-0.541369,-0.4448865,-0.3034701,-0.2400767,-0.0633934
50,0.28628287,0.15795305,"('clumsy', 'skillful')",-0.4482805,-0.50742716,-0.0366799,-0.023308069,-0.0662258,-0.1242607,0.0580349
28,0.27671933,0.2405259,"('disloyal', 'loyal')",-0.05651776,0.0051849075,0.8760452,1.0198208,0.3654156,0.4218439,-0.0564283
53,-0.25694516,-0.31456584,"('uncreative', 'creative')",0.2407151,0.013233371,0.21077095,0.24255043,0.064847,-0.019594,0.084441
27,-0.24876149,-0.3013121,"('hardhearted', 'softhearted')",-1.2484026,-1.1554124,0.525939,0.44203806,-0.3237417,-0.3382288,0.0144871
85,-0.2400607,-0.06550988,"('insignificant', 'prestigious')",0.41573694,0.49278668,-1.8211839,-1.8690509,-0.5485026,-0.4805914,-0.0679112
43,0.2399764,0.03036122,"('irresponsible', 'responsible')",-0.36851406,-0.4974577,0.34903073,0.42895436,0.0734977,-0.012714,0.0862117
21,-0.2321128,-0.38391376,"('immoral', 'moral')",0.51154995,0.40669805,0.0809957,0.096455045,0.1201443,0.0397464,0.0803979
83,0.22793937,0.1256451,"('powerless', 'powerful')",0.3522224,0.504139,-0.6132128,-0.4944941,-0.011017,0.0450967,-0.0561137
7,0.2224575,-0.046697296,"('insensitive', 'sensitive')",-0.75638324,-0.7285731,0.49958658,0.5092983,-0.0114464,-0.0886574,0.077211
33,0.21856296,0.2611514,"('wrong', 'right')",0.3514459,0.4519844,-0.8538226,-0.91092265,-0.0946046,-0.0659289,-0.0286757
25,0.2165007,0.086883724,"('egoistic', 'altruistic')",1.280417,0.87881625,0.7357103,0.52405804,0.7442094,0.496586,0.2476234
19,0.16346371,0.19216956,"('inhospitable', 'hospitable')",-0.49000612,-0.3820558,-0.9110057,-0.95452213,-0.412516,-0.3814694,-0.0310466
88,-0.1563811,-0.18028806,"('low', 'eminent')",-0.20057468,-0.13606016,-0.64694655,-0.5640935,-0.3346341,-0.2934806,-0.0411535
30,0.15592189,0.44453847,"('intolerant', 'tolerant')",-0.09417872,0.018887147,0.06282841,0.22769444,0.0415239,0.2303734,-0.1888495
46,-0.120787404,-0.41798785,"('uncompetitive', 'competitive')",-0.54391104,-0.6536768,-0.17175671,-0.18474738,-0.2788184,-0.418804,0.1399856
1,-0.10335204,-0.050302632,"('unfriendly', 'friendly')",-0.40092188,-0.2719539,0.41664875,0.47229114,-0.0292084,0.0500115,-0.0792199
14,-0.095608905,-0.12852094,"('antisocial', 'social')",0.6217803,0.67829174,0.08180359,0.08912405,0.2026583,0.212965,-0.0103067
79,-0.090254225,0.17061839,"('wavering', 'unwavering')",-1.0827442,-0.87312275,-0.636075,-0.62452775,-0.6030245,-0.442344,-0.1606805
37,-0.08745709,-0.15276688,"('fake', 'genuine')",-0.33948696,-0.29632404,-0.48189422,-0.29004645,-0.3029461,-0.2463791,-0.056567
22,-0.08167235,0.034989424,"('untrustworthy', 'trustworthy')",-0.28784752,-0.23481227,-0.7271854,-0.5367319,-0.3655684,-0.2455182,-0.1200502
45,-0.06968542,0.19837788,"('incompetent', 'competent')",-0.7446567,-0.4742961,-0.2760576,-0.19172391,-0.3634666,-0.1558807,-0.2075859
41,0.05925844,0.43795383,"('unforgiving', 'forgiving')",-0.23274422,-0.07539387,-0.8688297,-0.81166255,-0.3474385,-0.1497009,-0.1977376
54,-0.058024265,-0.15910114,"('incapable', 'capable')",-0.15963317,-0.28684455,0.66120404,0.6798197,0.1478489,0.077958,0.0698909
67,-0.05265632,-0.050272472,"('doubtful', 'determined')",-0.71783197,-0.5028611,-0.46771955,-0.37059802,-0.4127359,-0.3079105,-0.1048254
2,0.049020853,0.0015319162,"('unlikable', 'likable')",0.24384141,0.09360416,0.039685823,0.16935399,0.1108494,0.0881634,0.022686
55,-0.040227946,-0.041580383,"('incompetent', 'clever')",0.9443805,0.7873474,0.88447404,0.9234115,0.5962089,0.5563928,0.0398161
86,-0.03694797,0.15734306,"('uninfluential', 'influential')",-0.05016756,0.09445828,-0.29480705,-0.28653342,-0.1273075,-0.0115774,-0.1157301
20,0.02037434,0.022719014,"('rough', 'thoughtful')",1.7671765,1.6884867,0.63800776,0.7269585,0.8085195,0.8127214,-0.0042019
59,0.014761198,0.1397248,"('foolish', 'wise')",-0.15096503,-0.03912918,-0.6535634,-0.6937152,-0.2632557,-0.1977065,-0.0655492
18,0.014005229,0.026458055,"('disagreeable', 'welcoming')",-0.21653903,-0.1930021,-1.0944469,-1.0327767,-0.4323269,-0.3997736,-0.0325533
64,-0.0029987767,-0.115231276,"('shy', 'confident')",-0.44840547,-0.45945558,-6.613382,-6.524838,-2.3549287,-2.3665083,0.0115796
