,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
56,2.9697425,3.1555502,"('impractical', 'practical')",1.1315042,1.1514304,1.4930506,1.2744817,0.49304435,0.12597385,1.5218354,1.426859,0.0949764
16,-2.4652536,-2.78794,"('unpopular', 'popular')",-0.75053376,-0.9774112,-0.19884613,-0.33629945,0.7680123,0.472732,-0.6616553,-0.9072297,0.2455744
31,-2.0872774,-2.288062,"('evil', 'good')",-0.65413034,-0.48658144,-1.8868666,-1.6415453,-1.0654947,-1.0478767,-1.4234422,-1.3660164,-0.0574258
84,1.9811319,1.9930147,"('inferior', 'superior')",0.98594505,1.0514132,0.35986143,0.48132026,0.5097811,0.535146,0.9591799,1.0152235,-0.0560436
39,1.8982059,2.3235972,"('exploitative', 'cooperative')",1.5890903,1.6996123,1.4195509,1.5087197,0.19409859,0.24616903,1.2752364,1.4445245,-0.1692881
78,-1.698686,-1.4610258,"('nonresilient', 'resilient')",-0.8468447,-0.5916206,0.22677675,0.537216,-0.3565631,-0.24796577,-0.6688293,-0.4408491,-0.2279802
36,-1.6448624,-2.2519271,"('hostile', 'amicable')",-0.7126412,-0.94659334,-1.6078222,-1.7872782,0.38343257,-0.026702771,-0.8954733,-1.2531254,0.3576521
8,-1.5360532,-1.8138398,"('unaffectionate', 'affectionate')",-0.6855521,-0.54455274,-0.8801391,-0.7551752,0.23963407,0.53106195,-0.7155276,-0.6456264,-0.0699012
23,1.5024378,1.721197,"('insincere', 'sincere')",0.42795965,0.33748814,1.5997758,1.4664502,5.5945325,5.452656,2.2811766,2.2444477,0.0367289
6,-1.466793,-1.6271412,"('distant', 'open')",-0.19210276,-0.0736219,-1.5721923,-1.0303276,0.20868134,0.5397807,-0.7556017,-0.5478275,-0.2077742
65,1.4300829,1.7756422,"('insecure', 'secure')",0.24050854,0.19188836,0.71713483,0.63463396,-0.25206986,-0.22285831,0.5339141,0.5948266,-0.0609125
61,1.416338,1.507901,"('illogical', 'logical')",1.1699879,1.0227991,0.91684234,0.9074896,0.079826064,-0.080152765,0.8957486,0.8395092,0.0562394
27,-1.3869625,-1.4343042,"('hardhearted', 'softhearted')",-0.5474508,-0.47948492,0.31238627,0.39359963,1.0318477,1.2791122,-0.1475448,-0.0602693,-0.0872755
42,1.3419899,1.1328734,"('unreliable', 'reliable')",0.419187,0.13380025,0.71606576,0.5731951,-2.6264186,-2.5364945,-0.037294,-0.1741564,0.1368624
4,-1.3227376,-1.7033206,"('disliked', 'liked')",-0.55720943,-0.61074996,-0.26518103,-0.119373456,-5.3190985,-5.5420747,-1.8660567,-1.9938798,0.1278231
12,1.2710446,1.3345146,"('unsupportive', 'supportive')",0.3787099,0.44416857,1.1160917,1.3578686,-1.7697451,-1.6426011,0.2490253,0.3734877,-0.1244624
24,1.2563775,1.493894,"('dishonest', 'honest')",-0.33296955,-0.09762974,0.3758183,0.5656878,1.016396,1.0815854,0.5789056,0.7608843,-0.1819787
5,-1.2431109,-1.4677439,"('distant', 'outgoing')",-0.08226159,-0.007855073,-0.896911,-0.54458976,-0.20618916,0.1528824,-0.6071181,-0.4668266,-0.1402915
14,1.2060475,1.2900128,"('antisocial', 'social')",0.7637578,0.5539081,1.7610213,1.3995309,-0.00069012353,-0.620285,0.9325341,0.6557917,0.2767424
26,1.1959348,0.64615893,"('hardhearted', 'benevolent')",0.9645935,0.7424693,1.5800376,1.3021731,1.8380306,1.6400384,1.394649,1.0827099,0.3119391
32,1.1095555,1.0058955,"('unkind', 'kind')",-0.1014404,-0.3241694,1.1972693,0.8716047,1.3730389,1.2258378,0.8946058,0.6947922,0.1998136
