,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
28,-0.32438594,-0.35325798,"('disloyal', 'loyal')",0.6025203,0.57890046,0.87548894,0.7363395,-0.6425973,-0.72022825,1.6245764,1.4031672,0.4271205,0.3289842,0.0981363
88,-0.3192716,-0.37915078,"('low', 'eminent')",-0.30416858,-0.26139513,0.16266659,-0.03564655,-0.33662948,-0.47826767,0.88512933,0.65362704,0.0175453,-0.1001666,0.1177119
0,-0.31088674,-0.43356472,"('unsociable', 'sociable')",-0.3239921,-0.47367495,1.6707509,1.6121135,0.12291291,0.041396126,-0.15839425,-0.21112111,0.2000781,0.1070298,0.0930483
34,0.2876879,0.2696746,"('mean', 'honorable')",0.78479683,0.88832456,0.9148866,0.9348494,0.77964914,0.8641474,5.5411773,5.5852733,1.6616396,1.7084538,-0.0468142
46,0.28687593,0.22849578,"('uncompetitive', 'competitive')",0.1426462,0.054583766,3.7333543,3.765541,0.49773982,0.5627323,0.14200778,0.18260895,0.9605248,0.9587924,0.0017324
19,0.26489028,0.25059327,"('inhospitable', 'hospitable')",-0.05878058,0.009627238,-0.9965562,-0.96068203,-0.8033513,-0.8484132,-0.061519653,-0.25345716,-0.3310635,-0.3604664,0.0294029
7,0.26182884,0.49684206,"('insensitive', 'sensitive')",0.32161468,0.3935973,0.71686614,0.9367726,0.82315046,0.9562751,0.9846075,0.9804456,0.6216135,0.7527865,-0.131173
82,0.26010892,0.13641717,"('poor', 'rich')",-0.4662735,-0.5413824,1.1136152,0.91676295,0.4390793,0.39241987,6.300149,6.2308645,1.5293358,1.4270164,0.1023194
44,-0.25859988,-0.2655084,"('prejudiced', 'unprejudiced')",-0.686955,-0.7340908,-0.6649125,-0.633871,0.7612192,0.7600049,-1.6189467,-1.5949137,-0.493639,-0.4936758,3.68e-05
69,-0.2458932,0.029746579,"('lazy', 'industrious')",1.0838699,1.3301395,-0.7466131,-0.6385709,0.10013533,0.29494405,-0.9458991,-0.74376,-0.15088,0.0544998,-0.2053798
41,-0.23545939,-0.364315,"('unforgiving', 'forgiving')",0.9198105,0.95440525,0.21388875,0.25994182,0.3027184,0.23083909,-0.29152817,-0.12788308,0.181886,0.1905976,-0.0087116
75,0.23385158,0.28398818,"('meek', 'impulsive')",-0.20154032,-0.15617186,-0.98077047,-0.8819892,-0.22540914,-0.12108035,-0.7474654,-0.60202146,-0.3842667,-0.2954549,-0.0888118
47,-0.21051294,-0.11243463,"('stupid', 'smart')",0.99190587,1.0594138,1.8447057,1.7579656,0.9558672,1.0518748,4.3617544,4.6643715,1.5887441,1.6842381,-0.095494
4,-0.19344398,-0.27072278,"('disliked', 'liked')",0.31948084,0.3147233,-0.9996574,-0.88290125,-0.4063964,-0.48559108,-5.493671,-5.592755,-1.3547376,-1.3834494,0.0287118
77,0.1919697,0.2262797,"('unmotivated', 'motivated')",0.3522649,0.4594917,1.2161803,1.3944564,-0.12936606,0.062725835,-1.0237311,-0.8237862,0.1214636,0.2638335,-0.1423699
38,-0.19060826,-0.19088605,"('untruthful', 'truthful')",1.2151608,1.1624677,0.5302722,0.54640967,-0.22875279,-0.11754604,0.3164346,0.15384209,0.3285013,0.3108575,0.0176438
40,-0.18685651,-0.0065574385,"('stingy', 'generous')",1.4311243,1.5589792,0.53174967,0.70137763,-0.46868002,-0.40974337,-1.2864126,-1.3135588,0.004185,0.1060995,-0.1019145
71,0.18139353,0.29945776,"('diffident', 'self-confident')",1.7078831,1.7347213,0.3155344,0.3797745,-0.3810753,-0.33735567,0.51070386,0.5633895,0.466888,0.5279975,-0.0611095
23,0.17106023,-0.04328757,"('insincere', 'sincere')",0.5877477,0.49676105,2.4518697,2.305767,0.80317146,0.78003055,5.925837,5.720902,1.9879372,1.8520346,0.1359026
72,0.14799672,0.13581286,"('unambitious', 'ambitious')",0.17394537,0.08944605,-0.89267033,-0.9630565,-0.4773058,-0.4956219,-0.5398663,-0.7295235,-0.3175801,-0.3925886,0.0750085
17,0.1228375,0.15612464,"('nasty', 'nice')",-0.04568053,-0.12440357,-0.17003576,-0.030677695,-0.41813785,-0.41664046,-0.82337105,-0.85927516,-0.2668776,-0.2549745,-0.0119031
3,-0.12067577,0.18591462,"('repellent', 'pleasant')",-1.1172746,-0.99061465,1.324945,1.4314466,0.38893956,0.5409476,0.2975783,0.49187917,0.1547025,0.3319147,-0.1772122
43,0.10256661,0.13145666,"('irresponsible', 'responsible')",0.2839286,0.23271507,0.8934339,0.87240064,0.7917878,0.7472934,1.5293899,1.3350621,0.7202214,0.6637856,0.0564358
22,0.101563334,0.42251512,"('untrustworthy', 'trustworthy')",-0.7629066,-0.58512634,0.8040825,0.965629,0.70240283,0.89352614,-1.0389191,-0.7640388,-0.0387554,0.186501,-0.2252564
45,-0.10086405,0.02850306,"('incompetent', 'competent')",-0.9219443,-0.80671084,2.2243578,2.2935417,0.33005187,0.40141267,0.00020331144,0.09868559,0.306361,0.4030864,-0.0967254
85,-0.09646502,-0.096539035,"('insignificant', 'prestigious')",2.3590882,2.5313058,-0.9175882,-0.93206996,-0.8712533,-0.8027245,0.28195372,0.31369987,0.1511471,0.2027344,-0.0515873
27,0.09626047,0.06780114,"('hardhearted', 'softhearted')",-0.648467,-0.59925723,-0.09532762,-0.044253193,0.2235072,0.17703572,1.4221015,1.3056192,0.1996149,0.1813891,0.0182258
33,0.09464505,0.30333728,"('wrong', 'right')",1.8794242,2.1494088,-0.7243386,-0.40616864,-0.102075584,0.15483129,-1.1041727,-0.9695307,0.0086965,0.2463756,-0.2376791
65,0.08826568,0.03369855,"('insecure', 'secure')",-0.7380766,-0.67017853,0.6584904,0.7335101,0.8460889,0.988651,-0.19527625,-0.04491292,0.1318984,0.2081536,-0.0762552
54,-0.084513076,-0.19628908,"('incapable', 'capable')",0.99697596,0.96352804,0.2748457,0.31146866,0.5432994,0.6093878,0.9566236,0.9311389,0.5374463,0.5238469,0.0135994
14,0.08346039,0.033666365,"('antisocial', 'social')",1.0615635,0.9218183,1.8491058,1.8619268,0.9547649,0.9276319,-0.6969462,-0.7323934,0.6503897,0.60253,0.0478597
24,-0.07401243,0.1376794,"('dishonest', 'honest')",0.39400277,0.47607195,-0.5820307,-0.52229255,0.5096134,0.5961966,1.3860084,1.1502962,0.3267163,0.3675903,-0.040874
37,-0.06451395,0.111047804,"('fake', 'genuine')",-0.5544587,-0.39063856,0.9114821,0.9125074,0.650889,0.64578414,1.0063144,0.8291769,0.3899426,0.4215755,-0.0316329
15,-0.058214065,-0.2629299,"('boring', 'funny')",0.51549554,0.59000444,-1.5946422,-1.4455732,0.1839545,0.051444225,-0.16576266,-0.11279088,-0.2238338,-0.2359691,0.0121353
84,0.057388503,0.17939866,"('inferior', 'superior')",0.28966182,0.49554804,-0.79547393,-0.5825493,0.10974769,0.19316183,0.22734515,0.27967703,-0.0222662,0.1130473,-0.1353135
64,-0.029475786,0.12182991,"('shy', 'confident')",0.12661783,0.21061194,0.85264516,0.9649017,0.61451536,0.745146,-5.9318557,-5.7728257,-0.8735106,-0.7460672,-0.1274434
58,0.027789773,-0.03330794,"('undiscriminating', 'discriminating')",1.2612792,1.3376985,0.21603835,0.16735089,0.60152125,0.5436127,0.14417738,0.056039833,0.4501612,0.4142788,0.0358824
79,0.013634775,-0.06368458,"('wavering', 'unwavering')",0.59637094,0.7389313,-0.94538665,-0.94895464,-1.0943134,-1.0942315,-0.16203833,-0.19924395,-0.3183465,-0.3134367,-0.0049098
55,0.0032983534,0.053299688,"('incompetent', 'clever')",-1.3584358,-1.4264306,1.8339932,1.8308408,-0.1053636,-0.060614567,0.30992246,0.42954564,0.1366829,0.1653282,-0.0286453
