,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
42,1.527135,1.5836761,"('unreliable', 'reliable')",1.15303,1.261747,1.2773609,1.4080093,1.5192432,1.5249547,-2.3664043,-2.3310158,0.622073,0.6894742,-0.0674012
1,-1.2101942,-1.3369378,"('unfriendly', 'friendly')",1.4316323,1.5451032,-1.1517091,-1.2570333,-0.60157305,-0.8050454,1.8382359,1.6369015,0.0612783,-0.0434024,0.1046807
2,1.1702303,1.0799638,"('unlikable', 'likable')",2.028374,2.0550468,1.603197,1.6344892,1.5459011,1.5212277,0.8410224,0.86965543,1.4377449,1.4320766,0.0056683
60,1.1029909,1.011212,"('inefficient', 'efficient')",-0.4812147,-0.5573867,3.3342257,3.2025685,1.8081439,1.7835181,0.48622513,0.37282693,1.2500742,1.1625478,0.0875264
31,-1.0054352,-0.8511671,"('evil', 'good')",-0.62886214,-0.4117511,-3.0406218,-2.8419368,-2.0435474,-1.9661236,-1.5500596,-1.5205923,-1.6537052,-1.5183142,-0.135391
35,-0.9593529,-0.8707353,"('corrupt', 'incorrupt')",-0.32236013,-0.16958947,-2.4583447,-2.3823817,-0.87888026,-0.86951673,-0.58246446,-0.5391083,-1.0402805,-0.9662663,-0.0740142
56,0.9249085,0.92802006,"('impractical', 'practical')",0.74044687,0.68877614,1.5957046,1.5140562,1.6115104,1.5640956,0.027674817,-0.04443997,0.980049,0.9301017,0.0499473
8,-0.9029191,-1.0953342,"('unaffectionate', 'affectionate')",0.7577923,0.7432841,-1.2936018,-1.452693,-1.5872917,-1.7601731,0.6177523,0.41971543,-0.4816536,-0.6290401,0.1473865
87,0.8966935,0.8581103,"('unsuccessful', 'successful')",0.9898004,0.9660325,1.1908671,1.2513039,0.8527527,0.9015162,0.47262087,0.577872,0.880547,0.910967,-0.03042
68,-0.88056004,-0.58701134,"('dependent', 'independent')",-2.1815596,-2.0976818,0.11722036,0.18216601,-0.46890575,-0.3051761,-0.28574875,-0.35213375,-0.7399107,-0.6319674,-0.1079433
16,-0.86352825,-0.95114815,"('unpopular', 'popular')",-0.61902624,-0.6249048,-0.35310033,-0.25881818,-0.8363548,-0.8001636,0.37296373,0.53350776,-0.4598092,-0.4203053,-0.0395039
25,-0.84493583,-0.8863299,"('egoistic', 'altruistic')",0.1270686,0.23717812,0.98056936,0.9882928,-1.0019157,-0.97420675,1.207685,1.2184752,0.0936943,0.1166819,-0.0229876
67,0.81726134,0.9163121,"('doubtful', 'determined')",0.34623972,0.37747133,0.24429311,0.35532475,0.8427869,0.9273833,-0.73541707,-0.605719,0.3030328,0.3941545,-0.0911217
32,0.7744087,0.74831015,"('unkind', 'kind')",0.38788596,0.40824357,1.4789782,1.3586235,1.6055601,1.6042119,1.8934865,1.6799939,1.2280639,1.1598766,0.0681873
11,0.7525955,0.55232334,"('unhelpful', 'helpful')",0.26896867,0.100583844,2.7759986,2.6021366,0.12779744,0.12033729,2.5978727,2.3450158,1.3046465,1.1440794,0.1605671
6,-0.70973927,-0.69447374,"('distant', 'open')",0.51202106,0.68994284,-1.9469948,-2.0207856,-0.9923623,-1.0714526,0.27397713,0.12591311,-0.5726196,-0.5941712,0.0215516
20,-0.6915575,-0.49816874,"('rough', 'thoughtful')",-0.06954622,-0.071961045,0.13976371,0.12974077,-0.048094373,-0.061033413,0.73670727,0.8082054,0.0134546,0.0613566,-0.047902
74,0.66477984,0.7742154,"('undedicated', 'dedicated')",0.7053615,0.73943394,1.3411411,1.2115194,0.6694975,0.6491297,0.5088918,0.45086747,0.7779343,0.7650331,0.0129012
36,-0.6475458,-0.7798127,"('hostile', 'amicable')",0.92446005,1.1126301,-1.9677533,-1.921914,-1.0525656,-1.1091313,-0.2603456,-0.20738176,-0.6007501,-0.5811219,-0.0196282
39,0.6277437,0.72229946,"('exploitative', 'cooperative')",0.78489894,0.7704719,0.66937405,0.8019675,0.88869977,1.0166578,-0.03127393,0.026803322,0.5878885,0.66764,-0.0797515
53,-0.6249077,-0.55414927,"('uncreative', 'creative')",1.2509735,1.2315651,0.2530118,0.11873628,-0.44530275,-0.3952602,1.5981845,1.4485219,0.4063919,0.3698828,0.0365091
76,0.6173121,0.5075331,"('anxious', 'daring')",-0.30921602,-0.4101841,1.9215122,1.8955348,1.2743505,1.2308875,0.5160242,0.5012113,0.8039966,0.7449965,0.0590001
12,0.6136777,0.71625537,"('unsupportive', 'supportive')",1.2678559,1.2976434,1.8759286,1.9436817,-0.42001486,-0.33192155,-1.1569362,-1.2265561,0.4361022,0.4798206,-0.0437184
51,0.6025613,0.6144241,"('uneducated', 'educated')",-0.19822325,-0.26030958,1.9413805,1.9219389,0.3084555,0.33996361,0.89066577,0.7975497,0.708968,0.6827134,0.0262546
78,-0.594861,-0.8260585,"('nonresilient', 'resilient')",0.6424126,0.5140897,1.9956741,1.858778,-0.6663276,-0.7489192,0.2539864,0.30866745,0.3261769,0.2213115,0.1048654
57,-0.5816633,-0.55981046,"('unimaginative', 'imaginative')",-0.208069,-0.13757291,-0.08416857,-0.079417944,-0.4071249,-0.39095908,-2.0952358,-2.0814695,-0.6752523,-0.649846,-0.0254063
62,0.5718165,0.46832594,"('incompetent', 'brilliant')",-0.026629142,-0.17262459,2.3591044,2.3579867,0.49766248,0.4888181,0.646893,0.6445323,0.8097694,0.7574077,0.0523617
18,-0.5639021,-0.7266975,"('disagreeable', 'welcoming')",-0.24864234,-0.2574968,0.46052468,0.4264542,-1.2851658,-1.3664753,-0.12360561,-0.23351644,-0.3521582,-0.4315464,0.0793882
81,0.55102444,0.46222535,"('submissive', 'aggressive')",0.773468,0.53456676,1.9763525,1.9624794,0.7952003,0.88952917,-0.56520915,-0.57742053,0.7061672,0.654276,0.0518912
73,0.54669183,0.57849574,"('helpless', 'self-reliant')",1.359654,1.4873388,-1.3078924,-1.2093954,0.12619495,0.087142855,-3.4346998,-3.4064896,-0.5420103,-0.4925816,-0.0494287
52,-0.54299116,-0.550751,"('irrational', 'rational')",1.1654704,1.3385195,-0.26677597,-0.25232074,-0.88983744,-0.8793927,-0.3957257,-0.29085556,-0.185972,-0.1269601,-0.0590119
59,-0.54286873,-0.4148512,"('foolish', 'wise')",1.0734111,1.2954774,-1.0930293,-1.0228684,-0.35186344,-0.18755935,-0.001044292,0.1516973,-0.1830789,-0.0356209,-0.147458
70,0.5336229,0.5681224,"('lethargic', 'energetic')",-0.107215166,-0.08345768,2.2976336,2.4939346,1.2655747,1.3161008,1.2048212,1.3967295,1.0388875,1.1382859,-0.0993984
26,-0.52480453,-0.6549846,"('hardhearted', 'benevolent')",1.7326887,1.7640388,0.30480772,0.13793185,-0.061590273,-0.23330617,1.7166297,1.6749872,0.6335463,0.5377334,0.0958129
48,-0.5149621,-0.4912083,"('unintelligent', 'intelligent')",-1.0028442,-1.0223151,-0.6579279,-0.72301155,-1.5685976,-1.60296,0.6412558,0.665524,-0.6206151,-0.6347942,0.0141791
50,0.5110624,0.41034344,"('clumsy', 'skillful')",0.9792687,1.0364184,1.5575329,1.4097263,0.7626868,0.7948481,0.5598498,0.6618304,0.8740801,0.8626333,0.0114468
13,0.50848687,0.4334076,"('impolite', 'polite')",0.13276248,0.101733014,1.7834888,1.8864969,0.69785535,0.80268437,0.1992467,0.20348093,0.664368,0.6855606,-0.0211926
63,0.47622252,0.5993876,"('unperceptive', 'insightful')",0.975019,0.978911,2.9745328,2.9890466,0.5554784,0.69053507,1.4772443,1.5701021,1.2916995,1.3655965,-0.073897
5,-0.45624068,-0.47336066,"('distant', 'outgoing')",0.9954955,1.0993977,-1.8260508,-1.8273194,-1.0107297,-1.0429399,-0.46050465,-0.5561374,-0.5516061,-0.5600719,0.0084658
49,-0.43391263,-0.33355144,"('unable', 'able')",-1.1622496,-1.3223711,0.45260298,0.4546528,-0.41459697,-0.38138476,-0.3939066,-0.26308337,-0.3904126,-0.3691476,-0.021265
86,-0.4270303,-0.2779652,"('uninfluential', 'influential')",-0.5708888,-0.5263408,1.151904,1.1679868,-0.9159299,-0.8255913,0.21810853,0.21130058,-0.1087673,-0.050122,-0.0586453
21,0.4266778,0.72702473,"('immoral', 'moral')",0.47642094,0.6971516,2.0274925,2.2643945,1.3114554,1.6012466,-0.68877655,-0.542272,0.710654,0.9495091,-0.2388551
29,-0.3966217,-0.06086886,"('unfair', 'fair')",-0.519516,-0.3852296,-1.0276203,-0.81795716,-0.2320593,-0.1373415,-0.81968653,-0.76132333,-0.5991008,-0.4325441,-0.1665567
80,0.38588658,0.38512582,"('dominated', 'dominating')",-0.24743846,-0.37153152,2.5389137,2.499094,1.4177983,1.4750495,-1.2621782,-1.2094158,0.5665965,0.5556644,0.0109321
10,-0.3731202,-0.22943291,"('unsympathetic', 'sympathetic')",-1.0350682,-1.0770277,1.6252562,1.6233267,0.5288851,0.55229825,0.8398106,0.6978381,0.3171527,0.3134005,0.0037522
66,0.3702518,0.4255722,"('inactive', 'active')",1.6556281,1.6446406,0.81963366,0.7745545,0.33027077,0.4208978,0.89000535,0.96439326,0.8131579,0.8460116,-0.0328537
61,0.3600841,0.44743133,"('illogical', 'logical')",1.5939772,1.6294034,1.571386,1.6296905,0.6367704,0.7613575,0.4751365,0.43170854,0.9274708,0.9799182,-0.0524474
9,-0.35610637,-0.45090437,"('unaffectionate', 'caring')",1.6481944,1.693651,0.6677267,0.564589,-0.66390437,-0.7135998,1.6048411,1.4646094,0.5801503,0.5116691,0.0684812
83,0.35199848,0.22776149,"('powerless', 'powerful')",1.2681123,1.2339283,0.6509919,0.65011597,-0.11399339,-0.18598102,-0.90392053,-0.9445681,0.2506377,0.1962514,0.0543863
30,0.32789886,0.26983085,"('intolerant', 'tolerant')",0.40883875,0.39761525,1.2079707,1.3277702,0.79639935,0.75900155,0.9329999,0.9222751,0.7348215,0.7352986,-0.0004771
