,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
9,0.92089385,0.672694,"('unaffectionate', 'caring')",1.0042305,0.9120987,1.0483748,0.7982831,0.9911664,0.7943586,0.1968078
87,0.9079091,0.79470813,"('unsuccessful', 'successful')",1.0771295,1.1646348,0.93854696,0.96165675,0.9745285,0.9736666,0.0008619
56,0.8795438,0.9913291,"('impractical', 'practical')",0.77247113,0.97956526,-0.037481036,0.30206627,0.538178,0.7576536,-0.2194756
81,0.8595255,0.8010111,"('submissive', 'aggressive')",0.60367775,0.72867674,-0.45798528,-0.076801516,0.3350726,0.4842954,-0.1492228
72,0.85523874,0.9254956,"('unambitious', 'ambitious')",1.1702256,1.2359786,-1.0310564,-0.9013859,0.3314693,0.4200294,-0.0885601
62,0.853712,0.88335156,"('incompetent', 'brilliant')",0.28765225,0.7246833,0.13113265,0.5207412,0.4241656,0.709592,-0.2854264
38,0.8287248,0.9063623,"('untruthful', 'truthful')",0.1200445,0.22262064,0.33928552,0.40472054,0.4293516,0.5112345,-0.0818829
43,0.77875227,0.71750563,"('irresponsible', 'responsible')",0.526947,0.62229395,0.73334867,0.78512466,0.6796827,0.7083081,-0.0286254
86,0.6428591,0.17260237,"('uninfluential', 'influential')",-0.6392854,-0.6534092,-0.12563,-0.2108642,-0.0406854,-0.230557,0.1898716
80,0.6314388,0.5135229,"('dominated', 'dominating')",-0.35234833,-0.21240386,-0.90673125,-0.7934843,-0.2092136,-0.1641217,-0.0450919
7,0.6250835,0.28008124,"('insensitive', 'sensitive')",1.0652692,1.1526301,1.0564184,0.9708611,0.9155904,0.8011909,0.1143995
51,0.5950031,0.57049584,"('uneducated', 'educated')",-0.027058065,0.053705495,0.47927064,0.60097873,0.3490719,0.4083934,-0.0593215
69,-0.56465256,-0.5030687,"('lazy', 'industrious')",0.53286,0.52780443,-0.34835353,-0.48821172,-0.1267154,-0.154492,0.0277766
45,0.5597053,0.11881749,"('incompetent', 'competent')",-0.46439454,-0.3647716,-0.45039338,-0.4471059,-0.1183609,-0.23102,0.1126591
23,0.5586195,0.5342541,"('insincere', 'sincere')",0.74366486,0.9051201,5.943692,6.0672307,2.4153255,2.5022017,-0.0868762
4,-0.5548435,-0.84683216,"('disliked', 'liked')",-0.03316356,-0.107219964,-6.388444,-6.4903607,-2.3254836,-2.4814709,0.1559873
84,0.5517385,0.3798798,"('inferior', 'superior')",-1.0625592,-1.1689947,0.71098465,0.7235843,0.0667213,-0.0218435,0.0885648
36,-0.5497844,-0.7453504,"('hostile', 'amicable')",-0.7673812,-1.0775903,0.077907436,-0.31677687,-0.4130861,-0.7132392,0.3001531
32,0.54364854,0.6069189,"('unkind', 'kind')",0.0241273,0.1633628,0.8882451,0.965575,0.4853403,0.5786189,-0.0932786
26,0.54232204,0.45277092,"('hardhearted', 'benevolent')",0.64067173,0.6392784,1.1624082,0.8624632,0.7818007,0.6515042,0.1302965
28,0.49350947,0.033817932,"('disloyal', 'loyal')",0.0607907,-0.12760322,0.5979561,0.47806907,0.3840854,0.1280946,0.2559908
29,-0.4852989,-0.46486467,"('unfair', 'fair')",-0.103138566,-0.1315377,-0.3882732,-0.5994309,-0.3255702,-0.3986111,0.0730409
18,0.48356506,0.69971067,"('disagreeable', 'welcoming')",-0.57189226,-0.34894842,-0.4455647,-0.3925906,-0.177964,-0.0139428,-0.1640212
35,0.4830868,0.52427745,"('corrupt', 'incorrupt')",-1.5797898,-1.6350017,-0.5708311,-0.776724,-0.5558447,-0.6291494,0.0733047
48,-0.48284495,-0.6403204,"('unintelligent', 'intelligent')",-0.29464218,-0.23453428,0.29620734,0.3644126,-0.1604266,-0.1701474,0.0097208
15,-0.46821302,-0.5783967,"('boring', 'funny')",-0.26090625,-0.2118653,0.33798274,0.22472546,-0.1303789,-0.1885122,0.0581333
65,0.458485,0.53166777,"('insecure', 'secure')",-0.5664119,-0.42949885,-0.35977113,0.006788317,-0.1558993,0.0363191,-0.1922184
46,0.455301,0.10154341,"('uncompetitive', 'competitive')",0.600801,0.62434626,-0.3990703,-0.19325367,0.2190106,0.1775453,0.0414653
8,-0.44459957,-0.56022596,"('unaffectionate', 'affectionate')",-0.2504617,-0.34059608,0.2417043,-0.06064091,-0.151119,-0.3204877,0.1693687
34,-0.4345327,-0.43877,"('mean', 'honorable')",0.70974934,0.7445576,6.379891,6.5014734,2.2183692,2.269087,-0.0507178
64,0.42920825,0.42259955,"('shy', 'confident')",0.7782169,0.7799128,-6.402674,-6.1587386,-1.7317497,-1.6520754,-0.0796743
17,0.41299284,0.3062597,"('nasty', 'nice')",0.22266334,0.29014844,-0.2062296,-0.21730743,0.1431422,0.1263669,0.0167753
50,0.4111022,0.18947467,"('clumsy', 'skillful')",-0.07191125,-0.026032122,0.34787348,0.35718974,0.2290215,0.1735441,0.0554774
33,0.40463367,0.38902014,"('wrong', 'right')",0.4285078,0.24198437,-0.4307116,-0.7256225,0.1341433,-0.0315393,0.1656826
54,0.3808956,0.4397223,"('incapable', 'capable')",0.2300803,0.35467178,0.99563944,1.1435882,0.5355384,0.6459941,-0.1104557
2,0.37213656,0.72267723,"('unlikable', 'likable')",1.0623477,1.3223041,0.70588624,0.90490025,0.7134568,0.9832939,-0.2698371
52,-0.36671793,-0.52494806,"('irrational', 'rational')",-0.10982019,-0.38187492,-0.4390676,-0.76245195,-0.3052019,-0.556425,0.2512231
21,0.3331923,0.24029264,"('immoral', 'moral')",0.7626159,0.9038067,-0.46402404,-0.3821472,0.2105947,0.2539841,-0.0433894
77,-0.3312152,-0.55665714,"('unmotivated', 'motivated')",0.8943029,0.85061526,-0.9623497,-0.7881783,-0.1330873,-0.1647401,0.0316528
41,0.3046188,0.27315593,"('unforgiving', 'forgiving')",-0.17430651,-0.024257522,-0.14168835,-0.23070654,-0.003792,0.006064,-0.009856
0,-0.30209216,-0.29549596,"('unsociable', 'sociable')",-0.124257036,-0.13376404,-0.5393283,-0.49284455,-0.3218925,-0.3073682,-0.0145243
75,-0.30105716,-0.13117748,"('meek', 'impulsive')",0.15594336,0.23862192,-0.29041135,-0.18281604,-0.145175,-0.0251239,-0.1200511
47,-0.29287672,-0.105838194,"('stupid', 'smart')",0.37768325,0.5831015,5.5611587,5.7942605,1.8819884,2.090508,-0.2085196
1,0.27150428,-0.0017379113,"('unfriendly', 'friendly')",0.08354104,-0.1276842,1.5621815,1.2179656,0.6390756,0.3628478,0.2762278
79,0.25115955,0.06513882,"('wavering', 'unwavering')",-0.15426145,-0.18130134,0.36524242,0.31284058,0.1540468,0.0655594,0.0884874
11,0.249846,0.36898655,"('unhelpful', 'helpful')",0.41093898,0.62811667,2.405764,2.5543272,1.022183,1.1838102,-0.1616272
57,-0.23784457,-0.7269732,"('unimaginative', 'imaginative')",0.30865327,0.25391346,-2.446392,-2.493239,-0.7918611,-0.9887662,0.1969051
83,0.23645955,0.10875918,"('powerless', 'powerful')",1.3699403,1.4102484,-0.5132393,-0.56883425,0.3643868,0.3167244,0.0476624
55,0.22965023,0.15125868,"('incompetent', 'clever')",-0.47140545,-0.23183276,-0.11578131,0.060602024,-0.1191788,-0.0066574,-0.1125214
85,0.22942476,0.021026304,"('insignificant', 'prestigious')",1.3423563,1.159622,0.6867777,0.29055786,0.7528529,0.490402,0.2624509
67,-0.21952976,0.028617233,"('doubtful', 'determined')",0.4850881,0.5330864,-0.2050363,-0.097610995,0.020174,0.1546976,-0.1345236
68,0.18830943,0.1060653,"('dependent', 'independent')",-1.5162014,-1.6519063,-0.19029486,-0.16012526,-0.5060623,-0.5686554,0.0625931
53,-0.18618375,-0.41328898,"('uncreative', 'creative')",0.79361546,0.77103305,0.8944763,0.8491305,0.500636,0.4022915,0.0983445
25,0.15766087,0.19290018,"('egoistic', 'altruistic')",-0.03948781,-0.058607288,1.140969,1.0354031,0.4197141,0.3898987,0.0298154
88,-0.1356419,-0.37495145,"('low', 'eminent')",-0.9483726,-0.8542021,-0.025125949,0.09108201,-0.3697135,-0.3793572,0.0096437
3,-0.123339035,-0.13431986,"('repellent', 'pleasant')",-0.03748219,0.018465694,0.15265664,0.3998269,-0.0027215,0.0946576,-0.0973791
19,0.12213405,0.050231643,"('inhospitable', 'hospitable')",-0.53912455,-0.71274054,0.06945766,-0.1384341,-0.1158443,-0.266981,0.1511367
82,-0.1126118,0.084851004,"('poor', 'rich')",0.10032063,0.27996242,5.583868,6.080641,1.8571924,2.1484847,-0.2912923
5,-0.10153912,-0.016099589,"('distant', 'outgoing')",-0.09205708,-0.02402819,-0.10667449,-0.16529736,-0.1000902,-0.068475,-0.0316152
20,-0.099987656,-0.09030412,"('rough', 'thoughtful')",-0.46720335,-0.30930433,1.0391974,1.0859807,0.1573355,0.2287907,-0.0714552
59,0.08760895,0.07386403,"('foolish', 'wise')",0.30351704,0.25283003,0.4509503,0.3151829,0.2806921,0.213959,0.0667331
6,0.06502084,0.12153542,"('distant', 'open')",-0.55446184,-0.6032198,0.392227,0.2598747,-0.0324047,-0.0739366,0.0415319
14,0.06269965,0.24002703,"('antisocial', 'social')",0.88838,1.2025145,-0.8615067,-0.6340839,0.0298577,0.2694859,-0.2396282
37,0.058617234,-0.21790057,"('fake', 'genuine')",-0.0040661693,-0.19198588,0.47067735,0.3961455,0.1750761,-0.0045803,0.1796564
27,0.03220512,-0.026411997,"('hardhearted', 'softhearted')",0.37119722,0.29354048,1.7750797,1.2997471,0.7261607,0.5222919,0.2038688
