,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,male-female
1,-2.105626,-2.2880752,"('unfriendly', 'friendly')",-0.086788915,0.00269939,1.7182475,1.622561,-0.1580558,-0.2209383,0.0628825
36,-1.6927514,-1.8077787,"('hostile', 'amicable')",0.0378371,0.028862584,1.228348,1.1164372,-0.1421887,-0.2208263,0.0786376
8,-1.6133044,-1.532025,"('unaffectionate', 'affectionate')",-0.71165913,-0.67259395,0.72524196,0.61603594,-0.5332406,-0.5295277,-0.0037129
53,-1.5134546,-1.5368446,"('uncreative', 'creative')",-0.65482545,-0.5905564,0.9929193,0.9570713,-0.3917869,-0.3901099,-0.001677
9,-1.470093,-1.500429,"('unaffectionate', 'caring')",-0.2045305,-0.16147125,1.0619514,0.99504083,-0.204224,-0.2222865,0.0180625
18,-1.4656634,-1.5113446,"('disagreeable', 'welcoming')",0.3548668,0.35797688,-1.0526966,-1.1116308,-0.7211644,-0.7549995,0.0338351
6,-1.4454039,-1.5629944,"('distant', 'open')",-0.10083224,-0.1306294,0.45369393,0.32363787,-0.3641807,-0.456662,0.0924813
25,-1.4145507,-1.471043,"('egoistic', 'altruistic')",-0.08361042,0.012233846,1.3924968,1.3194559,-0.0352214,-0.0464511,0.0112297
85,-1.3270285,-1.3183677,"('insignificant', 'prestigious')",-0.9665864,-0.87621415,0.24082549,0.23803848,-0.6842631,-0.6521811,-0.032082
77,-1.2875613,-1.3471127,"('unmotivated', 'motivated')",-0.35248652,-0.24215439,-1.0608878,-0.9472368,-0.9003119,-0.8455013,-0.0548106
31,-1.2213612,-1.4878206,"('evil', 'good')",-0.5318569,-0.57552093,0.2730517,0.2823736,-0.4933888,-0.593656,0.1002672
52,-1.2093577,-1.1742173,"('irrational', 'rational')",-1.0102364,-1.0663177,0.061492465,-0.05454492,-0.7193672,-0.7650266,0.0456594
41,-1.190751,-1.4080695,"('unforgiving', 'forgiving')",-0.29089338,-0.3719537,0.30930448,0.2909186,-0.39078,-0.4963682,0.1055882
88,-1.1710682,-1.2676761,"('low', 'eminent')",-0.5445245,-0.5110558,-0.055634208,-0.06180522,-0.590409,-0.6135124,0.0231034
19,-1.1525543,-1.2343619,"('inhospitable', 'hospitable')",-1.1337103,-1.2192156,-0.62379116,-0.78417665,-0.9700185,-1.0792514,0.1092329
32,-0.97097963,-1.0805819,"('unkind', 'kind')",-0.74666977,-0.826076,-0.087986216,-0.119684815,-0.6018786,-0.6754476,0.073569
40,-0.95704645,-1.1707957,"('stingy', 'generous')",-0.048015952,-0.25027522,-0.9767118,-0.97505754,-0.6605914,-0.7987095,0.1381181
56,0.9066767,0.84262466,"('impractical', 'practical')",1.4739684,1.4334675,0.63387793,0.67198193,1.004841,0.9826913,0.0221497
80,0.8629308,0.88616246,"('dominated', 'dominating')",0.29648924,0.23647344,0.67828405,0.7176011,0.612568,0.6134123,-0.0008443
87,0.85133904,0.9048885,"('unsuccessful', 'successful')",1.87568,1.9171116,2.0970821,2.155799,1.6080338,1.6592663,-0.0512325
26,-0.84776187,-0.97082675,"('hardhearted', 'benevolent')",1.4772394,1.5443724,2.9493585,3.0326943,1.1929453,1.20208,-0.0091347
15,-0.84092605,-0.9583875,"('boring', 'funny')",0.10999591,-0.012219422,-0.06692219,-0.20715266,-0.2659508,-0.3925865,0.1266357
86,-0.8236732,-0.9250266,"('uninfluential', 'influential')",-0.21931586,-0.22578222,0.062277354,0.14335185,-0.3269039,-0.335819,0.0089151
28,-0.82057506,-0.87105995,"('disloyal', 'loyal')",-0.65932643,-0.66714394,0.59595454,0.57695305,-0.294649,-0.320417,0.025768
64,0.81314796,0.87242204,"('shy', 'confident')",0.7369439,0.8291951,-3.2478447,-2.6433163,-0.5659176,-0.3138997,-0.2520179
27,-0.7739613,-0.8162437,"('hardhearted', 'softhearted')",-0.4618727,-0.4691136,-0.1785691,-0.29079953,-0.4714677,-0.5253856,0.0539179
34,-0.7702654,-0.6923665,"('mean', 'honorable')",0.13996288,0.19542055,2.6617618,2.30085,0.6771531,0.6013014,0.0758517
3,-0.6947843,-0.59413296,"('repellent', 'pleasant')",-0.68960756,-0.6014789,-0.6074928,-0.57430804,-0.6639615,-0.5899733,-0.0739882
63,-0.6942557,-0.7364224,"('unperceptive', 'insightful')",0.650673,0.71252507,0.7283062,0.8297622,0.2282411,0.2686216,-0.0403805
57,-0.68955255,-0.7834106,"('unimaginative', 'imaginative')",0.18923825,0.29063827,-0.5616809,-0.270103,-0.3539984,-0.2542918,-0.0997066
81,0.68483317,0.6462988,"('submissive', 'aggressive')",0.025800444,-0.011316493,-1.2193364,-1.2019749,-0.1695676,-0.1889975,0.0194299
48,-0.6814714,-0.68693405,"('unintelligent', 'intelligent')",-0.6143005,-0.62575114,-0.55532545,-0.52807796,-0.6170324,-0.6135877,-0.0034447
2,-0.6786311,-0.75242954,"('unlikable', 'likable')",0.8753774,0.83276945,0.43161857,0.43413702,0.209455,0.1714923,0.0379627
5,-0.647964,-0.79065925,"('distant', 'outgoing')",0.0016971827,-0.012053199,0.59730154,0.4756324,-0.0163218,-0.1090267,0.0927049
49,-0.6465987,-0.7169904,"('unable', 'able')",-0.6506568,-0.5602066,-0.89496493,-0.91514117,-0.7307401,-0.7307794,3.93e-05
68,-0.64291906,-0.62507164,"('dependent', 'independent')",-0.37933108,-0.32250094,-1.3377687,-1.2114378,-0.7866729,-0.7196701,-0.0670028
0,-0.635321,-0.7686536,"('unsociable', 'sociable')",0.17063916,0.11980356,-0.6551187,-0.60244316,-0.3732669,-0.4170977,0.0438308
79,-0.63354003,-0.70556235,"('wavering', 'unwavering')",-0.2199611,-0.25682107,0.06435273,-0.019576758,-0.2630495,-0.3273201,0.0642706
72,-0.6294216,-0.560636,"('unambitious', 'ambitious')",-0.09221301,-0.11417869,0.9079112,0.98874,0.0620922,0.1046418,-0.0425496
23,-0.61161447,-0.6456271,"('insincere', 'sincere')",-0.44376752,-0.38978353,2.7285779,2.3130293,0.5577319,0.4258729,0.131859
10,-0.60309345,-0.5706014,"('unsympathetic', 'sympathetic')",-1.218604,-1.1601142,-0.96850383,-0.87241894,-0.9300671,-0.8677115,-0.0623556
71,0.58922297,0.4141334,"('diffident', 'self-confident')",0.95987,1.0210652,0.8626445,0.8963199,0.8039125,0.7771729,0.0267396
14,0.5807072,0.5588124,"('antisocial', 'social')",1.1277442,1.1071739,0.8105787,0.92002404,0.8396767,0.8620035,-0.0223268
38,-0.55257696,-0.6481692,"('untruthful', 'truthful')",-0.48450565,-0.5915787,0.3231713,0.2688301,-0.2379705,-0.3236393,0.0856688
44,0.50922036,0.71033365,"('prejudiced', 'unprejudiced')",0.12410846,0.26772463,-1.2108046,-1.1531662,-0.1924919,-0.0583693,-0.1341226
76,0.49766403,0.5897701,"('anxious', 'daring')",0.78812325,0.8688676,-0.42217195,-0.33503604,0.2878718,0.3745339,-0.0866621
20,-0.48785707,-0.47074613,"('rough', 'thoughtful')",0.3750691,0.36903584,1.1717197,1.168699,0.3529772,0.3556629,-0.0026857
16,-0.4864875,-0.5527227,"('unpopular', 'popular')",0.41546458,0.4206019,0.018826246,0.005500041,-0.0173989,-0.0422069,0.024808
24,-0.4749662,-0.43739077,"('dishonest', 'honest')",-0.37615824,-0.37695605,0.3762411,0.32606983,-0.1582944,-0.162759,0.0044646
21,-0.46955338,-0.42906737,"('immoral', 'moral')",-0.39652658,-0.4320299,-1.5000262,-1.4429859,-0.788702,-0.7680277,-0.0206743
11,-0.4545329,-0.3975651,"('unhelpful', 'helpful')",0.06355074,0.0616757,0.64976466,0.46921617,0.0862608,0.0444423,0.0418185
47,-0.45309427,-0.55490524,"('stupid', 'smart')",-0.53797126,-0.5632824,3.3642986,2.9583726,0.7910777,0.613395,0.1776827
75,0.45143202,0.37838957,"('meek', 'impulsive')",0.09092085,-0.011432645,-0.7460376,-0.85127705,-0.0678949,-0.16144,0.0935451
66,-0.44117996,-0.51116574,"('inactive', 'active')",1.433098,1.3133937,1.0685759,0.9790909,0.6868313,0.593773,0.0930583
73,0.42026973,0.47964108,"('helpless', 'self-reliant')",0.53577316,0.5623219,-1.1274244,-0.74722624,-0.0571272,0.0982456,-0.1553728
67,0.4143311,0.2908188,"('doubtful', 'determined')",0.5340786,0.32222852,-0.21852398,-0.33252946,0.2432952,0.093506,0.1497892
46,0.4026722,0.5853784,"('uncompetitive', 'competitive')",0.5674577,0.7362317,-0.4497075,-0.25763336,0.1734741,0.3546589,-0.1811848
42,0.402032,0.32370028,"('unreliable', 'reliable')",0.5029959,0.4845795,-1.1535124,-0.7691726,-0.0828282,0.0130357,-0.0958639
45,0.4004402,0.2285272,"('incompetent', 'competent')",0.66238964,0.60335207,1.2048949,1.2845972,0.7559083,0.7054922,0.0504161
43,-0.37635383,-0.29893857,"('irresponsible', 'responsible')",0.6182074,0.70542073,0.89559436,0.94198376,0.3791493,0.4494886,-0.0703393
54,-0.3588085,-0.39692914,"('incapable', 'capable')",0.075613365,0.2158002,0.24737006,0.20987234,-0.0119417,0.0095811,-0.0215228
59,-0.35778964,-0.44179967,"('foolish', 'wise')",-0.18229763,-0.20511827,0.23331729,0.2425156,-0.1022567,-0.1348008,0.0325441
51,-0.35776645,-0.4956061,"('uneducated', 'educated')",0.13529903,-0.067825235,-0.5099707,-0.57684463,-0.244146,-0.380092,0.135946
58,-0.34422305,-0.40494648,"('undiscriminating', 'discriminating')",0.8404071,0.8377255,0.9920232,1.1844968,0.4960691,0.5390919,-0.0430228
33,-0.3414155,-0.47066954,"('wrong', 'right')",0.6040525,0.71941954,0.48621586,0.48781008,0.2496176,0.24552,0.0040976
83,-0.31836784,-0.3666526,"('powerless', 'powerful')",-0.09838785,-0.14471596,-0.431138,-0.35560778,-0.2826312,-0.2889921,0.0063609
60,0.3005388,0.42023912,"('inefficient', 'efficient')",0.66927093,0.8056049,-0.4138422,-0.28000373,0.1853225,0.3152801,-0.1299576
35,0.2973841,0.21266645,"('corrupt', 'incorrupt')",-0.5757841,-0.6738067,0.086405575,-0.0516808,-0.0639981,-0.1709404,0.1069423
7,0.25579765,0.2871099,"('insensitive', 'sensitive')",0.20062482,0.24173212,0.6123105,0.63406676,0.3562443,0.3876363,-0.031392
29,0.22531873,0.09074028,"('unfair', 'fair')",-0.053883314,-0.18887338,-0.14855582,-0.15708874,0.0076265,-0.0850739,0.0927004
70,0.21794575,0.2916787,"('lethargic', 'energetic')",0.6183818,0.59778893,0.044374265,0.053885847,0.2935673,0.3144511,-0.0208838
12,-0.17720726,-0.37725812,"('unsupportive', 'supportive')",0.19731843,0.20912743,-0.685636,-0.5622577,-0.2218416,-0.2434628,0.0216212
39,0.14685607,0.2641136,"('exploitative', 'cooperative')",0.3655255,0.5133287,0.7152678,0.85581785,0.4092164,0.54442,-0.1352036
55,0.14220287,0.22603643,"('incompetent', 'clever')",-0.54990876,-0.5204033,-0.3746665,-0.25166538,-0.2607908,-0.1820108,-0.07878
37,0.13353117,0.10805196,"('fake', 'genuine')",-0.48050383,-0.5132805,0.6515296,0.63581085,0.101519,0.0768608,0.0246582
61,-0.11800812,-0.12020824,"('illogical', 'logical')",0.13310319,0.19570903,0.93278754,0.97779834,0.3159609,0.3510997,-0.0351388
65,0.11384604,0.19282976,"('insecure', 'secure')",0.30400285,0.36037606,0.30659035,0.3268004,0.2414798,0.2933354,-0.0518556
22,0.111189574,0.03880847,"('untrustworthy', 'trustworthy')",0.0073386747,0.027517382,-0.28154156,-0.16106084,-0.0543378,-0.0315783,-0.0227595
78,-0.102623716,-0.13186756,"('nonresilient', 'resilient')",0.7298227,0.84650123,0.81375843,0.9641069,0.4803191,0.5595802,-0.0792611
4,-0.08911734,-0.3564016,"('disliked', 'liked')",0.0214815,-0.13009551,-2.8568594,-2.4264216,-0.9748317,-0.9709729,-0.0038588
74,-0.08903053,-0.21155609,"('undedicated', 'dedicated')",0.78473145,0.74889916,1.2130878,1.3738667,0.6362629,0.6370699,-0.000807
50,-0.08515103,0.015314138,"('clumsy', 'skillful')",-0.34342372,-0.29231322,-0.29531702,-0.21319523,-0.2412972,-0.1633981,-0.0778991
82,-0.08178757,-0.15329255,"('poor', 'rich')",-1.082719,-1.1623424,3.1387572,2.6728246,0.6580836,0.4523966,0.205687
17,0.059159666,-0.0067506125,"('nasty', 'nice')",-1.0808499,-1.2145662,-1.2323804,-1.3168774,-0.7513569,-0.8460647,0.0947078
69,-0.054615486,-0.10752891,"('lazy', 'industrious')",1.8662235,1.8936836,0.77620006,0.79076797,0.8626027,0.8589742,0.0036285
13,-0.053574882,-0.037967514,"('impolite', 'polite')",0.85377884,0.8191186,-0.6152838,-0.74200475,0.0616401,0.0130488,0.0485913
30,0.04500124,-0.019431628,"('intolerant', 'tolerant')",0.3598251,0.26645127,0.090194866,0.15390396,0.1650071,0.1336412,0.0313659
62,0.041577317,-0.019794337,"('incompetent', 'brilliant')",0.5871471,0.6462306,0.2854587,0.36433992,0.3047277,0.3302587,-0.025531
84,0.0037349937,0.013192655,"('inferior', 'superior')",0.5763769,0.5954511,0.67434657,0.71102595,0.4181528,0.4398899,-0.0217371
