,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.2789872,-1.7517539,"('unsympathetic', 'sympathetic')",-1.1928128,-0.8414234,-0.71725756,-0.5518942,-1.3963525,-1.0483572,-0.3479953
38,-1.9051571,-1.7994761,"('untruthful', 'truthful')",-0.7867626,-0.62605757,-0.31702334,-0.29641443,-1.002981,-0.907316,-0.095665
43,-1.743724,-1.3742648,"('irresponsible', 'responsible')",-1.0758438,-0.7648338,-0.35619473,-0.19936809,-1.0585875,-0.7794889,-0.2790986
86,-1.6877987,-1.3935151,"('uninfluential', 'influential')",-0.12776306,0.06798332,-0.19278322,-0.20429124,-0.6694483,-0.509941,-0.1595073
1,-1.5519185,-1.7178284,"('unfriendly', 'friendly')",-0.42615885,-0.5541409,1.7583854,1.6798044,-0.0732307,-0.1973883,0.1241576
11,-1.5439434,-1.1901658,"('unhelpful', 'helpful')",-0.14090201,0.14874049,1.2088041,1.3392938,-0.1586804,0.0992895,-0.2579699
69,1.5364356,1.4310406,"('lazy', 'industrious')",0.88809437,0.8095364,-0.18563569,-0.18698765,0.7462982,0.6845298,0.0617684
13,-1.5308521,-1.1092317,"('impolite', 'polite')",-1.1015218,-0.70970285,-0.49118596,-0.3030156,-1.0411866,-0.7073167,-0.3338699
32,-1.5275265,-1.1830655,"('unkind', 'kind')",0.03517302,0.33577624,0.46717155,0.55265707,-0.3417273,-0.0982108,-0.2435165
56,-1.3839159,-1.048177,"('impractical', 'practical')",-0.18658958,0.12170787,-1.0109072,-0.9594942,-0.8604709,-0.6286544,-0.2318165
63,-1.3641655,-1.1592953,"('unperceptive', 'insightful')",-0.119387485,0.01672148,0.88719064,0.8011658,-0.1987875,-0.1138027,-0.0849848
23,-1.3016636,-1.1417171,"('insincere', 'sincere')",-0.5483717,-0.4070831,5.193181,5.2025967,1.1143819,1.2179321,-0.1035502
19,-1.2589344,-1.0833545,"('inhospitable', 'hospitable')",-0.88886225,-0.81436586,0.1591447,0.28772873,-0.662884,-0.5366639,-0.1262201
53,-1.2422593,-1.2311258,"('uncreative', 'creative')",-0.39077383,-0.4457499,0.6349978,0.65373015,-0.3326784,-0.3410485,0.0083701
70,-1.2177463,-0.95162916,"('lethargic', 'energetic')",-0.57202446,-0.40826967,0.15739334,0.23946123,-0.5441258,-0.3734792,-0.1706466
0,-1.1992061,-0.96493953,"('unsociable', 'sociable')",-0.13439421,0.072430365,-0.73512447,-0.67086285,-0.6895749,-0.521124,-0.1684509
30,-1.1078364,-0.71541715,"('intolerant', 'tolerant')",0.25450653,0.6022182,0.49107963,0.65384,-0.1207501,0.1802137,-0.3009638
9,-1.0688609,-1.1251035,"('unaffectionate', 'caring')",0.3525446,0.27490243,1.1808845,1.0554137,0.1548561,0.0684042,0.0864519
28,-1.0026937,-0.84554374,"('disloyal', 'loyal')",0.25477362,0.36224568,0.61515594,0.64383537,-0.0442547,0.0535124,-0.0977671
57,-0.9955321,-0.8362531,"('unimaginative', 'imaginative')",-0.55964416,-0.4388297,-2.3978145,-2.5064962,-1.3176636,-1.2605263,-0.0571373
82,-0.9910229,-0.80522084,"('poor', 'rich')",-0.04970313,0.11689712,5.706909,5.911233,1.5553943,1.7409697,-0.1855754
45,-0.98421997,-0.75923586,"('incompetent', 'competent')",0.18798813,0.32102072,-0.29955515,-0.40174797,-0.3652623,-0.2799877,-0.0852746
5,-0.9683521,-1.0631505,"('distant', 'outgoing')",-0.9041252,-1.0714284,0.062819295,-0.051479366,-0.6032194,-0.7286861,0.1254667
3,-0.95639414,-0.8344741,"('repellent', 'pleasant')",0.079720885,0.023015827,0.29779974,0.24443185,-0.1929578,-0.1890088,-0.003949
85,0.936658,0.6118594,"('insignificant', 'prestigious')",0.68199635,0.3948968,1.2406121,1.1830602,0.9530888,0.7299388,0.22315
24,-0.9003129,-0.63391745,"('dishonest', 'honest')",-1.1515774,-0.97091883,0.12482479,0.21384552,-0.6423552,-0.4636636,-0.1786916
21,-0.86377656,-0.5234197,"('immoral', 'moral')",0.14906634,0.39493003,-0.9195265,-0.88980144,-0.5447456,-0.3394304,-0.2053152
84,0.85673237,0.74305654,"('inferior', 'superior')",0.7065187,0.6007776,1.0267707,0.95055354,0.8633405,0.7647959,0.0985446
47,-0.83975244,-0.7020035,"('stupid', 'smart')",-0.05907386,0.07385121,5.105128,5.199403,1.4021006,1.5237501,-0.1216495
61,-0.82855827,-0.6784193,"('illogical', 'logical')",0.47298333,0.6037497,0.19681185,0.20243129,-0.052921,0.0425872,-0.0955082
42,-0.79668355,-0.5346556,"('unreliable', 'reliable')",-0.89587414,-0.79928446,-2.921613,-2.9036624,-1.5380569,-1.4125341,-0.1255228
33,0.79481363,0.6334991,"('wrong', 'right')",0.02724126,-0.054148905,0.018143319,-0.15639655,0.2800661,0.1409845,0.1390816
51,-0.7901503,-0.59738356,"('uneducated', 'educated')",0.12250593,0.24584872,0.43103898,0.45830643,-0.0788685,0.0355905,-0.114459
7,-0.78750026,-0.5783383,"('insensitive', 'sensitive')",-0.19823979,-0.103041336,0.8250888,0.7664105,-0.0535504,0.0283436,-0.081894
22,-0.76466626,-0.75527114,"('untrustworthy', 'trustworthy')",0.15903896,0.0896697,-0.83953834,-1.0254047,-0.4817219,-0.5636687,0.0819468
81,-0.7631469,-0.2201149,"('submissive', 'aggressive')",0.08782819,0.50942427,-0.936142,-0.79063797,-0.5371536,-0.1671095,-0.3700441
77,-0.7436328,-0.6822108,"('unmotivated', 'motivated')",0.5563147,0.6784236,-0.8669053,-0.95799583,-0.3514078,-0.3205944,-0.0308134
52,0.7370585,0.50131184,"('irrational', 'rational')",0.4810724,0.22594386,0.30761415,0.13284366,0.5085817,0.2866998,0.2218819
27,-0.70310616,-0.7364016,"('hardhearted', 'softhearted')",0.117358185,0.059488468,1.7398063,1.668539,0.3846861,0.330542,0.0541441
46,-0.69460285,-0.33293664,"('uncompetitive', 'competitive')",-0.75354624,-0.48463115,-0.82417405,-0.8089339,-0.757441,-0.5421673,-0.2152737
54,-0.6520998,-0.5622726,"('incapable', 'capable')",-0.2458592,-0.17918211,1.1083796,1.1835312,0.0701402,0.1473588,-0.0772186
35,0.63271946,0.38851875,"('corrupt', 'incorrupt')",0.042732,-0.13874963,0.17463169,0.2001895,0.283361,0.1499862,0.1333748
88,-0.6323533,-0.49268237,"('low', 'eminent')",-0.5065242,-0.347903,-0.023064822,-0.015047502,-0.3873141,-0.2852109,-0.1021032
87,0.63179594,0.78507805,"('unsuccessful', 'successful')",0.3116995,0.47293216,1.234044,1.1695219,0.7258464,0.8091774,-0.083331
6,-0.6310064,-0.728915,"('distant', 'open')",-1.0571065,-1.2376848,0.6282578,0.560824,-0.3532851,-0.4685919,0.1153068
60,-0.59745383,-0.23165998,"('inefficient', 'efficient')",0.36546457,0.80777353,-0.44437084,-0.32903096,-0.2254534,0.0823609,-0.3078143
