,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
72,-0.5962202,-0.6242404,"('unambitious', 'ambitious')",-0.35003644,-0.35987926,-0.9218233,-0.93884087,-0.6226933,-0.6409868,0.0182935
40,0.58345526,0.4488667,"('stingy', 'generous')",0.40606993,0.22326493,-0.96583307,-1.1119173,0.0078974,-0.1465952,0.1544926
14,-0.54736483,-0.30417195,"('antisocial', 'social')",0.5192302,0.8532345,-0.747183,-0.6409403,-0.2584392,-0.0306259,-0.2278133
20,0.4759893,0.35336322,"('rough', 'thoughtful')",1.6391461,1.5855948,1.0557259,1.0427282,1.0569537,0.9938954,0.0630583
31,-0.46735185,-0.8366477,"('evil', 'good')",-0.0609462,-0.49438906,-0.14715034,-0.29035,-0.2251495,-0.5404623,0.3153128
39,0.46574154,0.59886247,"('exploitative', 'cooperative')",0.32893294,0.48161548,0.33809012,0.37819284,0.3775882,0.4862236,-0.1086354
18,0.43884903,0.5387229,"('disagreeable', 'welcoming')",0.14743805,0.15878256,-0.19809404,-0.13914129,0.1293977,0.1861214,-0.0567237
8,-0.39722452,-0.5689131,"('unaffectionate', 'affectionate')",0.2354168,0.054713003,0.9772485,0.89702076,0.2718136,0.1276069,0.1442067
65,-0.39529163,-0.16310012,"('insecure', 'secure')",-0.2753324,-0.09387675,-0.5125962,-0.532238,-0.3944067,-0.2630716,-0.1313351
44,0.38022724,0.27400333,"('prejudiced', 'unprejudiced')",-0.40006658,-0.44433188,-1.2892145,-1.230853,-0.4363513,-0.4670605,0.0307092
71,0.3745142,0.25969502,"('diffident', 'self-confident')",0.76995385,0.6792867,0.7311317,0.50866675,0.6251999,0.4825495,0.1426504
15,0.37083036,0.14328672,"('boring', 'funny')",-0.12860824,-0.29402244,0.6699035,0.50430864,0.3040419,0.1178576,0.1861843
29,0.36809877,0.1319758,"('unfair', 'fair')",0.17628217,-0.07930538,-0.12796003,-0.2882673,0.138807,-0.0785323,0.2173393
12,-0.34359044,-0.3091253,"('unsupportive', 'supportive')",-0.013258742,-0.010264624,-1.8495373,-1.9871578,-0.7354622,-0.7688492,0.033387
83,-0.3405895,-0.31807768,"('powerless', 'powerful')",0.041740064,0.11431435,-0.9657927,-0.99853456,-0.4215474,-0.400766,-0.0207814
62,-0.33254844,-0.06687428,"('incompetent', 'brilliant')",0.9547343,1.213302,-0.3152896,-0.31947923,0.1022988,0.2756495,-0.1733507
59,0.31693333,0.3002502,"('foolish', 'wise')",0.30786294,0.15098116,0.42257032,0.39034978,0.3491222,0.280527,0.0685952
17,-0.30629307,-0.2521126,"('nasty', 'nice')",-0.28975,-0.29916352,-0.37579805,-0.28170806,-0.3239471,-0.2776614,-0.0462857
80,0.3047573,0.5337375,"('dominated', 'dominating')",0.30367166,0.4940117,-0.94255257,-0.9121116,-0.1113745,0.0385459,-0.1499204
67,-0.28414416,0.05847755,"('doubtful', 'determined')",-0.67042714,-0.42016226,-0.82014734,-0.5439773,-0.5915729,-0.3018874,-0.2896855
73,0.2715094,0.25582522,"('helpless', 'self-reliant')",0.026120126,-0.1331385,-2.7992303,-2.9245617,-0.8338669,-0.9339584,0.1000915
4,0.25564462,0.03980697,"('disliked', 'liked')",-0.39343035,-0.67137396,-5.905316,-6.2468987,-2.0143673,-2.2928219,0.2784546
78,-0.25158012,-0.3948922,"('nonresilient', 'resilient')",1.1407458,1.0804784,0.97143865,0.7078325,0.6202014,0.4644729,0.1557285
36,0.24274573,-0.29479304,"('hostile', 'amicable')",-0.59366405,-1.021748,0.79609084,0.6338451,0.1483908,-0.2275653,0.3759561
64,-0.22746965,-0.113660514,"('shy', 'confident')",-0.7125232,-0.6374705,-6.6649384,-6.784107,-2.5349771,-2.5117461,-0.023231
16,0.2252217,0.028771782,"('unpopular', 'popular')",0.22742894,-0.0456928,1.0040469,0.8301193,0.4855659,0.2710661,0.2144998
50,0.21268164,0.3219252,"('clumsy', 'skillful')",0.23581102,0.1728894,0.7068018,0.556293,0.3850981,0.3503692,0.0347289
74,-0.2111567,-0.08233678,"('undedicated', 'dedicated')",-0.28195402,-0.18615706,-0.058094982,-0.09615759,-0.1837352,-0.1215505,-0.0621847
66,-0.19762877,-0.19321147,"('inactive', 'active')",-1.3819664,-1.3323128,1.0264097,1.1669257,-0.1843951,-0.1195329,-0.0648622
25,0.19199759,-0.102640875,"('egoistic', 'altruistic')",1.5349395,1.3612529,1.7479541,1.7009158,1.1582971,0.9865093,0.1717878
34,-0.17894372,-0.07358845,"('mean', 'honorable')",0.30190897,0.38857698,5.9501266,6.088319,2.024364,2.1344358,-0.1100718
75,0.16039258,0.051202774,"('meek', 'impulsive')",-0.2621837,-0.38533002,-0.15401173,-0.10259718,-0.0852676,-0.1455748,0.0603072
2,0.12975891,0.37004718,"('unlikable', 'likable')",0.27977103,0.37801915,0.28292736,0.4170042,0.2308191,0.3883568,-0.1575377
76,0.12856118,0.43412784,"('anxious', 'daring')",-0.4688741,-0.2462816,-0.03814192,0.024093676,-0.1261516,0.0706466,-0.1967982
37,-0.11876387,-0.076403044,"('fake', 'genuine')",-0.04092788,-0.054817848,0.37714165,0.3710286,0.0724833,0.0799359,-0.0074526
41,-0.112813435,-0.015198523,"('unforgiving', 'forgiving')",-0.17672426,-0.22016816,0.16680543,0.14756328,-0.0409108,-0.0292678,-0.011643
68,-0.08099856,-0.08066579,"('dependent', 'independent')",0.060188003,0.03801517,-0.11572336,-0.13097185,-0.0455113,-0.0578742,0.0123629
49,0.07075097,0.033859238,"('unable', 'able')",0.59233594,0.5726826,0.2819768,0.15515094,0.3150212,0.2538976,0.0611236
58,0.052303996,-0.09332977,"('undiscriminating', 'discriminating')",0.22267792,0.16473626,-0.011816133,-0.10461144,0.0877219,-0.0110683,0.0987902
26,0.051476568,0.099803686,"('hardhearted', 'benevolent')",0.67872274,0.7637152,1.3753204,1.5120418,0.7018399,0.7918536,-0.0900137
55,-0.032619037,0.15046562,"('incompetent', 'clever')",0.79450065,0.95527774,0.120513454,0.011075389,0.2941317,0.3722729,-0.0781412
79,-0.015915569,-0.19772294,"('wavering', 'unwavering')",-1.2169156,-1.3876811,0.41661108,0.3643042,-0.2720733,-0.4070333,0.13496
48,-0.0077850446,-0.08406742,"('unintelligent', 'intelligent')",1.596231,1.544687,0.60889125,0.4910362,0.7324457,0.6505519,0.0818938
