,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
52,0.31694824,-0.22814725,"('irrational', 'rational')",0.41183645,0.17138946,0.11735961,-0.106706336,-0.187606,-0.2745805,0.1646346,-0.1095112,0.2741458
55,-0.31583303,0.11476175,"('incompetent', 'clever')",-2.6832447,-2.6798792,-1.2684237,-1.163533,-0.29881173,-0.44812745,-1.1415783,-1.0441945,-0.0973838
21,-0.31052458,-0.14209801,"('immoral', 'moral')",-0.21966779,-0.36236554,0.67802906,0.58274055,-0.95168626,-1.0213691,-0.2009624,-0.235773,0.0348106
42,0.29853153,0.4278143,"('unreliable', 'reliable')",1.177228,1.0651827,1.267003,1.2103794,-2.5054848,-2.5550165,0.0593194,0.0370899,0.0222295
2,-0.2966415,-0.39178646,"('unlikable', 'likable')",0.7490947,0.4682626,0.89904964,0.6843569,0.38152915,0.5033336,0.433258,0.3160417,0.1172163
11,0.29378313,0.5879024,"('unhelpful', 'helpful')",-0.4192754,-0.3050233,0.8256778,0.84091395,2.0290017,1.8723788,0.6822968,0.749043,-0.0667462
84,0.2866249,0.38764083,"('inferior', 'superior')",0.6073854,0.6285671,-0.27462092,-0.3803266,0.5346765,0.41974622,0.2885165,0.2639069,0.0246096
83,-0.28479928,-0.19898918,"('powerless', 'powerful')",0.37634215,0.4606063,0.109614365,0.13697219,-1.2553372,-1.2161642,-0.263545,-0.2043937,-0.0591513
13,-0.2822178,-0.022559471,"('impolite', 'polite')",-0.44717354,-0.6897994,0.3101986,0.2656124,-0.350016,-0.566474,-0.1923022,-0.2533051,0.0610029
3,-0.27814773,-0.23061137,"('repellent', 'pleasant')",-1.3611175,-1.1272768,-0.6685551,-0.5633159,0.38813353,0.28618288,-0.4799217,-0.4087553,-0.0711664
61,0.2556613,0.1388852,"('illogical', 'logical')",-0.46048906,-0.50877035,0.4393173,0.3487745,0.44740194,0.27455845,0.1704729,0.063362,0.1071109
58,-0.252896,-0.021374308,"('undiscriminating', 'discriminating')",-1.5664605,-1.9577466,-0.42439032,-0.7850006,-0.12462705,-0.2733915,-0.5920935,-0.7593783,0.1672848
14,0.2517095,0.5771673,"('antisocial', 'social')",-0.8695078,-0.7835452,0.23696801,0.23630136,-0.6323646,-0.72881114,-0.2532987,-0.1747219,-0.0785768
41,0.24923244,0.42781073,"('unforgiving', 'forgiving')",-0.15014854,-0.2530355,0.40364334,0.26641548,-0.23015781,-0.21903326,0.0681424,0.0555394,0.012603
19,0.24154523,0.086963765,"('inhospitable', 'hospitable')",1.2060099,1.1262689,0.3785948,0.29046997,0.14449199,0.29576135,0.4926605,0.449866,0.0427945
7,0.22716723,0.41702554,"('insensitive', 'sensitive')",-0.6531852,-0.62076324,-0.21297613,-0.18301731,0.9610646,0.86110026,0.0805176,0.1185863,-0.0380687
15,-0.21462634,-0.38997445,"('boring', 'funny')",-6.455183e-05,-0.2971196,-0.27055043,-0.34570327,0.025139164,0.11729188,-0.1150255,-0.2288764,0.1138509
23,0.1936337,0.3496557,"('insincere', 'sincere')",-0.8110345,-0.66695625,0.2795568,0.18211207,5.934528,6.158337,1.399171,1.5057871,-0.1066161
82,0.19050777,0.09468917,"('poor', 'rich')",-0.52964264,-0.65356565,-0.55720294,-0.55871874,6.3241496,6.6773505,1.3569529,1.3899388,-0.0329859
36,0.18873703,-0.35497442,"('hostile', 'amicable')",1.1224781,1.0493301,0.13373446,-0.08415784,0.38322124,0.37970334,0.4570427,0.2474753,0.2095674
51,-0.17241198,-0.007928643,"('uneducated', 'educated')",-0.6661235,-0.6354555,-0.39806852,-0.25937113,-0.42599517,-0.480448,-0.4156498,-0.3458008,-0.069849
16,-0.17063484,-0.68447053,"('unpopular', 'popular')",0.97262937,0.9404148,0.55894923,0.58915013,0.4350829,0.46461725,0.4490067,0.3274279,0.1215788
17,0.16361725,-0.058176823,"('nasty', 'nice')",0.014848452,0.15612912,0.18674204,0.19938749,-0.35100508,-0.2617917,0.0035507,0.008887,-0.0053363
69,0.1482129,-0.16319454,"('lazy', 'industrious')",1.727382,2.125517,1.0828815,1.3664737,-0.50804436,-0.38383773,0.612608,0.7362396,-0.1236316
20,0.13430737,0.36378336,"('rough', 'thoughtful')",-0.31526917,-0.16478612,-0.50960064,-0.35199973,1.0088751,0.96431214,0.0795782,0.2028274,-0.1232492
37,0.12533076,0.46963924,"('fake', 'genuine')",0.2441465,-0.12894961,-0.4487455,-0.7350652,0.7689392,0.8113894,0.1724177,0.1042534,0.0681643
48,-0.089894876,0.030359317,"('unintelligent', 'intelligent')",-0.3559593,-0.25088266,-0.17499116,0.019788135,-0.03446137,-0.050408587,-0.1638267,-0.062786,-0.1010407
0,-0.08727398,0.11949406,"('unsociable', 'sociable')",-0.42118192,-0.7080598,0.4158328,0.23284635,-0.49351338,-0.7032444,-0.1465341,-0.2647409,0.1182068
66,-0.08620787,-0.22760572,"('inactive', 'active')",0.77235657,0.8212951,0.4692135,0.3610106,1.5309893,1.4222304,0.6715878,0.5942326,0.0773552
18,-0.07192862,-0.27594817,"('disagreeable', 'welcoming')",-0.37971202,-0.36169982,-0.49950862,-0.50732166,-0.17825289,-0.029363941,-0.2823505,-0.2935834,0.0112329
8,0.04268363,-0.115336716,"('unaffectionate', 'affectionate')",0.2486271,-0.0021854853,-0.33115235,-0.62938404,0.81346834,1.0123739,0.1934067,0.0663669,0.1270398
79,-0.036349587,-0.24690463,"('wavering', 'unwavering')",1.3607078,1.3486732,0.28418866,0.14279559,0.29385352,0.36810383,0.4756001,0.403167,0.0724331
88,-0.0141346045,-0.18664779,"('low', 'eminent')",-0.21836989,-0.36211145,-0.8014921,-0.92107993,0.034960557,-0.10692322,-0.249759,-0.3941906,0.1444316
25,-0.0060810223,-0.3058265,"('egoistic', 'altruistic')",0.19673935,0.14777002,0.026205592,-0.04413016,1.4904041,1.5350876,0.426817,0.3332253,0.0935917
68,0.0045276284,-0.17757764,"('dependent', 'independent')",-1.3216558,-1.2054592,-0.64761275,-0.61069983,-0.60324544,-0.75554955,-0.6419966,-0.6873215,0.0453249
