,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
71,1.746193,1.4705622,"('diffident', 'self-confident')",3.224729,3.260001,2.8412917,2.8775504,1.0236021,1.2125752,2.2089541,2.2051721,0.003782
57,1.3859658,1.5094802,"('unimaginative', 'imaginative')",-0.2544946,-0.5881953,-0.154818,-0.45852256,-2.5438352,-2.955564,-0.3917955,-0.6232004,0.2314049
59,1.3618627,0.9232978,"('foolish', 'wise')",2.7698724,2.8454475,1.5052034,1.4354666,0.7233552,0.8066986,1.5900733,1.5027277,0.0873456
87,1.1648251,1.2083602,"('unsuccessful', 'successful')",0.57766616,0.60274374,0.67692333,0.78395456,0.30226627,0.16807234,0.6804202,0.6907827,-0.0103625
1,1.121549,0.5575439,"('unfriendly', 'friendly')",1.5089111,1.3247169,0.65060985,0.40209514,1.9819798,1.9796846,1.3157625,1.0660101,0.2497524
5,1.1031898,0.69826585,"('distant', 'outgoing')",1.5835853,1.6461512,0.536288,0.47180384,0.053055473,0.3022599,0.8190297,0.7796202,0.0394095
31,-1.1019235,-1.5146348,"('evil', 'good')",0.5982591,0.42639607,-0.52610606,-0.6238807,-0.7302767,-0.5033557,-0.4400118,-0.5538688,0.113857
38,1.086575,1.1326201,"('untruthful', 'truthful')",0.72226673,0.8246343,0.40902552,0.35064116,-0.016610086,-0.0628116,0.5503142,0.561271,-0.0109568
4,1.0809734,0.980156,"('disliked', 'liked')",1.7063544,1.7514561,1.2154272,1.2474582,-6.46679,-6.855006,-0.6160088,-0.7189839,0.1029751
26,1.0739484,0.75217646,"('hardhearted', 'benevolent')",2.0041165,1.6816974,1.43105,1.0536884,1.8419749,1.7887981,1.5877724,1.3190901,0.2686823
6,1.0546727,0.5101985,"('distant', 'open')",1.8372457,1.9468253,0.4748383,0.3992085,0.84394,1.0276271,1.0526742,0.9709648,0.0817094
43,1.0271388,1.2320714,"('irresponsible', 'responsible')",0.17152683,0.07233149,0.62384504,0.41934398,0.79707426,0.6761434,0.6548963,0.5999725,0.0549238
53,1.0210332,0.6036863,"('uncreative', 'creative')",-0.47673622,-0.67933804,-0.6434183,-0.9756949,1.1097838,0.9841431,0.2526656,-0.0168009,0.2694665
22,0.97384596,1.0207726,"('untrustworthy', 'trustworthy')",-0.6130607,-0.72636676,-0.109876454,-0.37182277,-0.4053569,-0.5652043,-0.038612,-0.1606553,0.1220433
27,0.96212196,0.842823,"('hardhearted', 'softhearted')",0.62388337,0.9670839,1.0830252,1.1530226,1.8432752,1.7585163,1.1280764,1.1803615,-0.0522851
39,0.94739956,0.96161646,"('exploitative', 'cooperative')",0.048263647,0.10433243,0.13316461,0.036945622,0.37648627,0.29109037,0.3763285,0.3484962,0.0278323
74,0.9388944,1.1758783,"('undedicated', 'dedicated')",0.44468808,0.4792764,0.085976765,0.015563156,0.032951385,-0.19020583,0.3756276,0.370128,0.0054996
45,0.9132427,1.3086333,"('incompetent', 'competent')",-0.5865967,-0.62350917,0.12544206,0.06372139,-0.157793,-0.39511335,0.0735738,0.0884331,-0.0148593
12,0.88671935,1.1767082,"('unsupportive', 'supportive')",2.888233,3.2643106,2.3993597,2.451536,-1.7065728,-1.7971957,1.1169348,1.27384,-0.1569052
70,0.878655,1.4464319,"('lethargic', 'energetic')",-0.6787416,-0.69434506,-0.4144386,-0.4428478,0.8615216,0.86497194,0.1617491,0.2935528,-0.1318037
72,0.8749962,0.99958634,"('unambitious', 'ambitious')",0.2735411,-0.06787607,-0.7172382,-0.9670428,-0.7736178,-0.6108659,-0.0855797,-0.1615496,0.0759699
24,0.86387306,0.8913271,"('dishonest', 'honest')",-0.46470323,-0.93106484,-0.6842878,-1.2402462,1.3753335,1.2935162,0.2725539,0.003383,0.2691709
85,0.84997505,0.30304474,"('insignificant', 'prestigious')",3.0246668,2.8264263,1.1133728,0.8153767,0.57364094,0.6313633,1.3904139,1.1440527,0.2463612
63,0.8228208,1.1067097,"('unperceptive', 'insightful')",0.022385493,0.26900005,0.7751087,0.8838019,0.391857,0.40622684,0.503043,0.6664346,-0.1633916
86,0.82010746,0.95428,"('uninfluential', 'influential')",-0.39677316,-0.47284773,-0.33665672,-0.48117733,-0.28095186,-0.42529684,-0.0485686,-0.1062605,0.0576919
40,0.8135019,0.8420469,"('stingy', 'generous')",0.5768311,0.6545453,0.31871182,0.30288216,-1.8018672,-1.9128058,-0.0232056,-0.0283328,0.0051272
77,-0.80313724,-0.68820316,"('unmotivated', 'motivated')",-0.9408136,-0.9735546,-0.4037736,-0.43739766,-1.692439,-1.7270494,-0.9600408,-0.9565512,-0.0034896
33,0.7900101,0.47125494,"('wrong', 'right')",1.5978705,1.4277514,1.1472929,0.9727158,-0.60690266,-0.6787497,0.7320677,0.5482432,0.1838245
73,0.7803617,0.79117763,"('helpless', 'self-reliant')",1.2189087,0.8904283,-0.35908812,-0.55439544,-3.1465592,-3.1893725,-0.3765942,-0.5155405,0.1389463
46,0.7742044,1.2369298,"('uncompetitive', 'competitive')",-0.8259346,-0.80399776,0.4243397,0.3192261,-0.80709755,-1.1549976,-0.108622,-0.1007099,-0.0079121
47,0.77193266,0.8577436,"('stupid', 'smart')",0.7000863,0.68413264,0.94249076,0.8303151,5.675183,5.9293146,2.0224233,2.0753765,-0.0529532
35,0.75781935,0.41058424,"('corrupt', 'incorrupt')",0.5887866,0.7189573,-0.05297851,-0.033234976,0.4331162,0.4120141,0.4316859,0.3770802,0.0546057
9,0.73983574,0.6162534,"('unaffectionate', 'caring')",1.5997827,1.5859009,1.8492485,1.6977066,1.515658,1.6915827,1.4261312,1.3978609,0.0282703
56,0.7304639,1.2152039,"('impractical', 'practical')",0.3595103,0.24765894,0.42302364,0.32370088,-0.25926727,-0.4993736,0.3134326,0.3217975,-0.0083649
44,-0.71829313,-0.7130197,"('prejudiced', 'unprejudiced')",-0.5775346,-0.55546594,-0.14217447,-0.052137084,-1.0930936,-0.97016793,-0.632774,-0.5726977,-0.0600763
10,0.7002993,0.9727994,"('unsympathetic', 'sympathetic')",-1.3200403,-1.5043513,-0.55851716,-0.7942668,0.06309425,-0.26647833,-0.278791,-0.3980742,0.1192832
81,-0.67552423,-0.3234787,"('submissive', 'aggressive')",-1.3396876,-1.4906723,-0.20678404,-0.08920759,-1.3783092,-1.455033,-0.9000763,-0.8395979,-0.0604784
80,0.6700252,1.1295298,"('dominated', 'dominating')",-1.1406907,-0.8083025,0.25689626,0.5050417,-1.2914019,-1.4008597,-0.3762928,-0.1436477,-0.2326451
49,0.649449,0.66584545,"('unable', 'able')",0.6768117,1.2255504,1.0610657,1.4138834,0.13787591,0.436508,0.6313006,0.9354468,-0.3041462
28,0.6286349,0.5281604,"('disloyal', 'loyal')",-0.23301305,-0.48858646,-0.5080152,-0.8567057,1.5189475,1.4247738,0.3516386,0.1519105,0.1997281
76,-0.5980781,-0.1533348,"('anxious', 'daring')",-1.6406753,-1.620213,-0.382256,-0.37642884,0.14140624,0.14096788,-0.6199008,-0.5022522,-0.1176486
29,0.5829914,0.51101243,"('unfair', 'fair')",0.1009083,0.3727823,-0.02668762,0.115695834,0.19426289,0.11845125,0.2128688,0.2794855,-0.0666167
54,0.54153436,0.3623616,"('incapable', 'capable')",0.4152754,0.22425455,0.45767015,0.45544913,1.0724568,1.3791218,0.6217342,0.6052967,0.0164375
75,0.4897642,0.29984555,"('meek', 'impulsive')",0.96642953,0.89537823,0.13837534,0.18805677,-0.35729116,-0.2543732,0.3093194,0.2822268,0.0270926
65,-0.47466785,-0.24578142,"('insecure', 'secure')",-1.9287009,-2.164036,-0.24012662,-0.41689155,-0.20792028,-0.30486903,-0.7128539,-0.7828945,0.0700406
62,0.45664394,0.9195937,"('incompetent', 'brilliant')",-0.814297,-0.56621826,0.0046608746,0.12529075,-0.32542735,-0.21727833,-0.1696049,0.065347,-0.2349519
78,-0.44506764,-0.23112477,"('nonresilient', 'resilient')",1.8126717,2.4626212,2.7683191,3.366458,0.026772277,0.04815377,1.040674,1.411527,-0.370853
64,0.41035077,0.45849106,"('shy', 'confident')",-0.31847864,-0.42186767,0.14002562,0.078210115,-6.647993,-7.0313005,-1.6040238,-1.7291168,0.125093
67,-0.40033612,-0.32745457,"('doubtful', 'determined')",0.3259044,0.2877659,-0.08502181,-0.129438,-0.65386975,-0.563879,-0.2033308,-0.1832514,-0.0200794
34,-0.37612313,-0.4529478,"('mean', 'honorable')",0.93620986,0.73863107,0.6831865,0.4437946,6.1546144,6.2870054,1.8494719,1.7541208,0.0953511
50,-0.3657245,-0.2612315,"('clumsy', 'skillful')",1.3989081,1.5905869,1.2129321,1.3894018,0.3002829,0.37774408,0.6365997,0.7741253,-0.1375256
30,0.35453895,0.5458409,"('intolerant', 'tolerant')",-0.79583186,-1.1063182,0.045802426,-0.14434873,0.45531446,0.4764777,0.014956,-0.0570871,0.0720431
60,0.32746196,0.6679767,"('inefficient', 'efficient')",-1.7260908,-1.7809464,-0.011823075,-0.048206303,-0.4484607,-0.44329846,-0.4647281,-0.4011186,-0.0636095
32,0.31698334,0.37339452,"('unkind', 'kind')",1.647922,1.657976,1.8463153,1.7610027,1.6084143,1.6061888,1.3549087,1.3496405,0.0052682
