,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
35,-2.0538635,-2.0556536,"('corrupt', 'incorrupt')",-1.0664961,-1.221696,-0.7222112,-0.8529914,-1.2808569,-1.3767804,0.0959235
36,-1.4718951,-1.6093167,"('hostile', 'amicable')",0.43909436,0.10131124,-0.35283193,-0.587737,-0.4618775,-0.6985808,0.2367033
16,-1.38782,-1.3039155,"('unpopular', 'popular')",-1.0141232,-1.0331087,-0.102535084,0.054012984,-0.8348261,-0.7610037,-0.0738224
5,-1.2772253,-1.3050277,"('distant', 'outgoing')",0.2825142,-0.021644626,-0.46912235,-0.70403117,-0.4879444,-0.6769012,0.1889568
39,1.2479639,1.3052233,"('exploitative', 'cooperative')",0.030221822,0.17252295,0.374501,0.53676736,0.5508956,0.6715045,-0.1206089
6,-1.245142,-1.4017056,"('distant', 'open')",0.49714518,0.074545704,-0.18156783,-0.5080432,-0.3098549,-0.6117344,0.3018795
26,1.2262253,1.1857789,"('hardhearted', 'benevolent')",2.7292802,2.6046803,1.7997973,1.7734678,1.9184341,1.8546422,0.0637919
31,-1.2170358,-1.5681247,"('evil', 'good')",0.12657392,-0.34568417,-0.80825424,-1.2022333,-0.6329054,-1.0386807,0.4057753
77,-1.1155028,-1.3546258,"('unmotivated', 'motivated')",-1.4103975,-1.4688323,-1.438951,-1.4042722,-1.3216171,-1.4092434,0.0876263
80,1.0661813,0.91423166,"('dominated', 'dominating')",0.03282122,0.16893746,-0.39589712,-0.3663676,0.2343684,0.2389338,-0.0045654
42,1.0414914,1.0436554,"('unreliable', 'reliable')",-0.072875604,-0.068600245,-2.9921834,-3.0034745,-0.6745226,-0.6761398,0.0016172
23,1.0076586,1.3199147,"('insincere', 'sincere')",0.090201795,0.27839482,6.4724445,6.577708,2.523435,2.7253393,-0.2019043
14,0.92359865,1.1980574,"('antisocial', 'social')",0.98958576,1.3782748,-0.017786764,0.14605859,0.6317992,0.9074636,-0.2756644
2,0.8923413,1.2864523,"('unlikable', 'likable')",0.21672624,0.5653913,0.66977245,0.89163005,0.5929467,0.9144912,-0.3215445
62,0.88041925,1.0635775,"('incompetent', 'brilliant')",-0.47691298,-0.14590378,-0.055249065,0.15701067,0.1160857,0.3582281,-0.2421424
49,-0.8530947,-0.60675955,"('unable', 'able')",-0.67475456,-0.49332285,-0.5207413,-0.31192866,-0.6828635,-0.4706703,-0.2121932
37,0.84708446,0.7981333,"('fake', 'genuine')",-0.34779254,-0.40688574,0.4604335,0.42660627,0.3199085,0.2726179,0.0472906
40,0.82986736,0.291709,"('stingy', 'generous')",0.21942174,-0.25280806,-2.1749876,-2.532528,-0.3752328,-0.831209,0.4559762
56,0.7877362,1.4098104,"('impractical', 'practical')",1.1948235,1.7843411,-0.40461382,0.0981688,0.5259819,1.0974401,-0.5714582
7,0.76905453,0.69525576,"('insensitive', 'sensitive')",-0.22482169,-0.17511332,0.79652584,0.60508597,0.4469196,0.3750761,0.0718435
63,0.7415705,0.7104508,"('unperceptive', 'insightful')",0.09319375,0.21902128,0.4578776,0.48672676,0.4308806,0.4720663,-0.0411857
8,-0.7313496,-0.568058,"('unaffectionate', 'affectionate')",-0.14413488,-0.14695325,0.79222673,0.82991624,-0.0277526,0.0383017,-0.0660543
18,-0.7202755,-0.5951276,"('disagreeable', 'welcoming')",-0.8925287,-0.8515057,-0.7170355,-0.7573484,-0.7766132,-0.7346606,-0.0419526
30,0.7162546,1.2035764,"('intolerant', 'tolerant')",0.047301248,0.5110549,0.76530296,1.0646552,0.5096196,0.9264288,-0.4168092
