,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
4,-0.5763036,-0.6258733,"('disliked', 'liked')",-0.86640525,-0.7386287,-0.18288125,-0.31423455,-5.776489,-5.3194737,-1.8505197,-1.7495525,-0.1009672
88,-0.5715076,-0.662524,"('low', 'eminent')",-1.3774122,-1.2655067,-0.06994369,-0.09902327,0.1975096,0.2499757,-0.4553384,-0.4442696,-0.0110688
13,0.564958,0.45448047,"('impolite', 'polite')",0.6039406,0.6339774,0.5525876,0.39372945,-0.13691822,0.008919664,0.396142,0.3727767,0.0233653
43,-0.5552433,-0.80151016,"('irresponsible', 'responsible')",0.43815938,0.36815646,0.4832371,0.3760905,0.3463299,0.38061416,0.1781208,0.0808377,0.0972831
74,-0.5434459,-0.6266995,"('undedicated', 'dedicated')",0.37467003,0.73203105,0.049672835,0.050557565,0.018338155,0.22137943,-0.0251912,0.0943171,-0.1195083
64,0.5245991,0.19910957,"('shy', 'confident')",0.6044859,0.25031137,0.42412326,0.122163735,-6.427843,-6.0467134,-1.2186587,-1.3687822,0.1501235
14,0.51551706,0.41500208,"('antisocial', 'social')",0.34571165,0.33511406,1.1808912,1.1795679,-0.8099718,-0.6025125,0.308037,0.3317929,-0.0237559
61,-0.51218206,-0.791247,"('illogical', 'logical')",-0.60424626,-0.76854193,0.92005885,0.50955397,-0.16685997,-0.41557422,-0.0908074,-0.3664523,0.2756449
39,0.48620406,0.27897945,"('exploitative', 'cooperative')",2.296028,1.8067791,1.163131,1.0947338,-0.085406534,-0.10839805,0.9649891,0.7680236,0.1969655
16,-0.47691846,-0.4144616,"('unpopular', 'popular')",-0.52044475,-0.40830946,0.22282164,0.19744529,0.6533492,0.5156185,-0.0302981,-0.0274268,-0.0028713
25,-0.47102958,-0.47454414,"('egoistic', 'altruistic')",0.67926645,0.5409682,0.4960006,0.44184354,1.3955743,1.2047025,0.5249529,0.4282425,0.0967104
70,-0.43977088,-0.41031265,"('lethargic', 'energetic')",-0.4711909,-0.21597604,0.04552865,0.08583544,0.58649856,0.9954289,-0.0697336,0.1137439,-0.1834775
56,0.43355507,0.331487,"('impractical', 'practical')",0.4439628,0.52803653,0.905202,0.8657931,-0.53554237,-0.115358286,0.3117944,0.4024896,-0.0906952
50,-0.43334448,-0.50043947,"('clumsy', 'skillful')",0.78509796,0.9086886,0.052231446,0.01656207,0.42987764,0.43172303,0.2084656,0.2141336,-0.005668
77,-0.42033857,-0.63794506,"('unmotivated', 'motivated')",-0.13239862,-0.24118339,1.1588814,0.98006976,-1.1944066,-1.1948627,-0.1470656,-0.2734804,0.1264148
26,-0.41199768,-0.5908683,"('hardhearted', 'benevolent')",1.4475445,1.286966,0.8217723,0.7549498,1.5743828,1.3846294,0.8579255,0.7089192,0.1490063
20,-0.3290135,-0.26870492,"('rough', 'thoughtful')",0.5557425,0.6638638,1.9603072,2.142493,1.0988877,1.2187787,0.821481,0.9391077,-0.1176267
62,0.32803875,0.31507966,"('incompetent', 'brilliant')",0.44287196,0.5946923,1.4587407,1.4908056,-0.07258381,0.41272375,0.5392669,0.7033253,-0.1640584
51,-0.3247848,-0.31597522,"('uneducated', 'educated')",-0.60825044,-0.16636401,0.6221078,0.59276646,0.22313842,0.41574138,-0.0219473,0.1315421,-0.1534894
11,-0.31406894,-0.43471506,"('unhelpful', 'helpful')",-0.38246775,-0.26328248,0.43294927,0.52851605,1.7895052,1.8706613,0.3814795,0.4252949,-0.0438154
30,0.31387746,0.14502765,"('intolerant', 'tolerant')",0.2191647,0.17915815,0.65380687,0.524389,1.0450741,1.1082257,0.5579808,0.4892001,0.0687807
33,0.2987837,0.12025897,"('wrong', 'right')",1.4234586,1.1863458,0.4610728,0.34532678,-0.39617762,-0.5324016,0.4467843,0.2798825,0.1669018
49,-0.2714614,-0.3355293,"('unable', 'able')",-0.5701641,-0.71302885,-0.34937766,-0.32318568,-0.4456139,-0.26396662,-0.4091542,-0.4089276,-0.0002266
76,0.25595525,0.26360178,"('anxious', 'daring')",-0.8594573,-0.7419224,0.04437919,0.17688753,0.1381306,0.46455184,-0.1052481,0.0407797,-0.1460278
37,-0.23240644,-0.3523152,"('fake', 'genuine')",0.6747802,0.6598356,-0.25612283,-0.19871773,0.35694548,0.4983189,0.1357991,0.1517804,-0.0159813
32,-0.22973396,-0.2986123,"('unkind', 'kind')",-0.18955722,-0.00075289793,0.34620553,0.3492604,0.4838578,0.63421345,0.102693,0.1710272,-0.0683342
29,-0.21775034,-0.1784743,"('unfair', 'fair')",0.32486466,0.25366026,-0.042051166,-0.01479161,-0.5637708,-0.60603225,-0.1246769,-0.1364095,0.0117326
46,-0.21051386,-0.45909724,"('uncompetitive', 'competitive')",0.12317571,0.16624542,0.00080416724,-0.16470754,-0.80545783,-0.5769888,-0.2229979,-0.258637,0.0356391
34,-0.2078649,-0.22501619,"('mean', 'honorable')",-0.8774286,-0.8127322,0.18059109,0.16786371,5.7530055,5.5298567,1.2120757,1.164993,0.0470827
21,0.20467885,-0.063514404,"('immoral', 'moral')",-0.7271664,-0.7002904,0.9482216,0.809516,-1.2360985,-1.1551789,-0.2025911,-0.2773669,0.0747758
47,0.16525555,0.25477934,"('stupid', 'smart')",-0.11127407,0.04155222,0.2850798,0.48275578,5.027284,4.83303,1.3415864,1.4030294,-0.061443
55,-0.15663002,-0.3390428,"('incompetent', 'clever')",0.057211176,0.09947082,1.6393466,1.4801954,-0.31185263,-0.13287279,0.3070188,0.2769377,0.0300811
83,0.15453127,0.021570098,"('powerless', 'powerful')",-0.11290734,-0.1689314,0.12984475,0.114497215,-1.08842,-1.0308578,-0.2292378,-0.2659305,0.0366927
58,0.15075672,-0.0423866,"('undiscriminating', 'discriminating')",-0.5602615,-0.38730636,0.30615878,0.061127003,0.17159934,0.20396838,0.0170633,-0.0411494,0.0582127
48,-0.14600156,-0.19762522,"('unintelligent', 'intelligent')",-0.33263496,-0.22016516,1.5971282,1.6738452,0.21922626,0.31323728,0.3344295,0.392323,-0.0578935
41,0.14060526,-0.03397073,"('unforgiving', 'forgiving')",0.31691235,0.8694769,0.59893143,0.47372064,-0.20471504,-0.10411905,0.2129335,0.301277,-0.0883435
59,-0.13158616,-0.1462259,"('foolish', 'wise')",0.98922026,0.84652966,0.08991839,0.042990595,0.40880105,0.2126308,0.3390884,0.2389813,0.1001071
15,0.104762346,0.072620615,"('boring', 'funny')",-0.20002788,-0.3658645,0.3617612,0.2731691,0.5119673,0.47493616,0.1946158,0.1137153,0.0809005
42,0.10439028,-0.05616815,"('unreliable', 'reliable')",-0.37762898,-0.19644186,0.09197849,-0.049755678,-2.7959192,-2.405594,-0.7442949,-0.6769899,-0.067305
75,0.09729092,0.3295303,"('meek', 'impulsive')",-0.5290404,-0.34857538,-0.6869998,-0.5850752,-0.3021338,-0.21188349,-0.3552208,-0.2040009,-0.1512199
71,-0.095238246,-0.21460037,"('diffident', 'self-confident')",1.4065194,1.0327464,1.5318207,1.452269,0.7181751,0.49432158,0.8903193,0.6911842,0.1991351
87,0.09031576,-0.033261754,"('unsuccessful', 'successful')",0.049907207,-0.01184093,0.30979574,0.28253374,0.5836568,0.70900756,0.2584189,0.2366097,0.0218092
22,0.089436576,-0.012091517,"('untrustworthy', 'trustworthy')",-0.5594117,-0.40212142,0.5817008,0.52789855,-1.1742833,-0.89135176,-0.2656394,-0.1944165,-0.0712229
68,-0.087586164,-0.08635785,"('dependent', 'independent')",-0.5731642,-0.64035493,-0.16685507,-0.11883776,-0.64726275,-0.59313244,-0.3687171,-0.3596708,-0.0090463
72,0.076312594,0.15600623,"('unambitious', 'ambitious')",0.17443284,0.45525247,0.12338522,0.21824759,-1.2803986,-0.97313803,-0.226567,-0.0359079,-0.1906591
17,-0.037149932,-0.20369235,"('nasty', 'nice')",0.18183249,-0.028844837,-0.49600562,-0.5994904,-0.61226445,-0.80058694,-0.2408969,-0.4081536,0.1672567
40,-0.035971418,-0.13249664,"('stingy', 'generous')",0.08381026,0.34358948,0.24612479,0.14903869,-1.3332319,-1.0977232,-0.2598171,-0.1843979,-0.0754192
65,-0.023375086,-0.11429191,"('insecure', 'secure')",0.24372831,0.1673407,0.018815286,-0.07096129,-0.91195023,-0.60708004,-0.1681954,-0.1562481,-0.0119473
