,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
66,1.6649243,1.6121422,"('inactive', 'active')",2.069682,2.0180578,2.421325,2.3019276,2.4177876,2.4189255,2.1434298,2.0877633,0.0556665
28,-1.6485968,-1.6022404,"('disloyal', 'loyal')",-0.94330525,-0.807987,-0.55816764,-0.5887056,-0.15517278,-0.20505063,-0.8263106,-0.8009959,-0.0253147
81,-1.6355718,-1.6261013,"('submissive', 'aggressive')",-0.356696,-0.30945408,0.010403767,0.1712482,-1.7429997,-1.526383,-0.9312159,-0.8226725,-0.1085434
73,1.5607879,1.7765577,"('helpless', 'self-reliant')",0.19253944,0.3066818,-0.49800575,-0.21006747,-3.0081954,-2.684974,-0.4382184,-0.2029505,-0.2352679
51,-1.5422142,-1.5335203,"('uneducated', 'educated')",-0.10225203,-0.053967632,0.42668635,0.24510501,-0.48843843,-0.5243143,-0.4265546,-0.4666743,0.0401197
30,-1.5337931,-1.3089346,"('intolerant', 'tolerant')",-1.7065127,-1.4560634,-0.8801849,-0.61667055,-1.339179,-0.88560027,-1.3649175,-1.0668172,-0.2981003
49,-1.4657017,-1.0681306,"('unable', 'able')",-0.92528075,-0.6712029,-0.54102886,-0.4690523,-0.7629765,-0.7984665,-0.9237469,-0.7517131,-0.1720338
33,1.4188569,1.2825894,"('wrong', 'right')",1.0481409,1.2046163,1.3197038,1.4803458,-0.25122803,-0.23204553,0.8838683,0.9338765,-0.0500082
77,-1.3747544,-1.2946607,"('unmotivated', 'motivated')",0.5796486,0.62291193,0.29453266,0.34098595,-0.07726821,-0.036310203,-0.1444604,-0.0917682,-0.0526922
63,-1.365599,-1.285442,"('unperceptive', 'insightful')",0.46054745,0.5841024,0.8077131,0.80084795,0.10945207,0.20547548,0.0030284,0.076246,-0.0732176
41,-1.3396431,-1.1050075,"('unforgiving', 'forgiving')",-0.48761842,-0.36414698,-0.39300156,-0.3366087,-0.53782713,-0.49943185,-0.6895225,-0.5762988,-0.1132237
23,-1.332177,-1.131297,"('insincere', 'sincere')",-1.0705225,-0.84509397,-1.0848423,-0.90470284,3.7977462,3.9395938,0.0775511,0.264625,-0.1870739
7,-1.3128643,-1.3495839,"('insensitive', 'sensitive')",-0.14558157,-0.12814233,-0.8206663,-0.8703149,-0.8052688,-0.7170374,-0.7710953,-0.7662696,-0.0048257
22,-1.3091838,-1.3837531,"('untrustworthy', 'trustworthy')",-0.45259997,-0.46881235,-0.79716384,-1.0707438,-1.8771266,-1.9877933,-1.1090186,-1.2277757,0.1187571
76,-1.244482,-1.1170086,"('anxious', 'daring')",-0.33424014,-0.30510145,0.4431067,0.5059421,-0.7133439,-0.47776908,-0.4622399,-0.3484843,-0.1137556
25,1.2010272,1.1838344,"('egoistic', 'altruistic')",1.1521163,1.2173727,1.1234355,1.2885054,1.9135436,1.9439793,1.3475306,1.4084229,-0.0608923
20,-1.1803578,-1.0942101,"('rough', 'thoughtful')",-1.4643574,-1.4898046,0.15711936,-0.017647423,-0.39426944,-0.41702563,-0.7204664,-0.754672,0.0342056
82,-1.1460114,-1.1364614,"('poor', 'rich')",-1.0995076,-1.0864995,-0.86445606,-1.0396259,4.074642,4.015009,0.2411668,0.1881055,0.0530613
71,1.142942,1.0969743,"('diffident', 'self-confident')",2.4892316,2.5119913,0.77728426,0.7161888,0.56079066,0.5065827,1.2425621,1.2079343,0.0346278
72,-1.067158,-0.9173556,"('unambitious', 'ambitious')",-0.45872757,-0.34856793,-0.82767725,-0.6873215,-1.5566033,-1.2194558,-0.9775416,-0.7931752,-0.1843664
44,1.065948,1.3011684,"('prejudiced', 'unprejudiced')",-0.7612459,-0.7294692,-0.97342366,-0.7232387,-1.4250506,-1.2352338,-0.523443,-0.3466933,-0.1767497
26,1.0356673,0.96649456,"('hardhearted', 'benevolent')",1.9065068,1.8761005,2.466849,2.1248267,1.3506502,1.4031532,1.6899184,1.5926437,0.0972747
12,-1.0192556,-1.0021479,"('unsupportive', 'supportive')",1.260414,1.3939594,0.6583652,0.75570625,-2.2202475,-2.042506,-0.330181,-0.2237471,-0.1064339
68,-1.0163292,-0.9606914,"('dependent', 'independent')",-1.5541525,-1.5651103,-1.2248856,-1.2922858,-1.3091313,-1.4695709,-1.2761246,-1.3219147,0.0457901
80,-1.0074564,-1.1441686,"('dominated', 'dominating')",0.00031128526,-0.16669928,-0.028149828,-0.25582677,-0.5527655,-0.61380607,-0.3970151,-0.5451252,0.1481101
27,-0.90362006,-0.93772095,"('hardhearted', 'softhearted')",-0.15828854,-0.3182449,-0.8575045,-0.8943252,0.010093484,-0.053312976,-0.4773299,-0.550901,0.0735711
24,-0.89066833,-0.7563235,"('dishonest', 'honest')",-0.20794488,-0.0062460806,-0.6845723,-0.44615257,-0.9717763,-0.7033998,-0.6887404,-0.4780305,-0.2107099
59,0.86721855,0.9898073,"('foolish', 'wise')",-0.005414054,0.11864257,0.9828726,1.0072377,-0.13881493,-0.09746892,0.4264655,0.5045547,-0.0780892
15,0.7988046,0.9000833,"('boring', 'funny')",0.39076284,0.52551425,0.59590495,0.61691564,0.24067591,0.23127191,0.5065371,0.5684463,-0.0619092
32,-0.7892565,-0.5812791,"('unkind', 'kind')",-0.06384018,0.2754594,-0.42992234,-0.21067496,-0.37790138,-0.031669583,-0.4152301,-0.137041,-0.2781891
54,0.7882341,0.82554024,"('incapable', 'capable')",2.0711532,2.1294906,1.0817273,1.1958963,0.8471274,0.8975372,1.1970605,1.2621161,-0.0650556
50,0.7571922,0.6560715,"('clumsy', 'skillful')",-0.6518004,-0.5930019,1.4876286,1.2075549,0.69545823,0.69780767,0.5721197,0.492108,0.0800117
2,0.66740584,1.0692042,"('unlikable', 'likable')",1.319679,1.6105614,1.6147972,1.8861637,0.69404954,1.0201496,1.0739828,1.3965198,-0.322537
78,-0.6655233,-0.96705127,"('nonresilient', 'resilient')",1.1276716,0.87963676,1.0995224,0.61593765,1.6015335,1.1840533,0.790801,0.4281441,0.3626569
84,0.63763434,0.48887017,"('inferior', 'superior')",0.5376674,0.51394475,0.6889333,0.57915175,0.5183346,0.42493537,0.5956424,0.5017255,0.0939169
8,0.6066755,0.614938,"('unaffectionate', 'affectionate')",2.1153595,2.1538506,0.84739894,1.065619,0.70202005,0.8109418,1.0678635,1.1613374,-0.0934739
47,-0.5679726,-0.5369736,"('stupid', 'smart')",-0.93743,-0.78015536,0.06641048,0.0969296,3.5777683,3.630849,0.5346941,0.6026624,-0.0679683
64,-0.5110001,-0.4333794,"('shy', 'confident')",0.2012427,0.23465905,0.03932047,0.1882028,-5.710437,-5.5738144,-1.4952184,-1.396083,-0.0991354
37,-0.5075152,-0.5700916,"('fake', 'genuine')",-1.2055854,-1.1442844,-0.84324837,-0.5638921,-0.5131081,-0.42473763,-0.7673642,-0.6757514,-0.0916128
61,-0.48430628,-0.4256347,"('illogical', 'logical')",0.7369213,0.7240848,0.7836478,0.6394315,-0.22410864,-0.22096807,0.2030385,0.1792284,0.0238101
53,-0.44425103,-0.20817958,"('uncreative', 'creative')",0.35373512,0.5108319,0.8065027,0.88462925,1.0171502,1.1576793,0.4332842,0.5862402,-0.152956
74,-0.44238305,-0.5130061,"('undedicated', 'dedicated')",0.35844362,0.37141955,0.47686592,0.4110335,-0.22202377,-0.16526708,0.0427257,0.026045,0.0166807
52,0.43880194,0.42950502,"('irrational', 'rational')",-0.57219756,-0.6116986,-0.016628318,0.14283785,-0.13539645,-0.09293902,-0.0713551,-0.0330737,-0.0382814
39,-0.43810922,-0.18214178,"('exploitative', 'cooperative')",0.47873098,0.64456713,-0.28830785,-0.11881972,-0.2513831,-0.0982742,-0.1247673,0.0613329,-0.1861002
88,-0.4248651,-0.42715305,"('low', 'eminent')",-0.8467356,-0.78890824,-0.046382632,0.093193024,-1.1197605,-0.9054616,-0.609436,-0.5070825,-0.1023535
42,0.31430295,0.3276099,"('unreliable', 'reliable')",0.6805792,0.8174238,0.7052499,0.8623339,-2.9480586,-2.7460675,-0.3119816,-0.184675,-0.1273066
16,0.30564815,0.3141623,"('unpopular', 'popular')",-0.3777918,-0.31120813,0.36778918,0.23301138,0.782623,0.7844002,0.2695671,0.2550915,0.0144756
34,-0.2797812,-0.067377515,"('mean', 'honorable')",-0.77904075,-0.62148106,0.07259372,0.25908455,5.090552,5.0892386,1.0260808,1.1648662,-0.1387854
29,0.18092422,0.040823177,"('unfair', 'fair')",-0.8408809,-0.8644023,-0.22048403,-0.44941843,-0.84017766,-1.0540282,-0.4301546,-0.5817565,0.1516019
58,0.17435287,-0.012119263,"('undiscriminating', 'discriminating')",0.36389732,0.3143365,0.59081316,0.61651677,0.75398326,0.8066579,0.4707617,0.431348,0.0394137
38,0.14508542,0.35345376,"('untruthful', 'truthful')",0.17554381,0.35364974,-0.24763045,0.21396524,0.4365688,0.737934,0.1273919,0.4147507,-0.2873588
87,0.12295392,0.15596667,"('unsuccessful', 'successful')",1.0895466,0.9778355,2.148532,1.921238,1.1113783,1.0991504,1.1181027,1.0385476,0.0795551
67,0.112940274,0.17795601,"('doubtful', 'determined')",-0.48734638,-0.37851045,0.124654144,0.26140332,-0.5031225,-0.36021692,-0.1882186,-0.074842,-0.1133766
40,0.098678105,0.106627434,"('stingy', 'generous')",-0.22024387,-0.11138375,-0.52362305,-0.38250628,-2.402073,-2.3082974,-0.7618154,-0.67389,-0.0879254
19,-0.07714219,0.08659594,"('inhospitable', 'hospitable')",0.06350547,0.14744169,-0.26347497,-0.23871595,0.33517826,0.37424347,0.0145166,0.0923913,-0.0778747
4,0.0743414,0.16084062,"('disliked', 'liked')",-0.43971786,-0.30926457,0.3660636,0.24913594,-5.716439,-5.549509,-1.4289379,-1.3621993,-0.0667386
83,0.06685774,0.06544401,"('powerless', 'powerful')",0.9783898,0.9990013,0.8121073,1.1089723,-0.6427232,-0.45422566,0.3036579,0.429798,-0.1261401
17,-0.06354027,-0.09141014,"('nasty', 'nice')",-0.5864923,-0.6712383,0.3506531,0.2107605,0.14298972,-0.025917185,-0.0390974,-0.1444513,0.1053539
9,0.035293765,0.16462299,"('unaffectionate', 'caring')",1.6150624,1.8042896,0.5022887,0.78123957,0.83503926,1.1000108,0.7469211,0.9625407,-0.2156196
18,-0.0232099,0.27901167,"('disagreeable', 'welcoming')",-0.21078709,-0.09046318,0.3259676,0.46899363,-1.2760332,-1.2259138,-0.2960156,-0.1420929,-0.1539227
1,0.011194209,0.07630346,"('unfriendly', 'friendly')",1.540508,1.7238382,1.0961564,1.2498211,1.3845607,1.4615542,1.0081048,1.1278793,-0.1197745
