,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
69,2.1296778,2.217124,"('lazy', 'industrious')",1.6795555,1.5529255,1.6071382,1.4431396,0.08828478,-0.099318,1.3761641,1.2784678,0.0976963
10,-1.8921026,-1.9678817,"('unsympathetic', 'sympathetic')",-1.9500561,-1.8548276,-1.5967222,-1.6503934,-0.717723,-0.60558945,-1.539151,-1.519673,-0.019478
3,-1.8576322,-1.8156841,"('repellent', 'pleasant')",-1.3714485,-1.2395015,0.023605999,0.2217753,-0.04975433,0.04078484,-0.8138072,-0.6981564,-0.1156508
57,-1.7948383,-1.843216,"('unimaginative', 'imaginative')",-0.93224686,-0.8424379,-0.64823556,-0.7090647,-3.0389516,-2.8982863,-1.6035681,-1.5732512,-0.0303169
86,-1.7881871,-1.8887376,"('uninfluential', 'influential')",-0.38565022,-0.47889912,-0.99914664,-1.1397009,-0.15012705,-0.1702674,-0.8307778,-0.9194012,0.0886234
68,-1.7130601,-1.779195,"('dependent', 'independent')",-0.95973414,-1.0596809,-1.6460888,-1.7581468,-1.0623381,-1.0057569,-1.3453052,-1.4006948,0.0553896
45,-1.6125716,-1.4705681,"('incompetent', 'competent')",-0.16354312,-0.028641801,-0.42706853,-0.44681767,-0.67402315,-0.6092572,-0.7193016,-0.6388212,-0.0804804
48,-1.576436,-1.7431722,"('unintelligent', 'intelligent')",-0.8817952,-0.98208725,-1.2513628,-1.5091355,-0.07151395,0.028042931,-0.945277,-1.0515881,0.1063111
30,-1.4951735,-1.410872,"('intolerant', 'tolerant')",-0.56592304,-0.33238128,0.29089665,0.5321759,0.4801145,0.6776864,-0.3225213,-0.1333477,-0.1891736
35,1.4618111,1.5813088,"('corrupt', 'incorrupt')",0.9369975,0.96717817,0.08539636,0.31362718,0.711908,0.6332584,0.7990282,0.8738431,-0.0748149
46,-1.3996654,-1.5767707,"('uncompetitive', 'competitive')",-1.2845333,-1.2856866,-1.0031658,-0.97030026,-1.3578465,-1.2206638,-1.2613027,-1.2633553,0.0020526
88,-1.3383816,-1.2341819,"('low', 'eminent')",-1.1647323,-1.0626479,-1.340018,-0.9585942,0.09222186,0.14159308,-0.9377275,-0.7784578,-0.1592697
55,-1.3031135,-1.4733096,"('incompetent', 'clever')",-0.8513864,-0.92260844,0.02600078,-0.21074054,-0.7255815,-0.6336039,-0.7135202,-0.8100656,0.0965454
23,-1.3002301,-1.2785629,"('insincere', 'sincere')",-0.5925372,-0.5339709,-0.89130086,-0.9497606,5.798918,5.808034,0.7537124,0.7614349,-0.0077225
21,-1.2312537,-1.1932342,"('immoral', 'moral')",-0.7718191,-0.8106694,-0.68912625,-0.546401,-1.6907666,-1.4819095,-1.0957414,-1.0080535,-0.0876879
77,-1.2265302,-1.392976,"('unmotivated', 'motivated')",-0.5071776,-0.64689636,-0.26648855,-0.49365517,-0.9034014,-0.9286533,-0.7258995,-0.8655452,0.1396457
65,-1.1844499,-1.308794,"('insecure', 'secure')",-1.0702041,-1.1301731,-0.1671181,-0.2831731,-1.2306919,-1.0612243,-0.913116,-0.9458412,0.0327252
81,-1.1752216,-1.3371968,"('submissive', 'aggressive')",-1.6953421,-1.8515128,-1.1110473,-1.183781,-1.9129369,-1.7504857,-1.4736369,-1.5307441,0.0571072
0,-1.1515874,-1.2766768,"('unsociable', 'sociable')",-0.17001945,-0.29706278,0.33446598,0.08677281,-0.8274851,-0.9191949,-0.4536565,-0.6015404,0.1478839
11,-1.1370369,-1.0936533,"('unhelpful', 'helpful')",-0.8925653,-0.82334137,-0.6251021,-0.5300417,1.7585572,1.8679883,-0.2240368,-0.144762,-0.0792748
22,-1.131587,-1.0468147,"('untrustworthy', 'trustworthy')",-0.60506386,-0.5282302,0.21876535,0.29210752,-1.5019574,-1.399903,-0.7549608,-0.6707101,-0.0842507
1,-1.1205772,-1.1192302,"('unfriendly', 'friendly')",1.2431834,1.3813227,-0.16819203,-0.2152673,2.549065,2.4696877,0.6258698,0.6291282,-0.0032584
43,-1.0955348,-1.0710582,"('irresponsible', 'responsible')",0.043998487,0.031294063,0.3300306,0.19919725,0.5710456,0.6580608,-0.037615,-0.0456265,0.0080115
72,-1.0941918,-1.2100089,"('unambitious', 'ambitious')",-1.0769264,-1.1571218,-1.0723593,-1.2720304,-1.1004833,-1.0700936,-1.0859902,-1.1773137,0.0913235
24,-1.0601116,-1.0969738,"('dishonest', 'honest')",0.29310095,0.24132371,-0.80408317,-0.8205217,0.5379591,0.5977188,-0.2582837,-0.2696133,0.0113296
53,-0.9825256,-0.9304229,"('uncreative', 'creative')",0.16971332,0.20868467,0.7313704,0.55711395,1.5418482,1.4802107,0.3651016,0.3288966,0.036205
64,-0.95468974,-1.1565099,"('shy', 'confident')",-0.7334488,-0.9332437,0.2109188,0.01716664,-7.2413774,-7.265013,-2.1796494,-2.3344002,0.1547508
82,-0.95434654,-0.8190881,"('poor', 'rich')",-1.7623049,-1.645535,0.27009887,0.37922865,6.505099,6.5954876,1.0146365,1.1275233,-0.1128868
60,-0.9524405,-0.9876805,"('inefficient', 'efficient')",-1.0370988,-1.085029,-0.14294949,-0.49176347,-0.71164197,-0.6206972,-0.7110327,-0.7962926,0.0852599
8,0.95169383,0.91583693,"('unaffectionate', 'affectionate')",1.1062887,1.0980862,-0.6924839,-0.82024765,1.606588,1.5114994,0.7430216,0.6762937,0.0667279
83,-0.91598195,-0.83415926,"('powerless', 'powerful')",-0.15593131,-0.11355497,-1.3736534,-1.3273441,-1.279893,-1.3036716,-0.9313649,-0.8946825,-0.0366824
14,-0.8674174,-0.7036892,"('antisocial', 'social')",-0.021247644,0.0730958,0.66240484,0.80813676,-1.331084,-1.2115028,-0.389336,-0.2584898,-0.1308462
66,0.854402,0.77030385,"('inactive', 'active')",0.18025321,0.07235416,0.52911586,0.36493424,1.7391982,1.5415848,0.8257423,0.6872942,0.1384481
51,-0.8346308,-0.818758,"('uneducated', 'educated')",-0.7568753,-0.69812703,-0.36901116,-0.36451674,0.055016197,0.13556704,-0.4763753,-0.4364587,-0.0399166
58,-0.82022667,-0.92728716,"('undiscriminating', 'discriminating')",0.38070595,0.40924072,0.952497,0.8198594,0.08116299,0.0078840945,0.1485348,0.0774243,0.0711105
70,-0.74310887,-0.8688842,"('lethargic', 'energetic')",-0.42347157,-0.53188473,0.015916612,-0.03728057,0.55380714,0.6764184,-0.1492142,-0.1904078,0.0411936
78,-0.73023015,-0.80646473,"('nonresilient', 'resilient')",-0.58209294,-0.6608744,-0.004708104,-0.1744974,0.5540475,0.522726,-0.1907459,-0.2797776,0.0890317
2,0.7261002,0.84999526,"('unlikable', 'likable')",1.5048417,1.456532,1.3805968,1.5972717,0.6393689,0.6860527,1.0627269,1.1474628,-0.0847359
